# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles'
# Event count (approx.): 2752739082
#
# Overhead  Command      Shared Object          Symbol                                        
# ........  ...........  .....................  ..............................................
#
     0.05%  mc-lrumaint  [kernel.kallsyms]      [k] __rseq_handle_notify_resume
     0.05%  mc-worker    [kernel.kallsyms]      [k] intel_pstate_update_util
     0.05%  mc-worker    [kernel.kallsyms]      [k] ip_send_check
     0.05%  mc-worker    [kernel.kallsyms]      [k] mlx5e_ipsec_feature_check
     0.05%  mc-worker    [kernel.kallsyms]      [k] fnhe_hashfun
     0.05%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_tx_cq
     0.05%  mc-worker    [kernel.kallsyms]      [k] flexible_sched_in
     0.05%  mc-worker    [kernel.kallsyms]      [k] __x86_indirect_thunk_r14
     0.05%  mc-worker    [kernel.kallsyms]      [k] hash_conntrack_raw
     0.05%  mc-worker    [kernel.kallsyms]      [k] do_softirq.part.0
     0.05%  mc-worker    [kernel.kallsyms]      [k] inet_ehashfn
     0.05%  mc-worker    [kernel.kallsyms]      [k] sockfd_lookup_light
     0.05%  mc-lrumaint  [kernel.kallsyms]      [k] ip_rcv_core.isra.0
     0.05%  mc-worker    [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.05%  mc-lrumaint  [kernel.kallsyms]      [k] _raw_spin_lock
     0.05%  mc-worker    [kernel.kallsyms]      [k] tcp_recv_timestamp
     0.05%  mc-worker    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_
     0.05%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_ico_cq
     0.05%  mc-lrumaint  [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.05%  mc-worker    [kernel.kallsyms]      [k] __alloc_skb
     0.05%  mc-worker    [kernel.kallsyms]      [k] set_next_task_idle
     0.05%  mc-worker    [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.05%  mc-worker    [kernel.kallsyms]      [k] sock_recvmsg
     0.05%  mc-worker    [kernel.kallsyms]      [k] setup_pre_routing
     0.05%  mc-worker    [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.05%  mc-worker    [kernel.kallsyms]      [k] tcp_push
     0.05%  mc-worker    [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.05%  mc-lrumaint  [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.05%  mc-lrumaint  [kernel.kallsyms]      [k] get_timespec64
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_schedule_loss_probe
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_rate_check_app_limited
     0.04%  mc-worker    [kernel.kallsyms]      [k] br_validate_ipv4.isra.0
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_vs_in
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_ack
     0.04%  mc-worker    [kernel.kallsyms]      [k] mlx5e_select_queue
     0.04%  mc-worker    [kernel.kallsyms]      [k] pick_next_task_idle
     0.04%  mc-worker    [kernel.kallsyms]      [k] security_socket_recvmsg
     0.04%  mc-worker    [kernel.kallsyms]      [k] __kmalloc
     0.04%  mc-worker    [kernel.kallsyms]      [k] nf_nat_packet
     0.04%  mc-lrumaint  libc.so.6              [.] __nanosleep
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] reweight_entity
     0.04%  mc-worker    [kernel.kallsyms]      [k] is_skb_forwardable
     0.04%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_sendmsg
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] __update_load_avg_se
     0.04%  mc-worker    [kernel.kallsyms]      [k] siphash_3u32
     0.04%  mc-worker    [kernel.kallsyms]      [k] skb_scrub_packet
     0.04%  mc-worker    [kernel.kallsyms]      [k] skb_defer_rx_timestamp
     0.04%  mc-worker    [kernel.kallsyms]      [k] import_iovec
     0.04%  mc-worker    [kernel.kallsyms]      [k] aa_sk_perm
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] pick_next_task_idle
     0.04%  mc-worker    [kernel.kallsyms]      [k] rb_insert_color
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] deactivate_task
     0.04%  mc-worker    [kernel.kallsyms]      [k] __slab_free
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_chrono_start
     0.04%  mc-worker    [kernel.kallsyms]      [k] __update_load_avg_se
     0.04%  mc-worker    [kernel.kallsyms]      [k] lock_sock_nested
     0.04%  mc-worker    [kernel.kallsyms]      [k] __sk_dst_check
     0.04%  mc-worker    [kernel.kallsyms]      [k] __tcp_v4_send_check
     0.04%  mc-worker    [kernel.kallsyms]      [k] vfs_read
     0.04%  mc-worker    memcached              [.] do_item_bump
     0.04%  mc-worker    [kernel.kallsyms]      [k] __nf_ct_refresh_acct
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_options_write
     0.04%  mc-worker    [kernel.kallsyms]      [k] br_nf_hook_thresh
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] copy_user_enhanced_fast_string
     0.03%  mc-worker    [kernel.kallsyms]      [k] ip_vs_forward_icmp
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_rbtree_insert
     0.03%  mc-worker    [kernel.kallsyms]      [k] ksys_read
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_small_queue_check.isra.0
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_release_data
     0.03%  mc-worker    [kernel.kallsyms]      [k] validate_xmit_xfrm
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] __cgroup_bpf_run_filter_skb
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] clockevents_program_event
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] inet_proto_csum_replace4
     0.03%  mc-worker    [kernel.kallsyms]      [k] __check_heap_object
     0.03%  mc-worker    [kernel.kallsyms]      [k] do_csum
     0.03%  mc-worker    [kernel.kallsyms]      [k] clear_buddies
     0.03%  mc-worker    [kernel.kallsyms]      [k] __skb_datagram_iter
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] account_entity_dequeue
     0.03%  mc-lrumaint  memcached              [.] do_item_link_q
     0.03%  mc-worker    [kernel.kallsyms]      [k] sk_page_frag_refill
     0.03%  mc-worker    [kernel.kallsyms]      [k] __kfree_skb_flush
     0.03%  mc-worker    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_@plt
     0.03%  mc-worker    [kernel.kallsyms]      [k] detach_if_pending
     0.03%  mc-worker    [kernel.kallsyms]      [k] net_dim
     0.03%  mc-worker    [kernel.kallsyms]      [k] apic_timer_interrupt
     0.03%  mc-worker    [kernel.kallsyms]      [k] __x86_indirect_thunk_rcx
     0.03%  mc-worker    [kernel.kallsyms]      [k] __build_flow_key.constprop.0
     0.03%  mc-worker    [kernel.kallsyms]      [k] arch_perf_update_userpage
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_bridge_update_protocol
     0.03%  mc-worker    [kernel.kallsyms]      [k] event_sched_in.isra.0
     0.03%  mc-worker    [kernel.kallsyms]      [k] check_stack_object
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] __inet_lookup_established
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_clone
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_nat_ipv4_local_fn
     0.03%  mc-worker    [kernel.kallsyms]      [k] ipv4_conntrack_local
     0.03%  mc-worker    [kernel.kallsyms]      [k] put_prev_entity
     0.03%  mc-worker    [kernel.kallsyms]      [k] account_entity_dequeue
     0.03%  mc-worker    [kernel.kallsyms]      [k] record_times
     0.03%  mc-worker    [kernel.kallsyms]      [k] dequeue_entity
     0.03%  mc-worker    [kernel.kallsyms]      [k] attach_entity_load_avg
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] __hrtimer_init
     0.03%  mc-worker    [kernel.kallsyms]      [k] aa_file_perm
     0.03%  mc-worker    [kernel.kallsyms]      [k] mlx5e_completion_event
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] update_min_vruntime
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_pull_rcsum
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_tx_timestamp
     0.03%  mc-worker    [kernel.kallsyms]      [k] interrupt_entry
     0.03%  mc-worker    [kernel.kallsyms]      [k] ip_route_input_rcu
     0.03%  mc-worker    [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.03%  mc-worker    [kernel.kallsyms]      [k] mlx5_vxlan_lookup_port
     0.02%  mc-worker    [kernel.kallsyms]      [k] skb_zerocopy_clone
     0.02%  mc-worker    [kernel.kallsyms]      [k] __tcp_push_pending_frames
     0.02%  mc-worker    [kernel.kallsyms]      [k] __fdget
     0.02%  mc-worker    memcached              [.] pthread_mutex_unlock@plt
     0.02%  mc-worker    [kernel.kallsyms]      [k] schedule
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_finish_output
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_rate_skb_sent
     0.02%  mc-worker    [kernel.kallsyms]      [k] __x86_indirect_thunk_r13
     0.02%  mc-worker    [kernel.kallsyms]      [k] _copy_to_iter
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] rb_next
     0.02%  mc-worker    [kernel.kallsyms]      [k] iov_iter_init
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] __msecs_to_jiffies
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] nf_conntrack_tcp_packet
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] place_entity
     0.02%  mc-worker    [kernel.kallsyms]      [k] udp_set_csum
     0.02%  mc-worker    [kernel.kallsyms]      [k] apparmor_file_permission
     0.02%  mc-worker    [kernel.kallsyms]      [k] sock_read_iter
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] dequeue_entity
     0.02%  mc-worker    [kernel.kallsyms]      [k] __netif_receive_skb
     0.02%  mc-worker    [kernel.kallsyms]      [k] ktime_get_seconds
     0.02%  mc-worker    [kernel.kallsyms]      [k] eth_gro_receive
     0.02%  mc-worker    [kernel.kallsyms]      [k] __napi_schedule
     0.02%  mc-worker    [kernel.kallsyms]      [k] apic_ack_irq
     0.02%  mc-worker    [kernel.kallsyms]      [k] brnf_get_logical_dev
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.02%  mc-worker    [kernel.kallsyms]      [k] hrtick_update
     0.02%  mc-worker    [kernel.kallsyms]      [k] __fdget_pos
     0.02%  mc-worker    [kernel.kallsyms]      [k] mlx5_eq_cq_get
     0.02%  memcached    [kernel.kallsyms]      [k] timespec64_add_safe
     0.02%  mc-worker    memcached              [.] resp_free
     0.02%  mc-worker    [kernel.kallsyms]      [k] do_epoll_wait
     0.02%  mc-worker    [kernel.kallsyms]      [k] ns_to_timespec64
     0.02%  mc-worker    [kernel.kallsyms]      [k] udp4_lib_lookup2
     0.02%  mc-worker    [kernel.kallsyms]      [k] __br_forward
     0.02%  mc-worker    [kernel.kallsyms]      [k] kfree_skbmem
     0.02%  mc-worker    [kernel.kallsyms]      [k] available_idle_cpu
     0.02%  mc-worker    [kernel.kallsyms]      [k] sk_forced_mem_schedule
     0.02%  mc-lrumaint  memcached              [.] slabs_available_chunks
     0.02%  mc-worker    [kernel.kallsyms]      [k] load_balance
     0.02%  mc-worker    [kernel.kallsyms]      [k] should_failslab
     0.02%  mc-worker    [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] br_forward
     0.02%  mc-worker    [kernel.kallsyms]      [k] __accumulate_pelt_segments
     0.02%  mc-worker    memcached              [.] tcp_sendmsg
     0.02%  mc-worker    [kernel.kallsyms]      [k] skb_headers_offset_update
     0.02%  mc-worker    [kernel.kallsyms]      [k] _raw_spin_unlock_bh
     0.02%  mc-worker    [kernel.kallsyms]      [k] napi_gro_receive
     0.02%  mc-worker    [kernel.kallsyms]      [k] mlx5_irq_int_handler
     0.02%  mc-worker    [kernel.kallsyms]      [k] enqueue_entity
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] read_tsc
     0.02%  mc-worker    [kernel.kallsyms]      [k] calc_wheel_index
     0.02%  mc-worker    [kernel.kallsyms]      [k] task_tick_fair
     0.02%  mc-worker    [kernel.kallsyms]      [k] br_handle_vlan
     0.02%  mc-worker    [kernel.kallsyms]      [k] __dev_forward_skb
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_sendmsg
     0.02%  mc-worker    [kernel.kallsyms]      [k] br_allowed_egress
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_ack_update_rtt.isra.0
     0.02%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_nop_txn
     0.02%  mc-worker    [kernel.kallsyms]      [k] __wake_up_common
     0.01%  mc-worker    [kernel.kallsyms]      [k] sk_free
     0.01%  mc-worker    memcached              [.] resp_add_iov
     0.01%  mc-worker    [kernel.kallsyms]      [k] inet_gro_receive
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] INET_ECN_decapsulate
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] enqueue_task_fair
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] mlx5_eq_cq_get
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] put_prev_task_fair
     0.01%  mc-worker    [kernel.kallsyms]      [k] enqueue_timer
     0.01%  mc-worker    [kernel.kallsyms]      [k] simple_copy_to_iter
     0.01%  mc-worker    [kernel.kallsyms]      [k] validate_xmit_skb_list
     0.01%  mc-worker    [kernel.kallsyms]      [k] napi_complete_done
     0.01%  mc-worker    [kernel.kallsyms]      [k] inet_send_prepare
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] record_times
     0.01%  mc-worker    [kernel.kallsyms]      [k] rebalance_domains
     0.01%  mc-worker    [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.01%  mc-worker    [kernel.kallsyms]      [k] sched_clock_cpu
     0.01%  mc-worker    [kernel.kallsyms]      [k] do_IRQ
     0.01%  mc-worker    [kernel.kallsyms]      [k] __put_user_4
     0.01%  mc-worker    [kernel.kallsyms]      [k] _cond_resched
     0.01%  mc-worker    memcached              [.] strlen@plt
     0.01%  mc-worker    [kernel.kallsyms]      [k] __kthread_should_park
     0.01%  mc-worker    [kernel.kallsyms]      [k] __hrtimer_next_event_base
     0.01%  mc-worker    [kernel.kallsyms]      [k] update_sd_lb_stats
     0.01%  mc-worker    [kernel.kallsyms]      [k] copyout
     0.01%  mc-worker    [kernel.kallsyms]      [k] new_sync_read
     0.01%  mc-worker    [kernel.kallsyms]      [k] sched_clock
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] is_skb_forwardable
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_cleanup_rbuf
     0.01%  mc-worker    memcached              [.] itoa_u64
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5_eq_comp_int
     0.01%  mc-worker    [kernel.kallsyms]      [k] inet_lookup_ifaddr_rcu
     0.01%  mc-worker    [kernel.kallsyms]      [k] hrtimer_interrupt
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_disable.part.0
     0.01%  mc-worker    memcached              [.] tcp_read
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] bictcp_acked
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] validate_xmit_skb
     0.01%  mc-worker    [kernel.kallsyms]      [k] dst_cache_get_ip4
     0.01%  mc-worker    [kernel.kallsyms]      [k] set_next_buddy
     0.01%  mc-worker    [kernel.kallsyms]      [k] dev_gro_receive
     0.01%  mc-worker    memcached              [.] process_command_ascii
     0.01%  mc-worker    [kernel.kallsyms]      [k] ip_queue_xmit
     0.01%  mc-worker    [kernel.kallsyms]      [k] __kfree_skb
     0.01%  mc-worker    [kernel.kallsyms]      [k] __fsnotify_parent
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] finish_task_switch
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] nf_conntrack_in
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] update_sd_lb_stats
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_rx_cq
     0.01%  mc-worker    [kernel.kallsyms]      [k] br_dev_xmit
     0.01%  mc-worker    [kernel.kallsyms]      [k] __qdisc_run
     0.01%  mc-worker    [kernel.kallsyms]      [k] skb_release_head_state
     0.01%  mc-worker    [kernel.kallsyms]      [k] check_cfs_rq_runtime
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] check_cfs_rq_runtime
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.01%  mc-worker    [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.01%  mc-worker    [kernel.kallsyms]      [k] __lock_text_start
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] rcu_all_qs
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] __softirqentry_text_start
     0.01%  mc-worker    memcached              [.] sendmsg@plt
     0.01%  mc-worker    memcached              [.] bipbuf_push
     0.01%  mc-worker    [kernel.kallsyms]      [k] group_sched_in
     0.01%  mc-worker    [kernel.kallsyms]      [k] deactivate_task
     0.01%  mc-worker    memcached              [.] memchr@plt
     0.01%  mc-worker    [kernel.kallsyms]      [k] sock_def_readable
     0.01%  mc-worker    [kernel.kallsyms]      [k] prepare_exit_to_usermode
     0.01%  mc-worker    [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.01%  mc-worker    memcached              [.] do_item_remove
     0.01%  mc-worker    [kernel.kallsyms]      [k] sk_filter_trim_cap
     0.01%  mc-worker    [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_irq_exit
     0.01%  mc-worker    [kernel.kallsyms]      [k] irq_chip_ack_parent
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] cpumask_next_and
     0.01%  mc-worker    [kernel.kallsyms]      [k] __netif_receive_skb_list_core
     0.01%  mc-worker    [kernel.kallsyms]      [k] hrtimer_active
     0.01%  mc-worker    [kernel.kallsyms]      [k] trigger_load_balance
     0.01%  mc-worker    [kernel.kallsyms]      [k] csum_partial
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] perf_event_set_state.part.0
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] intel_pstate_update_util
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5e_build_rx_skb
     0.01%  mc-worker    [kernel.kallsyms]      [k] fput
     0.01%  mc-worker    [kernel.kallsyms]      [k] skb_ext_add
     0.01%  mc-worker    [kernel.kallsyms]      [k] __ip_select_ident
     0.01%  mc-worker    [kernel.kallsyms]      [k] bictcp_cwnd_event
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] rcu_qs
     0.01%  mc-worker    [kernel.kallsyms]      [k] udp_gro_receive
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_event_update_time
     0.01%  mc-worker    [kernel.kallsyms]      [k] security_socket_sendmsg
     0.01%  mc-worker    [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.01%  mc-worker    [kernel.kallsyms]      [k] mem_cgroup_handle_over_high
     0.01%  mc-worker    [kernel.kallsyms]      [k] check_preempt_curr
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_irq_enter
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] put_prev_entity
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5e_post_rx_wqes
     0.01%  mc-worker    [kernel.kallsyms]      [k] nf_checksum
     0.01%  mc-worker    [kernel.kallsyms]      [k] calc_timer_values
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] perf_event_update_time
     0.01%  mc-worker    memcached              [.] read@plt
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_mtu_probe
     0.01%  mc-worker    libevent-2.1.so.7.0.1  [.] epoll_wait@plt
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.00%  mc-worker    [kernel.kallsyms]      [k] __raise_softirq_irqoff
     0.00%  mc-worker    [kernel.kallsyms]      [k] netif_rx
     0.00%  mc-worker    [kernel.kallsyms]      [k] vxlan_get_route
     0.00%  mc-worker    [kernel.kallsyms]      [k] skb_gso_validate_network_len
     0.00%  mc-worker    [kernel.kallsyms]      [k] nf_confirm
     0.00%  mc-worker    [kernel.kallsyms]      [k] perf_event_set_state.part.0
     0.00%  mc-worker    [kernel.kallsyms]      [k] aa_apply_modes_to_perms
     0.00%  mc-worker    [kernel.kallsyms]      [k] skb_gso_transport_seglen
     0.00%  mc-worker    [kernel.kallsyms]      [k] perf_event_task_tick
     0.00%  mc-worker    [kernel.kallsyms]      [k] make_kuid
     0.00%  mc-worker    [kernel.kallsyms]      [k] siphash_1u32
     0.00%  mc-worker    [kernel.kallsyms]      [k] sock_zerocopy_put
     0.00%  mc-worker    [kernel.kallsyms]      [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  mc-lrumaint  memcached              [.] item_lock
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] find_next_bit
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] udp_queue_rcv_skb
     0.00%  mc-worker    [kernel.kallsyms]      [k] tcp_v4_send_check
     0.00%  mc-lrumaint  memcached              [.] do_item_update
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] ip_local_deliver
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] mem_cgroup_handle_over_high
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] flexible_sched_in
     0.00%  mc-lrumaint  memcached              [.] bipbuf_poll
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] x86_pmu_disable
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] perf_pmu_enable.part.0
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] calc_timer_values
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] idle_cpu
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] __lock_text_start
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] nf_conntrack_udp_packet
     0.00%  memcached    [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.00%  mc-worker    [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] perf_event_sched_in
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] note_gp_changes
     0.00%  memcached    [kernel.kallsyms]      [k] update_blocked_averages
     0.00%  mc-worker    [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.00%  mc-worker    [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_enable.part.0
     0.00%  memcached    [kernel.kallsyms]      [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
