# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 2617358776
#
# Overhead  Command      Shared Object          Symbol                                        
# ........  ...........  .....................  ..............................................
#
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] enqueue_task_fair
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_ack_update_rtt.isra.0
     0.04%  mc-worker    [kernel.kallsyms]      [k] irq_enter
     0.04%  mc-worker    [kernel.kallsyms]      [k] __wake_up_common_lock
     0.04%  mc-worker    libc.so.6              [.] __clock_gettime
     0.04%  mc-worker    [kernel.kallsyms]      [k] aa_label_sk_perm.part.0
     0.04%  mc-worker    [kernel.kallsyms]      [k] __ip_queue_xmit
     0.04%  mc-worker    [kernel.kallsyms]      [k] ktime_get_update_offsets_now
     0.04%  mc-worker    [kernel.kallsyms]      [k] interrupt_entry
     0.04%  mc-worker    [kernel.kallsyms]      [k] native_sched_clock
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_protocol_deliver_rcu
     0.04%  mc-worker    libevent-2.1.so.7.0.1  [.] event_changelist_remove_all_@plt
     0.04%  mc-worker    [kernel.kallsyms]      [k] sk_free
     0.04%  mc-worker    [kernel.kallsyms]      [k] __napi_schedule
     0.04%  mc-worker    [kernel.kallsyms]      [k] mlx5e_skb_from_cqe_linear
     0.04%  mc-worker    [kernel.kallsyms]      [k] vxlan_vs_find_vni
     0.04%  mc-worker    [kernel.kallsyms]      [k] process_backlog
     0.04%  mc-worker    memcached              [.] item_remove
     0.04%  mc-worker    [kernel.kallsyms]      [k] inet_ehashfn
     0.04%  mc-worker    [kernel.kallsyms]      [k] finish_task_switch
     0.04%  mc-worker    [kernel.kallsyms]      [k] nf_checksum
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_sabotage_in
     0.04%  mc-worker    memcached              [.] do_item_bump
     0.04%  mc-worker    [kernel.kallsyms]      [k] br_forward_finish
     0.04%  mc-worker    [kernel.kallsyms]      [k] sock_sendmsg
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] copy_user_enhanced_fast_string
     0.04%  mc-worker    [kernel.kallsyms]      [k] clear_buddies
     0.04%  mc-worker    [kernel.kallsyms]      [k] kfree_skbmem
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_rate_skb_delivered
     0.04%  mc-worker    [kernel.kallsyms]      [k] aa_label_next_confined
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] __hrtimer_init
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] attach_entity_load_avg
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] irq_entries_start
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] record_times
     0.04%  mc-worker    [kernel.kallsyms]      [k] _raw_write_lock_irq
     0.04%  mc-worker    [kernel.kallsyms]      [k] sock_read_iter
     0.04%  mc-worker    [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.04%  mc-worker    [kernel.kallsyms]      [k] skb_ensure_writable
     0.03%  mc-worker    [kernel.kallsyms]      [k] get_l4proto
     0.03%  mc-worker    [kernel.kallsyms]      [k] kmalloc_slab
     0.03%  mc-worker    [kernel.kallsyms]      [k] fib_table_lookup
     0.03%  mc-worker    [kernel.kallsyms]      [k] fpregs_assert_state_consistent
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.03%  mc-worker    [kernel.kallsyms]      [k] __enqueue_entity
     0.03%  mc-worker    [kernel.kallsyms]      [k] group_sched_in
     0.03%  mc-worker    [kernel.kallsyms]      [k] inet_recvmsg
     0.03%  mc-worker    memcached              [.] pthread_mutex_unlock@plt
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_push
     0.03%  mc-worker    [kernel.kallsyms]      [k] add_interrupt_randomness
     0.03%  mc-worker    [kernel.kallsyms]      [k] update_blocked_averages
     0.03%  mc-worker    [kernel.kallsyms]      [k] aa_profile_af_perm
     0.03%  mc-worker    [kernel.kallsyms]      [k] validate_xmit_xfrm
     0.03%  mc-worker    [kernel.kallsyms]      [k] is_skb_forwardable
     0.03%  mc-worker    [kernel.kallsyms]      [k] security_file_permission
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_ct_get_tuple
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_ip_checksum
     0.03%  mc-worker    [kernel.kallsyms]      [k] select_idle_sibling.part.0
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] select_task_rq_fair
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_nat_manip_pkt
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] __rseq_handle_notify_resume
     0.03%  mc-worker    memcached              [.] bipbuf_request
     0.03%  mc-worker    memcached              [.] memchr@plt
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.03%  mc-worker    [kernel.kallsyms]      [k] br_dev_xmit
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_gro_receive
     0.03%  mc-lrumaint  memcached              [.] do_item_remove
     0.03%  mc-worker    [kernel.kallsyms]      [k] netif_skb_features
     0.03%  mc-worker    [kernel.kallsyms]      [k] mem_cgroup_handle_over_high
     0.03%  mc-worker    [kernel.kallsyms]      [k] __pm_relax
     0.03%  mc-worker    [kernel.kallsyms]      [k] mlx5e_completion_event
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_nat_inet_fn
     0.03%  mc-worker    [kernel.kallsyms]      [k] sched_clock_cpu
     0.03%  mc-worker    [kernel.kallsyms]      [k] import_iovec
     0.03%  mc-worker    [kernel.kallsyms]      [k] fput
     0.03%  mc-worker    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_
     0.03%  mc-worker    [kernel.kallsyms]      [k] amd_clear_divider
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_clone
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_rate_gen
     0.03%  mc-worker    [kernel.kallsyms]      [k] csum_partial
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] sched_clock
     0.03%  mc-worker    [kernel.kallsyms]      [k] comment_mt
     0.03%  mc-worker    [kernel.kallsyms]      [k] __copy_skb_header
     0.03%  mc-worker    [kernel.kallsyms]      [k] hash_conntrack_raw
     0.03%  mc-worker    [kernel.kallsyms]      [k] perf_swevent_add
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_ext_add
     0.02%  mc-worker    [kernel.kallsyms]      [k] mlx5e_napi_poll
     0.02%  mc-worker    memcached              [.] resp_add_iov
     0.02%  mc-worker    [kernel.kallsyms]      [k] __fdget_pos
     0.02%  mc-worker    memcached              [.] item_is_flushed
     0.02%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_sendmsg
     0.02%  mc-worker    [kernel.kallsyms]      [k] ns_to_timespec64
     0.02%  mc-worker    [kernel.kallsyms]      [k] new_sync_read
     0.02%  mc-worker    [kernel.kallsyms]      [k] smp_apic_timer_interrupt
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_vs_local_request4
     0.02%  mc-worker    [kernel.kallsyms]      [k] __radix_tree_lookup
     0.02%  mc-worker    [kernel.kallsyms]      [k] mlx5e_xdp_handle
     0.02%  mc-worker    [kernel.kallsyms]      [k] __fdget
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_vs_reply4
     0.02%  mc-worker    [kernel.kallsyms]      [k] nf_nat_ipv4_out
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_update_pacing_rate
     0.02%  mc-worker    [kernel.kallsyms]      [k] prepare_exit_to_usermode
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] rcu_all_qs
     0.02%  mc-lrumaint  memcached              [.] item_trylock_unlock
     0.02%  mc-worker    [kernel.kallsyms]      [k] check_cfs_rq_runtime
     0.02%  mc-worker    [kernel.kallsyms]      [k] security_sock_rcv_skb
     0.02%  mc-worker    [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_send_check
     0.02%  mc-worker    [kernel.kallsyms]      [k] bictcp_acked
     0.02%  mc-worker    memcached              [.] limited_get
     0.02%  mc-worker    [kernel.kallsyms]      [k] __skb_ext_put
     0.02%  mc-worker    [kernel.kallsyms]      [k] raw_local_deliver
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] hrtimer_start_range_ns
     0.02%  mc-worker    [kernel.kallsyms]      [k] x86_pmu_disable
     0.02%  mc-worker    [kernel.kallsyms]      [k] _copy_from_user
     0.02%  mc-worker    [kernel.kallsyms]      [k] gro_cells_receive
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_vs_in.part.0
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_mtu_probe
     0.02%  mc-worker    [kernel.kallsyms]      [k] sock_recvmsg
     0.02%  mc-worker    [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.02%  mc-lrumaint  memcached              [.] STATS_LOCK
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_small_queue_check.isra.0
     0.02%  mc-worker    [kernel.kallsyms]      [k] inet_gro_receive
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_push
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] timerqueue_del
     0.02%  mc-worker    [kernel.kallsyms]      [k] inet_proto_csum_replace4
     0.02%  mc-worker    [kernel.kallsyms]      [k] br_nf_dev_queue_xmit
     0.02%  mc-worker    [kernel.kallsyms]      [k] sk_filter_trim_cap
     0.02%  mc-worker    [kernel.kallsyms]      [k] sk_page_frag_refill
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_sendmsg
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] __update_idle_core
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_queue_xmit
     0.02%  mc-worker    [kernel.kallsyms]      [k] mlx5e_build_rx_skb
     0.02%  mc-worker    [kernel.kallsyms]      [k] xfrm_lookup
     0.02%  mc-worker    [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.02%  mc-worker    [kernel.kallsyms]      [k] __sys_sendmsg
     0.02%  mc-worker    [kernel.kallsyms]      [k] ktime_get_seconds
     0.02%  mc-worker    [kernel.kallsyms]      [k] __skb_ext_del
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] arch_perf_update_userpage
     0.01%  mc-worker    [kernel.kallsyms]      [k] rb_insert_color
     0.01%  mc-worker    [kernel.kallsyms]      [k] timerqueue_add
     0.01%  mc-worker    [kernel.kallsyms]      [k] apic_timer_interrupt
     0.01%  mc-worker    [kernel.kallsyms]      [k] copyout
     0.01%  mc-worker    [kernel.kallsyms]      [k] memset
     0.01%  mc-worker    [kernel.kallsyms]      [k] __remove_hrtimer
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] perf_pmu_nop_int
     0.01%  mc-worker    [kernel.kallsyms]      [k] intel_pstate_update_util
     0.01%  mc-worker    memcached              [.] conn_release_items
     0.01%  mc-lrumaint  memcached              [.] item_lock
     0.01%  mc-worker    [kernel.kallsyms]      [k] default_wake_function
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_data_ready
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] lock_hrtimer_base
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] perf_log_itrace_start
     0.01%  mc-worker    [kernel.kallsyms]      [k] __tcp_v4_send_check
     0.01%  mc-worker    [kernel.kallsyms]      [k] rb_erase
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] mem_cgroup_handle_over_high
     0.01%  mc-worker    [kernel.kallsyms]      [k] pick_next_task_idle
     0.01%  mc-worker    [kernel.kallsyms]      [k] hrtimer_update_next_event
     0.01%  mc-worker    [kernel.kallsyms]      [k] __hrtimer_next_event_base
     0.01%  mc-worker    memcached              [.] do_cache_free
     0.01%  mc-worker    [kernel.kallsyms]      [k] ip_finish_output
     0.01%  mc-worker    [kernel.kallsyms]      [k] security_socket_recvmsg
     0.01%  mc-worker    [kernel.kallsyms]      [k] __ip_finish_output
     0.01%  mc-worker    [kernel.kallsyms]      [k] __x86_indirect_thunk_r13
     0.01%  mc-worker    [kernel.kallsyms]      [k] fib_validate_source
     0.01%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_read
     0.01%  mc-worker    [kernel.kallsyms]      [k] find_next_bit
     0.01%  mc-worker    [kernel.kallsyms]      [k] passthru_features_check
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.01%  mc-worker    [kernel.kallsyms]      [k] do_softirq_own_stack
     0.01%  mc-worker    [kernel.kallsyms]      [k] hrtick_update
     0.01%  mc-worker    [kernel.kallsyms]      [k] __x86_indirect_thunk_r14
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] event_sched_in.isra.0
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_send_delayed_ack
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_rack_update_reo_wnd
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] perf_pmu_disable.part.0
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] set_next_buddy
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] smp_apic_timer_interrupt
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] update_sd_lb_stats
     0.01%  mc-lrumaint  memcached              [.] pthread_mutex_unlock@plt
     0.01%  mc-worker    [kernel.kallsyms]      [k] __skb_clone
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_rate_check_app_limited
     0.01%  mc-worker    [kernel.kallsyms]      [k] __dev_forward_skb
     0.01%  mc-worker    [kernel.kallsyms]      [k] update_min_vruntime
     0.01%  mc-worker    memcached              [.] read@plt
     0.01%  mc-worker    [kernel.kallsyms]      [k] _raw_spin_unlock_bh
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_newly_delivered
     0.01%  mc-worker    [kernel.kallsyms]      [k] ttwu_do_activate
     0.01%  mc-worker    [kernel.kallsyms]      [k] aa_apply_modes_to_perms
     0.01%  mc-worker    [kernel.kallsyms]      [k] sk_reset_timer
     0.01%  mc-worker    [kernel.kallsyms]      [k] __rseq_handle_notify_resume
     0.01%  mc-worker    [kernel.kallsyms]      [k] ip_local_out
     0.01%  mc-worker    memcached              [.] tcp_read
     0.01%  mc-worker    [kernel.kallsyms]      [k] br_dev_queue_push_xmit
     0.01%  mc-lrumaint  memcached              [.] bipbuf_poll
     0.01%  mc-lrumaint  memcached              [.] do_item_unlink_q
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_all_qs
     0.01%  mc-worker    [kernel.kallsyms]      [k] set_next_entity
     0.01%  mc-worker    [kernel.kallsyms]      [k] attach_entity_load_avg
     0.01%  mc-worker    [kernel.kallsyms]      [k] memcg_kmem_put_cache
     0.01%  mc-worker    [kernel.kallsyms]      [k] remove_entity_load_avg
     0.01%  mc-worker    [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.01%  mc-worker    [kernel.kallsyms]      [k] bictcp_cwnd_event
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%  mc-worker    [kernel.kallsyms]      [k] task_ctx_sched_out
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] rb_insert_color
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] kfree
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] sched_clock_cpu
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%  mc-worker    [kernel.kallsyms]      [k] notifier_call_chain
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%  mc-worker    [kernel.kallsyms]      [k] rebalance_domains
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] update_blocked_averages
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.00%  mc-worker    [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] perf_pmu_enable.part.0
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%  mc-worker    [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_enable.part.0
     0.00%  mc-worker    [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%  mc-worker    [kernel.kallsyms]      [k] perf_event_sched_in
     0.00%  memcached    [kernel.kallsyms]      [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
