# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 385K of event 'cycles'
# Event count (approx.): 792939460900
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                        
# ........  ...............  ........................  ..............................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.01%  rate             [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     0.01%  geo              geo                       [.] runtime.retake
     0.01%  search           [kernel.kallsyms]         [k] __legitimize_mnt
     0.01%  search           search                    [.] strconv.rightShift
     0.01%  frontend         frontend                  [.] reflect.(*rtype).ptrTo
     0.01%  search           [kernel.kallsyms]         [k] rw_verify_area
     0.01%  dockerd          [kernel.kallsyms]         [k] touch_atime
     0.01%  frontend         frontend                  [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.01%  frontend         frontend                  [.] google.golang.org/grpc.(*roundRobin).Get
     0.01%  geo              [kernel.kallsyms]         [k] native_write_msr
     0.01%  frontend         [kernel.kallsyms]         [k] common_perm_cond
     0.01%  search           [kernel.kallsyms]         [k] br_handle_frame_finish
     0.01%  search           search                    [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.01%  dockerd          dockerd                   [.] github.com/docker/docker/daemon/logger/jsonfilelog.marshalMessage
     0.01%  frontend         frontend                  [.] reflect.Value.SetString
     0.01%  recommendation   [kernel.kallsyms]         [k] timerqueue_add
     0.01%  wrk              [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.01%  containerd-shim  [kernel.kallsyms]         [k] copy_page_to_iter
     0.01%  rate             rate                      [.] runtime.futex.abi0
     0.01%  geo              geo                       [.] encoding/json.stateBeginValue
     0.01%  reservation      [kernel.kallsyms]         [k] tcp_ack
     0.01%  wrk              [kernel.kallsyms]         [k] __switch_to_asm
     0.01%  conn4            libc-2.27.so              [.] __nss_group_lookup
     0.01%  mc-worker        libevent-2.1.so.7.0.1     [.] evmap_io_active_
     0.01%  containerd-shim  [kernel.kallsyms]         [k] __wake_up_common_lock
     0.01%  recommendation   [kernel.kallsyms]         [k] __calc_delta
     0.01%  profile          profile                   [.] reflect.convertOp
     0.01%  search           [kernel.kallsyms]         [k] conntrack_mt
     0.01%  search           search                    [.] encoding/json.(*decodeState).unmarshal
     0.01%  profile          profile                   [.] reflect.Value.Field
     0.01%  geo              [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.01%  search           search                    [.] sync.runtime_procPin
     0.01%  swapper          [kernel.kallsyms]         [k] tick_nohz_idle_retain_tick
     0.01%  rate             rate                      [.] internal/poll.(*FD).Write
     0.01%  search           search                    [.] runtime.gcDrainN
     0.01%  frontend         frontend                  [.] google.golang.org/grpc.encode
     0.01%  profile          [kernel.kallsyms]         [k] rb_erase
     0.01%  search           search                    [.] strconv.formatBits
     0.01%  jbd2/sda1-8      [kernel.kallsyms]         [k] memset_erms
     0.01%  recommendation   recommendation            [.] golang.org/x/net/http2.(*Framer).readMetaFrame.func1
     0.01%  dockerd          [kernel.kallsyms]         [k] cpumask_next_wrap
     0.01%  geo              [kernel.kallsyms]         [k] copy_user_generic_unrolled
     0.01%  reservation      reservation               [.] runtime.duffzero
     0.01%  profile          [kernel.kallsyms]         [k] ipv4_conntrack_defrag
     0.01%  geo              [kernel.kallsyms]         [k] br_nf_pre_routing
     0.01%  reservation      reservation               [.] runtime.stackfree
     0.01%  dockerd          [kernel.kallsyms]         [k] jbd2_journal_get_write_access
     0.01%  recommendation   recommendation            [.] fmt.(*pp).printArg
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000037f3b
     0.01%  reservation      [kernel.kallsyms]         [k] find_next_bit
     0.01%  swapper          [kernel.kallsyms]         [k] set_task_cpu
     0.01%  dockerd          [kernel.kallsyms]         [k] ext4_ind_trans_blocks
     0.01%  reservation      [kernel.kallsyms]         [k] smp_call_function_many
     0.01%  recommendation   [kernel.kallsyms]         [k] ip_finish_output2
     0.01%  reservation      [kernel.kallsyms]         [k] __inet_lookup_established
     0.01%  dockerd          dockerd                   [.] time.(*Location).get
     0.01%  frontend         [kernel.kallsyms]         [k] tcp_current_mss
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*controlBuffer).put
     0.01%  geo              geo                       [.] runtime.(*spanSet).pop
     0.01%  dockerd          [kernel.kallsyms]         [k] __x64_sys_read
     0.01%  rate             rate                      [.] runtime.makechan
     0.01%  mc-lrumaint      memcached                 [.] lru_pull_tail
     0.01%  docker-proxy     docker-proxy              [.] runtime.futex.abi0
     0.01%  wrk              [kernel.kallsyms]         [k] tcp_rcv_established
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000565bb
     0.01%  docker-proxy     [kernel.kallsyms]         [k] skb_release_data
     0.01%  frontend         frontend                  [.] reflect.directlyAssignable
     0.01%  frontend         frontend                  [.] golang.org/x/net/http2.(*Framer).checkFrameOrder
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000622b6
     0.01%  containerd-shim  [kernel.kallsyms]         [k] __remove_hrtimer
     0.01%  search           search                    [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.01%  reservation      reservation               [.] fmt.(*readRune).readByte
     0.01%  dockerd          [kernel.kallsyms]         [k] rb_insert_color
     0.01%  rate             [kernel.kallsyms]         [k] prepare_exit_to_usermode
     0.01%  frontend         [kernel.kallsyms]         [k] sock_rfree
     0.01%  containerd-shim  [kernel.kallsyms]         [k] lapic_next_deadline
     0.01%  geo              geo                       [.] runtime.makeslice
     0.01%  frontend         [kernel.kallsyms]         [k] path_lookupat.isra.0
     0.01%  frontend         frontend                  [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Inject
     0.01%  rate             rate                      [.] sync.(*Pool).Put
     0.01%  profile          profile                   [.] strings.ToLower
     0.01%  frontend         frontend                  [.] runtime.ready
     0.01%  rate             rate                      [.] syscall.Syscall.abi0
     0.01%  frontend         frontend                  [.] github.com/rs/zerolog.colorize
     0.01%  dockerd          [kernel.kallsyms]         [k] iov_iter_advance
     0.01%  frontend         frontend                  [.] math/rand.(*rngSource).Int63
     0.01%  profile          [kernel.kallsyms]         [k] tcp_ack
     0.01%  reservation      reservation               [.] time.absDate
     0.01%  profile          [kernel.kallsyms]         [k] vfs_write
     0.01%  conn4            mongod                    [.] __wt_btcur_next
     0.01%  dockerd          dockerd                   [.] sync.(*poolDequeue).pushHead
     0.01%  search           [kernel.kallsyms]         [k] __fsnotify_parent
     0.01%  reservation      reservation               [.] runtime.exitsyscallfast
     0.01%  frontend         frontend                  [.] time.tzsetName
     0.01%  search           search                    [.] runtime.stackalloc
     0.01%  frontend         frontend                  [.] runtime.markroot
     0.01%  docker-proxy     [kernel.kallsyms]         [k] tcp_recv_skb
     0.01%  dockerd          dockerd                   [.] runtime.systemstack.abi0
     0.01%  geo              geo                       [.] runtime.pcdatavalue
     0.01%  frontend         frontend                  [.] syscall.read
     0.01%  reservation      reservation               [.] fmt.(*pp).printArg
     0.01%  reservation      [kernel.kallsyms]         [k] process_backlog
     0.01%  geo              geo                       [.] runtime.sysmon
     0.01%  recommendation   [kernel.kallsyms]         [k] update_cfs_rq_h_load
     0.01%  profile          profile                   [.] runtime.convTstring
     0.01%  dockerd          dockerd                   [.] sync.runtime_notifyListWait
     0.01%  profile          [kernel.kallsyms]         [k] update_min_vruntime
     0.01%  search           search                    [.] runtime.mapassign_fast32
     0.01%  docker-proxy     [kernel.kallsyms]         [k] nf_ct_get_tuple
     0.01%  geo              [kernel.kallsyms]         [k] pick_next_task_fair
     0.01%  mc-worker        [kernel.kallsyms]         [k] process_backlog
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*decodeState).decodeResponseHeader
     0.01%  containerd-shim  [kernel.kallsyms]         [k] _cond_resched
     0.01%  search           [kernel.kallsyms]         [k] nf_nat_ipv4_local_fn
     0.01%  docker-proxy     [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.01%  frontend         frontend                  [.] github.com/rs/zerolog.newEvent
     0.01%  docker-proxy     [kernel.kallsyms]         [k] mod_timer
     0.01%  geo              [kernel.kallsyms]         [k] mutex_unlock
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.01%  wrk              [kernel.kallsyms]         [k] nf_hook_slow
     0.01%  rate             rate                      [.] encoding/json.stateBeginValue
     0.01%  frontend         [kernel.kallsyms]         [k] mutex_unlock
     0.01%  containerd-shim  [kernel.kallsyms]         [k] copy_user_generic_unrolled
     0.01%  geo              [kernel.kallsyms]         [k] smp_call_function_many
     0.01%  docker-proxy     [kernel.kallsyms]         [k] dequeue_task_fair
     0.01%  profile          profile                   [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_string
     0.01%  rate             [kernel.kallsyms]         [k] futex_wake
     0.01%  dockerd          [kernel.kallsyms]         [k] put_prev_task_fair
     0.01%  search           search                    [.] strings.ToLower
     0.01%  rate             rate                      [.] fmt.(*fmt).fmtInteger
     0.01%  geo              [kernel.kallsyms]         [k] tcp_in_window
     0.01%  rate             rate                      [.] runtime.notesleep
     0.01%  search           [kernel.kallsyms]         [k] update_min_vruntime
     0.01%  rate             rate                      [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1
     0.01%  frontend         frontend                  [.] runtime.netpollready
     0.01%  frontend         frontend                  [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.01%  reservation      reservation               [.] runtime.makechan
     0.01%  reservation      reservation               [.] time.formatNano
     0.01%  dockerd          [kernel.kallsyms]         [k] ext4_mark_inode_dirty
     0.01%  profile          [kernel.kallsyms]         [k] __local_bh_enable_ip
     0.01%  profile          profile                   [.] reflect.(*rtype).Name
     0.01%  reservation      reservation               [.] runtime.notesleep
     0.01%  containerd-shim  [kernel.kallsyms]         [k] set_next_entity
     0.01%  frontend         [kernel.kallsyms]         [k] check_preempt_curr
     0.01%  dockerd          [kernel.kallsyms]         [k] select_estimate_accuracy
     0.01%  profile          [kernel.kallsyms]         [k] fpregs_assert_state_consistent
     0.01%  rate             rate                      [.] fmt.(*readRune).ReadRune
     0.01%  recommendation   recommendation            [.] time.parse
     0.01%  geo              [kernel.kallsyms]         [k] br_handle_frame
     0.01%  rate             [kernel.kallsyms]         [k] do_futex
     0.01%  profile          profile                   [.] runtime.sellock
     0.01%  rate             rate                      [.] runtime.newstack
     0.01%  geo              [kernel.kallsyms]         [k] common_perm
     0.01%  reservation      [kernel.kallsyms]         [k] __switch_to_asm
     0.01%  geo              [kernel.kallsyms]         [k] ktime_get
     0.01%  frontend         frontend                  [.] fmt.(*fmt).padString
     0.01%  wrk              wrk                       [.] propagatemark
     0.01%  frontend         frontend                  [.] bytes.(*Buffer).WriteString
     0.01%  dockerd          [kernel.kallsyms]         [k] ext4_ind_map_blocks
     0.01%  profile          [kernel.kallsyms]         [k] nf_ct_get_tuple
     0.01%  reservation      reservation               [.] syscall.Syscall.abi0
     0.01%  docker-proxy     [kernel.kallsyms]         [k] tcp_in_window
     0.01%  profile          [kernel.kallsyms]         [k] reschedule_interrupt
     0.01%  frontend         [kernel.kallsyms]         [k] detach_if_pending
     0.01%  wrk              [kernel.kallsyms]         [k] __dev_queue_xmit
     0.01%  dockerd          [kernel.kallsyms]         [k] __hrtimer_init
     0.01%  frontend         frontend                  [.] reflect.makemap
     0.01%  profile          profile                   [.] reflect.(*rtype).ptrTo
     0.01%  reservation      [kernel.kallsyms]         [k] __cgroup_bpf_run_filter_skb
     0.01%  docker-proxy     [kernel.kallsyms]         [k] timerqueue_add
     0.01%  frontend         [kernel.kallsyms]         [k] intel_pstate_update_util
     0.01%  frontend         [kernel.kallsyms]         [k] ip_rcv
     0.01%  profile          [kernel.kallsyms]         [k] find_next_bit
     0.01%  dockerd          [kernel.kallsyms]         [k] jbd2__journal_start
     0.01%  search           [kernel.kallsyms]         [k] common_perm_cond
     0.01%  search           [kernel.kallsyms]         [k] __ip_queue_xmit
     0.01%  rate             rate                      [.] runtime.makeslice
     0.01%  wrk              [kernel.kallsyms]         [k] tcp_stream_memory_free
     0.01%  frontend         [kernel.kallsyms]         [k] tcp_stream_memory_free
     0.01%  rate             rate                      [.] context.(*cancelCtx).Done
     0.01%  frontend         [kernel.kallsyms]         [k] __lock_text_start
     0.01%  search           search                    [.] fmt.newPrinter
     0.01%  wrk              [kernel.kallsyms]         [k] _raw_write_lock_irq
     0.01%  profile          [kernel.kallsyms]         [k] fdb_find_rcu
     0.01%  search           [kernel.kallsyms]         [k] common_perm
     0.01%  search           search                    [.] runtime.stackfree
     0.01%  reservation      reservation               [.] time.tzsetName
     0.01%  profile          profile                   [.] fmt.indexRune
     0.01%  wrk              libc-2.31.so              [.] __libc_disable_asynccancel
     0.01%  dockerd          dockerd                   [.] runtime.park_m
     0.01%  search           search                    [.] fmt.Sprintf
     0.01%  profile          [kernel.kallsyms]         [k] inode_permission
     0.01%  search           search                    [.] time.skip
     0.01%  profile          profile                   [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti
     0.01%  search           [kernel.kallsyms]         [k] __update_idle_core
     0.01%  search           [kernel.kallsyms]         [k] ip_rcv_finish_core.isra.0
     0.01%  frontend         frontend                  [.] golang.org/x/net/http2.readFrameHeader
     0.01%  frontend         frontend                  [.] strconv.ryuDigits32
     0.01%  search           search                    [.] reflect.valueInterface
     0.01%  profile          profile                   [.] runtime.copystack
     0.01%  frontend         [kernel.kallsyms]         [k] __ip_finish_output
     0.01%  geo              [kernel.kallsyms]         [k] __dev_queue_xmit
     0.01%  frontend         frontend                  [.] internal/testlog.Getenv
     0.01%  geo              geo                       [.] github.com/rs/zerolog.(*Logger).newEvent
     0.01%  frontend         frontend                  [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.01%  profile          [kernel.kallsyms]         [k] check_preempt_curr
     0.01%  swapper          [kernel.kallsyms]         [k] record_times
     0.01%  frontend         [kernel.kallsyms]         [k] skb_page_frag_refill
     0.01%  recommendation   [kernel.kallsyms]         [k] veth_xmit
     0.01%  search           search                    [.] runtime.convTslice
     0.01%  rate             [kernel.kallsyms]         [k] find_next_bit
     0.01%  search           [kernel.kallsyms]         [k] nf_nat_ipv4_out
     0.01%  frontend         frontend                  [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.01%  frontend         [kernel.kallsyms]         [k] amd_clear_divider
     0.01%  frontend         [kernel.kallsyms]         [k] do_softirq.part.0
     0.01%  reservation      reservation               [.] encoding/json.(*decodeState).rescanLiteral
     0.01%  frontend         [kernel.kallsyms]         [k] fpregs_assert_state_consistent
     0.01%  mc-worker        [kernel.kallsyms]         [k] ep_send_events_proc
     0.01%  frontend         frontend                  [.] net.(*TCPConn).Read
     0.01%  profile          profile                   [.] fmt.(*fmt).padString
     0.01%  frontend         frontend                  [.] net.(*TCPConn).Write
     0.01%  profile          [kernel.kallsyms]         [k] process_backlog
     0.01%  rate             rate                      [.] sync.(*Pool).pin
     0.01%  containerd-shim  [kernel.kallsyms]         [k] ktime_get_coarse_real_ts64
     0.01%  search           search                    [.] context.WithValue
     0.01%  search           search                    [.] runtime.releaseSudog
     0.01%  profile          profile                   [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.01%  frontend         [kernel.kallsyms]         [k] __wake_up_common_lock
     0.01%  geo              [kernel.kallsyms]         [k] override_creds
     0.01%  profile          [kernel.kallsyms]         [k] prepend_path.isra.0
     0.01%  reservation      reservation               [.] fmt.(*buffer).writeRune
     0.01%  frontend         [kernel.kallsyms]         [k] cpuacct_charge
     0.01%  rate             rate                      [.] github.com/rs/zerolog.ConsoleWriter.writePart
     0.01%  rate             [kernel.kallsyms]         [k] apic_timer_interrupt
     0.01%  wrk              [kernel.kallsyms]         [k] load_new_mm_cr3
     0.01%  profile          profile                   [.] internal/poll.runtime_pollReset
     0.01%  rate             [kernel.kallsyms]         [k] kmem_cache_alloc_node
     0.01%  geo              geo                       [.] runtime.(*sweepLocked).sweep
     0.01%  profile          [kernel.kallsyms]         [k] br_handle_frame_finish
     0.01%  dockerd          dockerd                   [.] runtime.slicebytetostring
     0.01%  recommendation   recommendation            [.] memeqbody
     0.01%  dockerd          [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.01%  geo              [kernel.kallsyms]         [k] __calc_delta
     0.01%  profile          profile                   [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.01%  rate             rate                      [.] runtime.futexsleep
     0.01%  mc-worker        [kernel.kallsyms]         [k] tcp_v4_rcv
     0.01%  mc-worker        [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     0.01%  profile          [kernel.kallsyms]         [k] update_blocked_averages
     0.01%  frontend         [kernel.kallsyms]         [k] sock_sendmsg
     0.01%  profile          profile                   [.] runtime.entersyscall.abi0
     0.01%  dockerd          [kernel.kallsyms]         [k] get_futex_value_locked
     0.01%  reservation      reservation               [.] runtime.timeSleepUntil
     0.01%  containerd-shim  [kernel.kallsyms]         [k] hrtimer_init_sleeper
     0.01%  recommendation   recommendation            [.] google.golang.org/grpc.(*Server).processUnaryRPC
     0.01%  search           [kernel.kallsyms]         [k] strncpy_from_user
     0.01%  frontend         frontend                  [.] runtime.convTslice
     0.01%  dockerd          [kernel.kallsyms]         [k] hrtimer_start_range_ns
     0.01%  search           search                    [.] runtime.gcDrain
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e149a
     0.01%  docker-proxy     docker-proxy              [.] runtime.unlock2
     0.01%  recommendation   [kernel.kallsyms]         [k] __tcp_transmit_skb
     0.01%  profile          profile                   [.] reflect.(*rtype).Kind
     0.01%  geo              [kernel.kallsyms]         [k] ip_finish_output2
     0.01%  rate             rate                      [.] runtime.pidleget
     0.01%  geo              geo                       [.] github.com/rs/zerolog.(*Logger).should
     0.01%  frontend         [kernel.kallsyms]         [k] nf_nat_packet
     0.01%  dockerd          [kernel.kallsyms]         [k] ext4_inode_block_valid
     0.01%  frontend         frontend                  [.] runtime.(*stackScanState).addObject
     0.01%  frontend         frontend                  [.] bytes.(*Buffer).WriteTo
     0.01%  search           search                    [.] runtime.mapdelete_fast32
     0.01%  frontend         [kernel.kallsyms]         [k] dequeue_task_fair
     0.01%  frontend         frontend                  [.] bytes.(*Buffer).Write
     0.01%  rate             rate                      [.] fmt.(*pp).printValue
     0.01%  docker-proxy     [kernel.kallsyms]         [k] __splice_from_pipe
     0.01%  dockerd          [kernel.kallsyms]         [k] memcg_kmem_get_cache
     0.01%  frontend         frontend                  [.] runtime.(*lfstack).push
     0.01%  search           search                    [.] reflect.Value.Convert
     0.01%  search           [kernel.kallsyms]         [k] check_preempt_curr
     0.01%  frontend         frontend                  [.] github.com/golang/protobuf/proto.getbase
     0.01%  geo              geo                       [.] runtime.usleep.abi0
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*Stream).Read
     0.01%  wrk              [kernel.kallsyms]         [k] tcp_write_xmit
     0.01%  profile          profile                   [.] runtime.pidleget
     0.01%  rate             rate                      [.] runtime.stackalloc
     0.01%  reservation      [kernel.kallsyms]         [k] ipv4_dst_check
     0.01%  search           search                    [.] runtime.notesleep
     0.01%  frontend         frontend                  [.] runtime.assertI2I2
     0.01%  dockerd          [kernel.kallsyms]         [k] hash_futex
     0.01%  docker-proxy     [kernel.kallsyms]         [k] tcp_clean_rtx_queue
     0.01%  geo              [kernel.kallsyms]         [k] update_rq_clock
     0.01%  search           [kernel.kallsyms]         [k] __lock_text_start
     0.01%  rate             rate                      [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanWithOptions
     0.01%  rate             rate                      [.] sync.runtime_procPin
     0.01%  profile          [kernel.kallsyms]         [k] load_new_mm_cr3
     0.01%  profile          profile                   [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.01%  profile          profile                   [.] os.fillFileStatFromSys
     0.01%  frontend         [kernel.kallsyms]         [k] fput_many
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.01%  search           [kernel.kallsyms]         [k] account_entity_dequeue
     0.01%  frontend         [kernel.kallsyms]         [k] tcp_wfree
     0.01%  search           [kernel.kallsyms]         [k] tcp_schedule_loss_probe
     0.01%  dockerd          dockerd                   [.] runtime.memequal64
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.01%  search           search                    [.] runtime.mcall
     0.01%  wrk              wrk                       [.] index2adr
     0.01%  profile          profile                   [.] fmt.(*fmt).pad
     0.01%  docker-proxy     [kernel.kallsyms]         [k] nf_nat_inet_fn
     0.01%  search           [kernel.kallsyms]         [k] futex_wake
     0.01%  rate             [kernel.kallsyms]         [k] hash_conntrack_raw
     0.01%  search           [kernel.kallsyms]         [k] __netif_receive_skb_one_core
     0.01%  geo              geo                       [.] runtime.(*mspan).refillAllocCache
     0.01%  docker-proxy     [kernel.kallsyms]         [k] __x64_sys_splice
     0.01%  profile          [kernel.kallsyms]         [k] __update_idle_core
     0.01%  geo              [kernel.kallsyms]         [k] new_sync_write
     0.01%  search           [kernel.kallsyms]         [k] apic_timer_interrupt
     0.01%  recommendation   recommendation            [.] path/filepath.Rel
     0.01%  wrk              [kernel.kallsyms]         [k] nf_conntrack_tcp_packet
     0.01%  profile          profile                   [.] encoding/json.(*Decoder).Decode
     0.01%  rate             [kernel.kallsyms]         [k] vfs_write
     0.01%  containerd-shim  [kernel.kallsyms]         [k] __x64_sys_write
     0.01%  wrk              wrk                       [.] lj_BC_GGET
     0.01%  frontend         frontend                  [.] runtime.deferreturn
     0.01%  search           search                    [.] runtime.sweepone
     0.01%  rate             rate                      [.] github.com/golang/protobuf/proto.(*Buffer).unmarshalType
     0.01%  mc-worker        [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.01%  docker-proxy     [kernel.kallsyms]         [k] tcp_write_xmit
     0.01%  profile          [kernel.kallsyms]         [k] common_perm
     0.01%  search           [kernel.kallsyms]         [k] ovl_same_sb
     0.01%  reservation      reservation               [.] sync.(*RWMutex).Lock
     0.01%  profile          profile                   [.] time.skip
     0.01%  search           [kernel.kallsyms]         [k] kfree
     0.01%  geo              geo                       [.] runtime.convTstring
     0.01%  geo              geo                       [.] runtime.checkTimersNoP
     0.01%  geo              [kernel.kallsyms]         [k] __update_idle_core
     0.01%  search           search                    [.] internal/testlog.Getenv
     0.01%  frontend         frontend                  [.] context.removeChild
     0.01%  swapper          [kernel.kallsyms]         [k] update_sd_lb_stats
     0.01%  dockerd          dockerd                   [.] time.Time.locabs
     0.01%  frontend         [kernel.kallsyms]         [k] skb_push
     0.01%  frontend         frontend                  [.] runtime.typehash
     0.01%  containerd-shim  [kernel.kallsyms]         [k] generic_pipe_buf_confirm
     0.01%  search           [kernel.kallsyms]         [k] tcp_rearm_rto
     0.01%  search           [kernel.kallsyms]         [k] inode_permission
     0.01%  recommendation   [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.01%  dockerd          [kernel.kallsyms]         [k] current_time
     0.01%  search           search                    [.] runtime.convTstring
     0.01%  profile          profile                   [.] runtime.pidleput
     0.01%  frontend         frontend                  [.] strconv.genericFtoa
     0.01%  search           search                    [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.01%  frontend         frontend                  [.] google.golang.org/grpc.(*ClientConn).Invoke
     0.01%  rate             rate                      [.] reflect.Value.Type
     0.01%  frontend         [kernel.kallsyms]         [k] override_creds
     0.01%  frontend         frontend                  [.] runtime.gcDrain
     0.01%  profile          [kernel.kallsyms]         [k] mod_timer
     0.01%  rate             rate                      [.] fmt.(*ss).scanOne
     0.01%  frontend         frontend                  [.] net/url.parse
     0.01%  profile          profile                   [.] time.Time.locabs
     0.01%  reservation      reservation               [.] runtime.pidleput
     0.01%  frontend         [kernel.kallsyms]         [k] sock_read_iter
     0.01%  frontend         [kernel.kallsyms]         [k] tcp_cleanup_rbuf
     0.01%  frontend         [kernel.kallsyms]         [k] ip_protocol_deliver_rcu
     0.01%  search           search                    [.] golang.org/x/net/http2/hpack.appendHpackString
     0.01%  geo              geo                       [.] encoding/json.(*decodeState).unmarshal
     0.01%  profile          profile                   [.] fmt.(*readRune).ReadRune
     0.01%  reservation      reservation               [.] fmt.(*ss).doScanf
     0.01%  search           search                    [.] time.tzsetName
     0.01%  frontend         [kernel.kallsyms]         [k] sk_stream_alloc_skb
     0.01%  recommendation   recommendation            [.] encoding/json.stateInString
     0.01%  rate             rate                      [.] runtime.mapdelete_faststr
     0.01%  frontend         [kernel.kallsyms]         [k] tcp_event_data_recv
     0.01%  frontend         frontend                  [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.01%  dockerd          dockerd                   [.] runtime.findObject
     0.01%  search           [kernel.kallsyms]         [k] tcp_current_mss
     0.01%  frontend         frontend                  [.] runtime.getempty
     0.01%  wrk              [kernel.kallsyms]         [k] native_queued_spin_lock_slowpath
     0.01%  recommendation   recommendation            [.] runtime.checkTimersNoP
     0.01%  geo              geo                       [.] runtime.chansend
     0.01%  dockerd          dockerd                   [.] runtime.readyWithTime
     0.01%  docker-proxy     [kernel.kallsyms]         [k] __calc_delta
     0.01%  recommendation   recommendation            [.] golang.org/x/net/http2.(*Framer).ReadFrame
     0.01%  recommendation   [kernel.kallsyms]         [k] nf_conntrack_in
     0.01%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dbe3
     0.01%  docker-proxy     docker-proxy              [.] runtime.exitsyscallfast
     0.01%  rate             [kernel.kallsyms]         [k] record_times
     0.01%  wrk              [kernel.kallsyms]         [k] kmem_cache_alloc_node
     0.01%  rate             rate                      [.] reflect.Value.SetMapIndex
     0.01%  wrk              wrk                       [.] hdr_record_value
     0.01%  profile          profile                   [.] reflect.makemap
     0.01%  recommendation   [kernel.kallsyms]         [k] dequeue_task_fair
     0.01%  docker-proxy     [kernel.kallsyms]         [k] ktime_get
     0.01%  geo              geo                       [.] runtime.gcWriteBarrier
     0.01%  profile          profile                   [.] math/rand.(*rngSource).Int63
     0.01%  frontend         frontend                  [.] reflect.Value.Type
     0.01%  geo              geo                       [.] strconv.(*decimal).Assign
     0.01%  reservation      reservation               [.] fmt.(*ss).consume
     0.01%  profile          profile                   [.] reflect.implements
     0.01%  reservation      [kernel.kallsyms]         [k] eth_type_trans
     0.01%  search           [kernel.kallsyms]         [k] rb_erase
     0.01%  rate             rate                      [.] runtime.mapdelete
     0.01%  profile          profile                   [.] runtime.interhash
     0.01%  frontend         frontend                  [.] runtime.(*headTailIndex).incTail
     0.01%  rate             [kernel.kallsyms]         [k] fsnotify
     0.01%  search           search                    [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.01%  frontend         [kernel.kallsyms]         [k] __netif_receive_skb_one_core
     0.01%  geo              [kernel.kallsyms]         [k] fput_many
     0.01%  profile          [kernel.kallsyms]         [k] net_rx_action
     0.01%  containerd-shim  [kernel.kallsyms]         [k] migrate_task_rq_fair
     0.01%  rate             rate                      [.] runtime.concatstrings
     0.01%  geo              geo                       [.] reflect.Value.Type
     0.01%  profile          profile                   [.] golang.org/x/net/http2.(*Framer).ReadFrame
     0.01%  frontend         [kernel.kallsyms]         [k] link_path_walk.part.0
     0.01%  reservation      [kernel.kallsyms]         [k] futex_wait
     0.01%  rate             rate                      [.] runtime.duffcopy
     0.01%  containerd-shim  [kernel.kallsyms]         [k] get_futex_value_locked
     0.01%  profile          profile                   [.] strconv.formatBits
     0.01%  profile          [kernel.kallsyms]         [k] br_nf_post_routing
     0.01%  frontend         [kernel.kallsyms]         [k] getname_flags
     0.01%  recommendation   recommendation            [.] runtime.netpoll
