# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 1610536435
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  ........................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.03%  kworker/9:11-mm  [kernel.kallsyms]         [k] update_load_avg
     0.03%  ftdc             [kernel.kallsyms]         [k] __lookup_mnt
     0.03%  JournalFlusher   [kernel.kallsyms]         [k] do_futex
     0.03%  swapper          [kernel.kallsyms]         [k] rcu_needs_cpu
     0.03%  consul           consul                    [.] runtime.(*limiterEvent).stop
     0.03%  ftdc             [kernel.kallsyms]         [k] security_inode_permission
     0.03%  node             [JIT] tid 81615           [.] 0x0000000006cfbab8
     0.03%  consul           [kernel.kallsyms]         [k] native_sched_clock
     0.03%  JournalFlusher   libpthread-2.27.so        [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.03%  ftdc             mongod                    [.] mongo::procparser::parseProcDiskStats
     0.03%  node             [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.03%  dockerd          [kernel.kallsyms]         [k] do_epoll_wait
     0.03%  dockerd          dockerd                   [.] runtime.(*limiterEvent).stop
     0.03%  ftdc             [kernel.kallsyms]         [k] memcg_kmem_get_cache
     0.03%  node             [kernel.kallsyms]         [k] futex_wake
     0.03%  swapper          [kernel.kallsyms]         [k] hrtimer_try_to_cancel
     0.03%  geo              [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.03%  kworker/u32:2-e  [kernel.kallsyms]         [k] sb_mark_inode_writeback
     0.03%  ftdc             [kernel.kallsyms]         [k] num_to_str
     0.03%  sshd             sshd                      [.] error
     0.03%  ftdc             [kernel.kallsyms]         [k] vmstat_next
     0.03%  JournalFlusher   [kernel.kallsyms]         [k] __schedule
     0.03%  ftdc             [kernel.kallsyms]         [k] seq_printf
     0.03%  ftdc             libpthread-2.27.so        [.] __read
     0.03%  swapper          [kernel.kallsyms]         [k] calc_load_nohz_fold
     0.03%  swapper          [kernel.kallsyms]         [k] rcu_idle_exit
     0.03%  ftdc             [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.03%  ftdc             [kernel.kallsyms]         [k] read_tsc
     0.03%  ftdc             [kernel.kallsyms]         [k] entry_SYSCALL_64_after_hwframe
     0.03%  node             node                      [.] uv__run_idle
     0.03%  ftdc             [kernel.kallsyms]         [k] mntget
     0.03%  ftdc             mongod                    [.] boost::detail::function::function_obj_invoker2<boost::algorithm::detail::token_finderF<mongo::procparser::parseProcMemInfo(std::vector<mongo::StringData, std::allocator<mongo::StringData> > const&, mongo::StringData, mongo::BSONObjBuilder*)::{lambda(char)#2}>, boost::iterator_range<char const*>, char const, char const>::invoke
     0.03%  consul           [kernel.kallsyms]         [k] __x64_sys_futex
     0.03%  ftdc             [kernel.kallsyms]         [k] class_dev_iter_next
     0.03%  node             [kernel.kallsyms]         [k] release_pages
     0.03%  ftdc             [kernel.kallsyms]         [k] task_dump_owner
     0.03%  node             [JIT] tid 81683           [.] 0x0000000007320920
     0.03%  node             node                      [.] Builtins_SameValueNumbersOnly
     0.03%  consul           [kernel.kallsyms]         [k] enter_lazy_tlb
     0.03%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] __slab_free
     0.03%  user             user                      [.] runtime.findrunnable
     0.03%  ftdc             mongod                    [.] std::locale::locale
     0.03%  swapper          [kernel.kallsyms]         [k] update_rt_rq_load_avg
     0.03%  consul           [kernel.kallsyms]         [k] deactivate_task
     0.03%  ftdc             libc-2.27.so              [.] __strtol_l
     0.03%  swapper          [kernel.kallsyms]         [k] timekeeping_advance
     0.03%  mongod           [kernel.kallsyms]         [k] futex_wake
     0.03%  Backgro.kSource  [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.03%  containerd       [kernel.kallsyms]         [k] psi_task_change
     0.03%  mongod           mongod                    [.] __curfile_close
     0.03%  node             node                      [.] node::AsyncWrap::AsyncReset
     0.03%  swapper          [kernel.kallsyms]         [k] call_cpuidle
     0.03%  consul           [kernel.kallsyms]         [k] update_min_vruntime
     0.03%  swapper          [kernel.kallsyms]         [k] run_timer_softirq
     0.03%  node             [kernel.kallsyms]         [k] cpuacct_charge
     0.03%  JournalFlusher   mongod                    [.] __wt_config_init
     0.03%  swapper          [kernel.kallsyms]         [k] update_group_capacity
     0.03%  swapper          [kernel.kallsyms]         [k] __slab_free
     0.03%  consul           [kernel.kallsyms]         [k] ep_send_events_proc
     0.03%  dockerd          [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.03%  swapper          [kernel.kallsyms]         [k] cpu_startup_entry
     0.03%  JournalFlusher   mongod                    [.] __session_log_flush
     0.03%  swapper          [kernel.kallsyms]         [k] rcu_core
     0.03%  sleep            ld-2.31.so                [.] check_match
     0.03%  kworker/13:1H-k  [kernel.kallsyms]         [k] update_sd_lb_stats
     0.03%  geo              [kernel.kallsyms]         [k] do_syscall_64
     0.03%  user             user                      [.] runtime.nanotime1.abi0
     0.03%  systemd-network  systemd-networkd          [.] path_compare
     0.03%  consul           consul                    [.] runtime.notetsleep_internal
     0.03%  dockerd          [kernel.kallsyms]         [k] check_preempt_curr
     0.03%  dockerd          [kernel.kallsyms]         [k] set_next_task_idle
     0.03%  dockerd          [kernel.kallsyms]         [k] update_curr
     0.03%  node             node                      [.] v8::internal::Object::SetProperty
     0.03%  ftdc             mongod                    [.] tcmalloc::PageHeap::Carve
     0.03%  Timesta.Monitor  [kernel.kallsyms]         [k] do_syscall_64
     0.03%  node             watcher.node              [.] std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::string>, std::allocator<std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> > >, std::regex_traits<char>, true>::_M_lookahead
     0.03%  ftdc             mongod                    [.] boost::detail::function::function_obj_invoker2<boost::algorithm::detail::token_finderF<mongo::procparser::parseProcMemInfo(std::vector<mongo::StringData, std::allocator<mongo::StringData> > const&, mongo::StringData, mongo::BSONObjBuilder*)::{lambda(char)#1}>, boost::iterator_range<char const*>, char const, char const>::invoke
     0.03%  swapper          [kernel.kallsyms]         [k] check_preempt_curr
     0.03%  ftdc             [kernel.kallsyms]         [k] __d_lookup
     0.03%  node             [JIT] tid 81615           [.] 0x0000000006d3e76b
     0.03%  ftdc             mongod                    [.] mongo::procparser::parseProcNetstat
     0.03%  node             [kernel.kallsyms]         [k] _cond_resched
     0.03%  consul           consul                    [.] runtime.acquirep
     0.03%  mongod           [kernel.kallsyms]         [k] getname_flags
     0.03%  node             [JIT] tid 81615           [.] 0x0000000006bcc384
     0.03%  profile          profile                   [.] runtime.notetsleep_internal
     0.03%  kworker/u32:2-e  [kernel.kallsyms]         [k] update_blocked_averages
     0.03%  ftdc             mongod                    [.] mongo::NumberParser::operator()
     0.03%  swapper          [kernel.kallsyms]         [k] update_fast_timekeeper
     0.03%  ftdc             mongod                    [.] mongo::procparser::parseProcMemInfo
     0.03%  node             node                      [.] Builtins_BaselineOutOfLinePrologue
     0.03%  mongod           [kernel.kallsyms]         [k] do_futex
     0.03%  consul           consul                    [.] runtime/internal/syscall.EpollWait
     0.03%  swapper          [kernel.kallsyms]         [k] memchr_inv
     0.03%  reservation      [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.03%  swapper          [kernel.kallsyms]         [k] tick_nohz_tick_stopped
     0.03%  ftdc             [kernel.kallsyms]         [k] __fd_install
     0.03%  node             node                      [.] v8::internal::LookupIterator::LookupInRegularHolder<false>
     0.03%  sshd             [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.03%  node             libpthread-2.31.so        [.] __pthread_rwlock_wrlock
     0.03%  consul           consul                    [.] runtime.casgstatus
     0.03%  consul           consul                    [.] runtime.memclrNoHeapPointers
     0.03%  dockerd          dockerd                   [.] runtime.sysmon
     0.03%  ftdc             [kernel.kallsyms]         [k] vfs_read
     0.03%  kworker/u32:2-e  [kernel.kallsyms]         [k] __writepage
     0.03%  dockerd          [kernel.kallsyms]         [k] psi_task_change
     0.03%  dockerd          [kernel.kallsyms]         [k] account_entity_dequeue
     0.03%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] bio_init
     0.03%  consul           consul                    [.] runtime.pidleput
     0.03%  mongod           [kernel.kallsyms]         [k] cpuacct_charge
     0.03%  node             [JIT] tid 81615           [.] 0x0000000006b901cd
     0.03%  node             [kernel.kallsyms]         [k] ttwu_do_wakeup
     0.03%  recommendation   [kernel.kallsyms]         [k] do_syscall_64
     0.03%  ftdc             mongod                    [.] __wt_vsnprintf_len_incr
     0.03%  node             node                      [.] v8::internal::Accessors::FunctionPrototypeGetter
     0.03%  ftdc             [kernel.kallsyms]         [k] strlen
     0.03%  kworker/u32:2-e  [kernel.kallsyms]         [k] wbt_inflight_cb
     0.03%  ftdc             mongod                    [.] mongo::Timestamp::toStringPretty[abi:cxx11]
     0.03%  mongod           [kernel.kallsyms]         [k] schedule
     0.03%  swapper          [kernel.kallsyms]         [k] hrtimer_next_event_without
     0.03%  node             [JIT] tid 81615           [.] 0x0000000006cbd573
     0.03%  node             node                      [.] Builtins_Call_ReceiverIsNullOrUndefined_Baseline_Compact
     0.03%  node             node                      [.] Builtins_CreateTypedArray
     0.03%  JournalFlusher   mongod                    [.] mongo::Client::getCurrent
     0.03%  mongod           [kernel.kallsyms]         [k] update_curr
     0.03%  node             [kernel.kallsyms]         [k] nf_nat_ipv4_fn
     0.03%  ftdc             [kernel.kallsyms]         [k] __fget_light
     0.03%  swapper          [kernel.kallsyms]         [k] rcu_accelerate_cbs
     0.03%  JournalFlusher   [kernel.kallsyms]         [k] __accumulate_pelt_segments
     0.03%  JournalFlusher   [kernel.kallsyms]         [k] timerqueue_add
     0.03%  decreas.ressure  mongod                    [.] __wt_stat_connection_aggregate
     0.03%  consul           [kernel.kallsyms]         [k] hrtimer_start_range_ns
     0.03%  consul           consul                    [.] runtime.dodeltimer0
     0.03%  swapper          [kernel.kallsyms]         [k] find_busiest_group
     0.03%  ftdc             [kernel.kallsyms]         [k] lockref_get
     0.03%  mongod           [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.03%  consul           consul                    [.] math/rand.(*lockedSource).Int63
     0.03%  FlowCon.fresher  mongod                    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign
     0.03%  ftdc             mongod                    [.] std::_Rb_tree_insert_and_rebalance
     0.03%  swapper          [kernel.kallsyms]         [k] dev_gro_receive
     0.03%  node             node                      [.] uv__io_poll
     0.03%  JournalFlusher   mongod                    [.] mongo::logv2::LogComponentSettings::shouldLog
     0.03%  node             [kernel.kallsyms]         [k] __wake_up_common
     0.03%  containerd       [kernel.kallsyms]         [k] __update_load_avg_se
     0.03%  containerd       containerd                [.] runtime.mProf_Malloc
     0.03%  ksoftirqd/10     [kernel.kallsyms]         [k] update_blocked_averages
     0.03%  swapper          [kernel.kallsyms]         [k] run_local_timers
     0.03%  DeadlineMonitor  mongod                    [.] mongo::IdleThreadBlock::endIdleThreadBlock
     0.03%  mongod           [kernel.kallsyms]         [k] security_file_open
     0.03%  mongod           mongod                    [.] __wt_cursor_reopen
     0.03%  ftdc             mongod                    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::_M_pbump
     0.03%  swapper          [kernel.kallsyms]         [k] cpuidle_select
     0.03%  ftdc             mongod                    [.] memchr@plt
     0.03%  systemd-udevd    libc-2.31.so              [.] _int_free
     0.03%  kworker/u32:2-e  [kernel.kallsyms]         [k] memset_erms
     0.03%  consul           [kernel.kallsyms]         [k] update_rq_clock
     0.03%  irqbalance       [kernel.kallsyms]         [k] put_dec_trunc8
     0.03%  consul           consul                    [.] runtime.execute
     0.03%  JournalFlusher   [kernel.kallsyms]         [k] deactivate_task
     0.03%  JournalFlusher   libpthread-2.27.so        [.] __pthread_mutex_lock
     0.03%  mongod           [kernel.kallsyms]         [k] futex_wait
     0.03%  recommendation   [kernel.kallsyms]         [k] __wake_up_common
     0.03%  node             [kernel.kallsyms]         [k] deactivate_task
     0.03%  swapper          [kernel.kallsyms]         [k] mlx4_eq_int
     0.03%  node             node                      [.] uv_async_send
     0.03%  mongod           [kernel.kallsyms]         [k] account_entity_dequeue
     0.03%  memcached        [kernel.kallsyms]         [k] rb_insert_color
     0.03%  node             [kernel.kallsyms]         [k] set_next_task_idle
     0.03%  Backgro.kSource  [kernel.kallsyms]         [k] do_syscall_64
     0.02%  dockerd          [kernel.kallsyms]         [k] __fget_light
     0.02%  rate             [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.02%  swapper          [kernel.kallsyms]         [k] arp_process
     0.02%  ftdc             mongod                    [.] fmt::v6::internal::parse_format_string<false, char, fmt::v6::format_handler<fmt::v6::arg_formatter<fmt::v6::buffer_range<char> >, char, fmt::v6::basic_format_context<std::back_insert_iterator<fmt::v6::internal::buffer<char> >, char> >&>
     0.02%  kworker/4:4-mm_  [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.02%  swapper          [kernel.kallsyms]         [k] enqueue_hrtimer
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] intel_pstate_update_util
     0.02%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] dma_pool_alloc
     0.02%  node             watcher.node              [.] operator delete@plt
     0.02%  swapper          [kernel.kallsyms]         [k] timekeeping_max_deferment
     0.02%  mongod           [kernel.kallsyms]         [k] __switch_to_asm
     0.02%  consul           [kernel.kallsyms]         [k] __cgroup_account_cputime
     0.02%  Timesta.Monitor  mongod                    [.] config_check
     0.02%  kworker/u32:2-e  [kernel.kallsyms]         [k] _raw_spin_lock_irqsave
     0.02%  swapper          [kernel.kallsyms]         [k] quiet_vmstat
     0.02%  kworker/13:7-ev  [kernel.kallsyms]         [k] iomem_map_sanity_check
     0.02%  consul           [kernel.kallsyms]         [k] select_estimate_accuracy
     0.02%  mongod           mongod                    [.] __wt_cursor_cache_get
     0.02%  kworker/1:1-mm_  [kernel.kallsyms]         [k] update_blocked_averages
     0.02%  swapper          [kernel.kallsyms]         [k] hrtimer_force_reprogram
     0.02%  node             node                      [.] v8::Context::Enter
     0.02%  node             node                      [.] v8::internal::JsonParser<unsigned char>::ScanJsonString
     0.02%  node             node                      [.] v8::TryCatch::~TryCatch
     0.02%  consul           consul                    [.] runtime.sysmon
     0.02%  recommendation   [kernel.kallsyms]         [k] __update_load_avg_se
     0.02%  JournalFlusher   mongod                    [.] mongo::OperationContext::~OperationContext
     0.02%  consul           [kernel.kallsyms]         [k] ep_poll
     0.02%  consul           [kernel.kallsyms]         [k] futex_wait
     0.02%  consul           consul                    [.] runtime.checkRunqsNoP
     0.02%  node             [kernel.kallsyms]         [k] fpregs_assert_state_consistent
     0.02%  Backgro.kSource  [kernel.kallsyms]         [k] __update_load_avg_se
     0.02%  mongod           mongod                    [.] __wt_cond_auto_wait_signal
     0.02%  ftdc             mongod                    [.] mongo::(anonymous namespace)::StorageSSS::generateSection
     0.02%  node             [kernel.kallsyms]         [k] __unqueue_futex
     0.02%  JournalFlusher   mongod                    [.] mongo::RecoveryUnit::abortRegisteredChanges
     0.02%  ftdc             mongod                    [.] __vsnprintf_chk@plt
     0.02%  frontend         frontend                  [.] runtime.mPark
     0.02%  ftdc             mongod                    [.] malloc
     0.02%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] nvme_map_data
     0.02%  reservation      [kernel.kallsyms]         [k] schedule
     0.02%  node             [kernel.kallsyms]         [k] rb_insert_color
     0.02%  JournalFlusher   mongod                    [.] mongo::latch_detail::getOrMakeLatchData<mongo::OperationTimeTracker::_mutex::{lambda()#1}>
     0.02%  all-in-one-linu  [kernel.kallsyms]         [k] update_curr
     0.02%  swapper          [kernel.kallsyms]         [k] __sock_wfree
     0.02%  kworker/4:4-mm_  [kernel.kallsyms]         [k] __lock_text_start
     0.02%  mc-lrumaint      [kernel.kallsyms]         [k] update_curr
     0.02%  node             node                      [.] v8::internal::LoadIC::ComputeHandler
     0.02%  node             [kernel.kallsyms]         [k] inode_permission
     0.02%  node             libc-2.31.so              [.] __libc_malloc
     0.02%  ftdc             [vdso]                    [.] gettimeofday
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] cpuacct_charge
     0.02%  dockerd          [kernel.kallsyms]         [k] ktime_get
     0.02%  node             node                      [.] v8::internal::LookupIterator::GetName
     0.02%  ftdc             mongod                    [.] mongo::ServiceEntryPointImpl::appendStats
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] __update_idle_core
     0.02%  JournalFlusher   mongod                    [.] config_check
     0.02%  node             [kernel.kallsyms]         [k] select_idle_sibling.part.0
     0.02%  consul           consul                    [.] runtime.memmove
     0.02%  mongod           mongod                    [.] __evict_pass
     0.02%  swapper          [kernel.kallsyms]         [k] ttwu_do_activate
     0.02%  swapper          [kernel.kallsyms]         [k] retint_kernel
     0.02%  sshd             [kernel.kallsyms]         [k] nf_nat_ipv4_local_fn
     0.02%  DeadlineMonitor  [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.02%  containerd       containerd                [.] runtime.stealWork
     0.02%  swapper          [kernel.kallsyms]         [k] rcu_core_si
     0.02%  swapper          [kernel.kallsyms]         [k] tick_irq_enter
     0.02%  ftdc             mongod                    [.] __wt_buf_fmt
     0.02%  swapper          [kernel.kallsyms]         [k] nohz_balance_enter_idle
     0.02%  ftdc             [kernel.kallsyms]         [k] getrusage
     0.02%  Backgro.kSource  [kernel.kallsyms]         [k] futex_wait_queue_me
     0.02%  user             [kernel.kallsyms]         [k] do_syscall_64
     0.02%  consul           consul                    [.] runtime.(*itabTableType).find
     0.02%  node             [kernel.kallsyms]         [k] ep_scan_ready_list.constprop.0
     0.02%  user             [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.02%  consul           [kernel.kallsyms]         [k] enqueue_task_fair
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.02%  JournalFlusher   mongod                    [.] mongo::ReadWriteConcernProvenanceBase::ReadWriteConcernProvenanceBase
     0.02%  node             [JIT] tid 81696           [.] 0x000000000680e54a
     0.02%  systemd-udevd    [kernel.kallsyms]         [k] vma_interval_tree_remove
     0.02%  node             node                      [.] v8::internal::HandleScope::Extend
     0.02%  swapper          [kernel.kallsyms]         [k] __netif_receive_skb_core
     0.02%  jbd2/nvme0n1p1-  [kernel.kallsyms]         [k] write_cache_pages
     0.02%  node             [kernel.kallsyms]         [k] enqueue_entity
     0.02%  kworker/u32:2-e  [kernel.kallsyms]         [k] nvme_pci_complete_rq
     0.02%  consul           consul                    [.] github.com/hashicorp/raft.(*Raft).leaderLoop
     0.02%  swapper          [kernel.kallsyms]         [k] can_stop_idle_tick.isra.0
     0.02%  mongod           [kernel.kallsyms]         [k] cgroup_rstat_updated
     0.02%  mongod           mongod                    [.] __wt_cursor_init
     0.02%  dockerd          [kernel.kallsyms]         [k] futex_wait
     0.02%  swapper          [kernel.kallsyms]         [k] update_ts_time_stats
     0.02%  node             [kernel.kallsyms]         [k] error_entry
     0.02%  node             node                      [.] halfsiphash
     0.02%  dockerd          [kernel.kallsyms]         [k] __fsnotify_parent
     0.02%  node             [JIT] tid 81615           [.] 0x0000000006cc3088
     0.02%  node             node                      [.] node::Environment::RunAndClearNativeImmediates
     0.02%  consul           [kernel.kallsyms]         [k] hrtimer_cancel
     0.02%  node             node                      [.] v8::HandleScope::HandleScope
     0.02%  swapper          [kernel.kallsyms]         [k] __enqueue_entity
     0.02%  node             [kernel.kallsyms]         [k] _raw_write_lock_irq
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] do_syscall_64
     0.02%  consul           consul                    [.] runtime.futexsleep
     0.02%  clientcursormon  mongod                    [.] mongo::CurOp::CurOp
     0.02%  swapper          [kernel.kallsyms]         [k] account_process_tick
     0.02%  node             libc-2.31.so              [.] epoll_wait
     0.02%  node             libc-2.31.so              [.] __memcpy_avx_unaligned_erms
     0.02%  node             libpthread-2.31.so        [.] pthread_cond_wait@@GLIBC_2.3.2
     0.02%  ftdc             mongod                    [.] mongo::AuthzSessionExternalStateMongod::shouldIgnoreAuthChecks
     0.02%  node             [kernel.kallsyms]         [k] prepare_exit_to_usermode
     0.02%  rate             rate                      [.] github.com/uber/jaeger-client-go.(*remoteReporter).processQueue
     0.02%  mongod           [kernel.kallsyms]         [k] pick_next_task_fair
     0.02%  geo              [kernel.kallsyms]         [k] switch_fpu_return
     0.02%  consul           [kernel.kallsyms]         [k] pipe_poll
     0.02%  JournalFlusher   mongod                    [.] mongo::DecorationRegistry<mongo::OperationContext>::destroyAt<mongo::MultikeyPathTracker>
     0.02%  mongod           [kernel.kallsyms]         [k] hrtimer_sleeper_start_expires
     0.02%  kworker/7:22-mm  [kernel.kallsyms]         [k] update_load_avg
     0.02%  mongod           [kernel.kallsyms]         [k] update_min_vruntime
     0.02%  consul           consul                    [.] runtime.(*mcentral).cacheSpan
     0.02%  swapper          [kernel.kallsyms]         [k] calc_global_load
     0.02%  dockerd          dockerd                   [.] net.(*UDPConn).ReadMsgUDPAddrPort
     0.02%  dockerd          dockerd                   [.] time.Until
     0.02%  dockerd          [kernel.kallsyms]         [k] __x64_sys_nanosleep
     0.02%  frontend         frontend                  [.] runtime.selparkcommit
     0.02%  ftdc             [kernel.kallsyms]         [k] thread_group_cputime
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] update_dl_rq_load_avg
     0.02%  node             node                      [.] Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
     0.02%  node             node                      [.] node::InternalCallbackScope::Close
     0.02%  memcached        [kernel.kallsyms]         [k] __rseq_handle_notify_resume
     0.02%  swapper          [kernel.kallsyms]         [k] fib_table_lookup
     0.02%  consul           [kernel.kallsyms]         [k] ktime_get_ts64
     0.02%  mongod           [vdso]                    [.] __vdso_clock_gettime
     0.02%  node             node                      [.] uv_mutex_lock
     0.02%  DeadlineMonitor  [kernel.kallsyms]         [k] __schedule
     0.02%  consul           consul                    [.] github.com/hashicorp/consul/agent/consul.(*Coordinate).batchApplyUpdates
     0.02%  FlowCon.fresher  [kernel.kallsyms]         [k] __calc_delta
     0.02%  Timesta.Monitor  mongod                    [.] std::thread::_State_impl<std::thread::_Invoker<std::tuple<mongo::stdx::thread::thread<mongo::PeriodicRunnerImpl::PeriodicJobImpl::_run()::{lambda()#2}, , 0>(mongo::PeriodicRunnerImpl::PeriodicJobImpl::_run()::{lambda()#2})::{lambda()#1}> > >::_M_run
     0.02%  frontend         [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.02%  JournalFlusher   mongod                    [.] mongo::(anonymous namespace)::ClientOutOfLineExecutorClientObserver::onCreateOperationContext
     0.02%  node             node                      [.] v8::internal::FastKeyAccumulator::TryPrototypeInfoCache
     0.02%  ftdc             mongod                    [.] mongo::AuthCounter::append
     0.02%  kworker/12:18-m  [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.02%  JournalFlusher   mongod                    [.] mongo::DecorationRegistry<mongo::OperationContext>::destroyAt<boost::optional<mongo::BSONArray> >
     0.02%  ksoftirqd/7      [kernel.kallsyms]         [k] pfifo_fast_dequeue
     0.02%  dockerd          [kernel.kallsyms]         [k] atime_needs_update
     0.02%  JournalFlusher   mongod                    [.] non-virtual thunk to mongo::StorageEngineImpl::newRecoveryUnit()
     0.02%  consul           consul                    [.] runtime.runtimer
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] psi_task_change
     0.02%  node             [kernel.kallsyms]         [k] dst_release
     0.02%  node             node                      [.] v8::internal::JSObject::DefineOwnPropertyIgnoreAttributes
     0.02%  sshd             [kernel.kallsyms]         [k] __lock_text_start
     0.02%  swapper          [kernel.kallsyms]         [k] ip_protocol_deliver_rcu
     0.02%  consul           [kernel.kallsyms]         [k] try_to_wake_up
     0.02%  swapper          [kernel.kallsyms]         [k] next_zone
     0.02%  consul           [kernel.kallsyms]         [k] newidle_balance
     0.02%  JournalFlusher   [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.02%  node             node                      [.] Builtins_PerformPromiseThen
     0.02%  node             node                      [.] v8::internal::(anonymous namespace)::Invoke
     0.02%  JournalFlusher   mongod                    [.] operator delete
     0.02%  JournalFlusher   mongod                    [.] mongo::Timer::Timer
     0.02%  consul           [kernel.kallsyms]         [k] find_next_bit
     0.02%  node             [kernel.kallsyms]         [k] timespec64_add_safe
     0.02%  sshd             [kernel.kallsyms]         [k] do_syscall_64
     0.02%  rcu_sched        [kernel.kallsyms]         [k] native_sched_clock
     0.02%  node             [vdso]                    [.] __vdso_clock_gettime
     0.02%  ftdc             [kernel.kallsyms]         [k] intel_pstate_update_util
     0.02%  dockerd          [kernel.kallsyms]         [k] rb_erase
     0.02%  ftdc             mongod                    [.] mongo::BSONObjBuilder::appendNumber
     0.02%  consul           [kernel.kallsyms]         [k] read_tsc
     0.02%  consul           consul                    [.] time.now
     0.02%  node             node                      [.] node::Environment::RunAndClearInterrupts
     0.02%  JournalFlusher   mongod                    [.] mongo::(anonymous namespace)::StorageClientObserver::onDestroyClient
     0.02%  swapper          [kernel.kallsyms]         [k] irq_enter
     0.02%  ftdc             libc-2.27.so              [.] vprintf
     0.02%  kworker/u32:2-e  [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.02%  node             node                      [.] v8::internal::GlobalHandles::Create
     0.02%  Backgro.kSource  [kernel.kallsyms]         [k] get_futex_value_locked
     0.02%  kworker/11:1-mm  [kernel.kallsyms]         [k] psi_task_change
     0.02%  node             node                      [.] v8::Function::Call
     0.02%  ftdc             libc-2.27.so              [.] swapcontext
     0.02%  ftdc             mongod                    [.] mongo::SystemTickSource::getTicksPerSecond
     0.02%  node             node                      [.] v8::base::Time::ToJsTime
     0.02%  swapper          [kernel.kallsyms]         [k] detach_if_pending
     0.02%  Timesta.Monitor  [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.02%  dockerd          dockerd                   [.] runtime.casgstatus
     0.02%  dockerd          dockerd                   [.] runtime.wirep
     0.02%  ftdc             mongod                    [.] __session_open_cursor
     0.02%  ftdc             mongod                    [.] mongo::BSONObj::getField
     0.02%  ftdc             mongod                    [.] mongo::reportGlobalLockingStats
     0.02%  consul           consul                    [.] github.com/hashicorp/memberlist.(*Memberlist).pushPullTrigger
     0.02%  swapper          [kernel.kallsyms]         [k] leave_mm
     0.02%  consul           consul                    [.] runtime.checkTimersNoP
     0.02%  node             node                      [.] v8::internal::Heap::RightTrimFixedArray
     0.02%  consul           consul                    [.] runtime.getitab
     0.02%  containerd-shim  [kernel.kallsyms]         [k] reweight_entity
     0.02%  JournalFlusher   mongod                    [.] std::chrono::_V2::system_clock::now
     0.02%  ftdc             mongod                    [.] __wt_txn_stats_update
     0.02%  consul           consul                    [.] runtime.procresize
     0.02%  irqbalance       [kernel.kallsyms]         [k] seq_vprintf
     0.02%  reservation      reservation               [.] runtime.sellock
     0.02%  dockerd          dockerd                   [.] io.copyBuffer
     0.02%  node             [kernel.kallsyms]         [k] __fget_light
     0.02%  node             node                      [.] v8::internal::libc_memset
     0.02%  dockerd          dockerd                   [.] internal/poll.(*FD).readUnlock
     0.02%  consul           [kernel.kallsyms]         [k] do_nanosleep
     0.02%  consul           consul                    [.] runtime.retake
     0.02%  kworker/13:7-ev  [kernel.kallsyms]         [k] __switch_to_asm
     0.02%  consul           [kernel.kallsyms]         [k] set_user_sigmask
     0.02%  rate             rate                      [.] runtime.pidleget
     0.02%  swapper          [kernel.kallsyms]         [k] put_prev_task_idle
     0.02%  kworker/13:7-ev  [kernel.kallsyms]         [k] reserve_memtype
     0.02%  node             [kernel.kallsyms]         [k] __schedule
     0.02%  search           [kernel.kallsyms]         [k] pick_next_task_fair
