# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 24K of event 'cycles'
# Event count (approx.): 60185330682
#
# Overhead  Command  Shared Object      Symbol                                                                                     
# ........  .......  .................  ...........................................................................................
#
     0.05%  rate     rate               [.] reflect.Value.Field
     0.05%  rate     rate               [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.05%  rate     rate               [.] internal/poll.runtime_pollWait
     0.05%  rate     [kernel.kallsyms]  [k] validate_xmit_skb
     0.05%  rate     [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.05%  rate     [kernel.kallsyms]  [k] tcp_event_new_data_sent
     0.05%  rate     rate               [.] runtime.notetsleep_internal
     0.05%  rate     rate               [.] runtime.selunlock
     0.05%  rate     [kernel.kallsyms]  [k] br_nf_pre_routing_finish
     0.05%  rate     [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.05%  rate     [kernel.kallsyms]  [k] ksoftirqd_running
     0.05%  rate     [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.05%  rate     rate               [.] github.com/golang/protobuf/proto.GetProperties
     0.05%  rate     rate               [.] fmt.(*pp).printValue
     0.05%  rate     rate               [.] net.(*conn).Write
     0.05%  rate     [kernel.kallsyms]  [k] rw_verify_area
     0.05%  rate     rate               [.] golang.org/x/net/http2.validWireHeaderFieldName
     0.05%  rate     [kernel.kallsyms]  [k] update_min_vruntime
     0.05%  rate     rate               [.] strings.Count
     0.05%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.05%  rate     rate               [.] reflect.(*structType).Field
     0.05%  rate     [kernel.kallsyms]  [k] br_nf_hook_thresh
     0.05%  rate     rate               [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.05%  rate     [kernel.kallsyms]  [k] __handle_mm_fault
     0.05%  rate     [kernel.kallsyms]  [k] __fsnotify_parent
     0.05%  rate     rate               [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.05%  rate     [kernel.kallsyms]  [k] bictcp_acked
     0.05%  rate     [kernel.kallsyms]  [k] __softirqentry_text_start
     0.05%  rate     [kernel.kallsyms]  [k] _raw_spin_lock_bh
     0.05%  rate     rate               [.] runtime.concatstrings
     0.05%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.05%  rate     rate               [.] math/rand.(*rngSource).Int63
     0.05%  rate     [kernel.kallsyms]  [k] __kfree_skb_flush
     0.04%  rate     [kernel.kallsyms]  [k] get_futex_value_locked
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.04%  rate     [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.04%  rate     [kernel.kallsyms]  [k] do_epoll_wait
     0.04%  rate     rate               [.] runtime.checkdead
     0.04%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.04%  rate     [kernel.kallsyms]  [k] ovl_permission
     0.04%  rate     rate               [.] reflect.(*rtype).NumMethod
     0.04%  rate     rate               [.] fmt.(*buffer).writeRune
     0.04%  rate     [kernel.kallsyms]  [k] smp_call_function_single
     0.04%  rate     [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.04%  rate     [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.04%  rate     rate               [.] time.Now
     0.04%  rate     [kernel.kallsyms]  [k] kmalloc_slab
     0.04%  rate     [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.04%  rate     [kernel.kallsyms]  [k] put_prev_task_fair
     0.04%  rate     [kernel.kallsyms]  [k] tcp_cleanup_rbuf
     0.04%  rate     rate               [.] runtime.isSystemGoroutine
     0.04%  rate     [kernel.kallsyms]  [k] ktime_get_coarse_real_ts64
     0.04%  rate     [kernel.kallsyms]  [k] hrtimer_interrupt
     0.04%  rate     rate               [.] runtime.runqput
     0.04%  rate     rate               [.] net.(*TCPConn).Write
     0.04%  rate     [kernel.kallsyms]  [k] __skb_datagram_iter
     0.04%  rate     rate               [.] internal/poll.runtime_pollSetDeadline
     0.04%  rate     [kernel.kallsyms]  [k] generic_fillattr
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.04%  rate     [kernel.kallsyms]  [k] set_next_entity
     0.04%  rate     rate               [.] fmt.(*ss).notEOF
     0.04%  rate     [kernel.kallsyms]  [k] ip_local_deliver
     0.04%  rate     [kernel.kallsyms]  [k] tcp_event_data_recv
     0.04%  rate     [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.04%  rate     [kernel.kallsyms]  [k] new_sync_write
     0.04%  rate     rate               [.] bytes.(*Buffer).WriteByte
     0.04%  rate     [kernel.kallsyms]  [k] nf_nat_packet
     0.04%  rate     [kernel.kallsyms]  [k] put_prev_entity
     0.04%  rate     rate               [.] reflect.(*rtype).Kind
     0.04%  rate     [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.04%  rate     rate               [.] runtime.releasep
     0.04%  rate     rate               [.] runtime.madvise.abi0
     0.04%  rate     [kernel.kallsyms]  [k] event_sched_in.isra.0
     0.04%  rate     rate               [.] sync.(*WaitGroup).Add
     0.04%  rate     [kernel.kallsyms]  [k] inet6_sendmsg
     0.04%  rate     [kernel.kallsyms]  [k] clockevents_program_event
     0.04%  rate     [kernel.kallsyms]  [k] filename_lookup
     0.04%  rate     rate               [.] github.com/rs/zerolog.(*Event).caller
     0.04%  rate     [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.04%  rate     [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.newFramer.func1
     0.04%  rate     rate               [.] bytes.(*Buffer).WriteTo
     0.04%  rate     rate               [.] runtime.entersyscall.abi0
     0.04%  rate     [kernel.kallsyms]  [k] ipv4_mtu
     0.04%  rate     rate               [.] github.com/golang/protobuf/proto.getbase
     0.04%  rate     [kernel.kallsyms]  [k] vfs_read
     0.04%  rate     rate               [.] encoding/json.(*scanner).popParseState
     0.04%  rate     rate               [.] runtime.newproc1
     0.04%  rate     rate               [.] runtime.assertE2I2
     0.04%  rate     rate               [.] reflect.Value.Type
     0.04%  rate     [kernel.kallsyms]  [k] ip_rcv_finish
     0.04%  rate     rate               [.] golang.org/x/net/http2.(*Framer).endWrite
     0.04%  rate     rate               [.] net.(*conn).Read
     0.04%  rate     rate               [.] fmt.(*ss).getBase
     0.04%  rate     [kernel.kallsyms]  [k] ksys_read
     0.04%  rate     [kernel.kallsyms]  [k] plist_add
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).Write
     0.04%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.04%  rate     [kernel.kallsyms]  [k] flexible_sched_in
     0.04%  rate     rate               [.] bufio.(*Reader).ReadSlice
     0.04%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.04%  rate     [kernel.kallsyms]  [k] sock_def_readable
     0.04%  rate     [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.04%  rate     [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.04%  rate     rate               [.] golang.org/x/net/http2.(*DataFrame).Header
     0.04%  rate     [kernel.kallsyms]  [k] skb_scrub_packet
     0.04%  rate     [kernel.kallsyms]  [k] netif_rx_internal
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).WriteStatus
     0.04%  rate     rate               [.] sync.(*Mutex).Unlock
     0.04%  rate     [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.04%  rate     [kernel.kallsyms]  [k] check_stack_object
     0.04%  rate     rate               [.] runtime.entersyscall
     0.04%  rate     rate               [.] context.removeChild
     0.04%  rate     rate               [.] sync.(*poolChain).popTail
     0.04%  rate     rate               [.] internal/poll.(*FD).writeUnlock
     0.04%  rate     rate               [.] time.Time.locabs
     0.04%  rate     [kernel.kallsyms]  [k] _cond_resched
     0.04%  rate     [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.04%  rate     [kernel.kallsyms]  [k] amd_clear_divider
     0.04%  rate     [kernel.kallsyms]  [k] cp_new_stat
     0.04%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.04%  rate     rate               [.] net.(*netFD).Read
     0.04%  rate     [kernel.kallsyms]  [k] getname_flags
     0.04%  rate     rate               [.] runtime.goready
     0.03%  rate     rate               [.] runtime.gcmarknewobject
     0.03%  rate     rate               [.] runtime.(*mcache).refill
     0.03%  rate     [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.03%  rate     [kernel.kallsyms]  [k] __x64_sys_read
     0.03%  rate     rate               [.] runtime.newMarkBits
     0.03%  rate     [kernel.kallsyms]  [k] nf_ct_seq_offset
     0.03%  rate     rate               [.] runtime.semacquire1
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*Stream).Read
     0.03%  rate     rate               [.] runtime.makemap
     0.03%  rate     [kernel.kallsyms]  [k] lapic_next_deadline
     0.03%  rate     rate               [.] fmt.(*fmt).pad
     0.03%  rate     [kernel.kallsyms]  [k] __mod_memcg_state
     0.03%  rate     [kernel.kallsyms]  [k] __tcp_select_window
     0.03%  rate     rate               [.] context.(*valueCtx).Done
     0.03%  rate     [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.03%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.03%  rate     rate               [.] runtime.typedmemclr
     0.03%  rate     rate               [.] github.com/rs/zerolog.newEvent
     0.03%  rate     [kernel.kallsyms]  [k] override_creds
     0.03%  rate     [kernel.kallsyms]  [k] __hrtimer_get_next_event
     0.03%  rate     [kernel.kallsyms]  [k] error_entry
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*ServerList).PickServer
     0.03%  rate     [kernel.kallsyms]  [k] sock_put
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*staticAddr).String
     0.03%  rate     rate               [.] runtime.convTslice
     0.03%  rate     [kernel.kallsyms]  [k] tcp_v4_fill_cb
     0.03%  rate     [kernel.kallsyms]  [k] ip_local_out
     0.03%  rate     rate               [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.03%  rate     [kernel.kallsyms]  [k] cpus_share_cache
     0.03%  rate     [kernel.kallsyms]  [k] timerqueue_del
     0.03%  rate     [kernel.kallsyms]  [k] sock_sendmsg
     0.03%  rate     [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.03%  rate     rate               [.] encoding/json.(*decodeState).scanWhile
     0.03%  rate     rate               [.] runtime.resolveNameOff
     0.03%  rate     [kernel.kallsyms]  [k] tcp_send_mss
     0.03%  rate     rate               [.] bytes.(*Buffer).Write
     0.03%  rate     rate               [.] runtime.acquirep
     0.03%  rate     rate               [.] golang.org/x/net/http2.parseHeadersFrame
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.03%  rate     rate               [.] reflect.typedmemclr
     0.03%  rate     [kernel.kallsyms]  [k] call_function_interrupt
     0.03%  rate     [kernel.kallsyms]  [k] rcu_all_qs
     0.03%  rate     rate               [.] runtime.(*mcentral).grow
     0.03%  rate     rate               [.] runtime.copystack
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_struct_message
     0.03%  rate     rate               [.] runtime.mapaccess2_fast32
     0.03%  rate     rate               [.] syscall.fstatat
     0.03%  rate     rate               [.] runtime.acquireSudog
     0.03%  rate     [kernel.kallsyms]  [k] br_forward_finish
     0.03%  rate     [kernel.kallsyms]  [k] br_allowed_ingress
     0.03%  rate     [kernel.kallsyms]  [k] tcp_chrono_start
     0.03%  rate     rate               [.] strconv.formatBits
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.03%  rate     [kernel.kallsyms]  [k] aa_sk_perm
     0.03%  rate     rate               [.] internal/poll.(*FD).readUnlock
     0.03%  rate     rate               [.] runtime.wirep
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_string
     0.03%  rate     rate               [.] runtime.mapaccess1_fast32
     0.03%  rate     [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.03%  rate     [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.03%  rate     rate               [.] runtime.(*consistentHeapStats).release
     0.03%  rate     [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.03%  rate     [kernel.kallsyms]  [k] release_sock
     0.03%  rate     rate               [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.03%  rate     rate               [.] reflect.Value.SetMapIndex
     0.03%  rate     rate               [.] github.com/opentracing/opentracing-go.startSpanFromContextWithTracer
     0.03%  rate     [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.03%  rate     rate               [.] runtime.procyield.abi0
     0.03%  rate     [kernel.kallsyms]  [k] zap_pte_range.isra.0
     0.03%  rate     rate               [.] reflect.(*rtype).uncommon
     0.03%  rate     [kernel.kallsyms]  [k] sock_write_iter
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr
     0.03%  rate     [kernel.kallsyms]  [k] strncpy_from_user
     0.03%  rate     [kernel.kallsyms]  [k] __sk_dst_check
     0.03%  rate     [kernel.kallsyms]  [k] tick_program_event
     0.03%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.03%  rate     rate               [.] encoding/json.(*Decoder).Decode
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr.func1
     0.03%  rate     rate               [.] runtime.netpollblockcommit
     0.03%  rate     [kernel.kallsyms]  [k] do_softirq.part.0
     0.03%  rate     rate               [.] runtime.cgoSigtramp
     0.03%  rate     [kernel.kallsyms]  [k] __x64_sys_getcwd
     0.03%  rate     [kernel.kallsyms]  [k] __bitmap_and
     0.03%  rate     rate               [.] reflect.implements
     0.03%  rate     rate               [.] runtime.mapdelete_fast32
     0.03%  rate     [kernel.kallsyms]  [k] detach_if_pending
     0.03%  rate     [kernel.kallsyms]  [k] rb_first
     0.03%  rate     [kernel.kallsyms]  [k] __tcp_send_ack.part.0
     0.03%  rate     [kernel.kallsyms]  [k] raw_local_deliver
     0.03%  rate     [kernel.kallsyms]  [k] __check_heap_object
     0.03%  rate     [kernel.kallsyms]  [k] set_next_task_idle
     0.03%  rate     rate               [.] reflect.mapassign
     0.03%  rate     rate               [.] runtime.(*mheap).freeSpanLocked
     0.03%  rate     rate               [.] reflect.New
     0.03%  rate     rate               [.] runtime.netpollblock
     0.03%  rate     rate               [.] internal/poll.(*fdMutex).rwlock
     0.03%  rate     [kernel.kallsyms]  [k] reschedule_interrupt
     0.03%  rate     [kernel.kallsyms]  [k] br_forward
     0.03%  rate     rate               [.] google.golang.org/grpc/encoding/proto.marshal
     0.03%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.03%  rate     [kernel.kallsyms]  [k] set_user_sigmask
     0.03%  rate     rate               [.] runtime.Caller
     0.03%  rate     rate               [.] runtime.(*gcControllerState).enlistWorker
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.03%  rate     rate               [.] reflect.(*rtype).ptrTo
     0.03%  rate     [kernel.kallsyms]  [k] __legitimize_mnt
     0.03%  rate     rate               [.] encoding/json.stateBeginString
     0.03%  rate     [kernel.kallsyms]  [k] __fdget_pos
     0.03%  rate     [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.03%  rate     [kernel.kallsyms]  [k] page_fault
     0.03%  rate     [kernel.kallsyms]  [k] __wake_up_common_lock
     0.03%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatLevel.func1
     0.03%  rate     rate               [.] internal/reflectlite.(*rtype).Comparable
     0.03%  rate     [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.03%  rate     [kernel.kallsyms]  [k] tcp_v4_inbound_md5_hash
     0.03%  rate     rate               [.] runtime.goexit0
     0.03%  rate     rate               [.] internal/poll.(*FD).decref
     0.03%  rate     rate               [.] runtime.memequal8
     0.03%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.03%  rate     rate               [.] runtime.nilinterhash
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_thing
     0.03%  rate     [kernel.kallsyms]  [k] ip_sabotage_in
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti
     0.03%  rate     [kernel.kallsyms]  [k] __x64_sys_write
     0.03%  rate     [kernel.kallsyms]  [k] cpumask_next
     0.03%  rate     [kernel.kallsyms]  [k] ip_rcv
     0.03%  rate     [kernel.kallsyms]  [k] tcp_options_write
     0.03%  rate     [kernel.kallsyms]  [k] flush_tlb_func_common.constprop.0
     0.03%  rate     [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.03%  rate     rate               [.] reflect.Value.NumMethod
     0.03%  rate     [kernel.kallsyms]  [k] apparmor_inode_getattr
     0.03%  rate     [kernel.kallsyms]  [k] tcp_queue_rcv
     0.02%  rate     rate               [.] github.com/rs/zerolog.callerHook.Run
     0.02%  rate     rate               [.] reflect.(*rtype).Key
     0.02%  rate     rate               [.] time.(*Location).get
     0.02%  rate     rate               [.] fmt.(*pp).handleMethods
     0.02%  rate     [kernel.kallsyms]  [k] sched_clock
     0.02%  rate     [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.02%  rate     [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.02%  rate     rate               [.] runtime.(*mspan).nextFreeIndex
     0.02%  rate     [kernel.kallsyms]  [k] kfree
     0.02%  rate     [kernel.kallsyms]  [k] skb_release_head_state
     0.02%  rate     [kernel.kallsyms]  [k] map_id_up
     0.02%  rate     [kernel.kallsyms]  [k] netif_skb_features
     0.02%  rate     [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.02%  rate     [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.02%  rate     rate               [.] time.Date
     0.02%  rate     rate               [.] runtime.selectnbsend
     0.02%  rate     [kernel.kallsyms]  [k] iptable_filter_hook
     0.02%  rate     rate               [.] strconv.readFloat
     0.02%  rate     [kernel.kallsyms]  [k] clear_page_erms
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handleData
     0.02%  rate     [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.02%  rate     [kernel.kallsyms]  [k] br_fdb_update
     0.02%  rate     [kernel.kallsyms]  [k] __netif_receive_skb_one_core
     0.02%  rate     [kernel.kallsyms]  [k] ovl_same_sb
     0.02%  rate     [kernel.kallsyms]  [k] tlb_gather_mmu
     0.02%  rate     [kernel.kallsyms]  [k] _raw_read_unlock_irqrestore
     0.02%  rate     rate               [.] fmt.(*ss).SkipSpace
     0.02%  rate     rate               [.] runtime.selparkcommit
     0.02%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getConn
     0.02%  rate     [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.02%  rate     rate               [.] runtime.stopTheWorldWithSema
     0.02%  rate     rate               [.] runtime.funcspdelta
     0.02%  rate     [kernel.kallsyms]  [k] tcp_ack_update_rtt.isra.0
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.02%  rate     rate               [.] sync.(*Map).Load
     0.02%  rate     [kernel.kallsyms]  [k] x2apic_send_IPI
     0.02%  rate     [kernel.kallsyms]  [k] link_path_walk.part.0
     0.02%  rate     rate               [.] reflect.Value.NumField
     0.02%  rate     rate               [.] runtime.gcResetMarkState.func1
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.mergeStruct
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.02%  rate     rate               [.] runtime.sendDirect
     0.02%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.02%  rate     rate               [.] runtime.dodeltimer0
     0.02%  rate     rate               [.] time.Time.Format
     0.02%  rate     [kernel.kallsyms]  [k] __do_page_fault
     0.02%  rate     rate               [.] runtime.morestack.abi0
     0.02%  rate     [kernel.kallsyms]  [k] security_inode_getattr
     0.02%  rate     [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.02%  rate     [kernel.kallsyms]  [k] conntrack_mt_v3
     0.02%  rate     [kernel.kallsyms]  [k] __skb_ext_put
     0.02%  rate     [kernel.kallsyms]  [k] __ip_local_out
     0.02%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).withAddrRw
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.readVarInt
     0.02%  rate     rate               [.] github.com/rs/zerolog.(*Event).Timestamp
     0.02%  rate     [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.02%  rate     [kernel.kallsyms]  [k] current_time
     0.02%  rate     rate               [.] golang.org/x/net/http2.readFrameHeader
     0.02%  rate     rate               [.] runtime.convT2I
     0.02%  rate     rate               [.] google.golang.org/grpc.(*Server).traceInfo
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.02%  rate     [kernel.kallsyms]  [k] tcp_established_options
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_int64
     0.02%  rate     rate               [.] google.golang.org/grpc.(*parser).recvMsg
     0.02%  rate     rate               [.] reflect.cvtBytesString
     0.02%  rate     [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.02%  rate     rate               [.] runtime.funcline1
     0.02%  rate     [kernel.kallsyms]  [k] skb_page_frag_refill
     0.02%  rate     [kernel.kallsyms]  [k] restore_nameidata
     0.02%  rate     rate               [.] runtime.releaseSudog
     0.02%  rate     [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.02%  rate     rate               [.] runtime.newproc
     0.02%  rate     rate               [.] runtime.typedslicecopy
     0.02%  rate     rate               [.] context.WithCancel
     0.02%  rate     [kernel.kallsyms]  [k] _copy_to_user
     0.02%  rate     [kernel.kallsyms]  [k] __kmalloc_node
     0.02%  rate     rate               [.] fmt.(*readRune).readByte
     0.02%  rate     rate               [.] runtime.adjustdefers
     0.02%  rate     rate               [.] runtime.callers
     0.02%  rate     [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.02%  rate     [kernel.kallsyms]  [k] __unqueue_futex
     0.02%  rate     rate               [.] runtime.notetsleep
     0.02%  rate     [kernel.kallsyms]  [k] tcp_stream_memory_free
     0.02%  rate     rate               [.] strconv.ParseInt
     0.02%  rate     [kernel.kallsyms]  [k] ovl_override_creds
     0.02%  rate     rate               [.] time.tzsetOffset
     0.02%  rate     rate               [.] time.skip
     0.02%  rate     [kernel.kallsyms]  [k] unmap_page_range
     0.02%  rate     rate               [.] reflect.resolveNameOff
     0.02%  rate     [kernel.kallsyms]  [k] generic_permission
     0.02%  rate     [kernel.kallsyms]  [k] __vfs_read
     0.02%  rate     rate               [.] runtime.(*mcache).releaseAll
     0.02%  rate     rate               [.] internal/poll.(*pollDesc).wait
     0.02%  rate     [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.02%  rate     [kernel.kallsyms]  [k] clear_buddies
     0.02%  rate     [kernel.kallsyms]  [k] blk_flush_plug_list
     0.02%  rate     [kernel.kallsyms]  [k] sock_rfree
     0.02%  rate     rate               [.] context.(*cancelCtx).cancel
     0.02%  rate     [kernel.kallsyms]  [k] _copy_from_user
     0.02%  rate     rate               [.] runtime.gcWriteBarrierCX
     0.02%  rate     [kernel.kallsyms]  [k] release_pages
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.02%  rate     rate               [.] runtime.injectglist
     0.02%  rate     rate               [.] reflect.unsafe_New
     0.02%  rate     [kernel.kallsyms]  [k] path_lookupat.isra.0
     0.02%  rate     rate               [.] runtime.gfput
     0.02%  rate     [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.02%  rate     [kernel.kallsyms]  [k] apparmor_socket_recvmsg
     0.02%  rate     [kernel.kallsyms]  [k] security_file_permission
     0.02%  rate     rate               [.] internal/bytealg.IndexByteString.abi0
     0.02%  rate     [kernel.kallsyms]  [k] ip_local_deliver_finish
     0.02%  rate     [kernel.kallsyms]  [k] walk_component
     0.02%  rate     rate               [.] runtime.tracebackdefers
     0.02%  rate     rate               [.] runtime.checkIdleGCNoP
     0.02%  rate     rate               [.] google.golang.org/grpc.(*Server).sendResponse
     0.02%  rate     [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.02%  rate     rate               [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.02%  rate     [kernel.kallsyms]  [k] br_handle_vlan
     0.02%  rate     rate               [.] runtime.findnull
     0.02%  rate     rate               [.] runtime.memhash
     0.02%  rate     [kernel.kallsyms]  [k] setup_pre_routing
     0.02%  rate     rate               [.] fmt.(*fmt).fmtS
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).SetTag
     0.02%  rate     rate               [.] sync.(*Pool).getSlow
     0.02%  rate     rate               [.] golang.org/x/net/http2.(*Framer).WritePing
     0.02%  rate     rate               [.] github.com/opentracing/opentracing-go.(*SpanReference).Apply
     0.02%  rate     [kernel.kallsyms]  [k] inode_permission
     0.02%  rate     [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.02%  rate     rate               [.] reflect.Value.SetString
     0.02%  rate     [kernel.kallsyms]  [k] kfree_skbmem
     0.02%  rate     [kernel.kallsyms]  [k] calc_timer_values
     0.02%  rate     [kernel.kallsyms]  [k] __remove_hrtimer
     0.02%  rate     rate               [.] runtime.(*addrRanges).add
     0.02%  rate     rate               [.] runtime.resetspinning
     0.02%  rate     rate               [.] net.(*TCPConn).SetDeadline
     0.02%  rate     rate               [.] fmt.(*readRune).UnreadRune
     0.02%  rate     rate               [.] fmt.(*ss).okVerb
     0.02%  rate     rate               [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.02%  rate     rate               [.] runtime.gcWriteBarrierDX
     0.02%  rate     [kernel.kallsyms]  [k] apparmor_task_kill
     0.02%  rate     rate               [.] runtime.gfget
     0.02%  rate     rate               [.] runtime.sigfwdgo
     0.02%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_out
     0.02%  rate     rate               [.] golang.org/x/net/http2.FrameHeader.Header
     0.02%  rate     rate               [.] github.com/rs/zerolog.colorize
     0.02%  rate     rate               [.] context.WithValue
     0.02%  rate     rate               [.] runtime.goexit1
     0.02%  rate     [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.02%  rate     rate               [.] runtime.makeslicecopy
     0.02%  rate     rate               [.] reflect.name.tag
     0.02%  rate     [kernel.kallsyms]  [k] sock_recvmsg
     0.02%  rate     rate               [.] runtime.globrunqget
     0.02%  rate     rate               [.] runtime.memequal0
     0.02%  rate     [kernel.kallsyms]  [k] ktime_get_ts64
     0.02%  rate     rate               [.] runtime.stackpoolalloc
     0.02%  rate     rate               [.] github.com/opentracing/opentracing-go.SpanFromContext
     0.02%  rate     [kernel.kallsyms]  [k] __netif_receive_skb
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.02%  rate     rate               [.] github.com/rs/zerolog.(*Logger).newEvent
     0.02%  rate     rate               [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
