# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 22K of event 'cycles'
# Event count (approx.): 53611014677
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.05%  rate     rate               [.] runtime.interequal
     0.05%  rate     rate               [.] net.(*netFD).Read
     0.05%  rate     [kernel.kallsyms]  [k] path_init
     0.05%  rate     [kernel.kallsyms]  [k] aa_file_perm
     0.05%  rate     rate               [.] runtime.selunlock
     0.05%  rate     [kernel.kallsyms]  [k] strncpy_from_user
     0.05%  rate     [kernel.kallsyms]  [k] set_next_entity
     0.05%  rate     rate               [.] runtime.interhash
     0.05%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.05%  rate     rate               [.] fmt.Sprintf
     0.05%  rate     [kernel.kallsyms]  [k] apparmor_file_permission
     0.05%  rate     [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.05%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.parseGetResponse
     0.05%  rate     rate               [.] runtime.newstack
     0.05%  rate     rate               [.] runtime.entersyscall
     0.05%  rate     [kernel.kallsyms]  [k] ip_rcv_finish_core.isra.0
     0.05%  rate     rate               [.] golang.org/x/net/http2.validWireHeaderFieldName
     0.05%  rate     [kernel.kallsyms]  [k] common_perm
     0.05%  rate     rate               [.] reflect.New
     0.05%  rate     [kernel.kallsyms]  [k] sched_clock_cpu
     0.05%  rate     [kernel.kallsyms]  [k] common_perm_cond
     0.05%  rate     [kernel.kallsyms]  [k] __hrtimer_init
     0.05%  rate     [kernel.kallsyms]  [k] __skb_clone
     0.05%  rate     rate               [.] fmt.(*ss).okVerb
     0.05%  rate     [kernel.kallsyms]  [k] mark_wake_futex
     0.05%  rate     rate               [.] bufio.(*Reader).fill
     0.05%  rate     [kernel.kallsyms]  [k] __sb_start_write
     0.05%  rate     rate               [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.05%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.05%  rate     [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.05%  rate     rate               [.] runtime.mapdelete_fast32
     0.05%  rate     [kernel.kallsyms]  [k] inode_permission
     0.05%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_string
     0.05%  rate     [kernel.kallsyms]  [k] tcp_release_cb
     0.05%  rate     [kernel.kallsyms]  [k] tcp_check_space
     0.04%  rate     rate               [.] sync.(*Pool).pin
     0.04%  rate     [kernel.kallsyms]  [k] jiffies_to_usecs
     0.04%  rate     [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.04%  rate     rate               [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.04%  rate     [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.04%  rate     rate               [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.04%  rate     [kernel.kallsyms]  [k] nf_ip_checksum
     0.04%  rate     rate               [.] strings.Count
     0.04%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.04%  rate     rate               [.] runtime.(*consistentHeapStats).acquire
     0.04%  rate     rate               [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.04%  rate     rate               [.] syscall.read
     0.04%  rate     rate               [.] fmt.(*pp).handleMethods
     0.04%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti
     0.04%  rate     [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.04%  rate     [kernel.kallsyms]  [k] ip_local_deliver
     0.04%  rate     rate               [.] encoding/json.stateBeginString
     0.04%  rate     rate               [.] runtime.(*mcache).nextFree
     0.04%  rate     [kernel.kallsyms]  [k] copy_page_from_iter
     0.04%  rate     [kernel.kallsyms]  [k] __ip_finish_output
     0.04%  rate     rate               [.] encoding/json.stateInStringEsc
     0.04%  rate     rate               [.] runtime.makemap
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.04%  rate     rate               [.] runtime.convTslice
     0.04%  rate     [kernel.kallsyms]  [k] tcp_poll
     0.04%  rate     [kernel.kallsyms]  [k] wake_up_q
     0.04%  rate     [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).WriteHeader
     0.04%  rate     rate               [.] runtime.park_m
     0.04%  rate     rate               [.] runtime.gfget
     0.04%  rate     rate               [.] fmt.(*pp).fmtString
     0.04%  rate     rate               [.] golang.org/x/net/http2.FrameHeader.Header
     0.04%  rate     rate               [.] runtime.acquirep
     0.04%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.04%  rate     [kernel.kallsyms]  [k] tcp_event_data_recv
     0.04%  rate     [kernel.kallsyms]  [k] sock_write_iter
     0.04%  rate     rate               [.] runtime.notetsleep_internal
     0.04%  rate     rate               [.] runtime.copystack
     0.04%  rate     rate               [.] net.(*conn).Read
     0.04%  rate     [kernel.kallsyms]  [k] copyin
     0.04%  rate     rate               [.] runtime.resolveNameOff
     0.04%  rate     [kernel.kallsyms]  [k] tcp_queue_rcv
     0.04%  rate     [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.04%  rate     [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.04%  rate     rate               [.] reflect.(*rtype).ptrTo
     0.04%  rate     [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.04%  rate     rate               [.] reflect.Value.Convert
     0.04%  rate     [kernel.kallsyms]  [k] __wake_up_common_lock
     0.04%  rate     rate               [.] runtime.releaseSudog
     0.04%  rate     [kernel.kallsyms]  [k] ovl_same_sb
     0.04%  rate     [kernel.kallsyms]  [k] link_path_walk.part.0
     0.04%  rate     [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.04%  rate     rate               [.] google.golang.org/grpc.(*Server).handleStream
     0.04%  rate     rate               [.] runtime.(*mcache).refill
     0.04%  rate     rate               [.] runtime.mcall
     0.04%  rate     [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*controlBuffer).put
     0.04%  rate     [kernel.kallsyms]  [k] __br_forward
     0.04%  rate     rate               [.] runtime.notetsleep
     0.04%  rate     [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.04%  rate     rate               [.] time.Time.locabs
     0.04%  rate     rate               [.] runtime.checkIdleGCNoP
     0.04%  rate     rate               [.] fmt.(*ss).consume
     0.04%  rate     [kernel.kallsyms]  [k] do_epoll_wait
     0.04%  rate     rate               [.] internal/poll.(*FD).decref
     0.04%  rate     [kernel.kallsyms]  [k] skb_push
     0.04%  rate     rate               [.] runtime.ready
     0.04%  rate     rate               [.] runtime.checkdead
     0.04%  rate     rate               [.] reflect.Value.Type
     0.04%  rate     rate               [.] encoding/json.(*Decoder).refill
     0.04%  rate     [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.04%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.04%  rate     rate               [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.04%  rate     [kernel.kallsyms]  [k] skb_release_head_state
     0.04%  rate     rate               [.] runtime.save
     0.04%  rate     [kernel.kallsyms]  [k] tcp_schedule_loss_probe
     0.04%  rate     rate               [.] internal/poll.(*FD).writeUnlock
     0.04%  rate     rate               [.] sync.(*Map).Load
     0.04%  rate     [kernel.kallsyms]  [k] get_nohz_timer_target
     0.04%  rate     [kernel.kallsyms]  [k] __check_object_size
     0.04%  rate     rate               [.] reflect.(*rtype).NumMethod
     0.04%  rate     rate               [.] time.absDate
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.04%  rate     rate               [.] runtime.funcline1
     0.04%  rate     rate               [.] context.parentCancelCtx
     0.04%  rate     rate               [.] context.removeChild
     0.04%  rate     rate               [.] runtime.scanobject
     0.04%  rate     rate               [.] runtime.exitsyscall.abi0
     0.04%  rate     [kernel.kallsyms]  [k] ip_local_out
     0.04%  rate     rate               [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.04%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_pre_routing
     0.04%  rate     [kernel.kallsyms]  [k] skb_page_frag_refill
     0.04%  rate     [kernel.kallsyms]  [k] tcp_event_new_data_sent
     0.04%  rate     [kernel.kallsyms]  [k] skb_ext_add
     0.04%  rate     rate               [.] time.now.abi0
     0.04%  rate     [kernel.kallsyms]  [k] br_fdb_update
     0.04%  rate     [kernel.kallsyms]  [k] memcmp
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*Stream).Read
     0.04%  rate     [kernel.kallsyms]  [k] inet6_sendmsg
     0.04%  rate     rate               [.] reflect.makemap
     0.04%  rate     [kernel.kallsyms]  [k] inet_recvmsg
     0.04%  rate     rate               [.] bufio.(*Writer).Flush
     0.04%  rate     rate               [.] reflect.Value.Len
     0.04%  rate     rate               [.] runtime.typehash
     0.04%  rate     [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.04%  rate     rate               [.] time.getnum
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.04%  rate     rate               [.] net.(*TCPConn).Read
     0.04%  rate     [kernel.kallsyms]  [k] security_socket_recvmsg
     0.04%  rate     rate               [.] encoding/json.(*decodeState).unmarshal
     0.04%  rate     rate               [.] github.com/golang/protobuf/proto.Clone
     0.04%  rate     rate               [.] internal/reflectlite.(*rtype).Comparable
     0.04%  rate     rate               [.] bytes.(*Buffer).Write
     0.04%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto._Rate_GetRates_Handler
     0.04%  rate     [kernel.kallsyms]  [k] validate_xmit_skb
     0.04%  rate     rate               [.] internal/poll.(*pollDesc).prepare
     0.04%  rate     rate               [.] github.com/rs/zerolog.(*Event).write
     0.04%  rate     rate               [.] google.golang.org/grpc.(*Server).traceInfo
     0.04%  rate     [kernel.kallsyms]  [k] tcp_wfree
     0.04%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.scanGetResponseLine
     0.04%  rate     [kernel.kallsyms]  [k] fput
     0.04%  rate     [kernel.kallsyms]  [k] br_allowed_ingress
     0.04%  rate     [kernel.kallsyms]  [k] raw_local_deliver
     0.04%  rate     [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.04%  rate     [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.04%  rate     rate               [.] fmt.Fscanf
     0.04%  rate     [kernel.kallsyms]  [k] nf_checksum
     0.04%  rate     [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.04%  rate     [kernel.kallsyms]  [k] tcp_update_pacing_rate
     0.04%  rate     rate               [.] runtime.deferreturn
     0.04%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.04%  rate     [kernel.kallsyms]  [k] aa_sk_perm
     0.03%  rate     [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.03%  rate     rate               [.] reflect.name.tag
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.mergeAny
     0.03%  rate     rate               [.] runtime.entersyscall.abi0
     0.03%  rate     rate               [.] runtime.(*mheap).freeSpanLocked
     0.03%  rate     [kernel.kallsyms]  [k] cpumask_next
     0.03%  rate     [kernel.kallsyms]  [k] ktime_get_with_offset
     0.03%  rate     [kernel.kallsyms]  [k] check_preempt_wakeup
     0.03%  rate     [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.03%  rate     rate               [.] context.(*valueCtx).Value
     0.03%  rate     [kernel.kallsyms]  [k] rcu_core
     0.03%  rate     rate               [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.03%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.03%  rate     rate               [.] reflect.mapassign
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.03%  rate     rate               [.] golang.org/x/net/http2.(*DataFrame).invalidate
     0.03%  rate     [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.03%  rate     rate               [.] internal/poll.(*FD).Read.dwrap.10
     0.03%  rate     [kernel.kallsyms]  [k] mntput
     0.03%  rate     rate               [.] reflect.resolveTypeOff
     0.03%  rate     [kernel.kallsyms]  [k] nf_ct_deliver_cached_events
     0.03%  rate     rate               [.] sort.(*StringSlice).Len
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.newFramer.func1
     0.03%  rate     rate               [.] gogo
     0.03%  rate     rate               [.] runtime.(*sweepLocked).sweep
     0.03%  rate     [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.03%  rate     [kernel.kallsyms]  [k] tcp_recv_timestamp
     0.03%  rate     rate               [.] runtime.updateTimerPMask
     0.03%  rate     rate               [.] runtime.assertE2I2
     0.03%  rate     [kernel.kallsyms]  [k] security_file_permission
     0.03%  rate     rate               [.] runtime.wakep
     0.03%  rate     rate               [.] sort.Sort
     0.03%  rate     rate               [.] reflect.convertOp
     0.03%  rate     rate               [.] internal/poll.runtime_pollWait
     0.03%  rate     [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.03%  rate     rate               [.] github.com/rs/zerolog.(*Event).caller
     0.03%  rate     [kernel.kallsyms]  [k] tcp_data_ready
     0.03%  rate     rate               [.] runtime.(*spanSet).pop
     0.03%  rate     [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.03%  rate     [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.03%  rate     rate               [.] github.com/opentracing/opentracing-go.(*SpanReference).Apply
     0.03%  rate     [kernel.kallsyms]  [k] hrtimer_active
     0.03%  rate     rate               [.] internal/poll.(*FD).readUnlock
     0.03%  rate     [kernel.kallsyms]  [k] ep_autoremove_wake_function
     0.03%  rate     [kernel.kallsyms]  [k] br_dev_queue_push_xmit
     0.03%  rate     rate               [.] reflect.Value.SetString
     0.03%  rate     rate               [.] runtime.mapassign_fast32
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.03%  rate     rate               [.] encoding/json.stateBeginStringOrEmpty
     0.03%  rate     rate               [.] github.com/rs/zerolog.(*Event).Str
     0.03%  rate     rate               [.] strconv.FormatInt
     0.03%  rate     [kernel.kallsyms]  [k] filename_lookup
     0.03%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.03%  rate     rate               [.] net.(*TCPConn).Write
     0.03%  rate     [kernel.kallsyms]  [k] memcpy_erms
     0.03%  rate     [kernel.kallsyms]  [k] apparmor_socket_recvmsg
     0.03%  rate     [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.03%  rate     rate               [.] fmt.(*fmt).truncateString
     0.03%  rate     rate               [.] runtime.bulkBarrierPreWrite
     0.03%  rate     rate               [.] golang.org/x/net/http2.(*Framer).endWrite
     0.03%  rate     rate               [.] fmt.(*ss).getRune
     0.03%  rate     rate               [.] runtime.stopm
     0.03%  rate     [kernel.kallsyms]  [k] _cond_resched
     0.03%  rate     [kernel.kallsyms]  [k] tcp_push
     0.03%  rate     [kernel.kallsyms]  [k] perf_log_itrace_start
     0.03%  rate     [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.03%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.03%  rate     rate               [.] reflect.(*structType).Field
     0.03%  rate     [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.03%  rate     [kernel.kallsyms]  [k] _copy_to_iter
     0.03%  rate     rate               [.] strings.LastIndex
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*ServerList).PickServer
     0.03%  rate     [kernel.kallsyms]  [k] __tcp_v4_send_check
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_int64
     0.03%  rate     rate               [.] github.com/rs/zerolog.(*Event).Msgf
     0.03%  rate     [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.03%  rate     rate               [.] runtime.typedmemclr
     0.03%  rate     [kernel.kallsyms]  [k] netif_rx_internal
     0.03%  rate     rate               [.] time.Until
     0.03%  rate     [kernel.kallsyms]  [k] _copy_from_user
     0.03%  rate     [kernel.kallsyms]  [k] netif_skb_features
     0.03%  rate     [kernel.kallsyms]  [k] rw_verify_area
     0.03%  rate     rate               [.] reflect.makeString
     0.03%  rate     [kernel.kallsyms]  [k] wake_q_add_safe
     0.03%  rate     rate               [.] time.skip
     0.03%  rate     rate               [.] strings.Index
     0.03%  rate     [kernel.kallsyms]  [k] tcp_cleanup_rbuf
     0.03%  rate     rate               [.] time.now
     0.03%  rate     rate               [.] golang.org/x/net/http2.(*PingFrame).Header
     0.03%  rate     [kernel.kallsyms]  [k] do_softirq.part.0
     0.03%  rate     rate               [.] runtime.isSystemGoroutine
     0.03%  rate     rate               [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.03%  rate     [kernel.kallsyms]  [k] skb_clone_tx_timestamp
     0.03%  rate     rate               [.] github.com/rs/zerolog.callerHook.Run
     0.03%  rate     rate               [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract.func1
     0.03%  rate     [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.03%  rate     [kernel.kallsyms]  [k] lock_hrtimer_base
     0.03%  rate     rate               [.] google.golang.org/grpc.(*Server).sendResponse
     0.03%  rate     [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.03%  rate     rate               [.] fmt.Fprintf
     0.03%  rate     [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.03%  rate     [kernel.kallsyms]  [k] br_nf_pre_routing_finish
     0.03%  rate     [kernel.kallsyms]  [k] perf_event_update_time
     0.03%  rate     [kernel.kallsyms]  [k] br_fdb_find_rcu
     0.03%  rate     [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).getFromAddr.func1
     0.03%  rate     [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.03%  rate     rate               [.] internal/testlog.Getenv
     0.03%  rate     rate               [.] runtime.memequal8
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func1
     0.03%  rate     [kernel.kallsyms]  [k] br_forward_finish
     0.03%  rate     [kernel.kallsyms]  [k] cpus_share_cache
     0.03%  rate     [kernel.kallsyms]  [k] skb_release_all
     0.03%  rate     [kernel.kallsyms]  [k] ovl_getattr
     0.03%  rate     rate               [.] runtime.strhash
     0.03%  rate     rate               [.] runtime.netpollblockcommit
     0.03%  rate     [kernel.kallsyms]  [k] is_skb_forwardable
     0.03%  rate     [kernel.kallsyms]  [k] inet_ehashfn
     0.03%  rate     rate               [.] internal/poll.setDeadlineImpl
     0.03%  rate     [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.03%  rate     rate               [.] fmt.(*pp).fmtInteger
     0.03%  rate     [kernel.kallsyms]  [k] select_estimate_accuracy
     0.03%  rate     [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.03%  rate     rate               [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.03%  rate     rate               [.] syscall.write
     0.03%  rate     [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.03%  rate     rate               [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.03%  rate     [kernel.kallsyms]  [k] lock_sock_nested
     0.03%  rate     rate               [.] encoding/json.state1
     0.03%  rate     [kernel.kallsyms]  [k] ip_local_deliver_finish
     0.02%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).withAddrRw.dwrap.4
     0.02%  rate     [kernel.kallsyms]  [k] perf_event_sched_in
     0.02%  rate     rate               [.] google.golang.org/grpc/encoding/proto.marshal
     0.02%  rate     rate               [.] reflect.(*rtype).Kind
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.02%  rate     rate               [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.02%  rate     rate               [.] runtime.releasep
     0.02%  rate     [kernel.kallsyms]  [k] rb_first
     0.02%  rate     rate               [.] github.com/rs/zerolog.(*Logger).should
     0.02%  rate     [kernel.kallsyms]  [k] plist_add
     0.02%  rate     [kernel.kallsyms]  [k] ktime_get_seconds
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func1
     0.02%  rate     rate               [.] encoding/json.Unmarshal
     0.02%  rate     [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.02%  rate     rate               [.] fmt.(*fmt).padString
     0.02%  rate     [kernel.kallsyms]  [k] nf_nat_packet
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.02%  rate     rate               [.] reflect.Value.Bytes
     0.02%  rate     [kernel.kallsyms]  [k] override_creds
     0.02%  rate     [kernel.kallsyms]  [k] ovl_inode_lower
     0.02%  rate     [kernel.kallsyms]  [k] tcp_add_backlog
     0.02%  rate     [kernel.kallsyms]  [k] sock_rfree
     0.02%  rate     rate               [.] syscall.Syscall6.abi0
     0.02%  rate     rate               [.] countbody
     0.02%  rate     [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.02%  rate     [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.02%  rate     [kernel.kallsyms]  [k] sock_put
     0.02%  rate     [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.02%  rate     [kernel.kallsyms]  [k] tcp_established_options
     0.02%  rate     [kernel.kallsyms]  [k] update_blocked_averages
     0.02%  rate     rate               [.] runtime.notewakeup
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.readVarInt
     0.02%  rate     rate               [.] golang.org/x/net/http2.parsePingFrame
     0.02%  rate     rate               [.] sync.runtime_procUnpin
     0.02%  rate     rate               [.] bufio.(*Reader).ReadSlice
     0.02%  rate     rate               [.] time.atoi
     0.02%  rate     rate               [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.02%  rate     [kernel.kallsyms]  [k] cp_new_stat
     0.02%  rate     rate               [.] runtime.procyield.abi0
     0.02%  rate     [kernel.kallsyms]  [k] lock_timer_base
     0.02%  rate     rate               [.] fmt.(*ss).scanNumber
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.02%  rate     rate               [.] context.(*valueCtx).Done
     0.02%  rate     rate               [.] os.statNolog
     0.02%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_rbx
     0.02%  rate     [kernel.kallsyms]  [k] ksys_read
     0.02%  rate     [kernel.kallsyms]  [k] __check_heap_object
     0.02%  rate     rate               [.] reflect.(*rtype).Implements
     0.02%  rate     [kernel.kallsyms]  [k] ktime_get_ts64
     0.02%  rate     [kernel.kallsyms]  [k] skb_clone
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_thing
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.02%  rate     [kernel.kallsyms]  [k] skb_entail
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.02%  rate     [kernel.kallsyms]  [k] iov_iter_init
     0.02%  rate     [kernel.kallsyms]  [k] generic_fillattr
     0.02%  rate     rate               [.] reflect.MakeMapWithSize
     0.02%  rate     [kernel.kallsyms]  [k] ovl_inode_upper
     0.02%  rate     [kernel.kallsyms]  [k] rcu_irq_enter
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.02%  rate     [kernel.kallsyms]  [k] map_id_up
     0.02%  rate     [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.02%  rate     [kernel.kallsyms]  [k] kfree_skbmem
     0.02%  rate     [kernel.kallsyms]  [k] __x64_sys_read
     0.02%  rate     rate               [.] runtime.(*pageCache).alloc
     0.02%  rate     [kernel.kallsyms]  [k] do_softirq_own_stack
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_struct_message
     0.02%  rate     rate               [.] runtime.newproc1
     0.02%  rate     [kernel.kallsyms]  [k] hrtimer_interrupt
     0.02%  rate     [kernel.kallsyms]  [k] kmalloc_slab
     0.02%  rate     rate               [.] runtime.tracebackdefers
     0.02%  rate     [kernel.kallsyms]  [k] x86_pmu_enable
     0.02%  rate     rate               [.] fmt.(*pp).free
     0.02%  rate     rate               [.] sync/atomic.CompareAndSwapUintptr
     0.02%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.02%  rate     rate               [.] runtime.gogo.abi0
     0.02%  rate     rate               [.] runtime.send
     0.02%  rate     rate               [.] runtime.sendDirect
     0.02%  rate     [kernel.kallsyms]  [k] ip_rcv_finish
     0.02%  rate     rate               [.] reflect.(*rtype).Key
     0.02%  rate     rate               [.] reflect.Value.String
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.02%  rate     [kernel.kallsyms]  [k] rcu_irq_exit
     0.02%  rate     rate               [.] reflect.Value.Addr
     0.02%  rate     rate               [.] encoding/json.stateEndTop
     0.02%  rate     rate               [.] runtime.(*consistentHeapStats).release
     0.02%  rate     rate               [.] encoding/json.cachedTypeFields
     0.02%  rate     [kernel.kallsyms]  [k] tick_program_event
     0.02%  rate     rate               [.] runtime.newproc.func1
     0.02%  rate     rate               [.] sync.runtime_SemacquireMutex
     0.02%  rate     [kernel.kallsyms]  [k] sock_zerocopy_put
     0.02%  rate     [kernel.kallsyms]  [k] rcu_all_qs
     0.02%  rate     rate               [.] internal/poll.runtime_pollSetDeadline
     0.02%  rate     rate               [.] runtime.funcfile
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.02%  rate     rate               [.] os.Getenv
     0.02%  rate     [kernel.kallsyms]  [k] nf_confirm
     0.02%  rate     rate               [.] reflect.directlyAssignable
     0.02%  rate     rate               [.] runtime.morestack.abi0
     0.02%  rate     rate               [.] runtime.stackpoolalloc
     0.02%  rate     rate               [.] runtime.convT64
     0.02%  rate     rate               [.] runtime.concatstring2
     0.02%  rate     [kernel.kallsyms]  [k] sk_reset_timer
     0.02%  rate     [kernel.kallsyms]  [k] tcp_newly_delivered
     0.02%  rate     rate               [.] fmt.newScanState
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.02%  rate     [kernel.kallsyms]  [k] _raw_read_unlock_irqrestore
     0.02%  rate     rate               [.] strconv.special
     0.02%  rate     rate               [.] runtime.memhash8
     0.02%  rate     [kernel.kallsyms]  [k] security_inode_getattr
     0.02%  rate     rate               [.] net.(*TCPConn).SetDeadline
     0.02%  rate     [kernel.kallsyms]  [k] apparmor_inode_getattr
     0.02%  rate     rate               [.] runtime.typedslicecopy
     0.02%  rate     [kernel.kallsyms]  [k] tcp_rate_gen
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.02%  rate     [kernel.kallsyms]  [k] intel_pstate_update_util
     0.02%  rate     [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField2
     0.02%  rate     rate               [.] runtime.injectglist
     0.02%  rate     [kernel.kallsyms]  [k] ip_rcv
