# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 22K of event 'cycles'
# Event count (approx.): 54359753671
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.05%  rate     rate               [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.05%  rate     rate               [.] runtime.save
     0.05%  rate     rate               [.] runtime.(*spanSet).push
     0.05%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_out
     0.05%  rate     rate               [.] reflect.resolveTypeOff
     0.05%  rate     rate               [.] fmt.(*fmt).padString
     0.05%  rate     rate               [.] github.com/golang/protobuf/proto.getbase
     0.05%  rate     [kernel.kallsyms]  [k] skb_release_data
     0.05%  rate     rate               [.] strings.Count
     0.05%  rate     [kernel.kallsyms]  [k] tcp_event_data_recv
     0.05%  rate     [kernel.kallsyms]  [k] do_epoll_wait
     0.05%  rate     [kernel.kallsyms]  [k] ip_send_check
     0.05%  rate     rate               [.] google.golang.org/grpc.(*Server).handleStream
     0.05%  rate     rate               [.] runtime.chanrecv
     0.05%  rate     [kernel.kallsyms]  [k] security_socket_recvmsg
     0.05%  rate     [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.05%  rate     [kernel.kallsyms]  [k] update_blocked_averages
     0.05%  rate     [kernel.kallsyms]  [k] lock_sock_nested
     0.05%  rate     rate               [.] runtime.wirep
     0.05%  rate     [kernel.kallsyms]  [k] __ip_finish_output
     0.05%  rate     [kernel.kallsyms]  [k] skb_ext_add
     0.05%  rate     [kernel.kallsyms]  [k] __usecs_to_jiffies
     0.05%  rate     [kernel.kallsyms]  [k] ksoftirqd_running
     0.05%  rate     [kernel.kallsyms]  [k] common_perm
     0.05%  rate     rate               [.] time.tzsetNum
     0.05%  rate     rate               [.] reflect.Value.SetString
     0.05%  rate     rate               [.] context.(*valueCtx).Value
     0.05%  rate     rate               [.] os.Getenv
     0.05%  rate     [kernel.kallsyms]  [k] ovl_same_sb
     0.05%  rate     rate               [.] runtime.goready
     0.05%  rate     rate               [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.05%  rate     rate               [.] fmt.(*stringReader).Read
     0.05%  rate     rate               [.] runtime.funcMaxSPDelta
     0.05%  rate     [kernel.kallsyms]  [k] __x64_sys_write
     0.05%  rate     [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.05%  rate     [kernel.kallsyms]  [k] ip_rcv_finish_core.isra.0
     0.05%  rate     [kernel.kallsyms]  [k] common_perm_cond
     0.05%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_string
     0.05%  rate     rate               [.] fmt.(*pp).fmtString
     0.05%  rate     [kernel.kallsyms]  [k] pick_next_task_idle
     0.05%  rate     [kernel.kallsyms]  [k] cp_new_stat
     0.05%  rate     [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.05%  rate     [kernel.kallsyms]  [k] _raw_write_lock_irq
     0.05%  rate     [kernel.kallsyms]  [k] override_creds
     0.05%  rate     rate               [.] runtime.efaceeq
     0.05%  rate     [kernel.kallsyms]  [k] clockevents_program_event
     0.05%  rate     [kernel.kallsyms]  [k] br_dev_queue_push_xmit
     0.05%  rate     [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.05%  rate     rate               [.] runtime.(*mcache).refill
     0.05%  rate     [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.05%  rate     [kernel.kallsyms]  [k] netif_skb_features
     0.04%  rate     rate               [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.04%  rate     rate               [.] runtime.notewakeup
     0.04%  rate     rate               [.] time.tzsetName
     0.04%  rate     [kernel.kallsyms]  [k] __legitimize_mnt
     0.04%  rate     rate               [.] bytes.(*Buffer).WriteByte
     0.04%  rate     [kernel.kallsyms]  [k] vfs_read
     0.04%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.04%  rate     rate               [.] reflect.valueInterface
     0.04%  rate     [kernel.kallsyms]  [k] walk_component
     0.04%  rate     [kernel.kallsyms]  [k] __slab_free
     0.04%  rate     rate               [.] sync.(*Pool).Put
     0.04%  rate     [kernel.kallsyms]  [k] tcp_newly_delivered
     0.04%  rate     [kernel.kallsyms]  [k] complete_walk
     0.04%  rate     [kernel.kallsyms]  [k] intel_pstate_update_util
     0.04%  rate     [kernel.kallsyms]  [k] ip_rcv_finish
     0.04%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.parseGetResponse
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.04%  rate     rate               [.] reflect.Value.NumMethod
     0.04%  rate     [kernel.kallsyms]  [k] aa_sk_perm
     0.04%  rate     [kernel.kallsyms]  [k] tcp_v4_send_check
     0.04%  rate     [kernel.kallsyms]  [k] perf_event_set_state.part.0
     0.04%  rate     [kernel.kallsyms]  [k] memcg_kmem_put_cache
     0.04%  rate     rate               [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.04%  rate     [kernel.kallsyms]  [k] tcp_chrono_stop
     0.04%  rate     rate               [.] reflect.makemap
     0.04%  rate     [kernel.kallsyms]  [k] __hrtimer_init
     0.04%  rate     [kernel.kallsyms]  [k] tcp_tx_timestamp
     0.04%  rate     rate               [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.04%  rate     rate               [.] reflect.mapassign
     0.04%  rate     [kernel.kallsyms]  [k] __ip_queue_xmit
     0.04%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.04%  rate     rate               [.] time.atoi
     0.04%  rate     rate               [.] net.(*TCPConn).Read
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.04%  rate     rate               [.] runtime.runqsteal
     0.04%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.04%  rate     rate               [.] runtime.entersyscall.abi0
     0.04%  rate     [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.04%  rate     rate               [.] reflect.makeString
     0.04%  rate     rate               [.] runtime.strhash
     0.04%  rate     rate               [.] runtime.releasep
     0.04%  rate     rate               [.] google.golang.org/grpc.checkRecvPayload
     0.04%  rate     rate               [.] reflect.directlyAssignable
     0.04%  rate     [kernel.kallsyms]  [k] get_nohz_timer_target
     0.04%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.scanGetResponseLine
     0.04%  rate     rate               [.] internal/poll.(*pollDesc).wait
     0.04%  rate     rate               [.] runtime.releaseSudog
     0.04%  rate     [kernel.kallsyms]  [k] ipv4_confirm
     0.04%  rate     rate               [.] fmt.(*fmt).fmtS
     0.04%  rate     [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.04%  rate     [kernel.kallsyms]  [k] select_idle_sibling
     0.04%  rate     [kernel.kallsyms]  [k] br_nf_forward_finish
     0.04%  rate     rate               [.] fmt.newScanState
     0.04%  rate     [kernel.kallsyms]  [k] wake_up_q
     0.04%  rate     [kernel.kallsyms]  [k] nf_ct_seq_offset
     0.04%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).at
     0.04%  rate     [kernel.kallsyms]  [k] tcp_check_space
     0.04%  rate     rate               [.] bytes.(*Buffer).WriteString
     0.04%  rate     [kernel.kallsyms]  [k] ip_rcv
     0.04%  rate     [kernel.kallsyms]  [k] sk_reset_timer
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.04%  rate     [kernel.kallsyms]  [k] br_fdb_update
     0.04%  rate     [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.04%  rate     [kernel.kallsyms]  [k] rw_verify_area
     0.04%  rate     rate               [.] context.WithCancel
     0.04%  rate     rate               [.] reflect.Value.Convert
     0.04%  rate     [kernel.kallsyms]  [k] skb_push
     0.04%  rate     [kernel.kallsyms]  [k] tcp_poll
     0.04%  rate     rate               [.] reflect.Value.Field
     0.04%  rate     rate               [.] internal/poll.runtime_pollSetDeadline
     0.04%  rate     rate               [.] github.com/rs/zerolog.(*Logger).newEvent
     0.04%  rate     rate               [.] sync.(*RWMutex).RUnlock
     0.04%  rate     [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.04%  rate     rate               [.] runtime.funcfile
     0.04%  rate     [kernel.kallsyms]  [k] pick_next_entity
     0.04%  rate     [kernel.kallsyms]  [k] __x64_sys_nanosleep
     0.04%  rate     [kernel.kallsyms]  [k] ip_rcv_core.isra.0
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.04%  rate     [kernel.kallsyms]  [k] do_softirq_own_stack
     0.04%  rate     [kernel.kallsyms]  [k] set_task_cpu
     0.04%  rate     [kernel.kallsyms]  [k] tcp_schedule_loss_probe
     0.04%  rate     [kernel.kallsyms]  [k] activate_task
     0.04%  rate     rate               [.] bytes.(*Buffer).Write
     0.04%  rate     [kernel.kallsyms]  [k] __x64_sys_read
     0.04%  rate     rate               [.] bufio.(*Reader).ReadSlice
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handleData
     0.04%  rate     rate               [.] runtime.gfput
     0.04%  rate     rate               [.] runtime.goready.func1
     0.04%  rate     rate               [.] sync.(*Map).Load
     0.04%  rate     [kernel.kallsyms]  [k] pipe_write
     0.04%  rate     rate               [.] fmt.newPrinter
     0.04%  rate     rate               [.] runtime.epollwait.abi0
     0.04%  rate     rate               [.] runtime.(*mspan).nextFreeIndex
     0.04%  rate     rate               [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.03%  rate     [kernel.kallsyms]  [k] select_estimate_accuracy
     0.03%  rate     [kernel.kallsyms]  [k] security_inode_getattr
     0.03%  rate     [kernel.kallsyms]  [k] amd_clear_divider
     0.03%  rate     [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.03%  rate     [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.03%  rate     [kernel.kallsyms]  [k] ktime_get_ts64
     0.03%  rate     rate               [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.03%  rate     rate               [.] net.(*netFD).Write
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.03%  rate     rate               [.] time.now
     0.03%  rate     [kernel.kallsyms]  [k] __tcp_select_window
     0.03%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto._Rate_GetRates_Handler
     0.03%  rate     rate               [.] runtime.rawstring
     0.03%  rate     [kernel.kallsyms]  [k] skb_page_frag_refill
     0.03%  rate     rate               [.] runtime.concatstring3
     0.03%  rate     rate               [.] reflect.(*rtype).exportedMethods
     0.03%  rate     [kernel.kallsyms]  [k] kfree_skbmem
     0.03%  rate     rate               [.] strings.Index
     0.03%  rate     rate               [.] time.Date
     0.03%  rate     [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.03%  rate     [kernel.kallsyms]  [k] sock_def_readable
     0.03%  rate     [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.03%  rate     [kernel.kallsyms]  [k] __tcp_send_ack.part.0
     0.03%  rate     rate               [.] reflect.(*structType).FieldByName
     0.03%  rate     rate               [.] runtime.findObject
     0.03%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.03%  rate     [kernel.kallsyms]  [k] inet6_recvmsg
     0.03%  rate     rate               [.] internal/poll.runtime_pollWait
     0.03%  rate     rate               [.] runtime.acquireSudog
     0.03%  rate     [kernel.kallsyms]  [k] _cond_resched
     0.03%  rate     [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.03%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_int64
     0.03%  rate     [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.03%  rate     rate               [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.03%  rate     rate               [.] time.(*Location).get
     0.03%  rate     rate               [.] google.golang.org/grpc.(*Server).sendResponse
     0.03%  rate     [kernel.kallsyms]  [k] __sb_start_write
     0.03%  rate     [kernel.kallsyms]  [k] cpus_share_cache
     0.03%  rate     [kernel.kallsyms]  [k] __skb_ext_del
     0.03%  rate     [kernel.kallsyms]  [k] __sk_dst_check
     0.03%  rate     rate               [.] runtime.funcspdelta
     0.03%  rate     rate               [.] runtime.typedmemclr
     0.03%  rate     rate               [.] net.(*conn).Write
     0.03%  rate     [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.03%  rate     rate               [.] runtime.(*mcache).nextFree
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.03%  rate     rate               [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Tag).writeField1
     0.03%  rate     [kernel.kallsyms]  [k] calc_timer_values
     0.03%  rate     rate               [.] sync.(*WaitGroup).Add
     0.03%  rate     [kernel.kallsyms]  [k] br_forward
     0.03%  rate     rate               [.] bytes.(*Buffer).WriteTo
     0.03%  rate     [kernel.kallsyms]  [k] br_nf_pre_routing_finish
     0.03%  rate     rate               [.] strconv.ParseInt
     0.03%  rate     [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.03%  rate     [kernel.kallsyms]  [k] sched_clock
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.03%  rate     rate               [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.03%  rate     [kernel.kallsyms]  [k] clear_buddies
     0.03%  rate     [kernel.kallsyms]  [k] __vfs_write
     0.03%  rate     [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.03%  rate     rate               [.] runtime.newproc1
     0.03%  rate     [kernel.kallsyms]  [k] tcp_add_backlog
     0.03%  rate     rate               [.] context.parentCancelCtx
     0.03%  rate     rate               [.] net.(*TCPConn).Write
     0.03%  rate     [kernel.kallsyms]  [k] __skb_clone
     0.03%  rate     rate               [.] internal/poll.(*FD).writeUnlock
     0.03%  rate     rate               [.] runtime.convT2I
     0.03%  rate     rate               [.] math/rand.(*rngSource).Int63
     0.03%  rate     [kernel.kallsyms]  [k] release_sock
     0.03%  rate     [kernel.kallsyms]  [k] __kfree_skb_flush
     0.03%  rate     rate               [.] encoding/json.stateBeginString
     0.03%  rate     [kernel.kallsyms]  [k] __check_heap_object
     0.03%  rate     [kernel.kallsyms]  [k] hash_futex
     0.03%  rate     rate               [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.03%  rate     rate               [.] runtime.(*mcentral).cacheSpan
     0.03%  rate     rate               [.] runtime.tracebackdefers
     0.03%  rate     [kernel.kallsyms]  [k] tcp_recv_timestamp
     0.03%  rate     rate               [.] runtime.(*mheap).allocNeedsZero
     0.03%  rate     rate               [.] reflect.Value.Addr
     0.03%  rate     rate               [.] runtime.interequal
     0.03%  rate     rate               [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.03%  rate     [kernel.kallsyms]  [k] ovl_path_type
     0.03%  rate     rate               [.] encoding/json.(*scanner).popParseState
     0.03%  rate     rate               [.] fmt.(*fmt).truncateString
     0.03%  rate     rate               [.] runtime.selunlock
     0.03%  rate     rate               [.] reflect.Value.Len
     0.03%  rate     rate               [.] golang.org/x/net/http2.validWireHeaderFieldName
     0.03%  rate     [kernel.kallsyms]  [k] kmalloc_slab
     0.03%  rate     [kernel.kallsyms]  [k] perf_event_update_time
     0.03%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*ServerList).PickServer
     0.03%  rate     [kernel.kallsyms]  [k] tcp_data_ready
     0.03%  rate     rate               [.] fmt.(*pp).free
     0.03%  rate     [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.03%  rate     [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.03%  rate     rate               [.] runtime.gogo.abi0
     0.03%  rate     rate               [.] runtime.(*consistentHeapStats).release
     0.03%  rate     rate               [.] encoding/json.stateBeginValue
     0.03%  rate     rate               [.] fmt.Fscanf
     0.03%  rate     rate               [.] runtime.selparkcommit
     0.03%  rate     rate               [.] fmt.(*ss).notEOF
     0.03%  rate     [kernel.kallsyms]  [k] __unqueue_futex
     0.03%  rate     rate               [.] net.(*conn).Read
     0.03%  rate     rate               [.] fmt.(*ss).okVerb
     0.03%  rate     rate               [.] golang.org/x/net/http2/hpack.(*headerFieldTable).search
     0.03%  rate     [kernel.kallsyms]  [k] br_allowed_ingress
     0.03%  rate     rate               [.] os.statNolog
     0.03%  rate     [kernel.kallsyms]  [k] ovl_permission
     0.03%  rate     [kernel.kallsyms]  [k] __alloc_skb
     0.03%  rate     [kernel.kallsyms]  [k] netif_rx_internal
     0.03%  rate     rate               [.] fmt.(*fmt).pad
     0.03%  rate     [kernel.kallsyms]  [k] sk_forced_mem_schedule
     0.03%  rate     rate               [.] reflect.(*rtype).Name
     0.03%  rate     [kernel.kallsyms]  [k] tcp_ack_update_rtt.isra.0
     0.03%  rate     [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.03%  rate     [kernel.kallsyms]  [k] dput
     0.03%  rate     [kernel.kallsyms]  [k] __remove_hrtimer
     0.03%  rate     rate               [.] time.tzsetOffset
     0.03%  rate     [kernel.kallsyms]  [k] strncpy_from_user
     0.03%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto.(*Request).Reset
     0.03%  rate     rate               [.] reflect.cvtBytesString
     0.03%  rate     rate               [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.03%  rate     [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.03%  rate     [kernel.kallsyms]  [k] inet6_sendmsg
     0.02%  rate     [kernel.kallsyms]  [k] prepend_name
     0.02%  rate     rate               [.] reflect.convertOp
     0.02%  rate     rate               [.] context.removeChild
     0.02%  rate     rate               [.] fmt.(*ss).convertString
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.02%  rate     rate               [.] golang.org/x/net/http2.(*DataFrame).Header
     0.02%  rate     rate               [.] golang.org/x/net/http2.(*Framer).endWrite
     0.02%  rate     rate               [.] bufio.(*Reader).fill
     0.02%  rate     [kernel.kallsyms]  [k] map_id_up
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.readVarInt
     0.02%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.02%  rate     [kernel.kallsyms]  [k] fput
     0.02%  rate     [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.02%  rate     [kernel.kallsyms]  [k] __wake_up_common_lock
     0.02%  rate     rate               [.] runtime.makemap
     0.02%  rate     rate               [.] runtime.stringtoslicebyte
     0.02%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_r13
     0.02%  rate     [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.02%  rate     [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.02%  rate     rate               [.] strings.Join
     0.02%  rate     rate               [.] fmt.(*ss).scanUint
     0.02%  rate     [kernel.kallsyms]  [k] inet_ehashfn
     0.02%  rate     [kernel.kallsyms]  [k] cpumask_next
     0.02%  rate     [kernel.kallsyms]  [k] check_preempt_wakeup
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.02%  rate     [kernel.kallsyms]  [k] lock_hrtimer_base
     0.02%  rate     rate               [.] context.(*valueCtx).Done
     0.02%  rate     [kernel.kallsyms]  [k] aa_file_perm
     0.02%  rate     rate               [.] reflect.New
     0.02%  rate     [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.02%  rate     [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.02%  rate     [kernel.kallsyms]  [k] rcu_all_qs
     0.02%  rate     rate               [.] runtime.adjustdefers
     0.02%  rate     [kernel.kallsyms]  [k] ktime_get_with_offset
     0.02%  rate     rate               [.] internal/bytealg.IndexByteString.abi0
     0.02%  rate     rate               [.] google.golang.org/grpc.encode
     0.02%  rate     rate               [.] runtime.selectnbsend
     0.02%  rate     rate               [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.02%  rate     rate               [.] runtime.deferreturn
     0.02%  rate     [kernel.kallsyms]  [k] tcp_queue_rcv
     0.02%  rate     [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.02%  rate     rate               [.] fmt.errorHandler
     0.02%  rate     rate               [.] reflect.Value.Bytes
     0.02%  rate     rate               [.] sort.Search
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_thing
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.02%  rate     rate               [.] encoding/json.(*Decoder).refill
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_struct_message
     0.02%  rate     [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.02%  rate     rate               [.] runtime.exitsyscall.abi0
     0.02%  rate     rate               [.] github.com/uber/jaeger-client-go.ContextFromString
     0.02%  rate     rate               [.] sort.quickSort
     0.02%  rate     [kernel.kallsyms]  [k] iov_iter_advance
     0.02%  rate     rate               [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.02%  rate     rate               [.] time.skip
     0.02%  rate     [kernel.kallsyms]  [k] __x86_indirect_thunk_rbx
     0.02%  rate     rate               [.] os.Getwd
     0.02%  rate     rate               [.] reflect.(*rtype).Key
     0.02%  rate     [kernel.kallsyms]  [k] ksys_read
     0.02%  rate     rate               [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.02%  rate     [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.02%  rate     [kernel.kallsyms]  [k] _copy_to_user
     0.02%  rate     [kernel.kallsyms]  [k] enqueue_hrtimer
     0.02%  rate     [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.02%  rate     rate               [.] github.com/harlow/go-micro-services/services/rate/proto._Rate_GetRates_Handler.func1
     0.02%  rate     [kernel.kallsyms]  [k] __netif_receive_skb
     0.02%  rate     [kernel.kallsyms]  [k] getname_flags
     0.02%  rate     [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.02%  rate     rate               [.] reflect.(*rtype).Field
     0.02%  rate     rate               [.] encoding/json.(*decodeState).scanNext
     0.02%  rate     [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.02%  rate     rate               [.] strconv.atof64
     0.02%  rate     rate               [.] internal/testlog.Getenv
     0.02%  rate     rate               [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.mergeAny
     0.02%  rate     rate               [.] runtime.(*pageAlloc).free
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.02%  rate     [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.02%  rate     rate               [.] runtime.send
     0.02%  rate     rate               [.] runtime.memhash64
     0.02%  rate     [kernel.kallsyms]  [k] __dev_forward_skb
     0.02%  rate     [kernel.kallsyms]  [k] copy_page_from_iter
     0.02%  rate     rate               [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.02%  rate     rate               [.] reflect.unsafe_New
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.02%  rate     rate               [.] golang.org/x/net/http2.(*PingFrame).Header
     0.02%  rate     [kernel.kallsyms]  [k] do_softirq.part.0
     0.02%  rate     [kernel.kallsyms]  [k] tcp_rate_gen
     0.02%  rate     rate               [.] strconv.FormatInt
     0.02%  rate     [kernel.kallsyms]  [k] br_forward_finish
     0.02%  rate     [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.02%  rate     [kernel.kallsyms]  [k] get_timespec64
     0.02%  rate     [kernel.kallsyms]  [k] rcu_irq_exit
     0.02%  rate     rate               [.] fmt.(*pp).handleMethods
     0.02%  rate     rate               [.] internal/poll.(*pollDesc).prepare
     0.02%  rate     rate               [.] runtime.convI2I
     0.02%  rate     rate               [.] runtime.newMarkBits
     0.02%  rate     [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.02%  rate     rate               [.] internal/poll.(*FD).readUnlock
     0.02%  rate     rate               [.] context.(*cancelCtx).Value
     0.02%  rate     [kernel.kallsyms]  [k] remove_entity_load_avg
     0.02%  rate     rate               [.] fmt.Fprintf
     0.02%  rate     [kernel.kallsyms]  [k] skb_clone
     0.02%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.02%  rate     rate               [.] golang.org/x/net/http2.parseHeadersFrame
     0.02%  rate     rate               [.] runtime.memhash8
     0.02%  rate     rate               [.] runtime.entersyscall
     0.02%  rate     rate               [.] sort.Sort
     0.02%  rate     rate               [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.02%  rate     rate               [.] time.tzset
     0.02%  rate     rate               [.] golang.org/x/net/http2.parsePingFrame
     0.02%  rate     rate               [.] runtime.makeslicecopy
     0.02%  rate     rate               [.] encoding/json.stateInStringEsc
     0.02%  rate     [kernel.kallsyms]  [k] skb_release_head_state
     0.02%  rate     [kernel.kallsyms]  [k] ip_sabotage_in
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_string
     0.02%  rate     [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.02%  rate     rate               [.] reflect.(*rtype).uncommon
     0.02%  rate     rate               [.] golang.org/x/net/http2.FrameHeader.Header
     0.02%  rate     [kernel.kallsyms]  [k] __slab_alloc
     0.02%  rate     [kernel.kallsyms]  [k] kill_fasync
     0.02%  rate     rate               [.] golang.org/x/net/http2.(*Framer).WritePing
     0.02%  rate     [kernel.kallsyms]  [k] lock_timer_base
     0.02%  rate     [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.02%  rate     rate               [.] encoding/json.stateEndTop
     0.02%  rate     [kernel.kallsyms]  [k] tcp_v4_early_demux
     0.02%  rate     rate               [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.02%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.dwrap.5
     0.02%  rate     rate               [.] strconv.atof64exact
     0.02%  rate     rate               [.] time.Time.Format
     0.02%  rate     rate               [.] countbody
     0.02%  rate     [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.02%  rate     rate               [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.02%  rate     [kernel.kallsyms]  [k] ovl_inode_upper
     0.02%  rate     [kernel.kallsyms]  [k] __wake_up_sync_key
     0.02%  rate     rate               [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.02%  rate     rate               [.] runtime.futexwakeup
     0.02%  rate     [kernel.kallsyms]  [k] tcp_sendmsg
     0.02%  rate     rate               [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.02%  rate     [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.02%  rate     rate               [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_string
     0.02%  rate     rate               [.] github.com/bradfitz/gomemcache/memcache.(*Client).withAddrRw
     0.02%  rate     [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.02%  rate     rate               [.] runtime.goexit1.abi0
     0.02%  rate     [kernel.kallsyms]  [k] vfs_getattr
     0.02%  rate     rate               [.] runtime.rawbyteslice
     0.02%  rate     [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.02%  rate     rate               [.] sort.insertionSort
