# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles'
# Event count (approx.): 28292410085
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.06%  recommendation  recommendation     [.] runtime.resolveTypeOff
     0.06%  recommendation  [kernel.kallsyms]  [k] __dev_queue_xmit
     0.06%  recommendation  [kernel.kallsyms]  [k] __wake_up_common
     0.06%  recommendation  recommendation     [.] sort.Sort
     0.06%  recommendation  recommendation     [.] runtime.mcall
     0.06%  recommendation  recommendation     [.] reflect.Value.SetString
     0.06%  recommendation  recommendation     [.] runtime.releaseSudog
     0.06%  recommendation  [kernel.kallsyms]  [k] interrupt_entry
     0.06%  recommendation  [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.06%  recommendation  recommendation     [.] context.(*cancelCtx).Value
     0.06%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.06%  recommendation  [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.06%  recommendation  recommendation     [.] reflect.(*structType).FieldByName
     0.06%  recommendation  [kernel.kallsyms]  [k] __bitmap_and
     0.06%  recommendation  [kernel.kallsyms]  [k] __tcp_send_ack.part.0
     0.06%  recommendation  [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.05%  recommendation  [kernel.kallsyms]  [k] __skb_clone
     0.05%  recommendation  [kernel.kallsyms]  [k] perf_event_update_time
     0.05%  recommendation  [kernel.kallsyms]  [k] get_l4proto
     0.05%  recommendation  recommendation     [.] runtime.funcMaxSPDelta
     0.05%  recommendation  recommendation     [.] runtime.(*Frames).Next
     0.05%  recommendation  [kernel.kallsyms]  [k] account_entity_dequeue
     0.05%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_rate_skb_delivered
     0.05%  recommendation  [kernel.kallsyms]  [k] ipv4_mtu
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.05%  recommendation  [kernel.kallsyms]  [k] inode_permission
     0.05%  recommendation  recommendation     [.] context.removeChild
     0.05%  recommendation  recommendation     [.] time.absDate
     0.05%  recommendation  [kernel.kallsyms]  [k] sched_clock_cpu
     0.05%  recommendation  recommendation     [.] time.now
     0.05%  recommendation  recommendation     [.] runtime.concatstrings
     0.05%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.05%  recommendation  [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.05%  recommendation  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.05%  recommendation  recommendation     [.] reflect.packEface
     0.05%  recommendation  recommendation     [.] runtime.publicationBarrier.abi0
     0.05%  recommendation  [kernel.kallsyms]  [k] __enqueue_entity
     0.05%  recommendation  recommendation     [.] runtime.runqsteal
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_chrono_stop
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_poll
     0.05%  recommendation  [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.05%  recommendation  recommendation     [.] bufio.(*Writer).Flush
     0.05%  recommendation  [kernel.kallsyms]  [k] _copy_to_iter
     0.05%  recommendation  [kernel.kallsyms]  [k] resched_curr
     0.05%  recommendation  [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.newFramer.func1
     0.05%  recommendation  recommendation     [.] runtime.wirep
     0.05%  recommendation  [kernel.kallsyms]  [k] intel_pstate_update_util
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).sendResponse
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.05%  recommendation  recommendation     [.] math/rand.(*rngSource).Int63
     0.05%  recommendation  recommendation     [.] internal/poll.(*pollDesc).wait
     0.05%  recommendation  recommendation     [.] reflect.Value.Pointer
     0.05%  recommendation  [kernel.kallsyms]  [k] __x64_sys_epoll_pwait
     0.05%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.05%  recommendation  recommendation     [.] runtime.nanotime
     0.05%  recommendation  [kernel.kallsyms]  [k] __pm_relax
     0.05%  recommendation  [kernel.kallsyms]  [k] skb_csum_hwoffload_help
     0.05%  recommendation  recommendation     [.] runtime.exitsyscall.abi0
     0.05%  recommendation  recommendation     [.] reflect.(*rtype).Implements
     0.05%  recommendation  recommendation     [.] reflect.(*rtype).uncommon
     0.05%  recommendation  [kernel.kallsyms]  [k] hash_futex
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.05%  recommendation  [kernel.kallsyms]  [k] memcmp
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.05%  recommendation  [kernel.kallsyms]  [k] __sigqueue_free.part.0
     0.05%  recommendation  [kernel.kallsyms]  [k] pipe_write
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.04%  recommendation  recommendation     [.] internal/testlog.Getenv
     0.04%  recommendation  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.04%  recommendation  [kernel.kallsyms]  [k] eth_type_trans
     0.04%  recommendation  [kernel.kallsyms]  [k] ovl_inode_upper
     0.04%  recommendation  recommendation     [.] runtime.isSystemGoroutine
     0.04%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_out
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_data_ready
     0.04%  recommendation  [kernel.kallsyms]  [k] apparmor_file_permission
     0.04%  recommendation  recommendation     [.] math.atan
     0.04%  recommendation  recommendation     [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.04%  recommendation  [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.04%  recommendation  recommendation     [.] time.now.abi0
     0.04%  recommendation  recommendation     [.] time.tzsetNum
     0.04%  recommendation  [kernel.kallsyms]  [k] __tcp_select_window
     0.04%  recommendation  recommendation     [.] runtime.efaceeq
     0.04%  recommendation  recommendation     [.] runtime.stackalloc
     0.04%  recommendation  recommendation     [.] runtime.mapaccess1_fast32
     0.04%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.buildTags
     0.04%  recommendation  recommendation     [.] reflect.resolveTypeOff
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.04%  recommendation  recommendation     [.] encoding/json.(*scanner).eof
     0.04%  recommendation  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.04%  recommendation  recommendation     [.] bytes.(*Buffer).WriteString
     0.04%  recommendation  [kernel.kallsyms]  [k] __copy_skb_header
     0.04%  recommendation  recommendation     [.] sync.(*RWMutex).Unlock
     0.04%  recommendation  recommendation     [.] bytes.(*Buffer).WriteByte
     0.04%  recommendation  [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.04%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.04%  recommendation  [kernel.kallsyms]  [k] new_sync_write
     0.04%  recommendation  [kernel.kallsyms]  [k] ___slab_alloc
     0.04%  recommendation  recommendation     [.] syscall.Getwd
     0.04%  recommendation  [kernel.kallsyms]  [k] _cond_resched
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.04%  recommendation  [kernel.kallsyms]  [k] inet6_recvmsg
     0.04%  recommendation  [kernel.kallsyms]  [k] sock_read_iter
     0.04%  recommendation  [kernel.kallsyms]  [k] common_perm
     0.04%  recommendation  [kernel.kallsyms]  [k] flexible_sched_in
     0.04%  recommendation  recommendation     [.] net.(*TCPConn).Read
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteStatus
     0.04%  recommendation  recommendation     [.] runtime.closechan
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.04%  recommendation  recommendation     [.] runtime.mapdelete_fast32
     0.04%  recommendation  [kernel.kallsyms]  [k] __x64_sys_write
     0.04%  recommendation  [kernel.kallsyms]  [k] new_sync_read
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_queue_rcv
     0.04%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler.func1
     0.04%  recommendation  [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.04%  recommendation  recommendation     [.] strings.Count
     0.04%  recommendation  [kernel.kallsyms]  [k] set_user_sigmask
     0.04%  recommendation  recommendation     [.] runtime.checkdead
     0.04%  recommendation  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.04%  recommendation  recommendation     [.] os.Getenv
     0.04%  recommendation  [kernel.kallsyms]  [k] mutex_lock
     0.04%  recommendation  recommendation     [.] reflect.directlyAssignable
     0.04%  recommendation  recommendation     [.] net.(*TCPConn).Write
     0.04%  recommendation  recommendation     [.] strings.Index
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.04%  recommendation  [kernel.kallsyms]  [k] is_skb_forwardable
     0.04%  recommendation  [kernel.kallsyms]  [k] ovl_path_type
     0.04%  recommendation  [kernel.kallsyms]  [k] passthru_features_check
     0.04%  recommendation  [kernel.kallsyms]  [k] copyin
     0.04%  recommendation  recommendation     [.] runtime.slicebytetostring
     0.04%  recommendation  recommendation     [.] runtime.concatstring3
     0.04%  recommendation  [kernel.kallsyms]  [k] lock_hrtimer_base
     0.04%  recommendation  recommendation     [.] runtime.funcspdelta
     0.04%  recommendation  [kernel.kallsyms]  [k] task_ctx_sched_out
     0.04%  recommendation  [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.04%  recommendation  [kernel.kallsyms]  [k] br_nf_forward_finish
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_tx_timestamp
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.04%  recommendation  recommendation     [.] runtime.makemap_small
     0.04%  recommendation  [kernel.kallsyms]  [k] using_native_sched_clock
     0.04%  recommendation  recommendation     [.] runtime.usleep.abi0
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc.(*parser).recvMsg
     0.04%  recommendation  [kernel.kallsyms]  [k] br_fdb_update
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_event_data_recv
     0.04%  recommendation  recommendation     [.] encoding/json.(*Decoder).refill
     0.04%  recommendation  [kernel.kallsyms]  [k] legitimize_links
     0.04%  recommendation  [kernel.kallsyms]  [k] __kfree_skb_flush
     0.03%  recommendation  recommendation     [.] net.(*conn).Write
     0.03%  recommendation  recommendation     [.] runtime.heapBits.initSpan
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.03%  recommendation  recommendation     [.] runtime.sendDirect
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_confirm
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_nat_packet
     0.03%  recommendation  [kernel.kallsyms]  [k] skb_network_protocol
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.03%  recommendation  [kernel.kallsyms]  [k] __check_object_size
     0.03%  recommendation  recommendation     [.] time.(*Location).lookup
     0.03%  recommendation  recommendation     [.] runtime.acquirep
     0.03%  recommendation  recommendation     [.] internal/poll.(*FD).Write.dwrap.13
     0.03%  recommendation  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.03%  recommendation  [kernel.kallsyms]  [k] __x64_sys_read
     0.03%  recommendation  recommendation     [.] runtime.(*mcentral).cacheSpan
     0.03%  recommendation  [kernel.kallsyms]  [k] mutex_unlock
     0.03%  recommendation  [kernel.kallsyms]  [k] mod_timer
     0.03%  recommendation  recommendation     [.] runtime.goready
     0.03%  recommendation  [kernel.kallsyms]  [k] cpumask_next_wrap
     0.03%  recommendation  recommendation     [.] runtime.notetsleep_internal
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.03%  recommendation  recommendation     [.] runtime.mapassign_fast32
     0.03%  recommendation  [kernel.kallsyms]  [k] hash_conntrack_raw
     0.03%  recommendation  recommendation     [.] runtime.checkIdleGCNoP
     0.03%  recommendation  [kernel.kallsyms]  [k] vfs_read
     0.03%  recommendation  recommendation     [.] reflect.Zero
     0.03%  recommendation  recommendation     [.] sync.(*WaitGroup).Add
     0.03%  recommendation  [kernel.kallsyms]  [k] sock_def_readable
     0.03%  recommendation  [kernel.kallsyms]  [k] atime_needs_update
     0.03%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.03%  recommendation  recommendation     [.] countbody
     0.03%  recommendation  recommendation     [.] time.Since
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.readVarInt
     0.03%  recommendation  recommendation     [.] runtime.morestack.abi0
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.03%  recommendation  recommendation     [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.03%  recommendation  recommendation     [.] time.skip
     0.03%  recommendation  recommendation     [.] runtime.(*spanSet).pop
     0.03%  recommendation  [kernel.kallsyms]  [k] rw_verify_area
     0.03%  recommendation  recommendation     [.] runtime.findnull
     0.03%  recommendation  recommendation     [.] runtime.park_m
     0.03%  recommendation  [kernel.kallsyms]  [k] sk_reset_timer
     0.03%  recommendation  recommendation     [.] internal/poll.(*FD).readUnlock
     0.03%  recommendation  [kernel.kallsyms]  [k] select_idle_sibling
     0.03%  recommendation  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.03%  recommendation  recommendation     [.] runtime.strhash
     0.03%  recommendation  [kernel.kallsyms]  [k] get_futex_value_locked
     0.03%  recommendation  recommendation     [.] runtime.rawstringtmp
     0.03%  recommendation  recommendation     [.] internal/bytealg.IndexByteString.abi0
     0.03%  recommendation  recommendation     [.] bytes.(*Buffer).Write
     0.03%  recommendation  [kernel.kallsyms]  [k] skb_push
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_rcv
     0.03%  recommendation  [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.03%  recommendation  [kernel.kallsyms]  [k] ext4_getattr
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.ConsoleWriter.Write.func1
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).updateWindow
     0.03%  recommendation  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.03%  recommendation  [kernel.kallsyms]  [k] skb_pull_rcsum
     0.03%  recommendation  recommendation     [.] runtime.releasep
     0.03%  recommendation  [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.03%  recommendation  recommendation     [.] bytes.(*Buffer).WriteTo
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.03%  recommendation  [kernel.kallsyms]  [k] mark_wake_futex
     0.03%  recommendation  [kernel.kallsyms]  [k] __check_heap_object
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.TraceIDFromString
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_local_deliver_finish
     0.03%  recommendation  [kernel.kallsyms]  [k] vfs_statx
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.03%  recommendation  recommendation     [.] strconv.formatBits
     0.03%  recommendation  recommendation     [.] runtime.nilinterequal
     0.03%  recommendation  [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.03%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_sabotage_in
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_newly_delivered
     0.03%  recommendation  recommendation     [.] context.(*valueCtx).Value
     0.03%  recommendation  recommendation     [.] time.atoi
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_schedule_loss_probe
     0.03%  recommendation  [kernel.kallsyms]  [k] __x64_sys_nanosleep
     0.03%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanNext
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.03%  recommendation  [kernel.kallsyms]  [k] kmalloc_slab
     0.03%  recommendation  recommendation     [.] encoding/json.indirect
     0.03%  recommendation  recommendation     [.] encoding/json.(*decodeState).unmarshal
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.newEvent
     0.03%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_defrag
     0.03%  recommendation  [kernel.kallsyms]  [k] override_creds
     0.03%  recommendation  recommendation     [.] encoding/json.stateBeginString
     0.03%  recommendation  recommendation     [.] runtime.stackpoolalloc
     0.03%  recommendation  [kernel.kallsyms]  [k] cpus_share_cache
     0.03%  recommendation  recommendation     [.] context.(*cancelCtx).cancel
     0.03%  recommendation  [kernel.kallsyms]  [k] detach_if_pending
     0.03%  recommendation  [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.03%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.03%  recommendation  recommendation     [.] time.Date
     0.03%  recommendation  recommendation     [.] runtime.mapdelete
     0.03%  recommendation  recommendation     [.] sync.(*RWMutex).RUnlock
     0.03%  recommendation  [kernel.kallsyms]  [k] set_next_task_idle
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*PingFrame).invalidate
     0.03%  recommendation  recommendation     [.] time.Time.locabs
     0.03%  recommendation  recommendation     [.] runtime.tracebackdefers
     0.03%  recommendation  [kernel.kallsyms]  [k] check_stack_object
     0.03%  recommendation  recommendation     [.] internal/poll.(*pollDesc).prepare
     0.03%  recommendation  recommendation     [.] encoding/json.(*decodeState).value
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.colorize
     0.03%  recommendation  [kernel.kallsyms]  [k] do_epoll_wait
     0.03%  recommendation  recommendation     [.] runtime.selparkcommit
     0.03%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int64
     0.03%  recommendation  [kernel.kallsyms]  [k] security_file_permission
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.03%  recommendation  recommendation     [.] runtime.(*consistentHeapStats).acquire
     0.02%  recommendation  [kernel.kallsyms]  [k] release_sock
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.02%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.02%  recommendation  [kernel.kallsyms]  [k] aa_sk_perm
     0.02%  recommendation  [kernel.kallsyms]  [k] netif_rx
     0.02%  recommendation  recommendation     [.] runtime.rawstring
     0.02%  recommendation  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.02%  recommendation  [kernel.kallsyms]  [k] memcg_kmem_put_cache
     0.02%  recommendation  recommendation     [.] runtime.memhash
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.02%  recommendation  [kernel.kallsyms]  [k] ttwu_do_activate
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.02%  recommendation  recommendation     [.] runtime.mput
     0.02%  recommendation  recommendation     [.] strings.genSplit
     0.02%  recommendation  recommendation     [.] time.tzsetName
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.02%  recommendation  [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.02%  recommendation  [kernel.kallsyms]  [k] get_timespec64
     0.02%  recommendation  recommendation     [.] reflect.cvtBytesString
     0.02%  recommendation  [kernel.kallsyms]  [k] clear_buddies
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.02%  recommendation  [kernel.kallsyms]  [k] sock_put
     0.02%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.02%  recommendation  [kernel.kallsyms]  [k] tick_program_event
     0.02%  recommendation  [kernel.kallsyms]  [k] do_softirq_own_stack
     0.02%  recommendation  [kernel.kallsyms]  [k] mntput_no_expire
     0.02%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.02%  recommendation  [kernel.kallsyms]  [k] ksoftirqd_running
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*PingFrame).Header
     0.02%  recommendation  [kernel.kallsyms]  [k] rcu_irq_exit
     0.02%  recommendation  recommendation     [.] time.tzsetOffset
     0.02%  recommendation  recommendation     [.] runtime.makeslicecopy
     0.02%  recommendation  recommendation     [.] os.fillFileStatFromSys
     0.02%  recommendation  [kernel.kallsyms]  [k] inet6_sendmsg
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.02%  recommendation  [kernel.kallsyms]  [k] lock_timer_base
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.parsePingFrame
     0.02%  recommendation  [kernel.kallsyms]  [k] ipv4_confirm
     0.02%  recommendation  recommendation     [.] fmt.(*pp).free
     0.02%  recommendation  [kernel.kallsyms]  [k] __skb_ext_del
     0.02%  recommendation  recommendation     [.] reflect.makemap
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.02%  recommendation  [kernel.kallsyms]  [k] sched_clock
     0.02%  recommendation  recommendation     [.] runtime.selunlock
     0.02%  recommendation  [kernel.kallsyms]  [k] ovl_permission
     0.02%  recommendation  recommendation     [.] syscall.Getcwd
     0.02%  recommendation  recommendation     [.] syscall.fstatat
     0.02%  recommendation  recommendation     [.] time.Time.Sub
     0.02%  recommendation  [kernel.kallsyms]  [k] set_next_buddy
     0.02%  recommendation  recommendation     [.] runtime.funcline1
     0.02%  recommendation  [kernel.kallsyms]  [k] br_allowed_ingress
     0.02%  recommendation  [kernel.kallsyms]  [k] __wake_up_common_lock
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_rate_check_app_limited
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).ptrTo
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtick_update
     0.02%  recommendation  [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.02%  recommendation  recommendation     [.] runtime.notewakeup
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.FrameHeader.Header
     0.02%  recommendation  [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.02%  recommendation  recommendation     [.] internal/poll.runtime_pollWait
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_chrono_start
     0.02%  recommendation  recommendation     [.] runtime.injectglist
     0.02%  recommendation  [kernel.kallsyms]  [k] rcu_irq_enter
     0.02%  recommendation  recommendation     [.] runtime.netpollblock
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_wfree
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.02%  recommendation  recommendation     [.] reflect.Value.Type
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.02%  recommendation  recommendation     [.] runtime.(*mheap).alloc
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.02%  recommendation  [kernel.kallsyms]  [k] calc_timer_values
     0.02%  recommendation  [kernel.kallsyms]  [k] br_handle_vlan
     0.02%  recommendation  recommendation     [.] runtime.notetsleep
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.02%  recommendation  [kernel.kallsyms]  [k] sock_recvmsg
     0.02%  recommendation  recommendation     [.] runtime.funcfile
     0.02%  recommendation  [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.02%  recommendation  [kernel.kallsyms]  [k] exit_to_usermode_loop
     0.02%  recommendation  [kernel.kallsyms]  [k] x86_pmu_enable
     0.02%  recommendation  recommendation     [.] reflect.MakeMapWithSize
     0.02%  recommendation  [kernel.kallsyms]  [k] _raw_write_lock_irq
     0.02%  recommendation  [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.02%  recommendation  recommendation     [.] runtime.(*mheap).freeSpanLocked
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.encode
     0.02%  recommendation  recommendation     [.] runtime.(*mspan).refillAllocCache
     0.02%  recommendation  recommendation     [.] runtime.send
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_entail
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.02%  recommendation  [kernel.kallsyms]  [k] user_path_at_empty
     0.02%  recommendation  recommendation     [.] fmt.(*fmt).fmtS
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.parseDataFrame
     0.02%  recommendation  recommendation     [.] runtime.execute
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.02%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish_core.isra.0
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.02%  recommendation  [kernel.kallsyms]  [k] __fdget_pos
     0.02%  recommendation  recommendation     [.] sync.(*Pool).Put
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).Kind
     0.02%  recommendation  [kernel.kallsyms]  [k] __unqueue_futex
     0.02%  recommendation  [kernel.kallsyms]  [k] ovl_path_real
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).NumMethod
     0.02%  recommendation  [kernel.kallsyms]  [k] __ksize
     0.02%  recommendation  recommendation     [.] reflect.Value.Set
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_cleanup_rbuf
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_sendmsg
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.SpanIDFromString
     0.02%  recommendation  recommendation     [.] runtime.newproc
     0.02%  recommendation  recommendation     [.] runtime.pcdatavalue
     0.02%  recommendation  [kernel.kallsyms]  [k] fib_table_lookup
     0.02%  recommendation  recommendation     [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.02%  recommendation  recommendation     [.] context.WithValue
     0.02%  recommendation  recommendation     [.] encoding/json.(*scanner).popParseState
     0.02%  recommendation  recommendation     [.] sync/atomic.CompareAndSwapPointer
     0.02%  recommendation  recommendation     [.] reflect.(*structType).Field
     0.01%  recommendation  [kernel.kallsyms]  [k] restore_nameidata
     0.01%  recommendation  recommendation     [.] runtime.deductSweepCredit
     0.01%  recommendation  [kernel.kallsyms]  [k] ip_send_check
     0.01%  recommendation  [kernel.kallsyms]  [k] select_estimate_accuracy
     0.01%  recommendation  [kernel.kallsyms]  [k] netif_rx_internal
     0.01%  recommendation  [kernel.kallsyms]  [k] __ip_finish_output
