# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 64K of event 'cycles'
# Event count (approx.): 141233915845
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.04%  geo      [kernel.kallsyms]  [k] nf_nat_ipv4_local_fn
     0.04%  geo      geo                [.] runtime.(*mcentral).cacheSpan
     0.04%  geo      [kernel.kallsyms]  [k] sock_read_iter
     0.04%  geo      geo                [.] reflect.cvtBytesString
     0.04%  geo      geo                [.] net.(*TCPConn).Read
     0.04%  geo      geo                [.] runtime.acquireSudog
     0.04%  geo      geo                [.] runtime.newMarkBits
     0.04%  geo      geo                [.] github.com/golang/protobuf/proto.GetProperties
     0.04%  geo      geo                [.] context.(*cancelCtx).Value
     0.04%  geo      [kernel.kallsyms]  [k] __sb_start_write
     0.04%  geo      geo                [.] runtime.mapaccess2_fast64
     0.04%  geo      [kernel.kallsyms]  [k] cpumask_next_wrap
     0.04%  geo      [kernel.kallsyms]  [k] mark_wake_futex
     0.04%  geo      geo                [.] bytes.(*Reader).Read
     0.04%  geo      [kernel.kallsyms]  [k] __x64_sys_epoll_pwait
     0.04%  geo      geo                [.] runtime.funcline1
     0.04%  geo      [kernel.kallsyms]  [k] cp_new_stat
     0.04%  geo      geo                [.] bytes.(*Buffer).WriteString
     0.04%  geo      geo                [.] github.com/golang/protobuf/proto.getbase
     0.04%  geo      [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.04%  geo      geo                [.] github.com/hailocab/go-geoindex.distance
     0.04%  geo      geo                [.] encoding/json.(*scanner).popParseState
     0.04%  geo      [kernel.kallsyms]  [k] put_prev_task_fair
     0.04%  geo      geo                [.] reflect.(*rtype).uncommon
     0.04%  geo      [kernel.kallsyms]  [k] ep_autoremove_wake_function
     0.04%  geo      geo                [.] github.com/rs/zerolog.newEvent
     0.04%  geo      geo                [.] net.(*netFD).Write
     0.04%  geo      geo                [.] time.now
     0.04%  geo      [kernel.kallsyms]  [k] security_inode_getattr
     0.04%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.04%  geo      [kernel.kallsyms]  [k] clear_buddies
     0.04%  geo      geo                [.] sync.(*Mutex).Unlock
     0.04%  geo      geo                [.] bufio.(*Writer).Flush
     0.04%  geo      geo                [.] runtime.exitsyscall.abi0
     0.04%  geo      [kernel.kallsyms]  [k] ksoftirqd_running
     0.04%  geo      geo                [.] runtime.makeslicecopy
     0.04%  geo      geo                [.] syscall.read
     0.04%  geo      [kernel.kallsyms]  [k] __check_heap_object
     0.04%  geo      geo                [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.04%  geo      geo                [.] runtime.timeSleepUntil
     0.04%  geo      [kernel.kallsyms]  [k] amd_clear_divider
     0.04%  geo      geo                [.] fmt.(*pp).fmtInteger
     0.04%  geo      [kernel.kallsyms]  [k] ovl_inode_upper
     0.04%  geo      [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.04%  geo      [kernel.kallsyms]  [k] update_blocked_averages
     0.04%  geo      [kernel.kallsyms]  [k] rcu_all_qs
     0.04%  geo      [kernel.kallsyms]  [k] enqueue_to_backlog
     0.04%  geo      geo                [.] runtime.gopark
     0.04%  geo      [kernel.kallsyms]  [k] lapic_next_deadline
     0.04%  geo      [kernel.kallsyms]  [k] process_backlog
     0.04%  geo      geo                [.] runtime.interhash
     0.04%  geo      geo                [.] sort.(*StringSlice).Len
     0.04%  geo      geo                [.] google.golang.org/grpc.(*Server).sendResponse
     0.04%  geo      [kernel.kallsyms]  [k] dput
     0.04%  geo      geo                [.] reflect.(*rtype).ptrTo
     0.04%  geo      [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.04%  geo      [kernel.kallsyms]  [k] select_idle_sibling
     0.04%  geo      geo                [.] fmt.(*pp).fmtString
     0.04%  geo      [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.04%  geo      geo                [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.04%  geo      [kernel.kallsyms]  [k] ext4_getattr
     0.04%  geo      geo                [.] time.(*Location).get
     0.04%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).handleData
     0.04%  geo      [kernel.kallsyms]  [k] conntrack_mt
     0.04%  geo      [kernel.kallsyms]  [k] sock_def_readable
     0.04%  geo      geo                [.] runtime.findnull
     0.04%  geo      geo                [.] net.(*netFD).Read
     0.04%  geo      [kernel.kallsyms]  [k] tcp_release_cb
     0.04%  geo      [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.04%  geo      [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.04%  geo      [kernel.kallsyms]  [k] path_lookupat.isra.0
     0.04%  geo      geo                [.] runtime.mcall
     0.04%  geo      geo                [.] reflect.mapassign
     0.04%  geo      geo                [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.04%  geo      [kernel.kallsyms]  [k] tcp_schedule_loss_probe
     0.04%  geo      [kernel.kallsyms]  [k] hrtimer_active
     0.04%  geo      geo                [.] context.WithValue
     0.04%  geo      geo                [.] strconv.fmtF
     0.04%  geo      geo                [.] github.com/rs/zerolog.(*Event).Msgf
     0.03%  geo      [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.03%  geo      [kernel.kallsyms]  [k] __slab_free
     0.03%  geo      geo                [.] reflect.resolveTypeOff
     0.03%  geo      geo                [.] runtime.checkIdleGCNoP
     0.03%  geo      geo                [.] os.statNolog
     0.03%  geo      [kernel.kallsyms]  [k] nf_nat_packet
     0.03%  geo      [kernel.kallsyms]  [k] __hrtimer_init
     0.03%  geo      geo                [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.03%  geo      geo                [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.03%  geo      [kernel.kallsyms]  [k] tcp_current_mss
     0.03%  geo      geo                [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract.func1
     0.03%  geo      [kernel.kallsyms]  [k] tcp_push
     0.03%  geo      geo                [.] runtime.memequal128
     0.03%  geo      [kernel.kallsyms]  [k] __ip_local_out
     0.03%  geo      geo                [.] syscall.Getenv.dwrap.2
     0.03%  geo      geo                [.] internal/reflectlite.(*rtype).Comparable
     0.03%  geo      geo                [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.03%  geo      geo                [.] runtime.ready
     0.03%  geo      geo                [.] internal/poll.(*pollDesc).prepare
     0.03%  geo      [kernel.kallsyms]  [k] apparmor_socket_sendmsg
     0.03%  geo      geo                [.] strconv.FormatInt
     0.03%  geo      geo                [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.03%  geo      [kernel.kallsyms]  [k] _raw_write_lock_irq
     0.03%  geo      geo                [.] context.(*valueCtx).Value
     0.03%  geo      [kernel.kallsyms]  [k] ip_rcv
     0.03%  geo      geo                [.] sort.insertionSort
     0.03%  geo      geo                [.] runtime.runqget
     0.03%  geo      geo                [.] runtime.startm
     0.03%  geo      geo                [.] runtime.notetsleep_internal
     0.03%  geo      [kernel.kallsyms]  [k] copy_page_from_iter
     0.03%  geo      geo                [.] runtime.(*mcache).nextFree
     0.03%  geo      [kernel.kallsyms]  [k] walk_component
     0.03%  geo      geo                [.] github.com/rs/zerolog.consoleDefaultFormatLevel.func1
     0.03%  geo      geo                [.] golang.org/x/net/http2.validWireHeaderFieldName
     0.03%  geo      geo                [.] runtime.(*spanSet).pop
     0.03%  geo      geo                [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.03%  geo      [kernel.kallsyms]  [k] tcp_poll
     0.03%  geo      geo                [.] runtime.wakep
     0.03%  geo      geo                [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.03%  geo      [kernel.kallsyms]  [k] __br_forward
     0.03%  geo      geo                [.] math.cos
     0.03%  geo      [kernel.kallsyms]  [k] apparmor_socket_recvmsg
     0.03%  geo      [kernel.kallsyms]  [k] get_nohz_timer_target
     0.03%  geo      [kernel.kallsyms]  [k] ovl_path_type
     0.03%  geo      [kernel.kallsyms]  [k] inet6_sendmsg
     0.03%  geo      [kernel.kallsyms]  [k] group_sched_in
     0.03%  geo      [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.03%  geo      geo                [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.03%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.03%  geo      [kernel.kallsyms]  [k] apparmor_inode_getattr
     0.03%  geo      [kernel.kallsyms]  [k] br_nf_hook_thresh
     0.03%  geo      [kernel.kallsyms]  [k] sock_sendmsg
     0.03%  geo      geo                [.] sort.Search
     0.03%  geo      geo                [.] runtime.updateTimerPMask
     0.03%  geo      [kernel.kallsyms]  [k] nf_ct_deliver_cached_events
     0.03%  geo      geo                [.] runtime.(*mspan).nextFreeIndex
     0.03%  geo      geo                [.] reflect.(*rtype).Implements
     0.03%  geo      geo                [.] runtime.rawstring
     0.03%  geo      [kernel.kallsyms]  [k] br_forward
     0.03%  geo      geo                [.] sort.quickSort
     0.03%  geo      [kernel.kallsyms]  [k] br_nf_pre_routing_finish
     0.03%  geo      [kernel.kallsyms]  [k] set_next_buddy
     0.03%  geo      geo                [.] net.(*TCPConn).Write
     0.03%  geo      geo                [.] runtime.publicationBarrier.abi0
     0.03%  geo      [kernel.kallsyms]  [k] skb_clone
     0.03%  geo      [kernel.kallsyms]  [k] __vfs_write
     0.03%  geo      geo                [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.03%  geo      geo                [.] github.com/rs/zerolog.Level.String
     0.03%  geo      [kernel.kallsyms]  [k] lock_hrtimer_base
     0.03%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.03%  geo      geo                [.] encoding/json.stateBeginString
     0.03%  geo      [kernel.kallsyms]  [k] mntput
     0.03%  geo      [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.03%  geo      [kernel.kallsyms]  [k] memcmp
     0.03%  geo      geo                [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.03%  geo      geo                [.] runtime.mPark
     0.03%  geo      [kernel.kallsyms]  [k] get_futex_value_locked
     0.03%  geo      [kernel.kallsyms]  [k] tcp_ack_update_rtt.isra.0
     0.03%  geo      [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.03%  geo      geo                [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.03%  geo      geo                [.] runtime.(*mcentral).uncacheSpan
     0.03%  geo      [kernel.kallsyms]  [k] cpus_share_cache
     0.03%  geo      [kernel.kallsyms]  [k] nf_nat_ipv4_out
     0.03%  geo      [kernel.kallsyms]  [k] get_l4proto
     0.03%  geo      geo                [.] runtime.assertE2I
     0.03%  geo      geo                [.] context.parentCancelCtx
     0.03%  geo      geo                [.] runtime.(*consistentHeapStats).acquire
     0.03%  geo      geo                [.] runtime.convI2I
     0.03%  geo      [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.03%  geo      geo                [.] reflect.(*rtype).PkgPath
     0.03%  geo      [kernel.kallsyms]  [k] link_path_walk.part.0
     0.03%  geo      geo                [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.03%  geo      [kernel.kallsyms]  [k] sock_rfree
     0.03%  geo      geo                [.] math.ldexp
     0.03%  geo      [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.03%  geo      geo                [.] github.com/golang/protobuf/proto.mergeStruct
     0.03%  geo      [kernel.kallsyms]  [k] tcp_rearm_rto
     0.03%  geo      [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.03%  geo      [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.03%  geo      [kernel.kallsyms]  [k] revert_creds
     0.03%  geo      [kernel.kallsyms]  [k] memcpy_erms
     0.03%  geo      geo                [.] runtime.mapassign_fast32
     0.03%  geo      geo                [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.03%  geo      geo                [.] runtime.(*mheap).freeSpanLocked
     0.03%  geo      [kernel.kallsyms]  [k] security_file_permission
     0.03%  geo      [kernel.kallsyms]  [k] cpumask_next
     0.03%  geo      [kernel.kallsyms]  [k] __tcp_select_window
     0.03%  geo      [kernel.kallsyms]  [k] ipv4_mtu
     0.03%  geo      geo                [.] runtime.typedmemclr
     0.03%  geo      geo                [.] github.com/harlow/go-micro-services/services/geo.(*Server).getNearbyPoints
     0.03%  geo      [kernel.kallsyms]  [k] conntrack_mt_v3
     0.03%  geo      [kernel.kallsyms]  [k] security_socket_recvmsg
     0.03%  geo      [kernel.kallsyms]  [k] sock_write_iter
     0.03%  geo      [kernel.kallsyms]  [k] map_id_up
     0.03%  geo      geo                [.] strconv.bigFtoa
     0.03%  geo      [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.03%  geo      geo                [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.03%  geo      [kernel.kallsyms]  [k] kfree_skbmem
     0.03%  geo      geo                [.] runtime.releaseSudog
     0.03%  geo      geo                [.] reflect.(*rtype).exportedMethods
     0.03%  geo      [kernel.kallsyms]  [k] pick_next_entity
     0.03%  geo      [kernel.kallsyms]  [k] skb_push
     0.03%  geo      [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.03%  geo      geo                [.] runtime.mapdelete_fast32
     0.03%  geo      geo                [.] context.(*cancelCtx).cancel
     0.03%  geo      geo                [.] runtime.morestack.abi0
     0.03%  geo      [kernel.kallsyms]  [k] hash_futex
     0.03%  geo      geo                [.] runtime.pcdatavalue1
     0.02%  geo      geo                [.] github.com/golang/protobuf/proto.Clone
     0.02%  geo      geo                [.] runtime.(*fixalloc).alloc
     0.02%  geo      [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.02%  geo      geo                [.] runtime.mapaccess1_fast32
     0.02%  geo      [kernel.kallsyms]  [k] br_fdb_update
     0.02%  geo      geo                [.] runtime.concatstring3
     0.02%  geo      geo                [.] runtime.strhash
     0.02%  geo      geo                [.] runtime.(*mcache).refill
     0.02%  geo      geo                [.] reflect.Zero
     0.02%  geo      [kernel.kallsyms]  [k] _copy_from_user
     0.02%  geo      geo                [.] internal/poll.(*pollDesc).wait
     0.02%  geo      [kernel.kallsyms]  [k] ovl_path_real
     0.02%  geo      [kernel.kallsyms]  [k] hrtimer_interrupt
     0.02%  geo      geo                [.] runtime.tracebackdefers
     0.02%  geo      geo                [.] time.tzset
     0.02%  geo      [kernel.kallsyms]  [k] swapgs_restore_regs_and_return_to_usermode
     0.02%  geo      geo                [.] encoding/json.stateEndTop
     0.02%  geo      [kernel.kallsyms]  [k] __skb_clone
     0.02%  geo      [kernel.kallsyms]  [k] ip_rcv_finish_core.isra.0
     0.02%  geo      [kernel.kallsyms]  [k] tcp_cleanup_rbuf
     0.02%  geo      geo                [.] runtime.memhash8
     0.02%  geo      [kernel.kallsyms]  [k] ip_local_out
     0.02%  geo      [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.02%  geo      geo                [.] github.com/hailocab/go-geoindex.(*sortedPoints).Swap
     0.02%  geo      [kernel.kallsyms]  [k] netif_skb_features
     0.02%  geo      geo                [.] reflect.Value.Pointer
     0.02%  geo      [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.02%  geo      [kernel.kallsyms]  [k] copyin
     0.02%  geo      geo                [.] golang.org/x/net/http2/hpack.(*headerFieldTable).search
     0.02%  geo      [kernel.kallsyms]  [k] vfs_statx
     0.02%  geo      [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.02%  geo      [kernel.kallsyms]  [k] ksys_read
     0.02%  geo      [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.02%  geo      [kernel.kallsyms]  [k] skb_network_protocol
     0.02%  geo      [kernel.kallsyms]  [k] __netif_receive_skb_one_core
     0.02%  geo      geo                [.] runtime.memhash64
     0.02%  geo      geo                [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.02%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.02%  geo      geo                [.] runtime.(*sweepLocked).sweep
     0.02%  geo      geo                [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.02%  geo      [kernel.kallsyms]  [k] pick_next_task_idle
     0.02%  geo      geo                [.] reflect.Value.NumMethod
     0.02%  geo      geo                [.] time.Time.Format
     0.02%  geo      [kernel.kallsyms]  [k] tcp_recv_timestamp
     0.02%  geo      [kernel.kallsyms]  [k] bictcp_acked
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.02%  geo      [kernel.kallsyms]  [k] inet6_recvmsg
     0.02%  geo      geo                [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.02%  geo      geo                [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.02%  geo      geo                [.] runtime.gcDrain
     0.02%  geo      geo                [.] runtime.acquirep
     0.02%  geo      geo                [.] encoding/json.(*scanner).eof
     0.02%  geo      geo                [.] github.com/harlow/go-micro-services/services/geo.(*point).Lat
     0.02%  geo      geo                [.] internal/bytealg.IndexByteString.abi0
     0.02%  geo      [kernel.kallsyms]  [k] raw_local_deliver
     0.02%  geo      [kernel.kallsyms]  [k] skb_page_frag_refill
     0.02%  geo      geo                [.] runtime.gfget
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.newFramer.func1
     0.02%  geo      [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.02%  geo      [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.02%  geo      [kernel.kallsyms]  [k] complete_walk
     0.02%  geo      [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.02%  geo      geo                [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.02%  geo      [kernel.kallsyms]  [k] tcp_check_space
     0.02%  geo      [kernel.kallsyms]  [k] inet_ehashfn
     0.02%  geo      geo                [.] runtime.heapBits.initSpan
     0.02%  geo      geo                [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.02%  geo      [kernel.kallsyms]  [k] _copy_to_user
     0.02%  geo      [kernel.kallsyms]  [k] __sk_dst_check
     0.02%  geo      geo                [.] os.Getwd
     0.02%  geo      geo                [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.02%  geo      geo                [.] github.com/hailocab/go-geoindex.NewClusteringIndex.func1
     0.02%  geo      [kernel.kallsyms]  [k] __softirqentry_text_start
     0.02%  geo      [kernel.kallsyms]  [k] __skb_ext_del
     0.02%  geo      [kernel.kallsyms]  [k] sched_clock
     0.02%  geo      [kernel.kallsyms]  [k] generic_fillattr
     0.02%  geo      [kernel.kallsyms]  [k] vfs_read
     0.02%  geo      geo                [.] runtime.semrelease1
     0.02%  geo      geo                [.] runtime.chanrecv
     0.02%  geo      geo                [.] runtime.(*mheap).alloc
     0.02%  geo      [kernel.kallsyms]  [k] is_skb_forwardable
     0.02%  geo      geo                [.] runtime.findObject
     0.02%  geo      [kernel.kallsyms]  [k] restore_nameidata
     0.02%  geo      [kernel.kallsyms]  [k] apparmor_file_permission
     0.02%  geo      geo                [.] golang.org/x/net/http2.(*Framer).endWrite
     0.02%  geo      [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.02%  geo      [kernel.kallsyms]  [k] nf_confirm
     0.02%  geo      geo                [.] google.golang.org/grpc.checkRecvPayload
     0.02%  geo      [kernel.kallsyms]  [k] lockref_put_return
     0.02%  geo      [kernel.kallsyms]  [k] new_sync_read
     0.02%  geo      geo                [.] runtime.selectnbsend
     0.02%  geo      geo                [.] syscall.Syscall6.abi0
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.02%  geo      geo                [.] encoding/json.stateBeginStringOrEmpty
     0.02%  geo      geo                [.] sync.(*WaitGroup).Add
     0.02%  geo      [kernel.kallsyms]  [k] from_kuid_munged
     0.02%  geo      [kernel.kallsyms]  [k] tcp_event_data_recv
     0.02%  geo      geo                [.] math/rand.(*rngSource).Int63
     0.02%  geo      [kernel.kallsyms]  [k] iptable_filter_hook
     0.02%  geo      [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.02%  geo      [kernel.kallsyms]  [k] __bitmap_and
     0.02%  geo      geo                [.] reflect.typedmemmove
     0.02%  geo      [kernel.kallsyms]  [k] __alloc_skb
     0.02%  geo      geo                [.] golang.org/x/net/http2/hpack.readVarInt
     0.02%  geo      geo                [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.02%  geo      [kernel.kallsyms]  [k] __usecs_to_jiffies
     0.02%  geo      [kernel.kallsyms]  [k] netif_rx_internal
     0.02%  geo      [kernel.kallsyms]  [k] check_preempt_wakeup
     0.02%  geo      geo                [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.02%  geo      [kernel.kallsyms]  [k] mntput_no_expire
     0.02%  geo      geo                [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.02%  geo      geo                [.] runtime.callers
     0.02%  geo      geo                [.] fmt.(*fmt).fmtFloat
     0.02%  geo      [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.02%  geo      [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.02%  geo      geo                [.] reflect.(*rtype).Name
     0.02%  geo      geo                [.] github.com/harlow/go-micro-services/services/geo.(*point).Id
     0.02%  geo      geo                [.] runtime.assertE2I2
     0.02%  geo      geo                [.] internal/poll.runtime_pollWait
     0.02%  geo      geo                [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.02%  geo      geo                [.] runtime.greyobject
     0.02%  geo      [kernel.kallsyms]  [k] __copy_skb_header
     0.02%  geo      geo                [.] fmt.(*fmt).truncateString
     0.02%  geo      [kernel.kallsyms]  [k] tcp_wfree
     0.02%  geo      geo                [.] runtime.resolveNameOff
     0.02%  geo      geo                [.] math.satan
     0.02%  geo      [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.02%  geo      [kernel.kallsyms]  [k] ip_send_check
     0.02%  geo      geo                [.] github.com/harlow/go-micro-services/services/geo/proto._Geo_Nearby_Handler.func1
     0.02%  geo      [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.decodeMetadataHeader
     0.02%  geo      [kernel.kallsyms]  [k] skb_entail
     0.02%  geo      [kernel.kallsyms]  [k] sock_recvmsg
     0.02%  geo      geo                [.] reflect.unsafe_New
     0.02%  geo      [kernel.kallsyms]  [k] kill_fasync
     0.02%  geo      geo                [.] google.golang.org/grpc.(*Server).traceInfo
     0.02%  geo      [kernel.kallsyms]  [k] set_user_sigmask
     0.02%  geo      [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.02%  geo      [kernel.kallsyms]  [k] tcp_queue_rcv
     0.02%  geo      geo                [.] reflect.resolveNameOff
     0.02%  geo      [kernel.kallsyms]  [k] br_nf_forward_finish
     0.02%  geo      geo                [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.02%  geo      geo                [.] math.atan2
     0.02%  geo      [kernel.kallsyms]  [k] tcp_v4_send_check
     0.02%  geo      geo                [.] bufio.(*Writer).Write
     0.02%  geo      [kernel.kallsyms]  [k] perf_log_itrace_start
     0.02%  geo      geo                [.] reflect.Value.Addr
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.02%  geo      [kernel.kallsyms]  [k] __kfree_skb_flush
     0.02%  geo      geo                [.] internal/poll.(*FD).readUnlock
     0.02%  geo      [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.02%  geo      geo                [.] math.modf
     0.02%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.02%  geo      geo                [.] golang.org/x/net/http2.FrameHeader.Header
     0.02%  geo      geo                [.] runtime.(*consistentHeapStats).release
     0.02%  geo      [kernel.kallsyms]  [k] skb_release_head_state
     0.02%  geo      [kernel.kallsyms]  [k] passthru_features_check
     0.02%  geo      geo                [.] runtime.goexit0
     0.02%  geo      geo                [.] runtime.convT2I
     0.02%  geo      geo                [.] fmt.(*pp).fmtFloat
     0.02%  geo      [kernel.kallsyms]  [k] ovl_layer_lower
     0.02%  geo      [kernel.kallsyms]  [k] ktime_get_with_offset
     0.02%  geo      [kernel.kallsyms]  [k] should_failslab
     0.02%  geo      [kernel.kallsyms]  [k] kmalloc_slab
     0.02%  geo      geo                [.] runtime.exitsyscallfast_reacquired
     0.02%  geo      geo                [.] runtime.checkdead
     0.02%  geo      [kernel.kallsyms]  [k] security_socket_sendmsg
     0.02%  geo      geo                [.] strconv.(*decimal).Shift
     0.02%  geo      geo                [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.02%  geo      geo                [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int32
     0.02%  geo      [kernel.kallsyms]  [k] __tcp_send_ack.part.0
     0.02%  geo      [kernel.kallsyms]  [k] lockref_get_not_dead
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.(*Stream).Read
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.encodeGrpcMessage
     0.02%  geo      [kernel.kallsyms]  [k] ktime_get_ts64
     0.02%  geo      geo                [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.02%  geo      geo                [.] gogo
     0.02%  geo      [kernel.kallsyms]  [k] legitimize_links
     0.02%  geo      [kernel.kallsyms]  [k] skb_scrub_packet
     0.02%  geo      geo                [.] reflect.(*rtype).FieldByName
     0.02%  geo      geo                [.] github.com/rs/zerolog.ConsoleWriter.Write.func1
     0.02%  geo      geo                [.] runtime.(*mcentral).grow
     0.02%  geo      geo                [.] strconv.(*decimal).Round
     0.02%  geo      [kernel.kallsyms]  [k] sock_zerocopy_put
     0.02%  geo      [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.02%  geo      geo                [.] runtime.rawstringtmp
     0.02%  geo      [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.02%  geo      geo                [.] golang.org/x/net/http2.parseHeadersFrame
     0.02%  geo      [kernel.kallsyms]  [k] br_handle_vlan
     0.02%  geo      [kernel.kallsyms]  [k] ip_finish_output
     0.02%  geo      geo                [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.02%  geo      [kernel.kallsyms]  [k] wake_up_q
     0.02%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.02%  geo      [kernel.kallsyms]  [k] __x64_sys_read
     0.02%  geo      geo                [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.02%  geo      geo                [.] github.com/harlow/go-micro-services/services/geo/proto._Geo_Nearby_Handler
     0.02%  geo      [kernel.kallsyms]  [k] __netif_receive_skb
     0.02%  geo      geo                [.] context.propagateCancel
     0.01%  geo      [kernel.kallsyms]  [k] setup_pre_routing
     0.01%  geo      [kernel.kallsyms]  [k] select_estimate_accuracy
     0.01%  geo      [kernel.kallsyms]  [k] apparmor_socket_sock_rcv_skb
     0.01%  geo      geo                [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.01%  geo      geo                [.] sync/atomic.CompareAndSwapPointer
     0.01%  geo      [kernel.kallsyms]  [k] __sb_end_write
     0.01%  geo      geo                [.] runtime.resetspinning
     0.01%  geo      [kernel.kallsyms]  [k] tcp_v4_inbound_md5_hash
     0.01%  geo      geo                [.] context.removeChild
     0.01%  geo      geo                [.] runtime.(*semaRoot).dequeue
     0.01%  geo      geo                [.] runtime.memclrHasPointers
     0.01%  geo      geo                [.] github.com/hailocab/go-geoindex.cellOf
