# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 109K of event 'cycles'
# Event count (approx.): 33137979689
#
# Overhead  Command          Shared Object          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .....................  ............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.10%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::server::TConnectedClient::run
     0.10%  HomeTimelineSer  HomeTimelineService    [.] social_network::HomeTimelineService_ReadHomeTimeline_args::read
     0.10%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_network_protocol
     0.10%  HomeTimelineSer  libc-2.23.so           [.] clock_gettime
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] ctx_sched_out
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] __calc_delta
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] __lock_text_start
     0.09%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::locale::~locale
     0.09%  HomeTimelineSer  HomeTimelineService    [.] social_network::PostStorageServiceClient::send_ReadPosts
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_in_get
     0.09%  HomeTimelineSer  libstdc++.so.6.0.21    [.] __cxxabiv1::__vmi_class_type_info::__do_dyncast
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] dst_cache_per_cpu_get.isra.0
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] prepare_exit_to_usermode
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] pick_next_task_fair
     0.09%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::chrono::_V2::steady_clock::now
     0.09%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::SpanContext::SpanContext
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] perf_event_update_userpage
     0.09%  HomeTimelineSer  libpthread-2.23.so     [.] __pthread_enable_asynccancel
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] is_skb_forwardable
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] wait_woken
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_send_check
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] _copy_to_iter
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] import_single_range
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5_eq_comp_int
     0.09%  HomeTimelineSer  HomeTimelineService    [.] std::vector<social_network::Url, std::allocator<social_network::Url> >::_M_default_append
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_stream_alloc_skb
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] br_fdb_update
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] netdev_pick_tx
     0.09%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_release_cb
     0.08%  HomeTimelineSer  libjaegertracing.so.0  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] release_sock
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] schedule
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] do_softirq_own_stack
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] __vxlan_find_mac
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] __ip_local_out
     0.08%  HomeTimelineSer  HomeTimelineService    [.] social_network::PostStorageService_ReadPosts_presult::read
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_stream_memory_free
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] memcg_kmem_put_cache
     0.08%  HomeTimelineSer  HomeTimelineService    [.] sdsMakeRoomFor
     0.08%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readStructEnd_virt
     0.08%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeMessageBegin_virt
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] __copy_skb_header
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] udp_tunnel_xmit_skb
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_scrub_packet
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_out
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] load_balance
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_sabotage_in
     0.08%  HomeTimelineSer  libc-2.23.so           [.] _IO_default_xsputn
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rcv_space_adjust
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] __sk_dst_check
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] memcpy_erms
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] ktime_get_with_offset
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] enqueue_task_fair
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_proto_data_get
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] kfree
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_rcv
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] deactivate_task
     0.08%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TSocket::write
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_schedule_loss_probe
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] comment_mt
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_select_queue
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] apparmor_socket_recvmsg
     0.08%  HomeTimelineSer  libpthread-2.23.so     [.] send
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_poll
     0.08%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TSocket::write_partial
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] irq_entries_start
     0.08%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::propagation::Propagator<opentracing::v2::TextMapReader const&, opentracing::v2::TextMapWriter const&>::extract(opentracing::v2::TextMapReader const&) const::{lambda(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)#1}::operator()
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] xfrm_lookup_with_ifid
     0.08%  HomeTimelineSer  libstdc++.so.6.0.21    [.] __cxxabiv1::__si_class_type_info::__do_dyncast
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] perf_swevent_add
     0.08%  HomeTimelineSer  HomeTimelineService    [.] std::deque<sw::redis::Connection, std::allocator<sw::redis::Connection> >::_M_push_back_aux<sw::redis::Connection>
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] __netif_receive_skb_one_core
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] account_entity_dequeue
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_packet
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] rb_next
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] ep_poll_callback
     0.07%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::reply::detail::to_array<std::back_insert_iterator<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __skb_clone
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_recv_timestamp
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] put_prev_entity
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_bridge_update_protocol
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] enqueue_timer
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] do_softirq.part.0
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __usecs_to_jiffies
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_local_request4
     0.07%  HomeTimelineSer  libc-2.23.so           [.] isupper
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_select_window
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_udp_tunnel_segment
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __update_idle_core
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] br_validate_ipv4.isra.0
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] kfree_skbmem
     0.07%  HomeTimelineSer  libc-2.23.so           [.] strchr
     0.07%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeStructEnd_virt
     0.07%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::Span::~Span
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] dequeue_entity
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_recvmsg
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] update_min_vruntime
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] iptable_filter_hook
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] brnf_get_logical_dev
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] enqueue_entity
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_release_head_state
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __ip_vs_get_out_rt
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] br_forward_finish
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_forward_icmp
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] detach_if_pending
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_napi_poll
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_mac_gso_segment
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_send_check
     0.06%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::ConnectionOptions::~ConnectionOptions
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] __xfrm_decode_session
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] bictcp_cwnd_event
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rearm_rto
     0.06%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readI32_virt
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_local_out
     0.06%  HomeTimelineSer  libc-2.23.so           [.] strtoull
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_entail
     0.06%  HomeTimelineSer  libc-2.23.so           [.] __vsnprintf_chk
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] netif_rx_internal
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] ctx_sched_in
     0.06%  HomeTimelineSer  HomeTimelineService    [.] redisBufferWrite
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] __kfree_skb_flush
     0.06%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::transport::readAll<apache::thrift::transport::TBufferBase>
     0.06%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::SpanContext::~SpanContext
     0.06%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TFramedTransport::isOpen
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] br_nf_forward_finish
     0.06%  HomeTimelineSer  libjaegertracing.so.0  [.] std::vector<jaegertracing::Reference, std::allocator<jaegertracing::Reference> >::_M_emplace_back_aux<jaegertracing::Reference>
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] ___slab_alloc
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_cleanup_rbuf
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] fib_validate_source
     0.06%  HomeTimelineSer  libc-2.23.so           [.] strlen
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_in
     0.06%  HomeTimelineSer  HomeTimelineService    [.] opentracing::v2::SpanReference::Apply
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_wfree
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_poll_rx_cq
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_gso_segment
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_small_queue_check.isra.0
     0.06%  HomeTimelineSer  HomeTimelineService    [.] social_network::ClientPool<social_network::ThriftClient<social_network::PostStorageServiceClient> >::Pop
     0.06%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::has_facet<std::ctype<char> >
     0.06%  HomeTimelineSer  libc-2.23.so           [.] _IO_str_pbackfail
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] intel_pstate_update_util
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] get_nohz_timer_target
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] put_prev_task_fair
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] apparmor_socket_sendmsg
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rbtree_insert
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::locale::id::_M_id
     0.05%  HomeTimelineSer  libc-2.23.so           [.] _IO_default_doallocate
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_streambuf<char, std::char_traits<char> >::xsputn
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] malloc@plt
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] x86_pmu_disable
     0.05%  HomeTimelineSer  libc-2.23.so           [.] strchrnul
     0.05%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeListEnd_virt
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] fput
     0.05%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeStructBegin_virt
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::_Rb_tree_insert_and_rebalance
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] __inet_dev_addr_type.isra.0
     0.05%  HomeTimelineSer  libpthread-2.23.so     [.] pthread_cond_signal@@GLIBC_2.3.2
     0.05%  HomeTimelineSer  libc-2.23.so           [.] strerror_l
     0.05%  HomeTimelineSer  HomeTimelineService    [.] opentracing::v2::Span::Finish
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] __x64_sys_recvfrom
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] finish_task_switch
     0.05%  HomeTimelineSer  HomeTimelineService    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.05%  HomeTimelineSer  HomeTimelineService    [.] redisNetRead
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] select_task_rq_fair
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_def_readable
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] aa_label_next_confined
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] validate_xmit_xfrm
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] copyout
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] security_socket_recvmsg
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_ensure_writable
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ostream::_M_insert<unsigned long>
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_queue_xmit
     0.05%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TFramedTransport::readSlow
     0.05%  HomeTimelineSer  HomeTimelineService    [.] social_network::ThriftClient<social_network::PostStorageServiceClient>::Connect
     0.05%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::reply::parse
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_v4_send_check
     0.05%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::transport::TTransport::flush
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_ipsec_feature_check
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_pad
     0.05%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readListBegin_virt
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] br_allowed_ingress
     0.05%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::operator==
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] fq_codel_dequeue
     0.05%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::SpanContext::SpanContext
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] unix_poll
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp4_gso_segment
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] amd_clear_divider
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<unsigned long>
     0.05%  HomeTimelineSer  libjaegertracing.so.0  [.] std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::operator()
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] _cond_resched
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] schedule_timeout
     0.05%  HomeTimelineSer  HomeTimelineService    [.] redisReaderFeed
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_handle_rx_dim
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_sendmsg
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rate_check_app_limited
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] fpregs_assert_state_consistent
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] record_times
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_skb_from_cqe_linear
     0.05%  HomeTimelineSer  HomeTimelineService    [.] redisGetReply
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] __netif_receive_skb
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] udp_set_csum
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] kmalloc_slab
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_rcv_finish_core.isra.0
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] lock_sock_nested
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >::basic_istringstream
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_completion_event
     0.05%  HomeTimelineSer  HomeTimelineService    [.] redisBufferRead
     0.05%  HomeTimelineSer  HomeTimelineService    [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >
     0.05%  HomeTimelineSer  HomeTimelineService    [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__ostream_insert<char, std::char_traits<char> >
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.05%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::SpanContext::SpanContext
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_rcv
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ios_base::ios_base
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] siphash_3u32
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_local_deliver
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] lock_timer_base
     0.05%  HomeTimelineSer  libc-2.23.so           [.] pthread_setcanceltype
     0.05%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::TDispatchProcessor::process
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_state_transition
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_recvmsg
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_ack
     0.04%  HomeTimelineSer  HomeTimelineService    [.] createStringObject
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_fill_iph_skb_off
     0.04%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::ConnectionPool::release
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_confirm
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __wake_up_common
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ios_base::_M_init
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_mstamp_refresh
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __fdget
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_update_skb_after_send
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tasklet_action_common.isra.0
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] rb_insert_color
     0.04%  HomeTimelineSer  libpthread-2.23.so     [.] pthread_mutex_trylock
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] l4proto_manip_pkt
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] check_cfs_rq_runtime
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::chrono::_V2::system_clock::now
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] update_rq_clock
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_gro_receive
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::locale::operator=
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] vxlan_get_route
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_ack_snd_check
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_event_data_recv
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_xfrm_me_harder
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare
     0.04%  HomeTimelineSer  HomeTimelineService    [.] social_network::HomeTimelineService_ReadHomeTimeline_result::write
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] nbp_switchdev_frame_mark
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] vxlan_find_mac
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] dst_release
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_push
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_reset_timer
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __pollwait
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] add_wait_queue
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_clean_rtx_queue
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] pskb_expand_head
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __kmalloc_reserve.isra.0
     0.04%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readListEnd_virt
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_route_me_harder
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_out
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_csum_hwoffload_help
     0.04%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::propagation::Propagator<opentracing::v2::TextMapReader const&, opentracing::v2::TextMapWriter const&>::inject
