# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 12K of event 'cycles'
# Event count (approx.): 28708875666
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.06%  recommendation  [kernel.kallsyms]  [k] perf_event_update_time
     0.06%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.06%  recommendation  [kernel.kallsyms]  [k] set_user_sigmask
     0.06%  recommendation  recommendation     [.] time.tzset
     0.06%  recommendation  recommendation     [.] time.(*Location).lookup
     0.06%  recommendation  recommendation     [.] net/url.unescape
     0.06%  recommendation  [kernel.kallsyms]  [k] fput_many
     0.06%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.06%  recommendation  [kernel.kallsyms]  [k] tcp_recv_timestamp
     0.06%  recommendation  recommendation     [.] runtime.gopark
     0.06%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_throttle_swaprate
     0.06%  recommendation  [kernel.kallsyms]  [k] tcp_wfree
     0.06%  recommendation  recommendation     [.] reflect.(*rtype).NumMethod
     0.06%  recommendation  [kernel.kallsyms]  [k] activate_task
     0.06%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).HandleStreams
     0.06%  recommendation  recommendation     [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.06%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.06%  recommendation  [kernel.kallsyms]  [k] __ksize
     0.05%  recommendation  [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.05%  recommendation  recommendation     [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.05%  recommendation  [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.05%  recommendation  [kernel.kallsyms]  [k] conntrack_mt
     0.05%  recommendation  recommendation     [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.05%  recommendation  recommendation     [.] runtime.funcMaxSPDelta
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.05%  recommendation  recommendation     [.] runtime.goexit1
     0.05%  recommendation  recommendation     [.] runtime.systemstack.abi0
     0.05%  recommendation  [kernel.kallsyms]  [k] mod_timer
     0.05%  recommendation  [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.05%  recommendation  [kernel.kallsyms]  [k] plist_add
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_push
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).traceInfo
     0.05%  recommendation  [kernel.kallsyms]  [k] amd_clear_divider
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.05%  recommendation  [kernel.kallsyms]  [k] hrtimer_active
     0.05%  recommendation  recommendation     [.] runtime.slicebytetostring
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.05%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.ContextFromString
     0.05%  recommendation  recommendation     [.] runtime.startm
     0.05%  recommendation  [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.05%  recommendation  recommendation     [.] internal/poll.runtime_pollReset
     0.05%  recommendation  recommendation     [.] runtime.selunlock
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.05%  recommendation  [kernel.kallsyms]  [k] page_mapping
     0.05%  recommendation  [kernel.kallsyms]  [k] ret_from_intr
     0.05%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct
     0.05%  recommendation  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.05%  recommendation  [kernel.kallsyms]  [k] __raise_softirq_irqoff
     0.05%  recommendation  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.05%  recommendation  recommendation     [.] reflect.(*structType).Field
     0.05%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.05%  recommendation  recommendation     [.] context.WithCancel
     0.05%  recommendation  recommendation     [.] runtime.(*mcache).nextFree
     0.05%  recommendation  recommendation     [.] runtime.wakep
     0.05%  recommendation  [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.loopyWriter
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_small_queue_check.isra.0
     0.05%  recommendation  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.05%  recommendation  [kernel.kallsyms]  [k] __unqueue_futex
     0.05%  recommendation  recommendation     [.] encoding/json.(*Decoder).Decode
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.readVarInt
     0.05%  recommendation  recommendation     [.] runtime.(*mcentral).uncacheSpan
     0.05%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanWithOptions
     0.05%  recommendation  [kernel.kallsyms]  [k] __ip_queue_xmit
     0.05%  recommendation  [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.05%  recommendation  recommendation     [.] runtime.exitsyscall.abi0
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.05%  recommendation  recommendation     [.] internal/poll.runtime_pollWait
     0.05%  recommendation  [kernel.kallsyms]  [k] _raw_read_lock_irqsave
     0.05%  recommendation  recommendation     [.] runtime.assertI2I2
     0.05%  recommendation  [kernel.kallsyms]  [k] __ip_finish_output
     0.04%  recommendation  [kernel.kallsyms]  [k] ipv4_mtu
     0.04%  recommendation  [kernel.kallsyms]  [k] pipe_write
     0.04%  recommendation  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.04%  recommendation  recommendation     [.] runtime.stopm
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*controlBuffer).put
     0.04%  recommendation  [kernel.kallsyms]  [k] get_page_from_freelist
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.04%  recommendation  recommendation     [.] runtime.heapBits.initSpan
     0.04%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Msgf
     0.04%  recommendation  recommendation     [.] time.tzsetName
     0.04%  recommendation  recommendation     [.] internal/poll.(*FD).writeUnlock
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.FrameHeader.Header
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.04%  recommendation  [kernel.kallsyms]  [k] skb_entail
     0.04%  recommendation  recommendation     [.] runtime.releasep
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.parseHeadersFrame
     0.04%  recommendation  recommendation     [.] internal/testlog.Getenv
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.validWireHeaderFieldName
     0.04%  recommendation  [kernel.kallsyms]  [k] setup_pre_routing
     0.04%  recommendation  [kernel.kallsyms]  [k] ip_sabotage_in
     0.04%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish_core.isra.0
     0.04%  recommendation  recommendation     [.] runtime.selectnbsend
     0.04%  recommendation  recommendation     [.] runtime.mapassign_fast32
     0.04%  recommendation  [kernel.kallsyms]  [k] inet_ehashfn
     0.04%  recommendation  [kernel.kallsyms]  [k] path_init
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_update_pacing_rate
     0.04%  recommendation  recommendation     [.] fmt.(*fmt).padString
     0.04%  recommendation  [kernel.kallsyms]  [k] __x64_sys_getcwd
     0.04%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanWhile
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.04%  recommendation  recommendation     [.] os.(*File).Write
     0.04%  recommendation  recommendation     [.] context.(*cancelCtx).cancel
     0.04%  recommendation  [kernel.kallsyms]  [k] iptable_filter_hook
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.04%  recommendation  [kernel.kallsyms]  [k] __do_page_fault
     0.04%  recommendation  recommendation     [.] os.fillFileStatFromSys
     0.04%  recommendation  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.04%  recommendation  recommendation     [.] runtime.efaceeq
     0.04%  recommendation  [kernel.kallsyms]  [k] __skb_ext_put
     0.04%  recommendation  [kernel.kallsyms]  [k] __next_zones_zonelist
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_poll
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.mergeAny
     0.04%  recommendation  [kernel.kallsyms]  [k] page_counter_cancel
     0.04%  recommendation  recommendation     [.] reflect.resolveTypeOff
     0.04%  recommendation  [kernel.kallsyms]  [k] netif_skb_features
     0.04%  recommendation  [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.04%  recommendation  [kernel.kallsyms]  [k] perf_pmu_enable.part.0
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.04%  recommendation  recommendation     [.] reflect.(*rtype).Kind
     0.04%  recommendation  recommendation     [.] context.WithValue
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_event_data_recv
     0.04%  recommendation  [kernel.kallsyms]  [k] deactivate_task
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).Write
     0.04%  recommendation  [kernel.kallsyms]  [k] security_socket_sendmsg
     0.04%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_try_charge
     0.04%  recommendation  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.04%  recommendation  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.04%  recommendation  [kernel.kallsyms]  [k] policy_node
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.isProto3Zero
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.04%  recommendation  [kernel.kallsyms]  [k] terminate_walk
     0.04%  recommendation  recommendation     [.] time.atoi
     0.04%  recommendation  [kernel.kallsyms]  [k] drain_stock.isra.0
     0.04%  recommendation  [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.04%  recommendation  recommendation     [.] syscall.write
     0.04%  recommendation  [kernel.kallsyms]  [k] override_creds
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_v4_inbound_md5_hash
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.04%  recommendation  recommendation     [.] runtime.(*mcentral).cacheSpan
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.04%  recommendation  recommendation     [.] runtime.memequal
     0.04%  recommendation  [kernel.kallsyms]  [k] mntput
     0.04%  recommendation  recommendation     [.] time.Now
     0.04%  recommendation  [kernel.kallsyms]  [k] __legitimize_mnt
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_send_mss
     0.04%  recommendation  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.04%  recommendation  [kernel.kallsyms]  [k] br_handle_vlan
     0.03%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.03%  recommendation  recommendation     [.] fmt.(*fmt).pad
     0.03%  recommendation  recommendation     [.] runtime.futexwakeup
     0.03%  recommendation  [kernel.kallsyms]  [k] ipv4_confirm
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WritePing
     0.03%  recommendation  recommendation     [.] runtime.memequal8
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.03%  recommendation  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.03%  recommendation  [kernel.kallsyms]  [k] should_failslab
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_ack_update_rtt.isra.0
     0.03%  recommendation  [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.03%  recommendation  [kernel.kallsyms]  [k] __hrtimer_init
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.newFramer.func1
     0.03%  recommendation  recommendation     [.] syscall.read
     0.03%  recommendation  recommendation     [.] runtime.concatstring3
     0.03%  recommendation  recommendation     [.] runtime.isSystemGoroutine
     0.03%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_rcx
     0.03%  recommendation  recommendation     [.] runtime.releaseSudog
     0.03%  recommendation  recommendation     [.] runtime.(*mcache).refill
     0.03%  recommendation  [kernel.kallsyms]  [k] __kmalloc_node
     0.03%  recommendation  [kernel.kallsyms]  [k] __kfree_skb_flush
     0.03%  recommendation  [kernel.kallsyms]  [k] dev_hard_start_xmit
     0.03%  recommendation  recommendation     [.] reflect.Value.Elem
     0.03%  recommendation  [kernel.kallsyms]  [k] __enqueue_entity
     0.03%  recommendation  recommendation     [.] runtime.duffzero
     0.03%  recommendation  [kernel.kallsyms]  [k] kthread_blkcg
     0.03%  recommendation  [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.03%  recommendation  recommendation     [.] sync.(*RWMutex).Unlock
     0.03%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_local_fn
     0.03%  recommendation  recommendation     [.] runtime.(*consistentHeapStats).acquire
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_pre_routing
     0.03%  recommendation  recommendation     [.] runtime.typedmemclr
     0.03%  recommendation  [kernel.kallsyms]  [k] ktime_get
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_data_ready
     0.03%  recommendation  recommendation     [.] runtime.Caller
     0.03%  recommendation  [kernel.kallsyms]  [k] _cond_resched
     0.03%  recommendation  [kernel.kallsyms]  [k] wakeup_preempt_entity.isra.0
     0.03%  recommendation  [kernel.kallsyms]  [k] kfree_skbmem
     0.03%  recommendation  recommendation     [.] gogo
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).write
     0.03%  recommendation  [kernel.kallsyms]  [k] common_perm
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_rearm_rto
     0.03%  recommendation  recommendation     [.] runtime.exitsyscallfast_reacquired
     0.03%  recommendation  [kernel.kallsyms]  [k] __sb_start_write
     0.03%  recommendation  [kernel.kallsyms]  [k] alloc_pages_vma
     0.03%  recommendation  recommendation     [.] net.(*netFD).Write
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead.dwrap.6
     0.03%  recommendation  recommendation     [.] strconv.formatBits
     0.03%  recommendation  recommendation     [.] math/rand.(*rngSource).Int63
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.03%  recommendation  [kernel.kallsyms]  [k] __wake_up_sync_key
     0.03%  recommendation  [kernel.kallsyms]  [k] sock_recvmsg
     0.03%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.03%  recommendation  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.03%  recommendation  recommendation     [.] time.Date
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).newEvent
     0.03%  recommendation  [kernel.kallsyms]  [k] do_page_fault
     0.03%  recommendation  recommendation     [.] reflect.New
     0.03%  recommendation  recommendation     [.] sync.(*Mutex).Unlock
     0.03%  recommendation  [kernel.kallsyms]  [k] inet6_sendmsg
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish
     0.03%  recommendation  [kernel.kallsyms]  [k] br_nf_pre_routing_finish
     0.03%  recommendation  recommendation     [.] runtime.entersyscall_sysmon
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_v4_early_demux
     0.03%  recommendation  recommendation     [.] sync.(*WaitGroup).Add
     0.03%  recommendation  [kernel.kallsyms]  [k] __skb_clone
     0.03%  recommendation  recommendation     [.] reflect.name.name
     0.03%  recommendation  [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.03%  recommendation  [kernel.kallsyms]  [k] put_prev_task_fair
     0.03%  recommendation  [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.03%  recommendation  recommendation     [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lat
     0.03%  recommendation  [kernel.kallsyms]  [k] skb_push
     0.03%  recommendation  [kernel.kallsyms]  [k] ovl_getattr
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_cleanup_rbuf
     0.03%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_rcv
     0.03%  recommendation  [kernel.kallsyms]  [k] vfs_read
     0.03%  recommendation  recommendation     [.] runtime.newproc
     0.03%  recommendation  recommendation     [.] runtime.typedslicecopy
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/thrift-gen/jaeger.(*Span).writeField6
     0.03%  recommendation  [kernel.kallsyms]  [k] release_pages
     0.03%  recommendation  [kernel.kallsyms]  [k] bictcp_cwnd_event
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_checksum
     0.03%  recommendation  [kernel.kallsyms]  [k] generic_fillattr
     0.03%  recommendation  recommendation     [.] internal/poll.(*pollDesc).prepare
     0.03%  recommendation  [kernel.kallsyms]  [k] sock_put
     0.03%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.03%  recommendation  recommendation     [.] runtime.mapaccess2_fast32
     0.03%  recommendation  [kernel.kallsyms]  [k] lapic_next_deadline
     0.03%  recommendation  [kernel.kallsyms]  [k] pipe_poll
     0.03%  recommendation  recommendation     [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lon
     0.03%  recommendation  recommendation     [.] runtime.gfget
     0.03%  recommendation  [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.03%  recommendation  recommendation     [.] net.(*TCPConn).Read
     0.03%  recommendation  recommendation     [.] runtime.save
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_queue_rcv
     0.03%  recommendation  recommendation     [.] fmt.Sprintf
     0.03%  recommendation  recommendation     [.] context.(*valueCtx).Value
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.03%  recommendation  recommendation     [.] os.Getwd
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc.encode
     0.03%  recommendation  recommendation     [.] net.(*conn).Read
     0.03%  recommendation  recommendation     [.] time.tzsetNum
     0.02%  recommendation  [kernel.kallsyms]  [k] native_iret
     0.02%  recommendation  recommendation     [.] runtime.mput
     0.02%  recommendation  [kernel.kallsyms]  [k] __ip_local_out
     0.02%  recommendation  [kernel.kallsyms]  [k] sock_rfree
     0.02%  recommendation  recommendation     [.] runtime.morestack_noctxt.abi0
     0.02%  recommendation  recommendation     [.] internal/poll.(*FD).Read.dwrap.10
     0.02%  recommendation  recommendation     [.] reflect.valueInterface
     0.02%  recommendation  [kernel.kallsyms]  [k] down_read_trylock
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.02%  recommendation  [kernel.kallsyms]  [k] security_inode_permission
     0.02%  recommendation  [kernel.kallsyms]  [k] sync_regs
     0.02%  recommendation  recommendation     [.] reflect.Value.Type
     0.02%  recommendation  [kernel.kallsyms]  [k] raw_local_deliver
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_chrono_start
     0.02%  recommendation  [kernel.kallsyms]  [k] __skb_ext_del
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.02%  recommendation  [kernel.kallsyms]  [k] br_dev_queue_push_xmit
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.02%  recommendation  [kernel.kallsyms]  [k] check_stack_object
     0.02%  recommendation  [kernel.kallsyms]  [k] nf_nat_packet
     0.02%  recommendation  [kernel.kallsyms]  [k] restore_nameidata
     0.02%  recommendation  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.02%  recommendation  [kernel.kallsyms]  [k] task_ctx_sched_out
     0.02%  recommendation  [kernel.kallsyms]  [k] ktime_get_with_offset
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_nanosleep
     0.02%  recommendation  recommendation     [.] runtime.(*Frames).Next
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.02%  recommendation  recommendation     [.] strings.LastIndex
     0.02%  recommendation  [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.(*parser).recvMsg
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtick_update
     0.02%  recommendation  recommendation     [.] reflect.Value.String
     0.02%  recommendation  [kernel.kallsyms]  [k] _raw_read_unlock_irqrestore
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func2
     0.02%  recommendation  recommendation     [.] reflect.Value.NumMethod
     0.02%  recommendation  recommendation     [.] sort.quickSort
     0.02%  recommendation  [kernel.kallsyms]  [k] __pm_relax
     0.02%  recommendation  [kernel.kallsyms]  [k] select_idle_sibling
     0.02%  recommendation  recommendation     [.] net.(*conn).Write
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.02%  recommendation  [kernel.kallsyms]  [k] strncpy_from_user
     0.02%  recommendation  recommendation     [.] runtime.updateTimerPMask
     0.02%  recommendation  [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.02%  recommendation  recommendation     [.] runtime.newproc.func1
     0.02%  recommendation  [kernel.kallsyms]  [k] sk_reset_timer
     0.02%  recommendation  [kernel.kallsyms]  [k] sk_free
     0.02%  recommendation  recommendation     [.] runtime.funcline1
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.02%  recommendation  [kernel.kallsyms]  [k] copyin
     0.02%  recommendation  recommendation     [.] strings.Index
     0.02%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_out
     0.02%  recommendation  recommendation     [.] runtime.selparkcommit
     0.02%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_update_lru_size
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.02%  recommendation  recommendation     [.] encoding/json.stateBeginString
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.02%  recommendation  recommendation     [.] context.propagateCancel
     0.02%  recommendation  recommendation     [.] encoding/json.stateBeginValue
     0.02%  recommendation  [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.02%  recommendation  [kernel.kallsyms]  [k] revert_creds
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.02%  recommendation  [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.02%  recommendation  recommendation     [.] internal/poll.(*pollDesc).wait
     0.02%  recommendation  recommendation     [.] runtime.(*pageAlloc).update
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*PingFrame).Header
     0.02%  recommendation  recommendation     [.] runtime.goexit1.abi0
     0.02%  recommendation  [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_event_sched_in
     0.02%  recommendation  recommendation     [.] runtime.newstack.abi0
     0.02%  recommendation  recommendation     [.] sort.Sort
     0.02%  recommendation  recommendation     [.] runtime.acquirep
     0.02%  recommendation  recommendation     [.] runtime.acquireSudog
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract.func1
     0.02%  recommendation  [kernel.kallsyms]  [k] kfree
     0.02%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.02%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.02%  recommendation  recommendation     [.] runtime.checkIdleGCNoP
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_v4_fill_cb
     0.02%  recommendation  [kernel.kallsyms]  [k] bictcp_acked
     0.02%  recommendation  recommendation     [.] runtime.write1.abi0
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.02%  recommendation  recommendation     [.] sync.(*RWMutex).RUnlock
     0.02%  recommendation  recommendation     [.] runtime.notewakeup
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.02%  recommendation  [kernel.kallsyms]  [k] ksize
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).readString.dwrap.1
     0.02%  recommendation  recommendation     [.] runtime.makemap_small
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_ext_add
     0.02%  recommendation  recommendation     [.] strconv.FormatInt
     0.02%  recommendation  recommendation     [.] runtime.gogo.abi0
     0.02%  recommendation  [kernel.kallsyms]  [k] __lru_cache_add
     0.02%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_commit_charge
     0.02%  recommendation  [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.02%  recommendation  recommendation     [.] reflect.Value.SetMapIndex
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.02%  recommendation  recommendation     [.] runtime.funcname
     0.02%  recommendation  [kernel.kallsyms]  [k] find_vma
     0.02%  recommendation  recommendation     [.] runtime.tracebackdefers
     0.02%  recommendation  [kernel.kallsyms]  [k] cp_new_stat
     0.02%  recommendation  [kernel.kallsyms]  [k] smp_call_function_many
     0.02%  recommendation  [kernel.kallsyms]  [k] do_anonymous_page
     0.02%  recommendation  [kernel.kallsyms]  [k] __alloc_skb
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int64
     0.02%  recommendation  recommendation     [.] fmt.newPrinter
     0.02%  recommendation  [kernel.kallsyms]  [k] inode_permission
     0.02%  recommendation  [kernel.kallsyms]  [k] _copy_from_iter_full
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).sendResponse
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.(*callerHook).Run
     0.02%  recommendation  [kernel.kallsyms]  [k] lockref_get_not_dead
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).caller
     0.02%  recommendation  recommendation     [.] internal/poll.(*FD).readUnlock
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.02%  recommendation  [kernel.kallsyms]  [k] lock_timer_base
     0.02%  recommendation  recommendation     [.] runtime.goexit0
     0.02%  recommendation  [kernel.kallsyms]  [k] _copy_to_iter
     0.02%  recommendation  recommendation     [.] runtime.bulkBarrierPreWrite
     0.02%  recommendation  recommendation     [.] gosave_systemstack_switch
     0.02%  recommendation  [kernel.kallsyms]  [k] prep_new_page
     0.02%  recommendation  [kernel.kallsyms]  [k] jiffies_to_usecs
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
