# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 2468276506
#
# Overhead  Command      Shared Object          Symbol                                        
# ........  ...........  .....................  ..............................................
#
     0.05%  mc-worker    [kernel.kallsyms]      [k] skb_ext_add
     0.05%  mc-worker    [kernel.kallsyms]      [k] tcp_mtu_probe
     0.05%  mc-worker    memcached              [.] conn_release_items
     0.05%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_sendmsg
     0.05%  mc-worker    [kernel.kallsyms]      [k] inet_lookup_ifaddr_rcu
     0.05%  mc-worker    [kernel.kallsyms]      [k] mutex_unlock
     0.05%  mc-worker    memcached              [.] pthread_mutex_lock@plt
     0.05%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_ico_cq
     0.05%  mc-worker    [kernel.kallsyms]      [k] br_validate_ipv4.isra.0
     0.05%  mc-worker    [kernel.kallsyms]      [k] switch_fpu_return
     0.05%  mc-worker    [kernel.kallsyms]      [k] tcp_v4_early_demux
     0.05%  mc-lrumaint  [kernel.kallsyms]      [k] sched_clock_cpu
     0.04%  mc-worker    [kernel.kallsyms]      [k] __slab_free
     0.04%  mc-worker    [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.04%  mc-worker    [kernel.kallsyms]      [k] flexible_sched_in
     0.04%  mc-worker    [kernel.kallsyms]      [k] tcp_ack_update_rtt.isra.0
     0.04%  mc-lrumaint  memcached              [.] usleep@plt
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] attach_entity_load_avg
     0.04%  mc-worker    [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.04%  mc-worker    [kernel.kallsyms]      [k] sock_recvmsg
     0.04%  mc-worker    [kernel.kallsyms]      [k] inet_sendmsg
     0.04%  mc-worker    [kernel.kallsyms]      [k] update_min_vruntime
     0.04%  mc-worker    [kernel.kallsyms]      [k] siphash_3u32
     0.04%  mc-worker    [kernel.kallsyms]      [k] irq_chip_ack_parent
     0.04%  mc-worker    [kernel.kallsyms]      [k] __lock_text_start
     0.04%  mc-worker    [kernel.kallsyms]      [k] get_nohz_timer_target
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] veth_xmit
     0.04%  mc-worker    [kernel.kallsyms]      [k] update_nohz_stats
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] ktime_get
     0.04%  mc-worker    [kernel.kallsyms]      [k] __tcp_push_pending_frames
     0.04%  mc-worker    [kernel.kallsyms]      [k] apic_timer_interrupt
     0.04%  mc-worker    [kernel.kallsyms]      [k] sched_clock
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_vs_local_request4
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_send_check
     0.04%  mc-worker    [kernel.kallsyms]      [k] __skb_datagram_iter
     0.04%  mc-worker    [kernel.kallsyms]      [k] prepare_exit_to_usermode
     0.04%  mc-worker    [kernel.kallsyms]      [k] new_sync_read
     0.04%  mc-worker    [kernel.kallsyms]      [k] br_pass_frame_up
     0.04%  mc-lrumaint  [kernel.kallsyms]      [k] enqueue_task_fair
     0.04%  mc-worker    [kernel.kallsyms]      [k] group_sched_in
     0.04%  mc-worker    [kernel.kallsyms]      [k] csum_partial
     0.04%  mc-lrumaint  memcached              [.] pthread_mutex_unlock@plt
     0.04%  mc-worker    [kernel.kallsyms]      [k] rb_insert_color
     0.04%  mc-worker    [kernel.kallsyms]      [k] vfs_read
     0.04%  mc-worker    [kernel.kallsyms]      [k] ip_vs_reply4
     0.04%  mc-worker    [kernel.kallsyms]      [k] nf_bridge_update_protocol
     0.04%  mc-worker    [kernel.kallsyms]      [k] _copy_to_iter
     0.04%  mc-lrumaint  memcached              [.] do_item_link_q
     0.04%  mc-worker    memcached              [.] strcmp@plt
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] set_task_cpu
     0.03%  mc-worker    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_@plt
     0.03%  mc-worker    [kernel.kallsyms]      [k] event_sched_in.isra.0
     0.03%  mc-worker    [kernel.kallsyms]      [k] __napi_schedule
     0.03%  mc-worker    [kernel.kallsyms]      [k] ip_rcv_finish
     0.03%  mc-worker    [kernel.kallsyms]      [k] mlx5e_poll_rx_cq
     0.03%  mc-worker    [kernel.kallsyms]      [k] update_rq_clock
     0.03%  mc-worker    libevent-2.1.so.7.0.1  [.] event_callback_activate_nolock_@plt
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] clear_user
     0.03%  mc-worker    [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.03%  mc-worker    [kernel.kallsyms]      [k] fib_validate_source
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.03%  mc-worker    [kernel.kallsyms]      [k] page_frag_free
     0.03%  mc-worker    [kernel.kallsyms]      [k] vxlan_rcv
     0.03%  mc-worker    [kernel.kallsyms]      [k] memcg_kmem_put_cache
     0.03%  mc-worker    [kernel.kallsyms]      [k] setup_pre_routing
     0.03%  mc-worker    [kernel.kallsyms]      [k] kmalloc_array.constprop.0
     0.03%  mc-worker    [kernel.kallsyms]      [k] mlx5e_build_rx_skb
     0.03%  mc-worker    [kernel.kallsyms]      [k] _raw_read_lock_irqsave
     0.03%  mc-worker    [kernel.kallsyms]      [k] ip_local_out
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_options_write
     0.03%  mc-worker    [kernel.kallsyms]      [k] __pm_relax
     0.03%  mc-worker    [kernel.kallsyms]      [k] native_smp_send_reschedule
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_nat_ipv4_fn
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_rate_skb_sent
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] get_nohz_timer_target
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_ip_checksum
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_tx_timestamp
     0.03%  mc-worker    memcached              [.] bipbuf_push
     0.03%  mc-worker    [kernel.kallsyms]      [k] ip_vs_in
     0.03%  mc-worker    [kernel.kallsyms]      [k] do_softirq.part.0
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] update_blocked_averages
     0.03%  mc-worker    [kernel.kallsyms]      [k] perf_log_itrace_start
     0.03%  mc-worker    [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.03%  mc-worker    [kernel.kallsyms]      [k] is_skb_forwardable
     0.03%  mc-worker    [kernel.kallsyms]      [k] ip_list_rcv
     0.03%  mc-worker    [kernel.kallsyms]      [k] mlx5e_skb_from_cqe_linear
     0.03%  mc-worker    [kernel.kallsyms]      [k] record_times
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] skb_release_head_state
     0.03%  mc-worker    [kernel.kallsyms]      [k] apparmor_socket_recvmsg
     0.03%  mc-worker    [kernel.kallsyms]      [k] rb_erase
     0.03%  mc-worker    [kernel.kallsyms]      [k] sock_rfree
     0.03%  mc-worker    [kernel.kallsyms]      [k] __qdisc_run
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_clone
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] select_task_rq_fair
     0.03%  mc-worker    [kernel.kallsyms]      [k] lapic_next_deadline
     0.03%  mc-worker    [kernel.kallsyms]      [k] __netif_receive_skb
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_release_all
     0.03%  mc-worker    [kernel.kallsyms]      [k] clear_user
     0.03%  mc-worker    [kernel.kallsyms]      [k] br_dev_xmit
     0.03%  mc-worker    [kernel.kallsyms]      [k] skb_defer_rx_timestamp
     0.03%  mc-lrumaint  [kernel.kallsyms]      [k] enqueue_hrtimer
     0.03%  mc-worker    [kernel.kallsyms]      [k] sockfd_lookup_light
     0.03%  mc-worker    [kernel.kallsyms]      [k] netdev_core_pick_tx
     0.03%  mc-worker    [kernel.kallsyms]      [k] __kfree_skb_flush
     0.03%  mc-worker    [kernel.kallsyms]      [k] nf_nat_ipv4_local_fn
     0.02%  mc-worker    [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.02%  mc-worker    [kernel.kallsyms]      [k] ipv4_conntrack_local
     0.02%  mc-worker    [kernel.kallsyms]      [k] dst_cache_get_ip4
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_vs_out
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_forward_finish
     0.02%  mc-worker    [kernel.kallsyms]      [k] br_multicast_count
     0.02%  mc-worker    [kernel.kallsyms]      [k] sock_def_readable
     0.02%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_read
     0.02%  mc-worker    [kernel.kallsyms]      [k] fast_mix
     0.02%  mc-worker    [kernel.kallsyms]      [k] fput
     0.02%  mc-worker    [kernel.kallsyms]      [k] memcpy_erms
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] copy_user_generic_unrolled
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.02%  mc-worker    [kernel.kallsyms]      [k] __kmalloc_reserve.isra.0
     0.02%  mc-worker    [kernel.kallsyms]      [k] lock_sock_nested
     0.02%  mc-worker    [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.02%  mc-worker    [kernel.kallsyms]      [k] irq_entries_start
     0.02%  mc-worker    [kernel.kallsyms]      [k] iov_iter_advance
     0.02%  mc-worker    [kernel.kallsyms]      [k] arch_perf_update_userpage
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_sublist_rcv
     0.02%  mc-worker    [kernel.kallsyms]      [k] skb_csum_hwoffload_help
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_release_cb
     0.02%  mc-worker    [kernel.kallsyms]      [k] irq_enter
     0.02%  mc-worker    [kernel.kallsyms]      [k] select_task_rq_fair
     0.02%  mc-worker    [kernel.kallsyms]      [k] try_to_wake_up
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] copy_user_enhanced_fast_string
     0.02%  mc-worker    [kernel.kallsyms]      [k] x86_pmu_enable
     0.02%  mc-worker    [kernel.kallsyms]      [k] __slab_alloc
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] __hrtimer_init
     0.02%  mc-worker    [kernel.kallsyms]      [k] nf_confirm
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_rbtree_insert
     0.02%  mc-worker    memcached              [.] tcp_sendmsg
     0.02%  mc-worker    [kernel.kallsyms]      [k] __netif_receive_skb_list_core
     0.02%  mc-worker    [kernel.kallsyms]      [k] __raise_softirq_irqoff
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] clear_buddies
     0.02%  mc-worker    [kernel.kallsyms]      [k] aa_label_next_confined
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp4_gro_receive
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_small_queue_check.isra.0
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] set_next_task_idle
     0.02%  mc-worker    [kernel.kallsyms]      [k] sock_zerocopy_put
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] _cond_resched
     0.02%  mc-worker    [kernel.kallsyms]      [k] should_failslab
     0.02%  mc-worker    [kernel.kallsyms]      [k] security_socket_sendmsg
     0.02%  mc-worker    [kernel.kallsyms]      [k] check_preempt_wakeup
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_rcv
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] group_sched_in
     0.02%  mc-worker    [kernel.kallsyms]      [k] mark_mt
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_local_deliver
     0.02%  mc-worker    [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.02%  mc-worker    [kernel.kallsyms]      [k] __radix_tree_lookup
     0.02%  mc-worker    [kernel.kallsyms]      [k] check_cfs_rq_runtime
     0.02%  mc-worker    memcached              [.] itoa_u64
     0.02%  mc-worker    [kernel.kallsyms]      [k] vxlan_get_route
     0.02%  mc-worker    [kernel.kallsyms]      [k] __tcp_v4_send_check
     0.02%  mc-worker    [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     0.02%  mc-worker    [kernel.kallsyms]      [k] __put_user_4
     0.02%  mc-worker    memcached              [.] process_command_ascii
     0.01%  mc-worker    memcached              [.] update_event
     0.01%  mc-worker    [kernel.kallsyms]      [k] rb_first
     0.01%  mc-worker    [kernel.kallsyms]      [k] vxlan_vs_find_vni
     0.01%  mc-worker    [kernel.kallsyms]      [k] finish_task_switch
     0.01%  mc-worker    [kernel.kallsyms]      [k] fpregs_assert_state_consistent
     0.01%  mc-worker    [kernel.kallsyms]      [k] import_iovec
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_chrono_stop
     0.01%  mc-worker    [kernel.kallsyms]      [k] netif_rx
     0.01%  mc-worker    [kernel.kallsyms]      [k] nbp_switchdev_frame_mark
     0.01%  mc-worker    [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_ack
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5_vxlan_lookup_port
     0.01%  mc-worker    [kernel.kallsyms]      [k] handle_irq_event_percpu
     0.01%  mc-worker    [kernel.kallsyms]      [k] aa_label_is_subset
     0.01%  mc-worker    [kernel.kallsyms]      [k] hrtimer_interrupt
     0.01%  mc-worker    [kernel.kallsyms]      [k] resched_curr
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_event_update_time
     0.01%  mc-worker    [kernel.kallsyms]      [k] ktime_get_with_offset
     0.01%  mc-worker    memcached              [.] sendmsg@plt
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] mlx5_irq_int_handler
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] hrtimer_reprogram
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] udp4_gro_receive
     0.01%  mc-worker    [kernel.kallsyms]      [k] blkcg_maybe_throttle_current
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5_cq_tasklet_cb
     0.01%  mc-worker    memcached              [.] pthread_mutex_unlock@plt
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] get_timespec64
     0.01%  mc-worker    [kernel.kallsyms]      [k] iov_iter_init
     0.01%  mc-worker    [kernel.kallsyms]      [k] do_softirq_own_stack
     0.01%  mc-worker    [kernel.kallsyms]      [k] udp4_lib_lookup2
     0.01%  mc-worker    [kernel.kallsyms]      [k] sched_clock_cpu
     0.01%  mc-worker    [kernel.kallsyms]      [k] amd_clear_divider
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] _copy_from_user
     0.01%  mc-worker    [kernel.kallsyms]      [k] vxlan_gro_receive
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] ip_vs_in
     0.01%  mc-worker    [kernel.kallsyms]      [k] iptunnel_handle_offloads
     0.01%  mc-worker    [kernel.kallsyms]      [k] dma_direct_unmap_page
     0.01%  mc-worker    [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.01%  mc-worker    [kernel.kallsyms]      [k] notifier_call_chain
     0.01%  mc-worker    [kernel.kallsyms]      [k] netif_receive_skb_list_internal
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_all_qs
     0.01%  mc-worker    [kernel.kallsyms]      [k] skb_headers_offset_update
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] rb_insert_color
     0.01%  mc-worker    [kernel.kallsyms]      [k] enqueue_timer
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5_irq_int_handler
     0.01%  mc-worker    [kernel.kallsyms]      [k] ksize
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_note_context_switch
     0.01%  mc-worker    [kernel.kallsyms]      [k] aa_check_perms
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_rack_update_reo_wnd
     0.01%  mc-worker    [kernel.kallsyms]      [k] trigger_dyntick_cpu.isra.0
     0.01%  mc-worker    [kernel.kallsyms]      [k] __handle_irq_event_percpu
     0.01%  mc-worker    [kernel.kallsyms]      [k] simple_copy_to_iter
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5e_post_rx_wqes
     0.01%  mc-worker    [kernel.kallsyms]      [k] udp_gro_receive
     0.01%  mc-worker    [kernel.kallsyms]      [k] sk_reset_timer
     0.01%  mc-worker    [kernel.kallsyms]      [k] set_task_cpu
     0.01%  mc-worker    [kernel.kallsyms]      [k] rebalance_domains
     0.01%  mc-worker    [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.01%  mc-worker    [kernel.kallsyms]      [k] can_migrate_task
     0.01%  mc-worker    [kernel.kallsyms]      [k] cpus_share_cache
     0.01%  mc-worker    [kernel.kallsyms]      [k] pick_next_task_fair
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] __accumulate_pelt_segments
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] hrtimer_active
     0.01%  mc-worker    [kernel.kallsyms]      [k] __usecs_to_jiffies
     0.01%  mc-worker    [kernel.kallsyms]      [k] jiffies_to_usecs
     0.01%  mc-worker    [kernel.kallsyms]      [k] available_idle_cpu
     0.01%  mc-worker    [kernel.kallsyms]      [k] __ip_select_ident
     0.01%  mc-worker    [kernel.kallsyms]      [k] idle_cpu
     0.01%  mc-worker    [kernel.kallsyms]      [k] make_kuid
     0.01%  mc-worker    [kernel.kallsyms]      [k] place_entity
     0.01%  mc-worker    [kernel.kallsyms]      [k] select_idle_sibling.part.0
     0.01%  mc-worker    [kernel.kallsyms]      [k] clear_buddies
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5e_napi_poll
     0.01%  mc-worker    [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.01%  mc-worker    [kernel.kallsyms]      [k] native_read_msr
     0.01%  mc-worker    [kernel.kallsyms]      [k] __clear_user
     0.01%  mc-worker    [kernel.kallsyms]      [k] __skb_ext_put
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.01%  mc-worker    [kernel.kallsyms]      [k] copyout
     0.01%  mc-worker    [kernel.kallsyms]      [k] __fdget_pos
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] mlx5e_poll_tx_cq
     0.01%  mc-lrumaint  memcached              [.] STATS_LOCK
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.01%  mc-worker    [kernel.kallsyms]      [k] detach_if_pending
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_irq_exit
     0.01%  mc-worker    [kernel.kallsyms]      [k] smp_apic_timer_interrupt
     0.01%  mc-worker    memcached              [.] tcp_read
     0.01%  mc-worker    [kernel.kallsyms]      [k] __wake_up_common
     0.01%  mc-worker    [kernel.kallsyms]      [k] handle_edge_irq
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] perf_pmu_disable.part.0
     0.01%  mc-worker    [kernel.kallsyms]      [k] interrupt_entry
     0.01%  mc-worker    [kernel.kallsyms]      [k] __sk_dst_check
     0.00%  mc-worker    [kernel.kallsyms]      [k] nohz_balance_exit_idle
     0.00%  mc-worker    [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] mlx5_eq_comp_int
     0.00%  mc-worker    [kernel.kallsyms]      [k] validate_xmit_skb_list
     0.00%  mc-worker    [kernel.kallsyms]      [k] select_idle_sibling
     0.00%  mc-worker    [kernel.kallsyms]      [k] napi_complete_done
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] idle_cpu
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] clockevents_program_event
     0.00%  mc-worker    [kernel.kallsyms]      [k] pick_next_task_idle
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] x86_pmu_disable
     0.00%  mc-worker    [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] available_idle_cpu
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] do_IRQ
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] find_next_bit
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] intel_pmu_disable_all
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] __rseq_handle_notify_resume
     0.00%  mc-worker    [kernel.kallsyms]      [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] perf_event_sched_in
     0.00%  mc-worker    [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] perf_pmu_enable.part.0
     0.00%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_enable.part.0
     0.00%  mc-worker    [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%  memcached    [kernel.kallsyms]      [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
