# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 16K of event 'cycles'
# Event count (approx.): 32091812202
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.06%  recommendation  recommendation     [.] bytes.(*Buffer).Write
     0.06%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanWhile
     0.06%  recommendation  [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.06%  recommendation  recommendation     [.] github.com/rs/zerolog.newEvent
     0.06%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.06%  recommendation  [kernel.kallsyms]  [k] sched_clock_cpu
     0.06%  recommendation  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.06%  recommendation  recommendation     [.] runtime.goready
     0.06%  recommendation  [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.06%  recommendation  [kernel.kallsyms]  [k] copyin
     0.06%  recommendation  [kernel.kallsyms]  [k] tcp_mtu_probe
     0.06%  recommendation  recommendation     [.] runtime.isSystemGoroutine
     0.06%  recommendation  recommendation     [.] internal/poll.(*FD).Read
     0.06%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).write
     0.06%  recommendation  [kernel.kallsyms]  [k] update_blocked_averages
     0.06%  recommendation  [kernel.kallsyms]  [k] rb_insert_color
     0.06%  recommendation  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.06%  recommendation  [kernel.kallsyms]  [k] __alloc_skb
     0.06%  recommendation  recommendation     [.] runtime.sysUnused
     0.05%  recommendation  recommendation     [.] io.ReadAtLeast
     0.05%  recommendation  recommendation     [.] time.Time.locabs
     0.05%  recommendation  recommendation     [.] runtime.stopm
     0.05%  recommendation  recommendation     [.] runtime.funcspdelta
     0.05%  recommendation  recommendation     [.] runtime.runtimer
     0.05%  recommendation  recommendation     [.] runtime.mapdelete_fast32
     0.05%  recommendation  [kernel.kallsyms]  [k] x86_pmu_disable
     0.05%  recommendation  [kernel.kallsyms]  [k] __slab_free
     0.05%  recommendation  [kernel.kallsyms]  [k] deactivate_task
     0.05%  recommendation  recommendation     [.] runtime.releasep
     0.05%  recommendation  recommendation     [.] time.atoi
     0.05%  recommendation  recommendation     [.] os.(*File).Write
     0.05%  recommendation  [kernel.kallsyms]  [k] account_entity_enqueue
     0.05%  recommendation  [kernel.kallsyms]  [k] memcg_kmem_put_cache
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_v4_early_demux
     0.05%  recommendation  [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.05%  recommendation  recommendation     [.] context.(*cancelCtx).cancel
     0.05%  recommendation  recommendation     [.] internal/poll.runtime_pollWait
     0.05%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract.func1
     0.05%  recommendation  [kernel.kallsyms]  [k] mod_timer
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.readFrameHeader
     0.05%  recommendation  [kernel.kallsyms]  [k] __skb_clone
     0.05%  recommendation  recommendation     [.] internal/poll.(*pollDesc).wait
     0.05%  recommendation  [kernel.kallsyms]  [k] skb_ext_add
     0.05%  recommendation  recommendation     [.] fmt.(*fmt).padString
     0.05%  recommendation  recommendation     [.] reflect.MakeMapWithSize
     0.05%  recommendation  [kernel.kallsyms]  [k] release_pages
     0.05%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.mergeStruct
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_recv_timestamp
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.05%  recommendation  recommendation     [.] context.propagateCancel
     0.05%  recommendation  [kernel.kallsyms]  [k] iptable_filter_hook
     0.05%  recommendation  [kernel.kallsyms]  [k] hash_futex
     0.05%  recommendation  [kernel.kallsyms]  [k] __x64_sys_read
     0.05%  recommendation  [kernel.kallsyms]  [k] __br_forward
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.05%  recommendation  [kernel.kallsyms]  [k] check_preempt_curr
     0.05%  recommendation  [kernel.kallsyms]  [k] nf_nat_inet_fn
     0.05%  recommendation  recommendation     [.] reflect.Value.Type
     0.05%  recommendation  [kernel.kallsyms]  [k] __ip_queue_xmit
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).traceInfo
     0.05%  recommendation  [kernel.kallsyms]  [k] rb_erase
     0.05%  recommendation  [kernel.kallsyms]  [k] do_softirq.part.0
     0.05%  recommendation  [kernel.kallsyms]  [k] fput_many
     0.05%  recommendation  recommendation     [.] runtime.modtimer
     0.05%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto.(*Request).Reset
     0.05%  recommendation  [kernel.kallsyms]  [k] set_next_entity
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*controlBuffer).put
     0.05%  recommendation  recommendation     [.] internal/testlog.Getenv
     0.05%  recommendation  [kernel.kallsyms]  [k] page_fault
     0.05%  recommendation  [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.05%  recommendation  [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.05%  recommendation  recommendation     [.] sync.runtime_procUnpin
     0.05%  recommendation  [kernel.kallsyms]  [k] _raw_read_unlock_irqrestore
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.05%  recommendation  [kernel.kallsyms]  [k] cpumask_next_wrap
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_queue_rcv
     0.05%  recommendation  [kernel.kallsyms]  [k] activate_task
     0.05%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.05%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_local_in
     0.05%  recommendation  [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.05%  recommendation  recommendation     [.] runtime.wirep
     0.05%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler
     0.05%  recommendation  [kernel.kallsyms]  [k] sock_read_iter
     0.05%  recommendation  [kernel.kallsyms]  [k] __enqueue_entity
     0.05%  recommendation  [kernel.kallsyms]  [k] __unqueue_futex
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_stream_memory_free
     0.05%  recommendation  recommendation     [.] reflect.(*rtype).PkgPath
     0.04%  recommendation  recommendation     [.] runtime.park_m
     0.04%  recommendation  recommendation     [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.04%  recommendation  [kernel.kallsyms]  [k] br_nf_pre_routing_finish
     0.04%  recommendation  [kernel.kallsyms]  [k] aa_file_perm
     0.04%  recommendation  [kernel.kallsyms]  [k] __check_object_size
     0.04%  recommendation  [kernel.kallsyms]  [k] eth_type_trans
     0.04%  recommendation  [kernel.kallsyms]  [k] __skb_datagram_iter
     0.04%  recommendation  recommendation     [.] os.statNolog
     0.04%  recommendation  [kernel.kallsyms]  [k] prepend_name
     0.04%  recommendation  [kernel.kallsyms]  [k] blk_flush_plug_list
     0.04%  recommendation  recommendation     [.] indexbytebody
     0.04%  recommendation  recommendation     [.] time.Time.Sub
     0.04%  recommendation  [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.readVarInt
     0.04%  recommendation  [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.04%  recommendation  recommendation     [.] runtime.save
     0.04%  recommendation  recommendation     [.] runtime.Caller
     0.04%  recommendation  recommendation     [.] internal/poll.(*FD).writeUnlock
     0.04%  recommendation  recommendation     [.] runtime.entersyscall.abi0
     0.04%  recommendation  [kernel.kallsyms]  [k] dput
     0.04%  recommendation  [kernel.kallsyms]  [k] ovl_inode_upper
     0.04%  recommendation  recommendation     [.] runtime.newstack.abi0
     0.04%  recommendation  [kernel.kallsyms]  [k] putname
     0.04%  recommendation  [kernel.kallsyms]  [k] common_perm_cond
     0.04%  recommendation  recommendation     [.] fmt.(*pp).fmtInteger
     0.04%  recommendation  recommendation     [.] runtime.execute
     0.04%  recommendation  [kernel.kallsyms]  [k] fdb_find_rcu
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_push
     0.04%  recommendation  [kernel.kallsyms]  [k] kmalloc_slab
     0.04%  recommendation  [kernel.kallsyms]  [k] nf_nat_packet
     0.04%  recommendation  recommendation     [.] runtime.resolveTypeOff
     0.04%  recommendation  [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.04%  recommendation  [kernel.kallsyms]  [k] pipe_write
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_options_write
     0.04%  recommendation  [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.04%  recommendation  recommendation     [.] fmt.(*fmt).pad
     0.04%  recommendation  recommendation     [.] encoding/json.stateBeginStringOrEmpty
     0.04%  recommendation  [kernel.kallsyms]  [k] release_sock
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).DecodeVarint
     0.04%  recommendation  recommendation     [.] reflect.Value.assignTo
     0.04%  recommendation  [kernel.kallsyms]  [k] __tcp_select_window
     0.04%  recommendation  recommendation     [.] runtime.newproc1
     0.04%  recommendation  [kernel.kallsyms]  [k] get_nohz_timer_target
     0.04%  recommendation  recommendation     [.] reflect.(*rtype).Name
     0.04%  recommendation  recommendation     [.] runtime.(*pageAlloc).find
     0.04%  recommendation  recommendation     [.] context.parentCancelCtx
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_event_data_recv
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct
     0.04%  recommendation  [kernel.kallsyms]  [k] clear_buddies
     0.04%  recommendation  recommendation     [.] syscall.Getwd
     0.04%  recommendation  [kernel.kallsyms]  [k] rcu_irq_exit
     0.04%  recommendation  recommendation     [.] github.com/rs/zerolog.Level.String
     0.04%  recommendation  recommendation     [.] runtime.wakeScavenger
     0.04%  recommendation  recommendation     [.] runtime.(*sweepLocked).sweep
     0.04%  recommendation  [kernel.kallsyms]  [k] select_estimate_accuracy
     0.04%  recommendation  recommendation     [.] sync.(*Pool).pin
     0.04%  recommendation  [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.04%  recommendation  [kernel.kallsyms]  [k] __mnt_drop_write
     0.04%  recommendation  recommendation     [.] runtime.(*pageAlloc).scavenge
     0.04%  recommendation  [kernel.kallsyms]  [k] __mod_node_page_state
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.Clone
     0.04%  recommendation  [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.04%  recommendation  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.04%  recommendation  [kernel.kallsyms]  [k] rcu_all_qs
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_cleanup_rbuf
     0.04%  recommendation  [kernel.kallsyms]  [k] __kfree_skb_flush
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.03%  recommendation  recommendation     [.] runtime.(*mspan).refillAllocCache
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.03%  recommendation  recommendation     [.] encoding/json.indirect
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.03%  recommendation  [kernel.kallsyms]  [k] ___slab_alloc
     0.03%  recommendation  [kernel.kallsyms]  [k] wake_q_add_safe
     0.03%  recommendation  [kernel.kallsyms]  [k] kfree_skbmem
     0.03%  recommendation  [kernel.kallsyms]  [k] br_fdb_update
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.03%  recommendation  recommendation     [.] runtime.wakep
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.callerHook.Run
     0.03%  recommendation  recommendation     [.] context.(*valueCtx).Done
     0.03%  recommendation  [kernel.kallsyms]  [k] mutex_lock
     0.03%  recommendation  [kernel.kallsyms]  [k] mutex_unlock
     0.03%  recommendation  recommendation     [.] runtime.concatstring3
     0.03%  recommendation  recommendation     [.] fmt.(*fmt).fmtInteger
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_poll
     0.03%  recommendation  recommendation     [.] runtime.(*spanSet).reset
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.03%  recommendation  recommendation     [.] runtime.(*mcache).refill
     0.03%  recommendation  recommendation     [.] time.now
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.03%  recommendation  recommendation     [.] runtime.wbBufFlush1
     0.03%  recommendation  [kernel.kallsyms]  [k] __hrtimer_init
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Msgf
     0.03%  recommendation  recommendation     [.] syscall.read
     0.03%  recommendation  recommendation     [.] runtime.checkIdleGCNoP
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_local_out
     0.03%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler.func1
     0.03%  recommendation  recommendation     [.] runtime.interequal
     0.03%  recommendation  recommendation     [.] runtime.mput
     0.03%  recommendation  [kernel.kallsyms]  [k] __x64_sys_getcwd
     0.03%  recommendation  recommendation     [.] reflect.resolveNameOff
     0.03%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.03%  recommendation  [kernel.kallsyms]  [k] amd_clear_divider
     0.03%  recommendation  recommendation     [.] sync.(*poolChain).popTail
     0.03%  recommendation  recommendation     [.] runtime.assertE2I2
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.03%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.03%  recommendation  [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.03%  recommendation  recommendation     [.] runtime.(*mcentral).cacheSpan
     0.03%  recommendation  recommendation     [.] strconv.formatBits
     0.03%  recommendation  [kernel.kallsyms]  [k] plist_add
     0.03%  recommendation  recommendation     [.] runtime.netpollblock
     0.03%  recommendation  recommendation     [.] reflect.valueInterface
     0.03%  recommendation  recommendation     [.] runtime.notetsleep_internal
     0.03%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_confirm
     0.03%  recommendation  [kernel.kallsyms]  [k] ep_autoremove_wake_function
     0.03%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.03%  recommendation  recommendation     [.] runtime.stackpoolalloc
     0.03%  recommendation  recommendation     [.] runtime.(*spanSet).pop
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_send_mss
     0.03%  recommendation  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.03%  recommendation  recommendation     [.] runtime.gfput
     0.03%  recommendation  recommendation     [.] runtime.(*headTailIndex).incTail
     0.03%  recommendation  recommendation     [.] reflect.Value.Elem
     0.03%  recommendation  [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.03%  recommendation  recommendation     [.] net.(*conn).Read
     0.03%  recommendation  recommendation     [.] runtime.acquirep
     0.03%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.03%  recommendation  [kernel.kallsyms]  [k] inode_permission
     0.03%  recommendation  recommendation     [.] strconv.FormatInt
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.03%  recommendation  [kernel.kallsyms]  [k] is_skb_forwardable
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_ct_deliver_cached_events
     0.03%  recommendation  recommendation     [.] net.(*TCPConn).Read
     0.03%  recommendation  [kernel.kallsyms]  [k] irq_enter
     0.03%  recommendation  recommendation     [.] reflect.packEface
     0.03%  recommendation  [kernel.kallsyms]  [k] __sb_start_write
     0.03%  recommendation  [kernel.kallsyms]  [k] blk_update_request
     0.03%  recommendation  [kernel.kallsyms]  [k] br_nf_post_routing
     0.03%  recommendation  recommendation     [.] runtime.funcname
     0.03%  recommendation  [kernel.kallsyms]  [k] page_counter_cancel
     0.03%  recommendation  [kernel.kallsyms]  [k] check_stack_object
     0.03%  recommendation  [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.03%  recommendation  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.03%  recommendation  [kernel.kallsyms]  [k] timerqueue_del
     0.03%  recommendation  [kernel.kallsyms]  [k] atime_needs_update
     0.03%  recommendation  [kernel.kallsyms]  [k] calc_timer_values
     0.03%  recommendation  [kernel.kallsyms]  [k] ep_send_events_proc
     0.03%  recommendation  [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.03%  recommendation  [kernel.kallsyms]  [k] get_futex_value_locked
     0.03%  recommendation  recommendation     [.] fmt.Sprintf
     0.03%  recommendation  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.03%  recommendation  recommendation     [.] runtime.dodeltimer0
     0.03%  recommendation  recommendation     [.] context.(*valueCtx).Value
     0.03%  recommendation  recommendation     [.] runtime.netpollblockcommit
     0.03%  recommendation  recommendation     [.] runtime.(*Frames).Next
     0.03%  recommendation  [kernel.kallsyms]  [k] new_sync_write
     0.03%  recommendation  [kernel.kallsyms]  [k] sock_recvmsg
     0.03%  recommendation  recommendation     [.] runtime.notetsleep
     0.03%  recommendation  recommendation     [.] runtime.releaseSudog
     0.03%  recommendation  recommendation     [.] runtime.findnull
     0.03%  recommendation  recommendation     [.] runtime.procyield.abi0
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.FrameHeader.Header
     0.03%  recommendation  [kernel.kallsyms]  [k] ovl_path_type
     0.03%  recommendation  recommendation     [.] runtime.pcdatavalue
     0.03%  recommendation  recommendation     [.] runtime.startm
     0.03%  recommendation  recommendation     [.] runtime.funcfile
     0.03%  recommendation  recommendation     [.] time.absDate
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_sabotage_in
     0.03%  recommendation  [kernel.kallsyms]  [k] flush_tlb_func_common.constprop.0
     0.03%  recommendation  recommendation     [.] reflect.resolveTypeOff
     0.03%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb
     0.03%  recommendation  [kernel.kallsyms]  [k] uncharge_batch
     0.03%  recommendation  [kernel.kallsyms]  [k] __ksize
     0.03%  recommendation  [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.02%  recommendation  recommendation     [.] reflect.Value.SetString
     0.02%  recommendation  recommendation     [.] runtime.(*pageAlloc).scavengeUnreserve
     0.02%  recommendation  recommendation     [.] context.removeChild
     0.02%  recommendation  recommendation     [.] runtime.acquireSudog
     0.02%  recommendation  recommendation     [.] runtime.deductSweepCredit
     0.02%  recommendation  recommendation     [.] syscall.Getcwd
     0.02%  recommendation  [kernel.kallsyms]  [k] set_next_task_idle
     0.02%  recommendation  [kernel.kallsyms]  [k] __next_zones_zonelist
     0.02%  recommendation  [kernel.kallsyms]  [k] br_nf_hook_thresh
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.02%  recommendation  recommendation     [.] runtime.mapdelete
     0.02%  recommendation  [kernel.kallsyms]  [k] apparmor_socket_recvmsg
     0.02%  recommendation  [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.02%  recommendation  [kernel.kallsyms]  [k] __x64_sys_nanosleep
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_release_head_state
     0.02%  recommendation  [kernel.kallsyms]  [k] __wake_up_common_lock
     0.02%  recommendation  [kernel.kallsyms]  [k] __count_memcg_events
     0.02%  recommendation  recommendation     [.] math.atan
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handleData
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.parseWindowUpdateFrame
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.02%  recommendation  [kernel.kallsyms]  [k] bictcp_acked
     0.02%  recommendation  recommendation     [.] runtime.forEachG
     0.02%  recommendation  recommendation     [.] sort.quickSort
     0.02%  recommendation  [kernel.kallsyms]  [k] mem_cgroup_uncharge_list
     0.02%  recommendation  recommendation     [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lon
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.02%  recommendation  [kernel.kallsyms]  [k] __mod_memcg_state
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.02%  recommendation  recommendation     [.] runtime.gcBgMarkWorker
     0.02%  recommendation  [kernel.kallsyms]  [k] page_counter_uncharge
     0.02%  recommendation  recommendation     [.] runtime.publicationBarrier.abi0
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_try_coalesce
     0.02%  recommendation  [kernel.kallsyms]  [k] __skb_ext_put
     0.02%  recommendation  recommendation     [.] runtime.newMarkBits
     0.02%  recommendation  recommendation     [.] syscall.Syscall.abi0
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_check_space
     0.02%  recommendation  [kernel.kallsyms]  [k] kthread_blkcg
     0.02%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish_core.isra.0
     0.02%  recommendation  [kernel.kallsyms]  [k] security_inode_getattr
     0.02%  recommendation  [kernel.kallsyms]  [k] br_allowed_ingress
     0.02%  recommendation  recommendation     [.] runtime.gogo.abi0
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.02%  recommendation  [kernel.kallsyms]  [k] wake_up_process
     0.02%  recommendation  recommendation     [.] runtime.stackcache_clear
     0.02%  recommendation  recommendation     [.] reflect.implements
     0.02%  recommendation  [kernel.kallsyms]  [k] do_anonymous_page
     0.02%  recommendation  recommendation     [.] runtime.checkdead
     0.02%  recommendation  [kernel.kallsyms]  [k] getname_flags
     0.02%  recommendation  recommendation     [.] fmt.(*fmt).fmtS
     0.02%  recommendation  recommendation     [.] runtime.gcDrainN
     0.02%  recommendation  recommendation     [.] reflect.directlyAssignable
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_scrub_packet
     0.02%  recommendation  recommendation     [.] internal/poll.(*FD).Write.dwrap.13
     0.02%  recommendation  [kernel.kallsyms]  [k] __sb_end_write
     0.02%  recommendation  recommendation     [.] runtime.(*pageAlloc).alloc
     0.02%  recommendation  [kernel.kallsyms]  [k] sk_reset_timer
     0.02%  recommendation  [kernel.kallsyms]  [k] current_time
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_tx_timestamp
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).uncommon
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.02%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_rdx
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.02%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_local_fn
     0.02%  recommendation  recommendation     [.] reflect.makemap
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).newEvent
     0.02%  recommendation  recommendation     [.] reflect.Value.SetMapIndex
     0.02%  recommendation  [kernel.kallsyms]  [k] __mark_inode_dirty
     0.02%  recommendation  [kernel.kallsyms]  [k] vfs_getattr_nosec
     0.02%  recommendation  [kernel.kallsyms]  [k] netif_skb_features
     0.02%  recommendation  [kernel.kallsyms]  [k] copy_page_from_iter
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.02%  recommendation  recommendation     [.] runtime.typedmemclr
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.02%  recommendation  recommendation     [.] runtime.memhash8
     0.02%  recommendation  recommendation     [.] sync.(*RWMutex).RUnlock
     0.02%  recommendation  [kernel.kallsyms]  [k] __legitimize_mnt
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_try_coalesce
     0.02%  recommendation  [kernel.kallsyms]  [k] default_wake_function
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.02%  recommendation  [kernel.kallsyms]  [k] sock_poll
     0.02%  recommendation  recommendation     [.] runtime.(*mcache).releaseAll
     0.02%  recommendation  recommendation     [.] runtime.typedslicecopy
     0.02%  recommendation  [kernel.kallsyms]  [k] __do_sys_madvise
     0.02%  recommendation  recommendation     [.] reflect.Value.FieldByName
     0.02%  recommendation  recommendation     [.] net.(*netFD).Read
     0.02%  recommendation  [kernel.kallsyms]  [k] __ip_local_out
     0.02%  recommendation  [kernel.kallsyms]  [k] conntrack_mt
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.02%  recommendation  [kernel.kallsyms]  [k] __mnt_drop_write_file
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.02%  recommendation  [kernel.kallsyms]  [k] clockevents_program_event
     0.02%  recommendation  recommendation     [.] reflect.(*structType).FieldByName
     0.02%  recommendation  [kernel.kallsyms]  [k] link_path_walk.part.0
     0.02%  recommendation  recommendation     [.] runtime.injectglist
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_event_new_data_sent
     0.02%  recommendation  [kernel.kallsyms]  [k] __skb_ext_del
     0.02%  recommendation  recommendation     [.] sort.Search
     0.02%  recommendation  [kernel.kallsyms]  [k] try_charge
     0.02%  recommendation  recommendation     [.] strings.genSplit
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.02%  recommendation  recommendation     [.] bytes.(*Reader).Read
     0.02%  recommendation  recommendation     [.] sync/atomic.runtime_procPin
     0.02%  recommendation  recommendation     [.] runtime.duffcopy
     0.02%  recommendation  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.02%  recommendation  recommendation     [.] bufio.(*Writer).Flush
     0.02%  recommendation  [kernel.kallsyms]  [k] free_unref_page_commit
     0.02%  recommendation  [kernel.kallsyms]  [k] ext4_getattr
     0.02%  recommendation  [kernel.kallsyms]  [k] __dev_forward_skb
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_event_idx_default
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*DataFrame).invalidate
     0.02%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.02%  recommendation  recommendation     [.] runtime.goready.func1
     0.02%  recommendation  recommendation     [.] runtime.(*mheap).freeSpanLocked
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.(*parser).recvMsg
     0.02%  recommendation  recommendation     [.] runtime.morestack.abi0
     0.02%  recommendation  [kernel.kallsyms]  [k] path_init
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.01%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_out
     0.01%  recommendation  recommendation     [.] runtime.scanframeworker
     0.01%  recommendation  recommendation     [.] runtime.tracebackdefers
     0.01%  recommendation  [kernel.kallsyms]  [k] pipe_read
