# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles'
# Event count (approx.): 3162050750
#
# Overhead  Command      Shared Object          Symbol                                        
# ........  ...........  .....................  ..............................................
#
     0.03%  mc-worker    [kernel.kallsyms]      [k] attach_entity_load_avg
     0.03%  mc-worker    [kernel.kallsyms]      [k] __update_load_avg_blocked_se
     0.03%  mc-worker    [kernel.kallsyms]      [k] passthru_features_check
     0.03%  mc-worker    [kernel.kallsyms]      [k] csum_partial
     0.03%  mc-worker    [kernel.kallsyms]      [k] __radix_tree_lookup
     0.03%  mc-worker    [kernel.kallsyms]      [k] __qdisc_run
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_ack
     0.03%  mc-worker    [kernel.kallsyms]      [k] mlx5_eq_comp_int
     0.03%  mc-worker    [kernel.kallsyms]      [k] __dev_forward_skb
     0.03%  mc-worker    [kernel.kallsyms]      [k] encap_bypass_if_local
     0.03%  mc-worker    [kernel.kallsyms]      [k] mod_node_page_state
     0.03%  mc-worker    [kernel.kallsyms]      [k] enqueue_to_backlog
     0.03%  mc-worker    [kernel.kallsyms]      [k] tcp_rbtree_insert
     0.03%  mc-worker    [kernel.kallsyms]      [k] mark_mt
     0.03%  mc-worker    [kernel.kallsyms]      [k] group_sched_in
     0.03%  mc-worker    [kernel.kallsyms]      [k] INET_ECN_decapsulate
     0.02%  mc-worker    memcached              [.] item_get
     0.02%  mc-worker    [kernel.kallsyms]      [k] resched_curr
     0.02%  mc-worker    [kernel.kallsyms]      [k] vxlan_get_route
     0.02%  mc-worker    [kernel.kallsyms]      [k] bio_advance
     0.02%  mc-worker    [kernel.kallsyms]      [k] skb_headers_offset_update
     0.02%  mc-worker    [kernel.kallsyms]      [k] vfs_read
     0.02%  mc-worker    [kernel.kallsyms]      [k] __usecs_to_jiffies
     0.02%  mc-worker    [kernel.kallsyms]      [k] sch_direct_xmit
     0.02%  mc-worker    [kernel.kallsyms]      [k] tasklet_action_common.isra.0
     0.02%  mc-worker    [kernel.kallsyms]      [k] rcu_note_context_switch
     0.02%  mc-worker    [kernel.kallsyms]      [k] fast_mix
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_protocol_deliver_rcu
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_options_write
     0.02%  mc-worker    [kernel.kallsyms]      [k] ip_vs_remote_request4
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_v4_rcv
     0.02%  mc-worker    memcached              [.] do_item_unlink
     0.02%  mc-worker    [kernel.kallsyms]      [k] rb_insert_color
     0.02%  mc-worker    [kernel.kallsyms]      [k] security_socket_sendmsg
     0.02%  mc-worker    [kernel.kallsyms]      [k] udp4_lib_lookup2
     0.02%  mc-worker    [kernel.kallsyms]      [k] task_ctx_sched_out
     0.02%  mc-worker    memcached              [.] complete_nread_ascii
     0.02%  mc-worker    [kernel.kallsyms]      [k] __copy_skb_header
     0.02%  mc-worker    [kernel.kallsyms]      [k] skb_push
     0.02%  mc-worker    [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.02%  mc-worker    [kernel.kallsyms]      [k] sock_zerocopy_put
     0.02%  mc-worker    [kernel.kallsyms]      [k] lock_sock_nested
     0.02%  mc-worker    [kernel.kallsyms]      [k] fpregs_assert_state_consistent
     0.02%  mc-worker    [kernel.kallsyms]      [k] swapgs_restore_regs_and_return_to_usermode
     0.02%  mc-worker    [kernel.kallsyms]      [k] tcp_rack_advance
     0.02%  mc-worker    [kernel.kallsyms]      [k] udp4_gro_receive
     0.02%  mc-worker    [kernel.kallsyms]      [k] aa_label_is_subset
     0.02%  mc-worker    [kernel.kallsyms]      [k] br_nf_pre_routing_finish
     0.02%  mc-worker    [kernel.kallsyms]      [k] _copy_to_iter
     0.02%  mc-worker    [kernel.kallsyms]      [k] gro_normal_list.part.0
     0.02%  mc-worker    [kernel.kallsyms]      [k] nf_nat_ipv4_local_fn
     0.02%  mc-worker    [kernel.kallsyms]      [k] amd_clear_divider
     0.02%  mc-worker    [kernel.kallsyms]      [k] inet_lookup_ifaddr_rcu
     0.02%  mc-lrumaint  [kernel.kallsyms]      [k] update_curr
     0.02%  mc-worker    [kernel.kallsyms]      [k] skb_clone
     0.02%  mc-worker    [kernel.kallsyms]      [k] simple_copy_to_iter
     0.01%  mc-worker    [kernel.kallsyms]      [k] record_times
     0.01%  mc-lrumaint  libc.so.6              [.] __pthread_mutex_lock
     0.01%  mc-worker    [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_established_options
     0.01%  mc-worker    [kernel.kallsyms]      [k] __fdget
     0.01%  mc-worker    [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_event_task_tick
     0.01%  mc-worker    [kernel.kallsyms]      [k] ___slab_alloc
     0.01%  mc-worker    [kernel.kallsyms]      [k] br_multicast_count
     0.01%  mc-worker    [kernel.kallsyms]      [k] nf_nat_ipv4_fn
     0.01%  mc-worker    [kernel.kallsyms]      [k] memcpy_erms
     0.01%  mc-worker    [kernel.kallsyms]      [k] inet_get_local_port_range
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_queue_rcv
     0.01%  mc-worker    [kernel.kallsyms]      [k] irq_work_tick
     0.01%  mc-worker    [kernel.kallsyms]      [k] br_forward
     0.01%  mc-worker    [kernel.kallsyms]      [k] skb_ext_add
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_core_si
     0.01%  mc-worker    libevent-2.1.so.7.0.1  [.] evutil_gettime_monotonic_@plt
     0.01%  mc-worker    [kernel.kallsyms]      [k] __intel_pmu_disable_all
     0.01%  mc-worker    [kernel.kallsyms]      [k] validate_xmit_skb_list
     0.01%  mc-worker    [kernel.kallsyms]      [k] cpumask_next_wrap
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5e_build_rx_skb
     0.01%  mc-worker    libc.so.6              [.] __ctype_b_loc
     0.01%  mc-worker    [kernel.kallsyms]      [k] smp_apic_timer_interrupt
     0.01%  mc-worker    [kernel.kallsyms]      [k] is_skb_forwardable
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_rcv_established
     0.01%  mc-worker    [kernel.kallsyms]      [k] detach_if_pending
     0.01%  mc-worker    memcached              [.] do_item_replace
     0.01%  mc-worker    [kernel.kallsyms]      [k] irq_chip_ack_parent
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_v4_fill_cb
     0.01%  mc-worker    [kernel.kallsyms]      [k] handle_irq_event_percpu
     0.01%  mc-worker    [kernel.kallsyms]      [k] dev_queue_xmit
     0.01%  mc-worker    [kernel.kallsyms]      [k] napi_schedule_prep
     0.01%  mc-worker    [kernel.kallsyms]      [k] rb_erase
     0.01%  mc-worker    [kernel.kallsyms]      [k] select_idle_sibling
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5e_handle_rx_cqe
     0.01%  mc-worker    [kernel.kallsyms]      [k] tasklet_action
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_gro_receive
     0.01%  mc-worker    [kernel.kallsyms]      [k] check_preempt_wakeup
     0.01%  mc-worker    [kernel.kallsyms]      [k] inet_send_prepare
     0.01%  mc-worker    [kernel.kallsyms]      [k] update_nohz_stats
     0.01%  mc-worker    [kernel.kallsyms]      [k] nf_checksum
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_mtu_probe
     0.01%  mc-worker    [kernel.kallsyms]      [k] __x86_indirect_thunk_r13
     0.01%  mc-worker    [kernel.kallsyms]      [k] should_failslab
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_chrono_stop
     0.01%  mc-worker    [kernel.kallsyms]      [k] check_cfs_rq_runtime
     0.01%  mc-worker    memcached              [.] assoc_delete
     0.01%  mc-worker    [kernel.kallsyms]      [k] siphash_1u32
     0.01%  mc-worker    [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.01%  mc-worker    [kernel.kallsyms]      [k] raw_local_deliver
     0.01%  mc-worker    [kernel.kallsyms]      [k] ipod_hook_fn
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] build_skb
     0.01%  mc-worker    [kernel.kallsyms]      [k] ip_forward_finish
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5_irq_int_handler
     0.01%  mc-worker    [kernel.kallsyms]      [k] migrate_task_rq_fair
     0.01%  mc-worker    [kernel.kallsyms]      [k] lock_timer_base
     0.01%  mc-worker    [kernel.kallsyms]      [k] enqueue_hrtimer
     0.01%  mc-worker    [kernel.kallsyms]      [k] __lock_text_start
     0.01%  mc-worker    [kernel.kallsyms]      [k] mlx5e_completion_event
     0.01%  mc-worker    [kernel.kallsyms]      [k] dev_gro_receive
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_ack_update_rtt.isra.0
     0.01%  mc-worker    [kernel.kallsyms]      [k] lapic_next_deadline
     0.01%  mc-worker    [kernel.kallsyms]      [k] __hrtimer_next_event_base
     0.01%  mc-worker    [kernel.kallsyms]      [k] ksize
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_disable.part.0
     0.01%  mc-worker    [kernel.kallsyms]      [k] get_nohz_timer_target
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_event_sched_in
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_delack_timer_handler
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_log_itrace_start
     0.01%  mc-worker    [kernel.kallsyms]      [k] netif_receive_skb_list_internal
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] __rseq_handle_notify_resume
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] __schedule
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] __x64_sys_clock_nanosleep
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] cpuacct_charge
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] deactivate_task
     0.01%  mc-lrumaint  libc.so.6              [.] pthread_mutex_unlock
     0.01%  mc-worker    [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.01%  mc-worker    [kernel.kallsyms]      [k] ip_vs_out
     0.01%  mc-worker    [kernel.kallsyms]      [k] vxlan_rcv
     0.01%  mc-worker    memcached              [.] do_item_alloc
     0.01%  mc-worker    [kernel.kallsyms]      [k] kfree_skbmem
     0.01%  mc-worker    [kernel.kallsyms]      [k] ip_vs_in.part.0
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_rate_check_app_limited
     0.01%  mc-worker    [kernel.kallsyms]      [k] validate_xmit_xfrm
     0.01%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_nop_void
     0.01%  mc-worker    [kernel.kallsyms]      [k] cpuacct_account_field
     0.01%  mc-worker    [kernel.kallsyms]      [k] rcu_all_qs
     0.01%  mc-worker    [kernel.kallsyms]      [k] tcp_parse_md5sig_option
     0.01%  mc-lrumaint  [kernel.kallsyms]      [k] account_entity_dequeue
     0.01%  mc-worker    libevent-2.1.so.7.0.1  [.] epoll_wait@plt
     0.01%  mc-worker    [kernel.kallsyms]      [k] prepare_exit_to_usermode
     0.01%  mc-worker    [kernel.kallsyms]      [k] ip_route_input_noref
     0.01%  mc-worker    [kernel.kallsyms]      [k] ktime_get_update_offsets_now
     0.01%  mc-worker    [kernel.kallsyms]      [k] __netif_receive_skb_list_core
     0.01%  mc-worker    [kernel.kallsyms]      [k] sk_page_frag_refill
     0.01%  mc-worker    [kernel.kallsyms]      [k] __napi_schedule
     0.00%  mc-worker    [kernel.kallsyms]      [k] br_dev_xmit
     0.00%  mc-worker    memcached              [.] do_item_link
     0.00%  mc-worker    memcached              [.] update_event
     0.00%  mc-worker    [kernel.kallsyms]      [k] tcp_chrono_start
     0.00%  mc-worker    [kernel.kallsyms]      [k] prandom_u32
     0.00%  mc-worker    memcached              [.] memchr@plt
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] copy_user_generic_unrolled
     0.00%  mc-lrumaint  memcached              [.] lru_pull_tail
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] finish_task_switch
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] psi_task_change
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] update_blocked_averages
     0.00%  mc-worker    [kernel.kallsyms]      [k] rebalance_domains
     0.00%  mc-worker    [kernel.kallsyms]      [k] sched_clock_cpu
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] do_nanosleep
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] switch_fpu_return
     0.00%  mc-worker    [kernel.kallsyms]      [k] raise_softirq
     0.00%  mc-worker    [kernel.kallsyms]      [k] __intel_pmu_enable_all.constprop.0
     0.00%  mc-worker    [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%  mc-worker    [kernel.kallsyms]      [k] perf_pmu_enable.part.0
     0.00%  mc-lrumaint  [kernel.kallsyms]      [k] native_write_msr
     0.00%  mc-worker    [kernel.kallsyms]      [k] sched_clock
     0.00%  memcached    [kernel.kallsyms]      [k] native_write_msr


#
# (Cannot load tips.txt file, please install perf!)
#
