# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 14K of event 'cycles'
# Event count (approx.): 2791314818
#
# Overhead  Command          Shared Object          Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  .....................  ............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.08%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ios_base::_M_dispose_callbacks
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] __perf_event_task_sched_out
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] br_dev_queue_push_xmit
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] resched_curr
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_network_protocol
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_send_check
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] __update_idle_core
     0.08%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::ConnectionPool::fetch
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_push
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] syscall_return_via_sysret
     0.08%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readFieldEnd_virt
     0.08%  HomeTimelineSer  libstdc++.so.6.0.21    [.] operator delete
     0.08%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::istream::sentry::sentry
     0.08%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_queue_rcv
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __tcp_v4_send_check
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __secure_computing
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rate_gen
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] net_rx_action
     0.07%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::SpanContext::swap
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_early_demux
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] bictcp_acked
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] account_entity_enqueue
     0.07%  HomeTimelineSer  libc-2.23.so           [.] __libc_realloc
     0.07%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::locale::~locale@plt
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __ksize
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] schedule
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __ip_queue_xmit
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_reply4
     0.07%  HomeTimelineSer  HomeTimelineService    [.] social_network::HomeTimelineService_ReadHomeTimeline_result::write
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] iptable_mangle_hook
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_ct_deliver_cached_events
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_recvmsg
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] __slab_free
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] activate_task
     0.07%  HomeTimelineSer  [kernel.kallsyms]      [k] schedule_timeout
     0.06%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::TraceID::fromStream
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_forced_mem_schedule
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] __sys_sendto
     0.06%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::transport::TVirtualTransport<apache::thrift::transport::TFramedTransport, apache::thrift::transport::TBufferBase>::borrow_virt
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_poll
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] __x86_indirect_thunk_r14
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_wait_data
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] br_fdb_update
     0.06%  HomeTimelineSer  HomeTimelineService    [.] redisNetRead
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] check_stack_object
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] __ip_finish_output
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] is_skb_forwardable
     0.06%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readI32_virt
     0.06%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str
     0.06%  HomeTimelineSer  HomeTimelineService    [.] social_network::Url::write
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] __calc_delta
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] lock_timer_base
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_poll_rx_cq
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] __netif_receive_skb_one_core
     0.06%  HomeTimelineSer  [kernel.kallsyms]      [k] update_curr
     0.06%  HomeTimelineSer  HomeTimelineService    [.] operator delete@plt
     0.06%  HomeTimelineSer  HomeTimelineService    [.] memmove@plt
     0.05%  HomeTimelineSer  HomeTimelineService    [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >
     0.05%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::propagation::Propagator<opentracing::v2::TextMapReader const&, opentracing::v2::TextMapWriter const&>::extract
     0.05%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TFramedTransport::readFrame
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_confirm
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ep_poll_callback
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] csum_partial
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] security_xfrm_decode_session
     0.05%  HomeTimelineSer  HomeTimelineService    [.] social_network::ClientPool<social_network::ThriftClient<social_network::PostStorageServiceClient> >::Pop
     0.05%  HomeTimelineSer  HomeTimelineService    [.] social_network::ThriftClient<social_network::PostStorageServiceClient>::Connect
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] map_id_range_down
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_ct_seq_offset
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] try_to_wake_up
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] pollwake
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_nat_xmit
     0.05%  HomeTimelineSer  HomeTimelineService    [.] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_assign<std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_assign(std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> > const&)::{lambda(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true> const*)#1}>
     0.05%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::SpanContext::print<std::ostream>
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_proto_data_get
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_current_mss
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_local_reply4
     0.05%  HomeTimelineSer  HomeTimelineService    [.] social_network::PostStorageServiceClient::send_ReadPosts
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.05%  HomeTimelineSer  HomeTimelineService    [.] sw::redis::ConnectionPool::_fetch
     0.05%  HomeTimelineSer  libpthread-2.23.so     [.] pthread_cond_signal@@GLIBC_2.3.2
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_validate_incoming
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_out
     0.05%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::_Rb_tree_insert_and_rebalance
     0.05%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::server::TConnectedClient::run
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] __perf_event_task_sched_in
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] netif_rx
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_clean_rtx_queue
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] perf_event_update_userpage
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_route_me_harder
     0.05%  HomeTimelineSer  libpthread-2.23.so     [.] __pthread_disable_asynccancel
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] __softirqentry_text_start
     0.05%  HomeTimelineSer  [kernel.kallsyms]      [k] pick_next_task_fair
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] operator delete@plt
     0.04%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::locale::id::_M_id
     0.04%  HomeTimelineSer  HomeTimelineService    [.] std::operator==<char>
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_recv_timestamp
     0.04%  HomeTimelineSer  HomeTimelineService    [.] social_network::Post::~Post
     0.04%  HomeTimelineSer  HomeTimelineService    [.] redisvAppendCommand
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_local_in
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] security_socket_sendmsg
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_update_skb_after_send
     0.04%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeListBegin_virt
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] security_sock_rcv_skb
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __accumulate_pelt_segments
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __netif_receive_skb
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] netif_skb_features
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] __internal_add_timer
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] file_free_rcu
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_put
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_rfree
     0.04%  HomeTimelineSer  libjaegertracing.so.0  [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>
     0.04%  HomeTimelineSer  HomeTimelineService    [.] sdsnewlen
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] unix_poll
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] newidle_balance
     0.04%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_update_conntrack
     0.04%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeI64_virt
     0.04%  HomeTimelineSer  HomeTimelineService    [.] sdscatlen
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ___slab_alloc
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_put
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] xfrm_lookup_with_ifid
     0.03%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeFieldStop_virt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] br_nf_forward_finish
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __skb_ext_put
     0.03%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::Tracer::analyzeReferences
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__ostream_insert<char, std::char_traits<char> >
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rearm_rto
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ostream::_M_insert<unsigned long>
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ktime_get_with_offset
     0.03%  HomeTimelineSer  HomeTimelineService    [.] createStringObject
     0.03%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TSocket::write
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] apparmor_socket_sendmsg
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_scrub_packet
     0.03%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::operator==
     0.03%  HomeTimelineSer  HomeTimelineService    [.] pthread_mutex_unlock@plt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] flexible_sched_in
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] fib_select_path
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_send_ack
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_fill_iph_skb_off
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] update_min_vruntime
     0.03%  HomeTimelineSer  HomeTimelineService    [.] std::_Sp_counted_ptr<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>*, (__gnu_cxx::_Lock_policy)2>::_M_dispose
     0.03%  HomeTimelineSer  HomeTimelineService    [.] redisGetReplyFromReader
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] get_nohz_timer_target
     0.03%  HomeTimelineSer  libc-2.23.so           [.] poll
     0.03%  HomeTimelineSer  libpthread-2.23.so     [.] pthread_mutex_trylock
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_check_space
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] setup_pre_routing
     0.03%  HomeTimelineSer  HomeTimelineService    [.] sdsMakeRoomFor
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] iptable_filter_hook
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_cleanup_rbuf
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::has_facet<std::ctype<char> >
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] __udp4_lib_rcv
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rate_skb_delivered
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] do_csum
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] import_single_range
     0.03%  HomeTimelineSer  HomeTimelineService    [.] opentracing::v2::Tracer::StartSpan
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::locale::operator=
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] clear_buddies
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::istream::putback
     0.03%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::ios_base::_M_init
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] smp_apic_timer_interrupt
     0.03%  HomeTimelineSer  [kernel.kallsyms]      [k] minmax_subwin_update
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __inet_dev_addr_type.isra.0
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_stringbuf<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t> >::pbackfail
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] native_sched_clock
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __kfree_skb
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip4_datagram_release_cb
     0.02%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::transport::TTransport::flush
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] detach_entity_cfs_rq
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] rb_next
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] sk_reset_timer
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_hashkey_param
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_in_get_proto
     0.02%  HomeTimelineSer  libc-2.23.so           [.] cuserid
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::SpanContext::~SpanContext@plt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::TDispatchProcessor::process
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] mlx5e_poll_tx_cq
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.02%  HomeTimelineSer  HomeTimelineService    [.] redisBufferRead
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::swap
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] __cxxabiv1::__si_class_type_info::__do_dyncast
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __usecs_to_jiffies
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] select_idle_sibling.part.0
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] page_fault
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __x86_indirect_thunk_rbx
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_getpeer
     0.02%  HomeTimelineSer  HomeTimelineService    [.] jaegertracing::SpanContext::SpanContext
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ksize
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] sock_zerocopy_put
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __check_object_size
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] update_sd_lb_stats
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] remove_wait_queue
     0.02%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::readListBegin_virt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] apic_timer_interrupt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] __redisAppendCommand
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::use_facet<std::ctype<char> >
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ipv4_conntrack_in
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] __cxxabiv1::__vmi_class_type_info::__do_dyncast
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] operator new@plt
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::chrono::_V2::system_clock::now
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] free@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_rack_update_reo_wnd
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] fput
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_fill_cb
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::basic_ios<char, std::char_traits<char> >::clear
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_page_frag_refill
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] memcpy@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __wake_up_common
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] update_rq_clock
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __pollwait
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_vs_conn_in_get
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] br_validate_ipv4.isra.0
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ip_local_deliver_finish
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] skb_headers_offset_update
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] reweight_entity
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >::~basic_ostringstream
     0.02%  HomeTimelineSer  HomeTimelineService    [.] redisReaderFeed
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] record_times
     0.02%  HomeTimelineSer  HomeTimelineService    [.] opentracing::v2::Span::Finish
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_state_transition
     0.02%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeMapBegin_virt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] rb_erase
     0.02%  HomeTimelineSer  HomeTimelineService    [.] apache::thrift::protocol::TVirtualProtocol<apache::thrift::protocol::TBinaryProtocolT<apache::thrift::transport::TTransport, apache::thrift::protocol::TNetworkBigEndian>, apache::thrift::protocol::TProtocolDefaults>::writeListEnd_virt
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] std::vector<jaegertracing::Tag, std::allocator<jaegertracing::Tag> >::reserve
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] rcu_cblist_dequeue
     0.02%  HomeTimelineSer  HomeTimelineService    [.] operator new@plt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos
     0.02%  HomeTimelineSer  HomeTimelineService    [.] createArrayObject
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] attach_entity_load_avg
     0.02%  HomeTimelineSer  libjaegertracing.so.0  [.] jaegertracing::SpanContext::SpanContext
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] calc_wheel_index
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] inet_ehashfn
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __skb_clone
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] __ip_vs_get_out_rt
     0.02%  HomeTimelineSer  HomeTimelineService    [.] social_network::PostStorageServiceClient::ReadPosts
     0.02%  HomeTimelineSer  libthrift.so.0.12.0    [.] send@plt
     0.02%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::readAll<apache::thrift::transport::TSocket>
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_v4_do_rcv
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] nf_nat_ipv4_out
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] xfrm_lookup
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] ima_file_free
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] intel_pstate_update_util
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] malloc@plt
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] copy_user_generic_unrolled
     0.02%  HomeTimelineSer  libthrift.so.0.12.0    [.] apache::thrift::transport::TFramedTransport::flush
     0.02%  HomeTimelineSer  libc-2.23.so           [.] __ctype_b_loc
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] place_entity
     0.02%  HomeTimelineSer  libstdc++.so.6.0.21    [.] std::__cxx11::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >::~basic_istringstream
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] tcp_dnat_handler
     0.02%  HomeTimelineSer  [kernel.kallsyms]      [k] add_wait_queue
