# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 37K of event 'cycles'
# Event count (approx.): 84489284583
#
# Overhead  Command  Shared Object      Symbol                                                                                             
# ........  .......  .................  ...................................................................................................
#
     0.05%  profile  profile            [.] runtime.netpollblock
     0.05%  profile  [kernel.kallsyms]  [k] cpumask_next_wrap
     0.05%  profile  [kernel.kallsyms]  [k] is_skb_forwardable
     0.05%  profile  [kernel.kallsyms]  [k] ipv4_dst_check
     0.05%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).unmarshalType
     0.05%  profile  profile            [.] syscall.fstatat
     0.05%  profile  [kernel.kallsyms]  [k] apparmor_file_permission
     0.05%  profile  [kernel.kallsyms]  [k] rb_insert_color
     0.05%  profile  profile            [.] time.now.abi0
     0.05%  profile  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.05%  profile  [kernel.kallsyms]  [k] tcp_v4_early_demux
     0.05%  profile  profile            [.] unicode/utf8.DecodeRuneInString
     0.05%  profile  [kernel.kallsyms]  [k] __ksize
     0.05%  profile  profile            [.] runtime.funcspdelta
     0.05%  profile  [kernel.kallsyms]  [k] ovl_same_sb
     0.05%  profile  profile            [.] github.com/rs/zerolog.glob..func5
     0.05%  profile  [kernel.kallsyms]  [k] ktime_get_with_offset
     0.05%  profile  profile            [.] runtime.mPark
     0.05%  profile  profile            [.] runtime.save
     0.05%  profile  profile            [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.05%  profile  profile            [.] fmt.Sprintf
     0.05%  profile  [kernel.kallsyms]  [k] migrate_task_rq_fair
     0.05%  profile  profile            [.] bytes.(*Buffer).WriteTo
     0.05%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_string
     0.05%  profile  profile            [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract.func1
     0.05%  profile  [kernel.kallsyms]  [k] __ip_queue_xmit
     0.05%  profile  [kernel.kallsyms]  [k] br_nf_hook_thresh
     0.05%  profile  [kernel.kallsyms]  [k] rw_verify_area
     0.05%  profile  profile            [.] reflect.Value.Convert
     0.05%  profile  [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.05%  profile  [kernel.kallsyms]  [k] nf_nat_ipv4_out
     0.05%  profile  profile            [.] reflect.(*rtype).NumMethod
     0.05%  profile  [kernel.kallsyms]  [k] iptable_filter_hook
     0.05%  profile  profile            [.] context.parentCancelCtx
     0.05%  profile  [kernel.kallsyms]  [k] cpus_share_cache
     0.05%  profile  [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.04%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).WriteHeader
     0.04%  profile  [kernel.kallsyms]  [k] put_prev_entity
     0.04%  profile  profile            [.] runtime.memequal8
     0.04%  profile  profile            [.] runtime.memhash64
     0.04%  profile  profile            [.] runtime.funcfile
     0.04%  profile  [kernel.kallsyms]  [k] ksys_read
     0.04%  profile  [kernel.kallsyms]  [k] common_perm
     0.04%  profile  [kernel.kallsyms]  [k] __x64_sys_epoll_pwait
     0.04%  profile  [kernel.kallsyms]  [k] dev_hard_start_xmit
     0.04%  profile  profile            [.] golang.org/x/net/http2/hpack.(*headerFieldTable).search
     0.04%  profile  [kernel.kallsyms]  [k] br_allowed_ingress
     0.04%  profile  profile            [.] runtime.convT2I
     0.04%  profile  profile            [.] syscall.Getcwd
     0.04%  profile  [kernel.kallsyms]  [k] __cgroup_bpf_run_filter_skb
     0.04%  profile  profile            [.] internal/poll.(*pollDesc).wait
     0.04%  profile  [kernel.kallsyms]  [k] mutex_unlock
     0.04%  profile  [kernel.kallsyms]  [k] skb_pull
     0.04%  profile  profile            [.] context.(*valueCtx).Value
     0.04%  profile  [kernel.kallsyms]  [k] revert_creds
     0.04%  profile  [kernel.kallsyms]  [k] __slab_free
     0.04%  profile  profile            [.] github.com/golang/protobuf/proto.getbase
     0.04%  profile  profile            [.] runtime.notewakeup
     0.04%  profile  profile            [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.04%  profile  [kernel.kallsyms]  [k] security_inode_getattr
     0.04%  profile  profile            [.] runtime.isSystemGoroutine
     0.04%  profile  profile            [.] syscall.write
     0.04%  profile  profile            [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.04%  profile  profile            [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.04%  profile  profile            [.] runtime.(*mheap).freeSpanLocked
     0.04%  profile  [kernel.kallsyms]  [k] generic_permission
     0.04%  profile  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.04%  profile  profile            [.] time.getnum
     0.04%  profile  [kernel.kallsyms]  [k] tcp_stream_memory_free
     0.04%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).closeStream
     0.04%  profile  profile            [.] reflect.convertOp
     0.04%  profile  profile            [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.04%  profile  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.04%  profile  profile            [.] reflect.(*rtype).uncommon
     0.04%  profile  profile            [.] reflect.Value.SetString
     0.04%  profile  profile            [.] fmt.(*fmt).truncateString
     0.04%  profile  [kernel.kallsyms]  [k] legitimize_path.isra.0
     0.04%  profile  [kernel.kallsyms]  [k] generic_fillattr
     0.04%  profile  [kernel.kallsyms]  [k] check_preempt_curr
     0.04%  profile  [kernel.kallsyms]  [k] mark_wake_futex
     0.04%  profile  [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.04%  profile  profile            [.] time.Time.Format
     0.04%  profile  profile            [.] context.propagateCancel
     0.04%  profile  profile            [.] runtime.(*mcache).nextFree
     0.04%  profile  profile            [.] runtime.timeSleepUntil
     0.04%  profile  profile            [.] runtime.(*mspan).nextFreeIndex
     0.04%  profile  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.04%  profile  [kernel.kallsyms]  [k] put_prev_task_fair
     0.04%  profile  profile            [.] time.atoi
     0.04%  profile  profile            [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.04%  profile  profile            [.] google.golang.org/grpc/transport.(*Stream).Read
     0.04%  profile  [kernel.kallsyms]  [k] tcp_schedule_loss_probe
     0.04%  profile  [kernel.kallsyms]  [k] raw_local_deliver
     0.04%  profile  profile            [.] reflect.unsafe_New
     0.04%  profile  profile            [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.04%  profile  [kernel.kallsyms]  [k] _raw_read_unlock_irqrestore
     0.04%  profile  [kernel.kallsyms]  [k] ipv4_confirm
     0.04%  profile  profile            [.] time.now
     0.04%  profile  profile            [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.04%  profile  [kernel.kallsyms]  [k] tcp_recv_timestamp
     0.04%  profile  profile            [.] sort.Sort
     0.04%  profile  profile            [.] net.(*netFD).Read
     0.04%  profile  profile            [.] runtime.execute
     0.04%  profile  profile            [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.04%  profile  [kernel.kallsyms]  [k] cp_new_stat
     0.04%  profile  profile            [.] runtime.checkIdleGCNoP
     0.04%  profile  profile            [.] google.golang.org/grpc.(*Server).handleStream
     0.04%  profile  profile            [.] fmt.(*pp).free
     0.04%  profile  profile            [.] runtime.semacquire1
     0.04%  profile  [kernel.kallsyms]  [k] __tcp_select_window
     0.04%  profile  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.04%  profile  profile            [.] fmt.indexRune
     0.04%  profile  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.04%  profile  profile            [.] runtime.entersyscall.abi0
     0.04%  profile  profile            [.] bytes.(*Buffer).WriteByte
     0.04%  profile  profile            [.] net.(*conn).Read
     0.04%  profile  profile            [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.04%  profile  [kernel.kallsyms]  [k] ovl_path_real
     0.04%  profile  [kernel.kallsyms]  [k] __kfree_skb
     0.04%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.04%  profile  profile            [.] runtime.resetspinning
     0.04%  profile  profile            [.] runtime.interequal
     0.04%  profile  [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.04%  profile  [kernel.kallsyms]  [k] override_creds
     0.04%  profile  [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.04%  profile  [kernel.kallsyms]  [k] __wake_up_common_lock
     0.04%  profile  profile            [.] os.fillFileStatFromSys
     0.04%  profile  profile            [.] encoding/json.(*Decoder).tokenPrepareForDecode
     0.03%  profile  [kernel.kallsyms]  [k] do_softirq_own_stack
     0.03%  profile  profile            [.] runtime.morestack.abi0
     0.03%  profile  profile            [.] math/rand.(*rngSource).Int63
     0.03%  profile  [kernel.kallsyms]  [k] sock_def_readable
     0.03%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.03%  profile  [kernel.kallsyms]  [k] sched_clock
     0.03%  profile  [kernel.kallsyms]  [k] rb_erase
     0.03%  profile  [kernel.kallsyms]  [k] getname_flags
     0.03%  profile  [kernel.kallsyms]  [k] tcp_queue_rcv
     0.03%  profile  profile            [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.03%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.03%  profile  [kernel.kallsyms]  [k] legitimize_links
     0.03%  profile  [kernel.kallsyms]  [k] tcp_event_data_recv
     0.03%  profile  [kernel.kallsyms]  [k] ipv4_mtu
     0.03%  profile  [kernel.kallsyms]  [k] hrtimer_active
     0.03%  profile  profile            [.] fmt.(*readRune).UnreadRune
     0.03%  profile  [kernel.kallsyms]  [k] strncpy_from_user
     0.03%  profile  profile            [.] reflect.resolveTypeOff
     0.03%  profile  [kernel.kallsyms]  [k] copy_page_from_iter
     0.03%  profile  [kernel.kallsyms]  [k] ip_local_deliver
     0.03%  profile  profile            [.] runtime.selectnbsend
     0.03%  profile  profile            [.] reflect.Value.Field
     0.03%  profile  profile            [.] runtime.funcname
     0.03%  profile  profile            [.] runtime.park_m
     0.03%  profile  [kernel.kallsyms]  [k] br_forward
     0.03%  profile  [kernel.kallsyms]  [k] __skb_clone
     0.03%  profile  profile            [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.03%  profile  [kernel.kallsyms]  [k] kfree
     0.03%  profile  profile            [.] fmt.(*ss).SkipSpace
     0.03%  profile  profile            [.] reflect.(*rtype).PkgPath
     0.03%  profile  [kernel.kallsyms]  [k] kmalloc_slab
     0.03%  profile  profile            [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.03%  profile  profile            [.] runtime.morestack_noctxt.abi0
     0.03%  profile  [kernel.kallsyms]  [k] skb_ext_add
     0.03%  profile  profile            [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.03%  profile  profile            [.] reflect.makeString
     0.03%  profile  [kernel.kallsyms]  [k] tcp_options_write
     0.03%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti
     0.03%  profile  profile            [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.03%  profile  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.03%  profile  [kernel.kallsyms]  [k] bictcp_acked
     0.03%  profile  [kernel.kallsyms]  [k] inode_permission
     0.03%  profile  [kernel.kallsyms]  [k] br_handle_vlan
     0.03%  profile  [kernel.kallsyms]  [k] ip_finish_output
     0.03%  profile  [kernel.kallsyms]  [k] sock_sendmsg
     0.03%  profile  profile            [.] github.com/golang/protobuf/proto.Clone
     0.03%  profile  profile            [.] context.removeChild
     0.03%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.03%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Span).SetTag
     0.03%  profile  profile            [.] runtime.runqsteal
     0.03%  profile  [kernel.kallsyms]  [k] release_sock
     0.03%  profile  profile            [.] bufio.(*Reader).fill
     0.03%  profile  profile            [.] encoding/json.stateInStringEsc
     0.03%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.03%  profile  profile            [.] strconv.atof32
     0.03%  profile  profile            [.] context.(*valueCtx).Done
     0.03%  profile  profile            [.] os.statNolog
     0.03%  profile  [kernel.kallsyms]  [k] conntrack_mt_v3
     0.03%  profile  [kernel.kallsyms]  [k] ext4_getattr
     0.03%  profile  profile            [.] runtime.acquirep
     0.03%  profile  [kernel.kallsyms]  [k] br_dev_queue_push_xmit
     0.03%  profile  profile            [.] time.(*Location).get
     0.03%  profile  [kernel.kallsyms]  [k] tcp_cleanup_rbuf
     0.03%  profile  profile            [.] golang.org/x/net/http2/hpack.readVarInt
     0.03%  profile  [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.03%  profile  [kernel.kallsyms]  [k] path_lookupat.isra.0
     0.03%  profile  profile            [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.03%  profile  profile            [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.03%  profile  profile            [.] reflect.Zero
     0.03%  profile  profile            [.] github.com/rs/zerolog.(*Event).caller
     0.03%  profile  [kernel.kallsyms]  [k] skb_try_coalesce
     0.03%  profile  [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.03%  profile  profile            [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.03%  profile  profile            [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.03%  profile  [kernel.kallsyms]  [k] netif_skb_features
     0.03%  profile  [kernel.kallsyms]  [k] lock_sock_nested
     0.03%  profile  profile            [.] fmt.(*ss).consume
     0.03%  profile  profile            [.] runtime.makemap_small
     0.03%  profile  profile            [.] strings.genSplit
     0.03%  profile  [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.03%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.03%  profile  [kernel.kallsyms]  [k] do_epoll_wait
     0.03%  profile  [kernel.kallsyms]  [k] ovl_path_type
     0.03%  profile  [kernel.kallsyms]  [k] br_forward_finish
     0.03%  profile  profile            [.] runtime.mapassign_fast32
     0.03%  profile  profile            [.] github.com/uber/jaeger-client-go.ContextFromString
     0.03%  profile  profile            [.] runtime.ready
     0.03%  profile  profile            [.] runtime.newproc
     0.03%  profile  [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.03%  profile  [kernel.kallsyms]  [k] tcp_check_space
     0.03%  profile  profile            [.] github.com/opentracing/opentracing-go.startSpanFromContextWithTracer
     0.03%  profile  [kernel.kallsyms]  [k] from_kuid_munged
     0.03%  profile  [kernel.kallsyms]  [k] tcp_rearm_rto
     0.03%  profile  profile            [.] encoding/json.(*Decoder).Decode
     0.03%  profile  profile            [.] runtime.typedslicecopy
     0.03%  profile  [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.03%  profile  profile            [.] internal/poll.runtime_pollSetDeadline
     0.03%  profile  [kernel.kallsyms]  [k] br_nf_pre_routing_finish
     0.03%  profile  [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.03%  profile  profile            [.] encoding/json.stateEndTop
     0.03%  profile  profile            [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.03%  profile  [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.03%  profile  profile            [.] runtime.(*mheap).alloc
     0.03%  profile  profile            [.] runtime.newproc1
     0.03%  profile  profile            [.] github.com/golang/protobuf/proto.mergeAny
     0.03%  profile  profile            [.] reflect.Value.SetFloat
     0.03%  profile  profile            [.] encoding/json.stateBeginStringOrEmpty
     0.03%  profile  profile            [.] runtime.nilinterhash
     0.03%  profile  profile            [.] runtime.strhash
     0.03%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).getStream
     0.03%  profile  [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.03%  profile  profile            [.] reflect.mapassign
     0.03%  profile  profile            [.] runtime.(*mcentral).uncacheSpan
     0.03%  profile  profile            [.] github.com/harlow/go-micro-services/services/profile/proto._Profile_GetProfiles_Handler
     0.03%  profile  profile            [.] runtime.concatstring3
     0.03%  profile  [kernel.kallsyms]  [k] sock_write_iter
     0.03%  profile  [kernel.kallsyms]  [k] __alloc_skb
     0.03%  profile  [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.03%  profile  profile            [.] fmt.(*buffer).writeRune
     0.03%  profile  profile            [.] internal/poll.(*FD).readUnlock
     0.03%  profile  [kernel.kallsyms]  [k] __vfs_read
     0.03%  profile  profile            [.] github.com/opentracing/opentracing-go.(*SpanReference).Apply
     0.03%  profile  profile            [.] reflect.(*rtype).exportedMethods
     0.03%  profile  [kernel.kallsyms]  [k] map_id_up
     0.03%  profile  [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.03%  profile  profile            [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.03%  profile  profile            [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.03%  profile  [kernel.kallsyms]  [k] set_user_sigmask
     0.03%  profile  [kernel.kallsyms]  [k] tcp_poll
     0.03%  profile  profile            [.] runtime.chanrecv
     0.03%  profile  [kernel.kallsyms]  [k] netif_rx_internal
     0.03%  profile  [kernel.kallsyms]  [k] __x64_sys_read
     0.02%  profile  [kernel.kallsyms]  [k] __skb_ext_del
     0.02%  profile  [kernel.kallsyms]  [k] security_file_permission
     0.02%  profile  profile            [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.02%  profile  profile            [.] encoding/json.cachedTypeFields
     0.02%  profile  profile            [.] reflect.Value.Pointer
     0.02%  profile  [kernel.kallsyms]  [k] ip_rcv
     0.02%  profile  [kernel.kallsyms]  [k] _copy_from_user
     0.02%  profile  profile            [.] time.tzsetOffset
     0.02%  profile  profile            [.] runtime.releaseSudog
     0.02%  profile  profile            [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.02%  profile  [kernel.kallsyms]  [k] nf_checksum
     0.02%  profile  [kernel.kallsyms]  [k] link_path_walk.part.0
     0.02%  profile  profile            [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.02%  profile  [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.02%  profile  profile            [.] google.golang.org/grpc/transport.(*http2Server).itemHandler-fm
     0.02%  profile  profile            [.] runtime.funcline1
     0.02%  profile  profile            [.] google.golang.org/grpc.(*Server).traceInfo
     0.02%  profile  profile            [.] internal/reflectlite.(*rtype).Comparable
     0.02%  profile  profile            [.] fmt.newPrinter
     0.02%  profile  profile            [.] runtime.mapaccess1_fast32
     0.02%  profile  [kernel.kallsyms]  [k] tcp_wfree
     0.02%  profile  profile            [.] golang.org/x/net/http2.(*Framer).endWrite
     0.02%  profile  [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.02%  profile  [kernel.kallsyms]  [k] inet6_recvmsg
     0.02%  profile  [kernel.kallsyms]  [k] filename_lookup
     0.02%  profile  profile            [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.02%  profile  profile            [.] runtime.(*consistentHeapStats).release
     0.02%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.02%  profile  profile            [.] context.(*cancelCtx).Value
     0.02%  profile  profile            [.] runtime.(*mheap).setSpans
     0.02%  profile  [kernel.kallsyms]  [k] br_nf_forward_finish
     0.02%  profile  [kernel.kallsyms]  [k] nbp_switchdev_allowed_egress
     0.02%  profile  [kernel.kallsyms]  [k] pick_next_entity
     0.02%  profile  [kernel.kallsyms]  [k] do_softirq.part.0
     0.02%  profile  profile            [.] sync/atomic.StoreUintptr
     0.02%  profile  [kernel.kallsyms]  [k] tcp_release_cb
     0.02%  profile  [kernel.kallsyms]  [k] detach_if_pending
     0.02%  profile  [kernel.kallsyms]  [k] tcp_update_skb_after_send
     0.02%  profile  [kernel.kallsyms]  [k] perf_event_update_time
     0.02%  profile  [kernel.kallsyms]  [k] __usecs_to_jiffies
     0.02%  profile  profile            [.] net.(*TCPConn).Read
     0.02%  profile  [kernel.kallsyms]  [k] ep_item_poll.isra.0
     0.02%  profile  [kernel.kallsyms]  [k] ksoftirqd_running
     0.02%  profile  profile            [.] reflect.Value.Bytes
     0.02%  profile  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.02%  profile  profile            [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.02%  profile  [kernel.kallsyms]  [k] __intel_pmu_disable_all
     0.02%  profile  profile            [.] runtime.resolveNameOff
     0.02%  profile  [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.02%  profile  profile            [.] golang.org/x/net/http2.readFrameHeader
     0.02%  profile  [kernel.kallsyms]  [k] security_socket_recvmsg
     0.02%  profile  [kernel.kallsyms]  [k] tcp_v4_inbound_md5_hash
     0.02%  profile  profile            [.] runtime.exitsyscall.abi0
     0.02%  profile  [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.02%  profile  profile            [.] runtime.goexit.abi0
     0.02%  profile  profile            [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.02%  profile  profile            [.] github.com/rs/zerolog.ConsoleWriter.Write.func1
     0.02%  profile  profile            [.] reflect.New
     0.02%  profile  profile            [.] internal/poll.runtime_pollWait
     0.02%  profile  profile            [.] golang.org/x/net/http2.FrameHeader.Header
     0.02%  profile  [kernel.kallsyms]  [k] skb_release_head_state
     0.02%  profile  profile            [.] runtime.ifaceeq
     0.02%  profile  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.02%  profile  [kernel.kallsyms]  [k] __br_forward
     0.02%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.02%  profile  [kernel.kallsyms]  [k] dput
     0.02%  profile  profile            [.] runtime.efaceeq
     0.02%  profile  profile            [.] reflect.(*structType).FieldByName
     0.02%  profile  [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.02%  profile  profile            [.] fmt.(*ss).getBase
     0.02%  profile  [kernel.kallsyms]  [k] tick_program_event
     0.02%  profile  profile            [.] runtime.checkdead
     0.02%  profile  profile            [.] google.golang.org/grpc/encoding/proto.marshal
     0.02%  profile  profile            [.] internal/bytealg.IndexByteString.abi0
     0.02%  profile  [kernel.kallsyms]  [k] ep_poll
     0.02%  profile  [kernel.kallsyms]  [k] ip_local_out
     0.02%  profile  [kernel.kallsyms]  [k] ip_send_check
     0.02%  profile  [kernel.kallsyms]  [k] select_estimate_accuracy
     0.02%  profile  profile            [.] strconv.special
     0.02%  profile  [kernel.kallsyms]  [k] __netif_receive_skb
     0.02%  profile  profile            [.] runtime.rawstringtmp
     0.02%  profile  profile            [.] github.com/bradfitz/gomemcache/memcache.scanGetResponseLine
     0.02%  profile  [kernel.kallsyms]  [k] kill_fasync
     0.02%  profile  [kernel.kallsyms]  [k] set_next_task_idle
     0.02%  profile  profile            [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.02%  profile  profile            [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.02%  profile  profile            [.] gosave_systemstack_switch
     0.02%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.02%  profile  profile            [.] github.com/rs/zerolog.(*Event).Str
     0.02%  profile  profile            [.] os.Getenv
     0.02%  profile  profile            [.] syscall.Syscall6.abi0
     0.02%  profile  profile            [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.02%  profile  profile            [.] golang.org/x/net/http2.(*Framer).checkFrameOrder
     0.02%  profile  profile            [.] github.com/uber/jaeger-lib/metrics.(*nullCounter).Inc
     0.02%  profile  [kernel.kallsyms]  [k] tcp_push
     0.02%  profile  profile            [.] runtime.heapBits.forward
     0.02%  profile  profile            [.] context.(*cancelCtx).cancel
     0.02%  profile  [kernel.kallsyms]  [k] mntput
     0.02%  profile  profile            [.] encoding/json.Unmarshal
     0.02%  profile  [kernel.kallsyms]  [k] vfs_read
     0.02%  profile  [kernel.kallsyms]  [k] __kfree_skb_flush
     0.02%  profile  profile            [.] runtime.saveAncestors
     0.02%  profile  profile            [.] net.(*conn).Write
     0.02%  profile  [kernel.kallsyms]  [k] iov_iter_init
     0.02%  profile  [kernel.kallsyms]  [k] select_idle_sibling
     0.02%  profile  profile            [.] golang.org/x/net/http2.parseHeadersFrame
     0.02%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.02%  profile  [kernel.kallsyms]  [k] ktime_get_coarse_real_ts64
     0.02%  profile  profile            [.] runtime.exitsyscallfast_reacquired
     0.02%  profile  profile            [.] runtime.mapaccess2_fast32
     0.02%  profile  profile            [.] github.com/rs/zerolog.consoleDefaultFormatLevel.func1
     0.02%  profile  profile            [.] fmt.(*readRune).readByte
     0.02%  profile  profile            [.] github.com/harlow/go-micro-services/services/profile/proto._Profile_GetProfiles_Handler.func1
     0.02%  profile  profile            [.] github.com/golang/protobuf/proto.mergeStruct
     0.02%  profile  [kernel.kallsyms]  [k] __do_sys_newfstatat
     0.02%  profile  profile            [.] syscall.Getenv.dwrap.2
     0.02%  profile  profile            [.] google.golang.org/grpc.(*parser).recvMsg
     0.02%  profile  profile            [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnFinish
     0.02%  profile  [kernel.kallsyms]  [k] memcpy_erms
     0.02%  profile  profile            [.] github.com/uber/jaeger-client-go.(*compositeSpanObserver).OnSetTag
     0.02%  profile  [kernel.kallsyms]  [k] unlazy_walk
     0.02%  profile  profile            [.] github.com/golang/protobuf/proto.isProto3Zero
     0.02%  profile  [kernel.kallsyms]  [k] cpumask_next
     0.02%  profile  profile            [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_thing
     0.02%  profile  [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.02%  profile  profile            [.] github.com/rs/zerolog.callerHook.Run
     0.02%  profile  [kernel.kallsyms]  [k] ovl_override_creds
     0.02%  profile  [kernel.kallsyms]  [k] skb_csum_hwoffload_help
     0.02%  profile  profile            [.] golang.org/x/net/http2.(*Framer).WritePing
     0.02%  profile  [kernel.kallsyms]  [k] lockref_put_return
     0.02%  profile  profile            [.] runtime.bulkBarrierPreWrite
     0.02%  profile  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.02%  profile  profile            [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.02%  profile  [kernel.kallsyms]  [k] tcp_established_options
     0.02%  profile  [kernel.kallsyms]  [k] tcp_newly_delivered
     0.02%  profile  profile            [.] runtime.rawstring
     0.02%  profile  [kernel.kallsyms]  [k] skb_entail
     0.02%  profile  [kernel.kallsyms]  [k] _copy_to_user
     0.02%  profile  [kernel.kallsyms]  [k] cyc2ns_read_begin
     0.02%  profile  [kernel.kallsyms]  [k] ip_rcv_finish
     0.02%  profile  profile            [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.02%  profile  profile            [.] runtime.heapBits.initSpan
     0.02%  profile  profile            [.] reflect.(*rtype).String
     0.02%  profile  profile            [.] runtime.gogo.abi0
     0.02%  profile  profile            [.] fmt.(*ss).scanUint
     0.02%  profile  [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.02%  profile  profile            [.] runtime.makeslicecopy
     0.02%  profile  profile            [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.02%  profile  profile            [.] encoding/json.state1
     0.02%  profile  [kernel.kallsyms]  [k] tcp_mstamp_refresh
     0.02%  profile  profile            [.] reflect.typedmemclr
     0.02%  profile  [kernel.kallsyms]  [k] user_path_at_empty
     0.02%  profile  profile            [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.02%  profile  [kernel.kallsyms]  [k] set_next_entity
     0.02%  profile  profile            [.] internal/poll.(*FD).Read.dwrap.10
     0.02%  profile  [kernel.kallsyms]  [k] plist_add
