# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'cycles'
# Event count (approx.): 29345699138
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.06%  recommendation  recommendation     [.] time.now.abi0
     0.06%  recommendation  recommendation     [.] runtime.goexit0
     0.06%  recommendation  [kernel.kallsyms]  [k] fsnotify
     0.05%  recommendation  [kernel.kallsyms]  [k] rb_insert_color
     0.05%  recommendation  recommendation     [.] encoding/json.(*scanner).pushParseState
     0.05%  recommendation  recommendation     [.] encoding/json.(*Decoder).refill
     0.05%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Timestamp
     0.05%  recommendation  recommendation     [.] runtime.interequal
     0.05%  recommendation  [kernel.kallsyms]  [k] sock_poll
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.05%  recommendation  recommendation     [.] runtime.stopm
     0.05%  recommendation  recommendation     [.] runtime.mPark
     0.05%  recommendation  recommendation     [.] sync.(*Pool).Get
     0.05%  recommendation  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.05%  recommendation  [kernel.kallsyms]  [k] attach_entity_load_avg
     0.05%  recommendation  recommendation     [.] net.(*TCPConn).Read
     0.05%  recommendation  [kernel.kallsyms]  [k] nbp_switchdev_frame_mark
     0.05%  recommendation  [kernel.kallsyms]  [k] nf_ct_deliver_cached_events
     0.05%  recommendation  [kernel.kallsyms]  [k] __ip_queue_xmit
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_rearm_rto
     0.05%  recommendation  recommendation     [.] github.com/rs/zerolog.ConsoleWriter.writeFields
     0.05%  recommendation  recommendation     [.] runtime.selunlock
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteStatus
     0.05%  recommendation  [kernel.kallsyms]  [k] ep_poll
     0.05%  recommendation  recommendation     [.] reflect.(*rtype).ptrTo
     0.05%  recommendation  [kernel.kallsyms]  [k] get_l4proto
     0.05%  recommendation  [kernel.kallsyms]  [k] sched_clock_cpu
     0.05%  recommendation  [kernel.kallsyms]  [k] ksys_read
     0.05%  recommendation  recommendation     [.] math.frexp
     0.05%  recommendation  [kernel.kallsyms]  [k] __enqueue_entity
     0.05%  recommendation  recommendation     [.] net.(*netFD).Read
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_current_mss
     0.05%  recommendation  recommendation     [.] runtime.epollwait.abi0
     0.05%  recommendation  recommendation     [.] internal/reflectlite.(*rtype).Comparable
     0.05%  recommendation  recommendation     [.] runtime.runqput
     0.05%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_defrag
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.05%  recommendation  [kernel.kallsyms]  [k] sock_rfree
     0.05%  recommendation  [kernel.kallsyms]  [k] rw_verify_area
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).sendResponse
     0.05%  recommendation  recommendation     [.] runtime.execute
     0.05%  recommendation  recommendation     [.] runtime.goready
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.05%  recommendation  recommendation     [.] encoding/json.(*scanner).popParseState
     0.05%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.mergeStruct
     0.05%  recommendation  recommendation     [.] sync.(*Mutex).Unlock
     0.05%  recommendation  [kernel.kallsyms]  [k] memcg_kmem_put_cache
     0.05%  recommendation  recommendation     [.] time.skip
     0.05%  recommendation  [kernel.kallsyms]  [k] vfs_read
     0.05%  recommendation  recommendation     [.] runtime.systemstack.abi0
     0.05%  recommendation  recommendation     [.] runtime.findnull
     0.05%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go/utils.(*lockedSource).Int63
     0.05%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.05%  recommendation  [kernel.kallsyms]  [k] rmqueue
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.readFrameHeader
     0.05%  recommendation  [kernel.kallsyms]  [k] mutex_lock
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.05%  recommendation  [kernel.kallsyms]  [k] flexible_sched_in
     0.05%  recommendation  [kernel.kallsyms]  [k] __wake_up_sync_key
     0.05%  recommendation  [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.05%  recommendation  [kernel.kallsyms]  [k] getname_flags
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.05%  recommendation  recommendation     [.] reflect.(*structType).FieldByName
     0.05%  recommendation  recommendation     [.] runtime.netpollblockcommit
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.05%  recommendation  [kernel.kallsyms]  [k] br_handle_vlan
     0.05%  recommendation  recommendation     [.] runtime.releasep
     0.05%  recommendation  recommendation     [.] reflect.(*rtype).Kind
     0.05%  recommendation  [kernel.kallsyms]  [k] skb_ext_add
     0.05%  recommendation  recommendation     [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lat
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).Read
     0.05%  recommendation  recommendation     [.] runtime.funcfile
     0.05%  recommendation  [kernel.kallsyms]  [k] error_entry
     0.05%  recommendation  [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.05%  recommendation  [kernel.kallsyms]  [k] pick_next_task_idle
     0.04%  recommendation  [kernel.kallsyms]  [k] __kfree_skb_flush
     0.04%  recommendation  [kernel.kallsyms]  [k] sk_free
     0.04%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.04%  recommendation  [kernel.kallsyms]  [k] remove_entity_load_avg
     0.04%  recommendation  [kernel.kallsyms]  [k] sock_put
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_rcv_space_adjust
     0.04%  recommendation  recommendation     [.] reflect.cvtBytesString
     0.04%  recommendation  [kernel.kallsyms]  [k] strncpy_from_user
     0.04%  recommendation  [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.04%  recommendation  [kernel.kallsyms]  [k] nf_checksum
     0.04%  recommendation  [kernel.kallsyms]  [k] put_prev_entity
     0.04%  recommendation  [kernel.kallsyms]  [k] __x64_sys_epoll_pwait
     0.04%  recommendation  recommendation     [.] sort.Search
     0.04%  recommendation  recommendation     [.] runtime.gfput
     0.04%  recommendation  recommendation     [.] runtime.memclrHasPointers
     0.04%  recommendation  [kernel.kallsyms]  [k] _copy_to_iter
     0.04%  recommendation  recommendation     [.] bufio.(*Writer).Write
     0.04%  recommendation  [kernel.kallsyms]  [k] __ip_local_out
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).handleStream
     0.04%  recommendation  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.04%  recommendation  [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.04%  recommendation  [kernel.kallsyms]  [k] put_prev_task_fair
     0.04%  recommendation  recommendation     [.] encoding/json.(*decodeState).literalStore
     0.04%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto.(*Request).Reset
     0.04%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).startSpanInternal
     0.04%  recommendation  [kernel.kallsyms]  [k] fput
     0.04%  recommendation  [kernel.kallsyms]  [k] __ip_finish_output
     0.04%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler
     0.04%  recommendation  recommendation     [.] runtime.gopark
     0.04%  recommendation  [kernel.kallsyms]  [k] is_skb_forwardable
     0.04%  recommendation  [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.04%  recommendation  [kernel.kallsyms]  [k] activate_task
     0.04%  recommendation  recommendation     [.] syscall.fstatat
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.04%  recommendation  [kernel.kallsyms]  [k] up_read
     0.04%  recommendation  recommendation     [.] bufio.(*Writer).Flush
     0.04%  recommendation  recommendation     [.] runtime.checkIdleGCNoP
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_data_ready
     0.04%  recommendation  [kernel.kallsyms]  [k] ep_scan_ready_list.constprop.0
     0.04%  recommendation  recommendation     [.] internal/testlog.Getenv
     0.04%  recommendation  [kernel.kallsyms]  [k] set_next_entity
     0.04%  recommendation  [kernel.kallsyms]  [k] ip_finish_output
     0.04%  recommendation  [kernel.kallsyms]  [k] __legitimize_mnt
     0.04%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb_one_core
     0.04%  recommendation  [kernel.kallsyms]  [k] prepend_path.isra.0
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseHeaderFieldRepr
     0.04%  recommendation  [kernel.kallsyms]  [k] sched_clock
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow
     0.04%  recommendation  recommendation     [.] runtime.memequal
     0.04%  recommendation  [kernel.kallsyms]  [k] iptable_filter_hook
     0.04%  recommendation  [kernel.kallsyms]  [k] _raw_read_unlock_irqrestore
     0.04%  recommendation  recommendation     [.] reflect.(*rtype).Elem
     0.04%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanWhile
     0.04%  recommendation  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.04%  recommendation  recommendation     [.] runtime.assertI2I2
     0.04%  recommendation  recommendation     [.] runtime.updateTimerPMask
     0.04%  recommendation  recommendation     [.] runtime.exitsyscall.abi0
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_release_cb
     0.04%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_local_fn
     0.04%  recommendation  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.04%  recommendation  recommendation     [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.04%  recommendation  recommendation     [.] reflect.Value.Set
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteHeader
     0.04%  recommendation  [kernel.kallsyms]  [k] __slab_free
     0.04%  recommendation  [kernel.kallsyms]  [k] drain_stock.isra.0
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.04%  recommendation  [kernel.kallsyms]  [k] inode_permission
     0.04%  recommendation  recommendation     [.] runtime.mapdelete
     0.04%  recommendation  recommendation     [.] reflect.MakeMapWithSize
     0.04%  recommendation  [kernel.kallsyms]  [k] hash_futex
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.FrameHeader.Header
     0.04%  recommendation  [kernel.kallsyms]  [k] ovl_permission
     0.04%  recommendation  [kernel.kallsyms]  [k] get_timespec64
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.04%  recommendation  [kernel.kallsyms]  [k] __next_zones_zonelist
     0.04%  recommendation  recommendation     [.] runtime.netpollready
     0.04%  recommendation  [kernel.kallsyms]  [k] nf_bridge_update_protocol
     0.03%  recommendation  [kernel.kallsyms]  [k] rcu_note_context_switch
     0.03%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.03%  recommendation  recommendation     [.] runtime.convI2I
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).Write.func1
     0.03%  recommendation  [kernel.kallsyms]  [k] br_forward
     0.03%  recommendation  [kernel.kallsyms]  [k] get_futex_value_locked
     0.03%  recommendation  recommendation     [.] reflect.name.name
     0.03%  recommendation  [kernel.kallsyms]  [k] wake_q_add_safe
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_ack_update_rtt.isra.0
     0.03%  recommendation  recommendation     [.] fmt.(*fmt).pad
     0.03%  recommendation  [kernel.kallsyms]  [k] _cond_resched
     0.03%  recommendation  [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_ip_checksum
     0.03%  recommendation  [kernel.kallsyms]  [k] __tcp_ack_snd_check
     0.03%  recommendation  recommendation     [.] net.(*conn).Write
     0.03%  recommendation  recommendation     [.] runtime.convTslice
     0.03%  recommendation  [kernel.kallsyms]  [k] lock_hrtimer_base
     0.03%  recommendation  recommendation     [.] strings.Index
     0.03%  recommendation  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.03%  recommendation  [kernel.kallsyms]  [k] br_fdb_update
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc.(*parser).recvMsg
     0.03%  recommendation  [kernel.kallsyms]  [k] kill_fasync
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.parseDataFrame
     0.03%  recommendation  [kernel.kallsyms]  [k] select_estimate_accuracy
     0.03%  recommendation  recommendation     [.] reflect.makemap
     0.03%  recommendation  recommendation     [.] net.(*TCPConn).Write
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_v4_fill_cb
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_tx_timestamp
     0.03%  recommendation  recommendation     [.] time.tzsetName
     0.03%  recommendation  [kernel.kallsyms]  [k] br_allowed_ingress
     0.03%  recommendation  [kernel.kallsyms]  [k] kfree
     0.03%  recommendation  [kernel.kallsyms]  [k] apparmor_file_permission
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).write
     0.03%  recommendation  [kernel.kallsyms]  [k] select_idle_sibling
     0.03%  recommendation  [kernel.kallsyms]  [k] aa_sk_perm
     0.03%  recommendation  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.03%  recommendation  recommendation     [.] strings.Count
     0.03%  recommendation  recommendation     [.] net.(*netFD).Write
     0.03%  recommendation  [kernel.kallsyms]  [k] common_perm_cond
     0.03%  recommendation  [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.03%  recommendation  [kernel.kallsyms]  [k] dput
     0.03%  recommendation  recommendation     [.] time.tzsetNum
     0.03%  recommendation  [kernel.kallsyms]  [k] ktime_get_coarse_real_ts64
     0.03%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler.func1
     0.03%  recommendation  [kernel.kallsyms]  [k] get_page_from_freelist
     0.03%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.mergeAny
     0.03%  recommendation  recommendation     [.] reflect.(*rtype).NumMethod
     0.03%  recommendation  recommendation     [.] fmt.(*pp).free
     0.03%  recommendation  [kernel.kallsyms]  [k] dev_hard_start_xmit
     0.03%  recommendation  [kernel.kallsyms]  [k] kmalloc_slab
     0.03%  recommendation  [kernel.kallsyms]  [k] __x64_sys_write
     0.03%  recommendation  [kernel.kallsyms]  [k] __x64_sys_read
     0.03%  recommendation  [kernel.kallsyms]  [k] hrtimer_active
     0.03%  recommendation  [kernel.kallsyms]  [k] copyout
     0.03%  recommendation  [kernel.kallsyms]  [k] unlazy_walk
     0.03%  recommendation  recommendation     [.] runtime.resolveTypeOff
     0.03%  recommendation  [kernel.kallsyms]  [k] sock_read_iter
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.03%  recommendation  [kernel.kallsyms]  [k] __mod_node_page_state
     0.03%  recommendation  recommendation     [.] type..hash.golang.org/x/net/http2/hpack.pairNameValue
     0.03%  recommendation  recommendation     [.] reflect.directlyAssignable
     0.03%  recommendation  recommendation     [.] runtime.selectnbsend
     0.03%  recommendation  [kernel.kallsyms]  [k] setup_pre_routing
     0.03%  recommendation  recommendation     [.] runtime.duffzero
     0.03%  recommendation  [kernel.kallsyms]  [k] clockevents_program_event
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.03%  recommendation  [kernel.kallsyms]  [k] security_file_permission
     0.03%  recommendation  recommendation     [.] runtime.copystack
     0.03%  recommendation  recommendation     [.] runtime.ready
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).endWrite
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_schedule_loss_probe
     0.03%  recommendation  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.03%  recommendation  [kernel.kallsyms]  [k] __wake_up_common_lock
     0.03%  recommendation  recommendation     [.] runtime.acquirep
     0.03%  recommendation  [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.03%  recommendation  [kernel.kallsyms]  [k] hrtimer_nanosleep
     0.03%  recommendation  [kernel.kallsyms]  [k] new_sync_read
     0.03%  recommendation  [kernel.kallsyms]  [k] check_preempt_curr
     0.03%  recommendation  recommendation     [.] runtime.(*mcache).nextFree
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_event_new_data_sent
     0.03%  recommendation  [kernel.kallsyms]  [k] sk_filter_trim_cap
     0.03%  recommendation  recommendation     [.] time.atoi
     0.03%  recommendation  [kernel.kallsyms]  [k] __kmalloc_reserve.isra.0
     0.03%  recommendation  [kernel.kallsyms]  [k] netdev_core_pick_tx
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish
     0.03%  recommendation  recommendation     [.] sync/atomic.StorePointer
     0.03%  recommendation  recommendation     [.] runtime.closechan
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).newSpan
     0.03%  recommendation  recommendation     [.] internal/poll.(*FD).writeUnlock
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_check_space
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_push
     0.03%  recommendation  recommendation     [.] fmt.Sprintf
     0.03%  recommendation  [kernel.kallsyms]  [k] __vfs_write
     0.03%  recommendation  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.03%  recommendation  [kernel.kallsyms]  [k] __tcp_select_window
     0.03%  recommendation  [kernel.kallsyms]  [k] __skb_datagram_iter
     0.03%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.03%  recommendation  recommendation     [.] time.Time.Format
     0.03%  recommendation  [kernel.kallsyms]  [k] __kmalloc_node
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.03%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.03%  recommendation  recommendation     [.] encoding/json.(*decodeState).value
     0.03%  recommendation  recommendation     [.] context.parentCancelCtx
     0.03%  recommendation  recommendation     [.] time.now
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.03%  recommendation  recommendation     [.] runtime.nilinterequal
     0.02%  recommendation  recommendation     [.] runtime.entersyscall
     0.02%  recommendation  recommendation     [.] reflect.makeString
     0.02%  recommendation  [kernel.kallsyms]  [k] amd_clear_divider
     0.02%  recommendation  recommendation     [.] runtime.(*mcentral).cacheSpan
     0.02%  recommendation  [kernel.kallsyms]  [k] kthread_blkcg
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).PkgPath
     0.02%  recommendation  [kernel.kallsyms]  [k] sock_recvmsg
     0.02%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_local
     0.02%  recommendation  [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).traceInfo
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_push
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_rate_check_app_limited
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.02%  recommendation  recommendation     [.] runtime.strhash
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.newFramer.func1
     0.02%  recommendation  [kernel.kallsyms]  [k] mlx5e_napi_poll
     0.02%  recommendation  recommendation     [.] runtime.sysHugePage
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_options_write
     0.02%  recommendation  recommendation     [.] reflect.Value.NumField
     0.02%  recommendation  [kernel.kallsyms]  [k] irq_work_tick
     0.02%  recommendation  recommendation     [.] runtime.resetspinning
     0.02%  recommendation  recommendation     [.] runtime.memequal8
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_rbtree_insert
     0.02%  recommendation  recommendation     [.] internal/bytealg.CountString.abi0
     0.02%  recommendation  recommendation     [.] reflect.Value.Field
     0.02%  recommendation  recommendation     [.] runtime.newproc1
     0.02%  recommendation  recommendation     [.] encoding/json.(*decodeState).unmarshal
     0.02%  recommendation  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.newEvent
     0.02%  recommendation  recommendation     [.] runtime.(*mheap).setSpans
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).Unmarshal
     0.02%  recommendation  [kernel.kallsyms]  [k] set_normalized_timespec64
     0.02%  recommendation  [kernel.kallsyms]  [k] vmacache_find
     0.02%  recommendation  [kernel.kallsyms]  [k] set_next_buddy
     0.02%  recommendation  [kernel.kallsyms]  [k] lock_timer_base
     0.02%  recommendation  [kernel.kallsyms]  [k] timerqueue_del
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.02%  recommendation  recommendation     [.] encoding/json.(*Decoder).Decode
     0.02%  recommendation  [kernel.kallsyms]  [k] plist_add
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.02%  recommendation  [kernel.kallsyms]  [k] page_counter_cancel
     0.02%  recommendation  recommendation     [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.02%  recommendation  [kernel.kallsyms]  [k] __x64_sys_getcwd
     0.02%  recommendation  recommendation     [.] sync.runtime_procPin
     0.02%  recommendation  recommendation     [.] reflect.Value.Type
     0.02%  recommendation  [kernel.kallsyms]  [k] ktime_get_with_offset
     0.02%  recommendation  recommendation     [.] runtime.notetsleep
     0.02%  recommendation  recommendation     [.] runtime.assertE2I
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_send_mss
     0.02%  recommendation  recommendation     [.] runtime.ifaceeq
     0.02%  recommendation  recommendation     [.] runtime.newproc
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.buildTag
     0.02%  recommendation  [kernel.kallsyms]  [k] __usecs_to_jiffies
     0.02%  recommendation  recommendation     [.] runtime.resolveNameOff
     0.02%  recommendation  recommendation     [.] runtime.chanrecv
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.02%  recommendation  recommendation     [.] os.fillFileStatFromSys
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.callerHook.Run
     0.02%  recommendation  recommendation     [.] runtime.goexit.abi0
     0.02%  recommendation  recommendation     [.] internal/poll.(*pollDesc).wait
     0.02%  recommendation  [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.02%  recommendation  recommendation     [.] time.Time.locabs
     0.02%  recommendation  [kernel.kallsyms]  [k] security_socket_sendmsg
     0.02%  recommendation  [kernel.kallsyms]  [k] __sk_dst_check
     0.02%  recommendation  recommendation     [.] sync.(*WaitGroup).Add
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.02%  recommendation  recommendation     [.] internal/poll.(*FD).Write.dwrap.13
     0.02%  recommendation  [kernel.kallsyms]  [k] ksys_write
     0.02%  recommendation  [kernel.kallsyms]  [k] ip_local_deliver
     0.02%  recommendation  recommendation     [.] os.Getwd
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_init_sleeper
     0.02%  recommendation  [kernel.kallsyms]  [k] lru_cache_add_active_or_unevictable
     0.02%  recommendation  recommendation     [.] runtime.funcline1
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.02%  recommendation  recommendation     [.] runtime.typedslicecopy
     0.02%  recommendation  recommendation     [.] sync.(*RWMutex).RUnlock
     0.02%  recommendation  [kernel.kallsyms]  [k] set_user_sigmask
     0.02%  recommendation  [kernel.kallsyms]  [k] ktime_get_ts64
     0.02%  recommendation  [kernel.kallsyms]  [k] page_add_new_anon_rmap
     0.02%  recommendation  recommendation     [.] os.(*File).Write
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_v4_send_check
     0.02%  recommendation  [kernel.kallsyms]  [k] common_perm
     0.02%  recommendation  recommendation     [.] internal/poll.(*FD).Read.dwrap.10
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.02%  recommendation  [kernel.kallsyms]  [k] copyin
     0.02%  recommendation  [kernel.kallsyms]  [k] set_next_task_idle
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).Name
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.colorize
     0.02%  recommendation  recommendation     [.] reflect.Value.Bytes
     0.02%  recommendation  [kernel.kallsyms]  [k] handle_mm_fault
     0.02%  recommendation  recommendation     [.] time.(*Location).lookup
     0.02%  recommendation  recommendation     [.] reflect.name.tag
     0.02%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_pre_routing
     0.02%  recommendation  [kernel.kallsyms]  [k] inet_send_prepare
     0.02%  recommendation  recommendation     [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.02%  recommendation  recommendation     [.] runtime.(*Frames).Next
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.Clone
     0.02%  recommendation  [kernel.kallsyms]  [k] policy_node
     0.02%  recommendation  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.02%  recommendation  recommendation     [.] runtime.funcname
     0.02%  recommendation  recommendation     [.] reflect.convertOp
     0.02%  recommendation  recommendation     [.] context.propagateCancel
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.02%  recommendation  [kernel.kallsyms]  [k] prepend
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.02%  recommendation  [kernel.kallsyms]  [k] ktime_add_safe
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_event_sched_in
     0.02%  recommendation  [kernel.kallsyms]  [k] lock_sock_nested
     0.02%  recommendation  recommendation     [.] sort.quickSort
     0.02%  recommendation  [kernel.kallsyms]  [k] pick_next_entity
     0.02%  recommendation  recommendation     [.] runtime.exitsyscallfast_reacquired
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int64
     0.02%  recommendation  [kernel.kallsyms]  [k] __get_vma_policy
     0.02%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_fn
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Span).FinishWithOptions
     0.02%  recommendation  [kernel.kallsyms]  [k] x2apic_send_IPI
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteWindowUpdate
     0.02%  recommendation  recommendation     [.] syscall.Getenv
     0.02%  recommendation  recommendation     [.] runtime.wakep
     0.02%  recommendation  recommendation     [.] internal/poll.(*FD).readUnlock
     0.02%  recommendation  [kernel.kallsyms]  [k] bictcp_acked
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).newEvent
