# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 57K of event 'cycles'
# Event count (approx.): 130772258060
#
# Overhead  Command  Shared Object       Symbol                                                                                             
# ........  .......  ..................  ...................................................................................................
#
     0.04%  profile  profile             [.] time.now.abi0
     0.04%  profile  profile             [.] fmt.(*ss).getRune
     0.04%  profile  profile             [.] runtime.findnull
     0.04%  profile  [kernel.kallsyms]   [k] resched_curr
     0.04%  profile  profile             [.] sync.runtime_procPin
     0.04%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.04%  profile  [kernel.kallsyms]   [k] getname_flags
     0.04%  profile  profile             [.] sync.(*Mutex).Unlock
     0.04%  profile  [kernel.kallsyms]   [k] ovl_path_type
     0.04%  profile  profile             [.] bytes.(*Buffer).WriteString
     0.04%  profile  profile             [.] fmt.(*pp).free
     0.03%  profile  profile             [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.03%  profile  [kernel.kallsyms]   [k] _raw_spin_lock_irq
     0.03%  profile  profile             [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract.func1
     0.03%  profile  [kernel.kallsyms]   [k] __sigqueue_alloc
     0.03%  profile  profile             [.] reflect.(*rtype).Name
     0.03%  profile  profile             [.] strconv.readFloat
     0.03%  profile  profile             [.] sync.(*WaitGroup).Add
     0.03%  profile  [kernel.kallsyms]   [k] override_creds
     0.03%  profile  [kernel.kallsyms]   [k] eth_type_trans
     0.03%  profile  [kernel.kallsyms]   [k] _copy_from_user
     0.03%  profile  [kernel.kallsyms]   [k] __softirqentry_text_start
     0.03%  profile  [kernel.kallsyms]   [k] intel_pstate_update_util
     0.03%  profile  profile             [.] strings.genSplit
     0.03%  profile  profile             [.] os.fillFileStatFromSys
     0.03%  profile  profile             [.] runtime.semacquire1
     0.03%  profile  profile             [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.03%  profile  profile             [.] time.tzsetNum
     0.03%  profile  profile             [.] reflect.Value.Field
     0.03%  profile  profile             [.] bufio.(*Writer).Flush
     0.03%  profile  profile             [.] runtime.(*gcWork).balance
     0.03%  profile  profile             [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.03%  profile  [kernel.kallsyms]   [k] __tcp_select_window
     0.03%  profile  [kernel.kallsyms]   [k] x2apic_send_IPI
     0.03%  profile  [kernel.kallsyms]   [k] common_perm_cond
     0.03%  profile  [kernel.kallsyms]   [k] migrate_task_rq_fair
     0.03%  profile  profile             [.] runtime.wakep
     0.03%  profile  profile             [.] runtime.(*mspan).nextFreeIndex
     0.03%  profile  profile             [.] runtime.wirep
     0.03%  profile  profile             [.] runtime.efaceeq
     0.03%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).Write
     0.03%  profile  [kernel.kallsyms]   [k] mutex_unlock
     0.03%  profile  [kernel.kallsyms]   [k] deactivate_task
     0.03%  profile  [kernel.kallsyms]   [k] ovl_permission
     0.03%  profile  [kernel.kallsyms]   [k] _raw_spin_lock_bh
     0.03%  profile  profile             [.] time.Time.Format
     0.03%  profile  profile             [.] runtime.(*gcWork).dispose
     0.03%  profile  profile             [.] bytes.(*Buffer).WriteTo
     0.03%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*ServerList).PickServer
     0.03%  profile  [kernel.kallsyms]   [k] rb_erase
     0.03%  profile  [kernel.kallsyms]   [k] link_path_walk.part.0
     0.03%  profile  profile             [.] runtime.convTslice
     0.03%  profile  profile             [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.03%  profile  profile             [.] google.golang.org/grpc/transport.loopyWriter
     0.03%  profile  [kernel.kallsyms]   [k] restore_sigcontext
     0.03%  profile  profile             [.] fmt.(*fmt).fmtS
     0.03%  profile  [kernel.kallsyms]   [k] process_backlog
     0.03%  profile  [kernel.kallsyms]   [k] vfs_write
     0.03%  profile  profile             [.] runtime.semrelease1
     0.03%  profile  profile             [.] fmt.(*fmt).pad
     0.03%  profile  profile             [.] fmt.(*ss).SkipSpace
     0.03%  profile  [kernel.kallsyms]   [k] clear_page_erms
     0.03%  profile  [kernel.kallsyms]   [k] lapic_next_deadline
     0.03%  profile  [kernel.kallsyms]   [k] ip_protocol_deliver_rcu
     0.03%  profile  [kernel.kallsyms]   [k] get_sigframe.isra.0.constprop.0
     0.03%  profile  profile             [.] reflect.(*rtype).exportedMethods
     0.03%  profile  profile             [.] runtime.typedmemclr
     0.03%  profile  [kernel.kallsyms]   [k] br_nf_forward_ip
     0.03%  profile  profile             [.] runtime.sigtrampgo
     0.03%  profile  profile             [.] fmt.(*pp).fmtString
     0.03%  profile  [kernel.kallsyms]   [k] aa_sk_perm
     0.03%  profile  profile             [.] sync.(*Map).Load
     0.03%  profile  [kernel.kallsyms]   [k] __sb_start_write
     0.03%  profile  profile             [.] github.com/rs/zerolog.(*Logger).should
     0.03%  profile  profile             [.] runtime.chanrecv
     0.03%  profile  profile             [.] github.com/rs/zerolog.(*Event).caller
     0.03%  profile  [kernel.kallsyms]   [k] ovl_same_sb
     0.03%  profile  profile             [.] runtime.mapaccess1_fast32
     0.03%  profile  profile             [.] fmt.newPrinter
     0.03%  profile  [kernel.kallsyms]   [k] conntrack_mt_v3
     0.03%  profile  profile             [.] runtime.ifaceeq
     0.03%  profile  profile             [.] time.tzsetName
     0.03%  profile  profile             [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.metadataReaderWriter.ForeachKey
     0.03%  profile  profile             [.] github.com/harlow/go-micro-services/services/profile/proto._Profile_GetProfiles_Handler
     0.03%  profile  [kernel.kallsyms]   [k] br_nf_hook_thresh
     0.03%  profile  profile             [.] runtime.(*stackScanState).addObject
     0.03%  profile  profile             [.] runtime.globrunqget
     0.03%  profile  profile             [.] runtime.runqput
     0.03%  profile  profile             [.] github.com/rs/zerolog.(*Event).Msgf
     0.03%  profile  [kernel.kallsyms]   [k] ip_output
     0.03%  profile  [kernel.kallsyms]   [k] br_nf_pre_routing_finish
     0.03%  profile  [kernel.kallsyms]   [k] sock_write_iter
     0.03%  profile  [kernel.kallsyms]   [k] get_futex_key
     0.03%  profile  profile             [.] internal/testlog.Getenv
     0.03%  profile  [kernel.kallsyms]   [k] fsnotify
     0.03%  profile  [kernel.kallsyms]   [k] walk_component
     0.03%  profile  profile             [.] context.WithValue
     0.03%  profile  profile             [.] golang.org/x/net/http2.(*Framer).endWrite
     0.03%  profile  profile             [.] time.tzsetOffset
     0.03%  profile  [kernel.kallsyms]   [k] vfs_statx
     0.03%  profile  [kernel.kallsyms]   [k] tcp_ack_update_rtt.isra.0
     0.03%  profile  [kernel.kallsyms]   [k] _raw_write_lock_irq
     0.03%  profile  profile             [.] runtime.funcline1
     0.03%  profile  profile             [.] context.(*valueCtx).Done
     0.03%  profile  profile             [.] github.com/rs/zerolog.callerHook.Run
     0.03%  profile  [kernel.kallsyms]   [k] mntput
     0.03%  profile  profile             [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.03%  profile  profile             [.] runtime.mapdelete_fast32
     0.03%  profile  [kernel.kallsyms]   [k] hrtimer_start_range_ns
     0.03%  profile  profile             [.] runtime.bulkBarrierPreWriteSrcOnly
     0.03%  profile  profile             [.] net.(*conn).Read
     0.03%  profile  [kernel.kallsyms]   [k] mark_wake_futex
     0.03%  profile  profile             [.] os.Getenv
     0.03%  profile  profile             [.] golang.org/x/net/http2.(*Framer).checkFrameOrder
     0.03%  profile  profile             [.] golang.org/x/net/http2.readFrameHeader
     0.03%  profile  [kernel.kallsyms]   [k] sk_stream_alloc_skb
     0.03%  profile  [kernel.kallsyms]   [k] conntrack_mt
     0.03%  profile  [kernel.kallsyms]   [k] new_sync_write
     0.03%  profile  [kernel.kallsyms]   [k] nf_nat_inet_fn
     0.03%  profile  [kernel.kallsyms]   [k] sched_clock_cpu
     0.03%  profile  profile             [.] strconv.FormatInt
     0.03%  profile  profile             [.] syscall.fstatat
     0.03%  profile  profile             [.] github.com/golang/protobuf/proto.Clone
     0.03%  profile  profile             [.] github.com/rs/zerolog.(*Event).Timestamp
     0.03%  profile  [kernel.kallsyms]   [k] event_sched_in.isra.0
     0.03%  profile  profile             [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.03%  profile  profile             [.] reflect.implements
     0.03%  profile  profile             [.] runtime.strhash
     0.03%  profile  profile             [.] reflect.(*rtype).uncommon
     0.03%  profile  profile             [.] reflect.Value.Bytes
     0.03%  profile  profile             [.] runtime.netpollblock
     0.03%  profile  profile             [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.03%  profile  profile             [.] runtime.forEachP
     0.03%  profile  [kernel.kallsyms]   [k] get_signal
     0.03%  profile  profile             [.] github.com/rs/zerolog.colorize
     0.03%  profile  [kernel.kallsyms]   [k] tcp_cleanup_rbuf
     0.03%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.03%  profile  profile             [.] fmt.indexRune
     0.03%  profile  [kernel.kallsyms]   [k] __enqueue_entity
     0.03%  profile  profile             [.] runtime.selunlock
     0.03%  profile  profile             [.] runtime.assertE2I2
     0.03%  profile  profile             [.] github.com/rs/zerolog.newEvent
     0.03%  profile  [kernel.kallsyms]   [k] net_rx_action
     0.03%  profile  [kernel.kallsyms]   [k] __hrtimer_init
     0.03%  profile  profile             [.] time.skip
     0.03%  profile  [kernel.kallsyms]   [k] dev_hard_start_xmit
     0.03%  profile  profile             [.] runtime.funcfile
     0.03%  profile  [kernel.kallsyms]   [k] ovl_override_creds
     0.03%  profile  profile             [.] internal/poll.(*pollDesc).wait
     0.03%  profile  profile             [.] bytes.(*Reader).Read
     0.03%  profile  profile             [.] runtime.runqsteal
     0.03%  profile  profile             [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.02%  profile  [kernel.kallsyms]   [k] _cond_resched
     0.02%  profile  [kernel.kallsyms]   [k] __wake_up_common_lock
     0.02%  profile  profile             [.] syscall.write
     0.02%  profile  profile             [.] runtime.mPark
     0.02%  profile  profile             [.] context.propagateCancel
     0.02%  profile  profile             [.] runtime.epollwait.abi0
     0.02%  profile  [kernel.kallsyms]   [k] nf_ct_deliver_cached_events
     0.02%  profile  profile             [.] runtime.scanstack.func1
     0.02%  profile  profile             [.] internal/poll.(*FD).writeUnlock
     0.02%  profile  profile             [.] github.com/golang/protobuf/proto.mergeStruct
     0.02%  profile  [kernel.kallsyms]   [k] ksys_write
     0.02%  profile  [kernel.kallsyms]   [k] memcmp
     0.02%  profile  profile             [.] runtime.makemap
     0.02%  profile  [kernel.kallsyms]   [k] check_preempt_curr
     0.02%  profile  [kernel.kallsyms]   [k] generic_permission
     0.02%  profile  [kernel.kallsyms]   [k] __ksize
     0.02%  profile  profile             [.] syscall.read
     0.02%  profile  profile             [.] runtime.save
     0.02%  profile  profile             [.] runtime.makeslicecopy
     0.02%  profile  [kernel.kallsyms]   [k] check_preempt_wakeup
     0.02%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).handleData
     0.02%  profile  [kernel.kallsyms]   [k] tcp_event_new_data_sent
     0.02%  profile  profile             [.] reflect.(*rtype).String
     0.02%  profile  profile             [.] reflect.(*rtype).PkgPath
     0.02%  profile  profile             [.] encoding/json.(*scanner).popParseState
     0.02%  profile  profile             [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.02%  profile  profile             [.] encoding/json.(*Decoder).refill
     0.02%  profile  profile             [.] google.golang.org/grpc.(*Server).sendResponse
     0.02%  profile  [kernel.kallsyms]   [k] __ip_queue_xmit
     0.02%  profile  profile             [.] runtime.tracebackdefers
     0.02%  profile  profile             [.] runtime.(*stackScanState).getPtr
     0.02%  profile  profile             [.] sync.(*RWMutex).RUnlock
     0.02%  profile  [kernel.kallsyms]   [k] ep_send_events_proc
     0.02%  profile  [kernel.kallsyms]   [k] nf_bridge_update_protocol
     0.02%  profile  profile             [.] net.(*TCPConn).Read
     0.02%  profile  [kernel.kallsyms]   [k] nf_nat_ipv4_local_in
     0.02%  profile  profile             [.] reflect.cvtBytesString
     0.02%  profile  profile             [.] os.Getwd
     0.02%  profile  [kernel.kallsyms]   [k] fput_many
     0.02%  profile  profile             [.] fmt.(*ss).notEOF
     0.02%  profile  [kernel.kallsyms]   [k] complete_signal
     0.02%  profile  [kernel.kallsyms]   [k] do_nanosleep
     0.02%  profile  [kernel.kallsyms]   [k] br_validate_ipv4.isra.0
     0.02%  profile  [kernel.kallsyms]   [k] __x64_sys_rt_sigreturn
     0.02%  profile  profile             [.] runtime.callers
     0.02%  profile  [kernel.kallsyms]   [k] call_function_interrupt
     0.02%  profile  [kernel.kallsyms]   [k] __bitmap_and
     0.02%  profile  [kernel.kallsyms]   [k] tcp_push
     0.02%  profile  profile             [.] os.statNolog
     0.02%  profile  profile             [.] runtime.releaseSudog
     0.02%  profile  profile             [.] syscall.Getcwd
     0.02%  profile  [kernel.kallsyms]   [k] perf_pmu_disable.part.0
     0.02%  profile  [kernel.kallsyms]   [k] get_nohz_timer_target
     0.02%  profile  profile             [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.02%  profile  [kernel.kallsyms]   [k] __x64_sys_epoll_pwait
     0.02%  profile  [kernel.kallsyms]   [k] complete_walk
     0.02%  profile  profile             [.] runtime.(*mSpanList).remove
     0.02%  profile  [kernel.kallsyms]   [k] aa_file_perm
     0.02%  profile  [kernel.kallsyms]   [k] nf_nat_ipv4_fn
     0.02%  profile  profile             [.] bufio.(*Writer).Write
     0.02%  profile  profile             [.] runtime.(*pageAlloc).find
     0.02%  profile  profile             [.] fmt.(*stringReader).Read
     0.02%  profile  [kernel.kallsyms]   [k] netif_rx_internal
     0.02%  profile  profile             [.] runtime.makemap_small
     0.02%  profile  profile             [.] context.(*cancelCtx).cancel
     0.02%  profile  [kernel.kallsyms]   [k] ovl_path_real
     0.02%  profile  [kernel.kallsyms]   [k] terminate_walk
     0.02%  profile  profile             [.] runtime.castogscanstatus
     0.02%  profile  profile             [.] runtime.newproc1
     0.02%  profile  profile             [.] net.(*netFD).Write
     0.02%  profile  [kernel.kallsyms]   [k] skb_ext_add
     0.02%  profile  profile             [.] runtime.ready
     0.02%  profile  profile             [.] reflect.resolveNameOff
     0.02%  profile  profile             [.] runtime.notetsleep_internal
     0.02%  profile  [kernel.kallsyms]   [k] iptable_filter_hook
     0.02%  profile  [kernel.kallsyms]   [k] ip_local_deliver
     0.02%  profile  profile             [.] net.(*netFD).Read
     0.02%  profile  [kernel.kallsyms]   [k] br_forward
     0.02%  profile  [kernel.kallsyms]   [k] scheduler_ipi
     0.02%  profile  [kernel.kallsyms]   [k] __sigqueue_free.part.0
     0.02%  profile  [kernel.kallsyms]   [k] __send_signal
     0.02%  profile  profile             [.] github.com/golang/protobuf/proto.mergeAny
     0.02%  profile  [kernel.kallsyms]   [k] skb_csum_hwoffload_help
     0.02%  profile  profile             [.] google.golang.org/grpc/transport.(*inFlow).maybeAdjust
     0.02%  profile  profile             [.] reflect.mapassign
     0.02%  profile  [kernel.kallsyms]   [k] get_futex_value_locked
     0.02%  profile  profile             [.] runtime.preemptall
     0.02%  profile  profile             [.] runtime.park_m
     0.02%  profile  [kernel.kallsyms]   [k] ep_item_poll.isra.0
     0.02%  profile  [kernel.kallsyms]   [k] rcu_all_qs
     0.02%  profile  profile             [.] reflect.Value.Pointer
     0.02%  profile  [kernel.kallsyms]   [k] __cgroup_account_cputime
     0.02%  profile  profile             [.] context.(*valueCtx).Value
     0.02%  profile  [kernel.kallsyms]   [k] security_inode_getattr
     0.02%  profile  profile             [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.02%  profile  profile             [.] runtime.memhash64
     0.02%  profile  [kernel.kallsyms]   [k] sk_filter_trim_cap
     0.02%  profile  [kernel.kallsyms]   [k] nf_nat_packet
     0.02%  profile  profile             [.] runtime.heapBits.initSpan
     0.02%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.02%  profile  profile             [.] reflect.Zero
     0.02%  profile  [kernel.kallsyms]   [k] apparmor_socket_recvmsg
     0.02%  profile  profile             [.] runtime.wbBufFlush
     0.02%  profile  [kernel.kallsyms]   [k] __x64_sys_tgkill
     0.02%  profile  [kernel.kallsyms]   [k] setup_pre_routing
     0.02%  profile  profile             [.] context.(*cancelCtx).Done.dwrap.1
     0.02%  profile  [kernel.kallsyms]   [k] sock_recvmsg
     0.02%  profile  [kernel.kallsyms]   [k] zap_pte_range.isra.0
     0.02%  profile  [kernel.kallsyms]   [k] page_fault
     0.02%  profile  [kernel.kallsyms]   [k] tcp_v4_early_demux
     0.02%  profile  profile             [.] reflect.Value.NumMethod
     0.02%  profile  [kernel.kallsyms]   [k] wake_up_q
     0.02%  profile  [kernel.kallsyms]   [k] dput
     0.02%  profile  profile             [.] runtime.assertI2I2
     0.02%  profile  profile             [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.02%  profile  profile             [.] runtime.(*pageAlloc).update
     0.02%  profile  [kernel.kallsyms]   [k] __netif_receive_skb
     0.02%  profile  profile             [.] google.golang.org/grpc.(*Server).handleStream
     0.02%  profile  [kernel.kallsyms]   [k] tcp_stream_memory_free
     0.02%  profile  [kernel.kallsyms]   [k] br_fdb_update
     0.02%  profile  [kernel.kallsyms]   [k] _raw_read_unlock_irqrestore
     0.02%  profile  [kernel.kallsyms]   [k] cpus_share_cache
     0.02%  profile  profile             [.] runtime.(*pageAlloc).free
     0.02%  profile  [kernel.kallsyms]   [k] __hrtimer_next_event_base
     0.02%  profile  [kernel.kallsyms]   [k] ip_finish_output
     0.02%  profile  profile             [.] runtime.procresize
     0.02%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_struct_message
     0.02%  profile  profile             [.] runtime.goschedImpl
     0.02%  profile  [kernel.kallsyms]   [k] cp_new_stat
     0.02%  profile  profile             [.] context.parentCancelCtx
     0.02%  profile  profile             [.] runtime.sigtramp
     0.02%  profile  profile             [.] runtime.(*wbBuf).reset
     0.02%  profile  [kernel.kallsyms]   [k] hrtimer_nanosleep
     0.02%  profile  profile             [.] time.tzset
     0.02%  profile  profile             [.] runtime.(*mcentral).grow
     0.02%  profile  [kernel.kallsyms]   [k] put_prev_task_fair
     0.02%  profile  [kernel.kallsyms]   [k] group_sched_in
     0.02%  profile  profile             [.] runtime.(*workbuf).checkempty
     0.02%  profile  profile             [.] github.com/golang/protobuf/proto.(*Buffer).enc_len_thing
     0.02%  profile  profile             [.] runtime.Caller
     0.02%  profile  profile             [.] runtime.timeSleepUntil
     0.02%  profile  profile             [.] runtime.acquireSudog
     0.02%  profile  profile             [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.02%  profile  profile             [.] google.golang.org/grpc/transport.(*Stream).Read
     0.02%  profile  profile             [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.02%  profile  profile             [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.02%  profile  [kernel.kallsyms]   [k] kfree
     0.02%  profile  profile             [.] runtime.rawstring
     0.02%  profile  profile             [.] context.(*cancelCtx).Value
     0.02%  profile  [kernel.kallsyms]   [k] copy_page_from_iter
     0.02%  profile  [kernel.kallsyms]   [k] fput
     0.02%  profile  [kernel.kallsyms]   [k] pick_next_task_idle
     0.02%  profile  [kernel.kallsyms]   [k] flush_tlb_func_common.constprop.0
     0.02%  profile  [kernel.kallsyms]   [k] tcp_current_mss
     0.02%  profile  profile             [.] fmt.(*buffer).writeRune
     0.02%  profile  profile             [.] github.com/opentracing/opentracing-go/ext.(*rpcServerOption).Apply
     0.02%  profile  [kernel.kallsyms]   [k] nf_nat_ipv4_local_fn
     0.02%  profile  profile             [.] runtime.isAbortPC
     0.02%  profile  profile             [.] runtime.concatstring3
     0.02%  profile  [kernel.kallsyms]   [k] fpregs_mark_activate
     0.02%  profile  [kernel.kallsyms]   [k] _copy_to_user
     0.02%  profile  [kernel.kallsyms]   [k] __br_forward
     0.02%  profile  profile             [.] google.golang.org/grpc/transport.(*http2Server).WriteHeader
     0.02%  profile  [kernel.kallsyms]   [k] path_lookupat.isra.0
     0.02%  profile  [kernel.kallsyms]   [k] copyin
     0.02%  profile  [kernel.kallsyms]   [k] x86_pmu_enable
     0.02%  profile  [kernel.kallsyms]   [k] tcp_schedule_loss_probe
     0.02%  profile  [kernel.kallsyms]   [k] ipv4_confirm
     0.02%  profile  profile             [.] countbody
     0.02%  profile  [kernel.kallsyms]   [k] fpu__drop
     0.02%  profile  profile             [.] sort.(*StringSlice).Len
     0.02%  profile  profile             [.] runtime.sigsend
     0.02%  profile  [kernel.kallsyms]   [k] tcp_queue_rcv
     0.02%  profile  [kernel.kallsyms]   [k] __netif_receive_skb_one_core
     0.02%  profile  [kernel.kallsyms]   [k] tick_program_event
     0.02%  profile  [kernel.kallsyms]   [k] task_curr
     0.02%  profile  [kernel.kallsyms]   [k] tcp_v4_do_rcv
     0.02%  profile  profile             [.] runtime.releasep
     0.02%  profile  profile             [.] fmt.(*ss).doScanf
     0.02%  profile  profile             [.] runtime.exitsyscall.abi0
     0.02%  profile  profile             [.] runtime.updateTimerPMask
     0.02%  profile  [kernel.kallsyms]   [k] map_id_up
     0.02%  profile  profile             [.] runtime.mapdelete_faststr
     0.02%  profile  profile             [.] fmt.(*ss).consume
     0.02%  profile  profile             [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.02%  profile  profile             [.] encoding/json.(*decodeState).scanNext
     0.02%  profile  profile             [.] runtime.rawstringtmp
     0.02%  profile  [kernel.kallsyms]   [k] __vfs_read
     0.02%  profile  [kernel.kallsyms]   [k] __skb_ext_put
     0.02%  profile  profile             [.] runtime.isSystemGoroutine
     0.02%  profile  [kernel.kallsyms]   [k] ksoftirqd_running
     0.02%  profile  [kernel.kallsyms]   [k] ovl_inode_upper
     0.02%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.parseGetResponse
     0.02%  profile  [kernel.kallsyms]   [k] __x64_sys_write
     0.02%  profile  [kernel.kallsyms]   [k] br_nf_post_routing
     0.02%  profile  profile             [.] runtime.finishsweep_m
     0.02%  profile  profile             [.] runtime.nilinterhash
     0.02%  profile  [kernel.kallsyms]   [k] skb_try_coalesce
     0.02%  profile  profile             [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.02%  profile  [kernel.kallsyms]   [k] cpumask_next
     0.02%  profile  profile             [.] context.WithCancel
     0.02%  profile  [kernel.kallsyms]   [k] skb_release_head_state
     0.02%  profile  [kernel.kallsyms]   [k] memcg_kmem_put_cache
     0.02%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.02%  profile  [kernel.kallsyms]   [k] hrtimer_wakeup
     0.02%  profile  profile             [.] fmt.(*ss).okVerb
     0.02%  profile  [kernel.kallsyms]   [k] rcu_irq_enter
     0.02%  profile  [kernel.kallsyms]   [k] setup_sigcontext
     0.02%  profile  [kernel.kallsyms]   [k] sock_rfree
     0.02%  profile  [kernel.kallsyms]   [k] _copy_from_iter_full
     0.02%  profile  [kernel.kallsyms]   [k] signal_wake_up_state
     0.02%  profile  profile             [.] runtime.checkdead
     0.02%  profile  profile             [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.02%  profile  [kernel.kallsyms]   [k] rw_verify_area
     0.02%  profile  [kernel.kallsyms]   [k] __skb_datagram_iter
     0.02%  profile  [kernel.kallsyms]   [k] __tcp_ack_snd_check
     0.02%  profile  profile             [.] strconv.atof32
     0.02%  profile  [kernel.kallsyms]   [k] __radix_tree_lookup
     0.02%  profile  [kernel.kallsyms]   [k] apparmor_file_permission
     0.02%  profile  profile             [.] encoding/json.stateInStringEsc
     0.02%  profile  profile             [.] golang.org/x/net/http2/hpack.(*headerFieldTable).search
     0.02%  profile  [kernel.kallsyms]   [k] tcp_poll
     0.02%  profile  [kernel.kallsyms]   [k] tcp_mstamp_refresh
     0.02%  profile  [kernel.kallsyms]   [k] smp_reschedule_interrupt
     0.02%  profile  profile             [.] reflect.(*rtype).Implements
     0.02%  profile  [kernel.kallsyms]   [k] security_sock_rcv_skb
     0.02%  profile  [kernel.kallsyms]   [k] lockref_get_not_dead
     0.02%  profile  profile             [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.02%  profile  profile             [.] reflect.Value.Addr
     0.02%  profile  profile             [.] runtime.mapassign_fast32
     0.02%  profile  [kernel.kallsyms]   [k] raw_local_deliver
     0.02%  profile  [kernel.kallsyms]   [k] arch_perf_update_userpage
     0.02%  profile  [kernel.kallsyms]   [k] __do_sys_newfstatat
     0.02%  profile  [kernel.kallsyms]   [k] br_nf_forward_finish
     0.02%  profile  profile             [.] bufio.(*Reader).fill
     0.02%  profile  profile             [.] encoding/json.(*scanner).eof
     0.02%  profile  profile             [.] net.(*conn).Write
     0.02%  profile  [kernel.kallsyms]   [k] nf_confirm
     0.02%  profile  profile             [.] runtime.morestack.abi0
     0.02%  profile  profile             [.] runtime.gcWriteBarrierBX
     0.02%  profile  profile             [.] internal/poll.setDeadlineImpl
     0.02%  profile  profile             [.] runtime.convT64
     0.02%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*staticAddr).String
     0.02%  profile  [kernel.kallsyms]   [k] prepare_signal
     0.02%  profile  profile             [.] strconv.atof32exact
     0.02%  profile  [kernel.kallsyms]   [k] ep_poll
     0.02%  profile  profile             [.] runtime.startm
     0.02%  profile  [kernel.kallsyms]   [k] sock_sendmsg
     0.01%  profile  [kernel.kallsyms]   [k] ktime_get_with_offset
     0.01%  profile  [kernel.kallsyms]   [k] iov_iter_init
     0.01%  profile  [kernel.kallsyms]   [k] security_task_kill
     0.01%  profile  profile             [.] github.com/bradfitz/gomemcache/memcache.(*Client).GetMulti.func1
     0.01%  profile  [kernel.kallsyms]   [k] do_epoll_wait
     0.01%  profile  profile             [.] github.com/rs/zerolog.(*Event).Str
     0.01%  profile  profile             [.] runtime.tgkill.abi0
     0.01%  profile  [kernel.kallsyms]   [k] hash_futex
     0.01%  profile  [kernel.kallsyms]   [k] get_futex_key_refs.isra.0
     0.01%  profile  [kernel.kallsyms]   [k] legitimize_links
     0.01%  profile  [kernel.kallsyms]   [k] clockevents_program_event
     0.01%  profile  profile             [.] gogo
     0.01%  profile  profile             [.] golang.org/x/net/http2.FrameHeader.Header
     0.01%  profile  profile             [.] runtime.typehash
     0.01%  profile  [kernel.kallsyms]   [k] __alloc_skb
     0.01%  profile  profile             [.] reflect.(*structType).FieldByName
     0.01%  profile  [kernel.kallsyms]   [k] do_sigaltstack.constprop.0
     0.01%  profile  [kernel.kallsyms]   [k] skb_entail
     0.01%  profile  [kernel.kallsyms]   [k] fpu__restore_sig
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.01%  profile  [kernel.kallsyms]   [k] ttwu_do_wakeup
     0.01%  profile  [kernel.kallsyms]   [k] sched_clock
     0.01%  profile  profile             [.] google.golang.org/grpc.(*parser).recvMsg
     0.01%  profile  [kernel.kallsyms]   [k] tcp_mtu_probe
     0.01%  profile  profile             [.] strings.Index
     0.01%  profile  profile             [.] runtime.stopTheWorldWithSema
     0.01%  profile  [kernel.kallsyms]   [k] ip_send_check
     0.01%  profile  [kernel.kallsyms]   [k] intel_pmu_disable_all
     0.01%  profile  [kernel.kallsyms]   [k] release_sock
     0.01%  profile  profile             [.] runtime.casfrom_Gscanstatus
     0.01%  profile  profile             [.] runtime.chansend1
     0.01%  profile  profile             [.] fmt.(*pp).fmtInteger
     0.01%  profile  profile             [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.01%  profile  profile             [.] runtime.notewakeup
     0.01%  profile  profile             [.] internal/poll.runtime_pollSetDeadline
