# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 82K of event 'cycles'
# Event count (approx.): 143709593444
#
# Overhead  Command   Shared Object       Symbol                                                                                                          
# ........  ........  ..................  ................................................................................................................
#
     0.05%  frontend  frontend            [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.05%  frontend  frontend            [.] github.com/rs/zerolog.newEvent
     0.05%  frontend  frontend            [.] github.com/opentracing-contrib/go-stdlib/nethttp.Middleware.func2
     0.05%  frontend  frontend            [.] sync.(*RWMutex).RUnlock
     0.05%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).handleData
     0.05%  frontend  [kernel.kallsyms]   [k] br_validate_ipv4.isra.0
     0.05%  frontend  frontend            [.] golang.org/x/net/http2.FrameHeader.Header
     0.05%  frontend  frontend            [.] time.tzsetNum
     0.05%  frontend  frontend            [.] runtime.markroot
     0.05%  frontend  [kernel.kallsyms]   [k] aa_file_perm
     0.05%  frontend  frontend            [.] internal/testlog.Getenv
     0.05%  frontend  [kernel.kallsyms]   [k] __x64_sys_getcwd
     0.05%  frontend  frontend            [.] runtime.binarySearchTree
     0.05%  frontend  frontend            [.] github.com/rs/zerolog.(*Logger).should
     0.05%  frontend  [kernel.kallsyms]   [k] netif_skb_features
     0.05%  frontend  frontend            [.] runtime.(*mspan).nextFreeIndex
     0.05%  frontend  frontend            [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.05%  frontend  [kernel.kallsyms]   [k] br_fdb_update
     0.05%  frontend  [kernel.kallsyms]   [k] native_flush_tlb_one_user
     0.05%  frontend  [kernel.kallsyms]   [k] update_min_vruntime
     0.05%  frontend  frontend            [.] context.parentCancelCtx
     0.05%  frontend  frontend            [.] google.golang.org/grpc.encode
     0.05%  frontend  frontend            [.] internal/poll.(*pollDesc).prepare
     0.05%  frontend  frontend            [.] bytes.(*Buffer).WriteTo
     0.05%  frontend  frontend            [.] fmt.(*pp).fmtInteger
     0.05%  frontend  frontend            [.] net/http.textSig.match
     0.05%  frontend  [kernel.kallsyms]   [k] inode_permission
     0.05%  frontend  frontend            [.] runtime.pcdatavalue
     0.05%  frontend  [kernel.kallsyms]   [k] rw_verify_area
     0.05%  frontend  [kernel.kallsyms]   [k] __x64_sys_epoll_pwait
     0.05%  frontend  frontend            [.] google.golang.org/grpc/transport.(*Stream).waitOnHeader
     0.05%  frontend  frontend            [.] golang.org/x/net/http2.readFrameHeader
     0.05%  frontend  frontend            [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.05%  frontend  [kernel.kallsyms]   [k] __br_forward
     0.05%  frontend  frontend            [.] syscall.read
     0.05%  frontend  frontend            [.] runtime.futex.abi0
     0.05%  frontend  [kernel.kallsyms]   [k] nf_nat_ipv4_out
     0.05%  frontend  [kernel.kallsyms]   [k] intel_pstate_update_util
     0.05%  frontend  frontend            [.] math/rand.(*rngSource).Int63
     0.05%  frontend  frontend            [.] reflect.makemap
     0.05%  frontend  frontend            [.] runtime.mapdelete_faststr
     0.05%  frontend  frontend            [.] strings.LastIndex
     0.05%  frontend  [kernel.kallsyms]   [k] release_sock
     0.05%  frontend  frontend            [.] runtime.mapassign_fast32
     0.05%  frontend  [kernel.kallsyms]   [k] rb_erase
     0.05%  frontend  [kernel.kallsyms]   [k] sock_sendmsg
     0.05%  frontend  frontend            [.] fmt.newPrinter
     0.05%  frontend  frontend            [.] runtime.procyield.abi0
     0.05%  frontend  frontend            [.] runtime.save
     0.05%  frontend  [kernel.kallsyms]   [k] netif_rx_internal
     0.05%  frontend  [kernel.kallsyms]   [k] futex_wake
     0.05%  frontend  [kernel.kallsyms]   [k] __perf_event_task_sched_in
     0.05%  frontend  frontend            [.] runtime.(*mcentral).uncacheSpan
     0.05%  frontend  [kernel.kallsyms]   [k] tcp_v4_early_demux
     0.05%  frontend  [kernel.kallsyms]   [k] new_sync_read
     0.05%  frontend  frontend            [.] sort.Sort
     0.05%  frontend  frontend            [.] runtime.(*headTailIndex).incTail
     0.05%  frontend  [kernel.kallsyms]   [k] rb_insert_color
     0.05%  frontend  [kernel.kallsyms]   [k] ipv4_conntrack_in
     0.05%  frontend  [kernel.kallsyms]   [k] ovl_override_creds
     0.05%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Inject
     0.05%  frontend  [kernel.kallsyms]   [k] security_sock_rcv_skb
     0.05%  frontend  [kernel.kallsyms]   [k] _raw_write_lock_irq
     0.05%  frontend  [kernel.kallsyms]   [k] nf_nat_ipv4_fn
     0.05%  frontend  frontend            [.] time.Time.locabs
     0.05%  frontend  frontend            [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.05%  frontend  [kernel.kallsyms]   [k] iptable_filter_hook
     0.05%  frontend  [kernel.kallsyms]   [k] __x64_sys_read
     0.05%  frontend  [kernel.kallsyms]   [k] rb_first
     0.05%  frontend  frontend            [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.05%  frontend  frontend            [.] strconv.readFloat
     0.05%  frontend  frontend            [.] net/http.(*maskedSig).match
     0.05%  frontend  frontend            [.] time.(*Location).get
     0.05%  frontend  [kernel.kallsyms]   [k] __enqueue_entity
     0.05%  frontend  frontend            [.] reflect.Value.Type
     0.05%  frontend  frontend            [.] reflect.New
     0.05%  frontend  [kernel.kallsyms]   [k] tcp_poll
     0.05%  frontend  [kernel.kallsyms]   [k] nf_confirm
     0.05%  frontend  [kernel.kallsyms]   [k] sk_stream_alloc_skb
     0.04%  frontend  frontend            [.] runtime.notesleep
     0.04%  frontend  [kernel.kallsyms]   [k] cp_new_stat
     0.04%  frontend  [kernel.kallsyms]   [k] amd_clear_divider
     0.04%  frontend  frontend            [.] runtime.funcspdelta
     0.04%  frontend  frontend            [.] time.tzsetName
     0.04%  frontend  frontend            [.] github.com/rs/zerolog.(*ConsoleWriter).Write
     0.04%  frontend  frontend            [.] net/url.escape
     0.04%  frontend  [kernel.kallsyms]   [k] conntrack_mt_v3
     0.04%  frontend  frontend            [.] google.golang.org/grpc/transport.(*bdpEstimator).calculate
     0.04%  frontend  frontend            [.] runtime.(*mcache).nextFree
     0.04%  frontend  [kernel.kallsyms]   [k] account_entity_dequeue
     0.04%  frontend  frontend            [.] runtime.deferreturn
     0.04%  frontend  frontend            [.] runtime.pidleput
     0.04%  frontend  frontend            [.] reflect.packEface
     0.04%  frontend  frontend            [.] net.(*TCPConn).Write
     0.04%  frontend  frontend            [.] runtime.ready
     0.04%  frontend  frontend            [.] runtime.(*pallocBits).summarize
     0.04%  frontend  [kernel.kallsyms]   [k] __x64_sys_write
     0.04%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Encoder).searchTable
     0.04%  frontend  frontend            [.] time.tzsetOffset
     0.04%  frontend  frontend            [.] google.golang.org/grpc.(*clientStream).finish
     0.04%  frontend  frontend            [.] runtime.makemap_small
     0.04%  frontend  [kernel.kallsyms]   [k] perf_event_update_userpage
     0.04%  frontend  frontend            [.] os.fillFileStatFromSys
     0.04%  frontend  [kernel.kallsyms]   [k] vfs_read
     0.04%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).enc_proto3_string
     0.04%  frontend  frontend            [.] runtime.wakep
     0.04%  frontend  [kernel.kallsyms]   [k] kfree_skbmem
     0.04%  frontend  [kernel.kallsyms]   [k] tcp_small_queue_check.isra.0
     0.04%  frontend  [kernel.kallsyms]   [k] common_perm_cond
     0.04%  frontend  [kernel.kallsyms]   [k] smp_call_function_many
     0.04%  frontend  frontend            [.] net/url.(*URL).String
     0.04%  frontend  [kernel.kallsyms]   [k] nf_nat_ipv4_local_in
     0.04%  frontend  frontend            [.] reflect.directlyAssignable
     0.04%  frontend  [kernel.kallsyms]   [k] ovl_same_sb
     0.04%  frontend  frontend            [.] reflect.Value.SetString
     0.04%  frontend  frontend            [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.04%  frontend  [kernel.kallsyms]   [k] activate_task
     0.04%  frontend  [kernel.kallsyms]   [k] security_file_permission
     0.04%  frontend  frontend            [.] google.golang.org/grpc.(*parser).recvMsg
     0.04%  frontend  [kernel.kallsyms]   [k] tcp_queue_rcv
     0.04%  frontend  [kernel.kallsyms]   [k] inet_ehashfn
     0.04%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.04%  frontend  [kernel.kallsyms]   [k] tcp_push
     0.04%  frontend  frontend            [.] internal/poll.(*pollDesc).wait
     0.04%  frontend  frontend            [.] context.removeChild
     0.04%  frontend  frontend            [.] path.Clean
     0.04%  frontend  [kernel.kallsyms]   [k] security_socket_recvmsg
     0.04%  frontend  [kernel.kallsyms]   [k] getname_flags
     0.04%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.04%  frontend  frontend            [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.04%  frontend  frontend            [.] runtime.entersyscall
     0.04%  frontend  [kernel.kallsyms]   [k] do_softirq.part.0
     0.04%  frontend  frontend            [.] reflect.implements
     0.04%  frontend  frontend            [.] time.now.abi0
     0.04%  frontend  frontend            [.] strconv.Atoi
     0.04%  frontend  [kernel.kallsyms]   [k] __netif_receive_skb_one_core
     0.04%  frontend  [kernel.kallsyms]   [k] inet_sendmsg
     0.04%  frontend  [kernel.kallsyms]   [k] put_prev_entity
     0.04%  frontend  frontend            [.] reflect.(*rtype).NumMethod
     0.04%  frontend  frontend            [.] os.Getenv
     0.04%  frontend  [kernel.kallsyms]   [k] __sb_start_write
     0.04%  frontend  [kernel.kallsyms]   [k] __wake_up_common_lock
     0.04%  frontend  [kernel.kallsyms]   [k] ep_scan_ready_list.constprop.0
     0.04%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*Decoder).Write
     0.04%  frontend  [kernel.kallsyms]   [k] override_creds
     0.04%  frontend  frontend            [.] encoding/json.stateBeginString
     0.04%  frontend  frontend            [.] context.propagateCancel
     0.04%  frontend  [kernel.kallsyms]   [k] do_epoll_wait
     0.04%  frontend  [kernel.kallsyms]   [k] perf_swevent_add
     0.04%  frontend  frontend            [.] net/url.parse
     0.04%  frontend  frontend            [.] net/http.readRequest
     0.04%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*dynamicTable).add
     0.04%  frontend  frontend            [.] syscall.fstatat
     0.04%  frontend  [kernel.kallsyms]   [k] bictcp_acked
     0.04%  frontend  frontend            [.] net/textproto.(*Reader).ReadMIMEHeader
     0.04%  frontend  [kernel.kallsyms]   [k] sched_clock_cpu
     0.04%  frontend  frontend            [.] strconv.genericFtoa
     0.04%  frontend  [kernel.kallsyms]   [k] skb_push
     0.04%  frontend  frontend            [.] runtime.scanstack
     0.04%  frontend  frontend            [.] time.getnum
     0.04%  frontend  [kernel.kallsyms]   [k] __tcp_select_window
     0.04%  frontend  frontend            [.] runtime.memhash64
     0.04%  frontend  frontend            [.] internal/poll.runtime_pollWait
     0.04%  frontend  [kernel.kallsyms]   [k] __check_heap_object
     0.04%  frontend  frontend            [.] reflect.cvtBytesString
     0.04%  frontend  [kernel.kallsyms]   [k] rcu_all_qs
     0.04%  frontend  frontend            [.] net/textproto.canonicalMIMEHeaderKey
     0.04%  frontend  [kernel.kallsyms]   [k] nf_bridge_update_protocol
     0.04%  frontend  [kernel.kallsyms]   [k] futex_wait
     0.04%  frontend  frontend            [.] time.atoi
     0.04%  frontend  frontend            [.] runtime.assertI2I2
     0.04%  frontend  [kernel.kallsyms]   [k] interrupt_entry
     0.04%  frontend  frontend            [.] runtime.(*stackScanState).addObject
     0.04%  frontend  frontend            [.] bufio.(*Reader).ReadSlice
     0.04%  frontend  [kernel.kallsyms]   [k] x86_pmu_disable
     0.04%  frontend  [kernel.kallsyms]   [k] cpumask_next_wrap
     0.04%  frontend  frontend            [.] bytes.(*Buffer).Write
     0.04%  frontend  frontend            [.] net/url.shouldEscape
     0.04%  frontend  frontend            [.] runtime.Caller
     0.04%  frontend  [kernel.kallsyms]   [k] __usecs_to_jiffies
     0.04%  frontend  frontend            [.] encoding/json.(*scanner).pushParseState
     0.04%  frontend  frontend            [.] strconv.ryuDigits32
     0.04%  frontend  [kernel.kallsyms]   [k] __skb_clone
     0.04%  frontend  frontend            [.] internal/reflectlite.(*rtype).Comparable
     0.04%  frontend  frontend            [.] strconv.fmtF
     0.04%  frontend  frontend            [.] reflect.valueInterface
     0.04%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.04%  frontend  frontend            [.] runtime.futexsleep
     0.04%  frontend  frontend            [.] internal/reflectlite.Swapper
     0.03%  frontend  [kernel.kallsyms]   [k] br_nf_forward_finish
     0.03%  frontend  frontend            [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.03%  frontend  frontend            [.] reflect.(*rtype).uncommon
     0.03%  frontend  frontend            [.] github.com/rs/zerolog.consoleDefaultFormatCaller.func1
     0.03%  frontend  [kernel.kallsyms]   [k] bictcp_cwnd_event
     0.03%  frontend  [kernel.kallsyms]   [k] do_futex
     0.03%  frontend  [kernel.kallsyms]   [k] br_nf_dev_queue_xmit
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_v4_send_check
     0.03%  frontend  [kernel.kallsyms]   [k] raw_local_deliver
     0.03%  frontend  frontend            [.] google.golang.org/grpc/transport.(*Stream).Read
     0.03%  frontend  [kernel.kallsyms]   [k] br_forward_finish
     0.03%  frontend  [kernel.kallsyms]   [k] ep_autoremove_wake_function
     0.03%  frontend  [kernel.kallsyms]   [k] netdev_core_pick_tx
     0.03%  frontend  [kernel.kallsyms]   [k] __tcp_ack_snd_check
     0.03%  frontend  frontend            [.] internal/poll.setDeadlineImpl
     0.03%  frontend  frontend            [.] strconv.ryuFtoaShortest
     0.03%  frontend  frontend            [.] time.skip
     0.03%  frontend  [kernel.kallsyms]   [k] swapgs_restore_regs_and_return_to_usermode
     0.03%  frontend  frontend            [.] runtime.ifaceeq
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_update_skb_after_send
     0.03%  frontend  [kernel.kallsyms]   [k] ip_local_out
     0.03%  frontend  [kernel.kallsyms]   [k] ip_send_check
     0.03%  frontend  [kernel.kallsyms]   [k] __x64_sys_futex
     0.03%  frontend  [kernel.kallsyms]   [k] ip_finish_output
     0.03%  frontend  [kernel.kallsyms]   [k] __kfree_skb_flush
     0.03%  frontend  frontend            [.] context.WithValue
     0.03%  frontend  frontend            [.] reflect.(*rtype).PkgPath
     0.03%  frontend  frontend            [.] runtime.startm
     0.03%  frontend  [kernel.kallsyms]   [k] path_lookupat.isra.0
     0.03%  frontend  frontend            [.] reflect.MakeMapWithSize
     0.03%  frontend  frontend            [.] google.golang.org/grpc/transport.(*bdpEstimator).add
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_send_delayed_ack
     0.03%  frontend  frontend            [.] runtime.gcDrain
     0.03%  frontend  frontend            [.] fmt.(*pp).free
     0.03%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/frontend.(*Server).recommendHandler
     0.03%  frontend  [kernel.kallsyms]   [k] ctx_sched_out
     0.03%  frontend  frontend            [.] fmt.(*fmt).fmtS
     0.03%  frontend  [kernel.kallsyms]   [k] br_allowed_ingress
     0.03%  frontend  [kernel.kallsyms]   [k] link_path_walk.part.0
     0.03%  frontend  frontend            [.] runtime.sendDirect
     0.03%  frontend  frontend            [.] runtime.runqsteal
     0.03%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).itemHandler.func1
     0.03%  frontend  frontend            [.] runtime.entersyscall.abi0
     0.03%  frontend  frontend            [.] reflect.Value.Convert
     0.03%  frontend  [kernel.kallsyms]   [k] filename_lookup
     0.03%  frontend  frontend            [.] runtime.exitsyscall.abi0
     0.03%  frontend  frontend            [.] sort.insertionSort_func
     0.03%  frontend  frontend            [.] github.com/rs/zerolog.(*Event).Timestamp
     0.03%  frontend  frontend            [.] runtime.checkTimersNoP
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_update_pacing_rate
     0.03%  frontend  frontend            [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.03%  frontend  frontend            [.] runtime.selparkcommit
     0.03%  frontend  frontend            [.] internal/poll.(*FD).writeUnlock
     0.03%  frontend  [kernel.kallsyms]   [k] kmalloc_slab
     0.03%  frontend  [kernel.kallsyms]   [k] skb_release_head_state
     0.03%  frontend  frontend            [.] google.golang.org/grpc/transport.(*http2Client).getStream
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_rcv_space_adjust
     0.03%  frontend  [kernel.kallsyms]   [k] enqueue_timer
     0.03%  frontend  frontend            [.] runtime.netpollblockcommit
     0.03%  frontend  frontend            [.] reflect.makeString
     0.03%  frontend  frontend            [.] runtime.typedslicecopy
     0.03%  frontend  frontend            [.] net/textproto.(*Reader).readContinuedLineSlice
     0.03%  frontend  [kernel.kallsyms]   [k] schedule
     0.03%  frontend  [kernel.kallsyms]   [k] __update_idle_core
     0.03%  frontend  frontend            [.] strings.IndexAny
     0.03%  frontend  [kernel.kallsyms]   [k] hrtimer_start_range_ns
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_rate_check_app_limited
     0.03%  frontend  [kernel.kallsyms]   [k] ip_sabotage_in
     0.03%  frontend  [kernel.kallsyms]   [k] skb_scrub_packet
     0.03%  frontend  frontend            [.] reflect.Value.Pointer
     0.03%  frontend  [kernel.kallsyms]   [k] detach_if_pending
     0.03%  frontend  [kernel.kallsyms]   [k] inet_recvmsg
     0.03%  frontend  frontend            [.] reflect.(*rtype).Key
     0.03%  frontend  frontend            [.] runtime.mapaccess1_fast32
     0.03%  frontend  frontend            [.] runtime.stopm
     0.03%  frontend  frontend            [.] runtime.typedmemclr
     0.03%  frontend  frontend            [.] runtime.usleep.abi0
     0.03%  frontend  frontend            [.] net/http.Header.sortedKeyValues
     0.03%  frontend  frontend            [.] runtime.strhash
     0.03%  frontend  [kernel.kallsyms]   [k] check_preempt_wakeup
     0.03%  frontend  [kernel.kallsyms]   [k] apparmor_file_permission
     0.03%  frontend  frontend            [.] net/http.Header.writeSubset
     0.03%  frontend  [kernel.kallsyms]   [k] validate_xmit_xfrm
     0.03%  frontend  [kernel.kallsyms]   [k] ext4_getattr
     0.03%  frontend  [kernel.kallsyms]   [k] nf_nat_ipv4_pre_routing
     0.03%  frontend  frontend            [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.03%  frontend  [kernel.kallsyms]   [k] apparmor_socket_sock_rcv_skb
     0.03%  frontend  frontend            [.] net/http.(*connReader).lock
     0.03%  frontend  frontend            [.] github.com/rs/zerolog.callerHook.Run
     0.03%  frontend  frontend            [.] sync/atomic.StorePointer
     0.03%  frontend  frontend            [.] golang.org/x/net/http2.parseHeadersFrame
     0.03%  frontend  [kernel.kallsyms]   [k] ttwu_do_wakeup
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_rate_skb_sent
     0.03%  frontend  frontend            [.] encoding/json.(*Decoder).refill
     0.03%  frontend  [kernel.kallsyms]   [k] futex_wait_setup
     0.03%  frontend  frontend            [.] runtime.convT64
     0.03%  frontend  [kernel.kallsyms]   [k] skb_network_protocol
     0.03%  frontend  frontend            [.] google.golang.org/grpc.(*ClientConn).GetMethodConfig
     0.03%  frontend  [kernel.kallsyms]   [k] migrate_task_rq_fair
     0.03%  frontend  [kernel.kallsyms]   [k] __hrtimer_run_queues
     0.03%  frontend  [kernel.kallsyms]   [k] ep_poll
     0.03%  frontend  [kernel.kallsyms]   [k] vfs_getattr_nosec
     0.03%  frontend  frontend            [.] reflect.typedmemmove
     0.03%  frontend  [kernel.kallsyms]   [k] dequeue_entity
     0.03%  frontend  frontend            [.] fmt.(*pp).printValue
     0.03%  frontend  frontend            [.] net/http.readTransfer
     0.03%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Span).SetTag
     0.03%  frontend  frontend            [.] sync.(*poolChain).popTail
     0.03%  frontend  frontend            [.] runtime.(*mcache).prepareForSweep
     0.03%  frontend  [kernel.kallsyms]   [k] security_socket_sendmsg
     0.03%  frontend  [kernel.kallsyms]   [k] ktime_get_with_offset
     0.03%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.03%  frontend  frontend            [.] google.golang.org/grpc.(*clientStream).SendMsg
     0.03%  frontend  frontend            [.] github.com/rs/zerolog.colorize
     0.03%  frontend  [kernel.kallsyms]   [k] ovl_path_real
     0.03%  frontend  frontend            [.] github.com/harlow/go-micro-services/services/profile/proto.(*profileClient).GetProfiles
     0.03%  frontend  [kernel.kallsyms]   [k] __hrtimer_next_event_base
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_rack_update_reo_wnd
     0.03%  frontend  frontend            [.] github.com/rs/zerolog.(*Event).Str
     0.03%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.03%  frontend  [kernel.kallsyms]   [k] clear_page_erms
     0.03%  frontend  [kernel.kallsyms]   [k] mntput
     0.03%  frontend  [kernel.kallsyms]   [k] mark_wake_futex
     0.03%  frontend  [kernel.kallsyms]   [k] lock_sock_nested
     0.03%  frontend  frontend            [.] runtime.resetspinning
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_recv_timestamp
     0.03%  frontend  [kernel.kallsyms]   [k] generic_permission
     0.03%  frontend  [kernel.kallsyms]   [k] setup_pre_routing
     0.03%  frontend  [kernel.kallsyms]   [k] sk_forced_mem_schedule
     0.03%  frontend  frontend            [.] net/http.HandlerFunc.ServeHTTP
     0.03%  frontend  [kernel.kallsyms]   [k] walk_component
     0.03%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Tracer).randomID
     0.03%  frontend  [kernel.kallsyms]   [k] ip_rcv_finish
     0.03%  frontend  [kernel.kallsyms]   [k] select_idle_sibling
     0.03%  frontend  [kernel.kallsyms]   [k] is_skb_forwardable
     0.03%  frontend  frontend            [.] runtime.funcfile
     0.03%  frontend  [kernel.kallsyms]   [k] event_sched_in.isra.0
     0.03%  frontend  frontend            [.] context.(*cancelCtx).Deadline
     0.03%  frontend  frontend            [.] google.golang.org/grpc.(*acBalancerWrapper).getAddrConn
     0.03%  frontend  [kernel.kallsyms]   [k] tcp_check_space
     0.03%  frontend  frontend            [.] strconv.FormatInt
     0.03%  frontend  [kernel.kallsyms]   [k] native_apic_msr_eoi_write
     0.03%  frontend  [kernel.kallsyms]   [k] __nf_ct_refresh_acct
     0.03%  frontend  [kernel.kallsyms]   [k] get_nohz_timer_target
     0.03%  frontend  frontend            [.] google.golang.org/grpc.(*clientStream).SendMsg.func1
     0.03%  frontend  frontend            [.] golang.org/x/net/http2/hpack.appendIndexedName
     0.03%  frontend  frontend            [.] os.statNolog
     0.03%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*Span).Context
     0.03%  frontend  [kernel.kallsyms]   [k] deactivate_task
     0.03%  frontend  frontend            [.] runtime.markrootSpans
     0.03%  frontend  frontend            [.] runtime.gogo.abi0
     0.03%  frontend  [kernel.kallsyms]   [k] sock_put
     0.03%  frontend  [kernel.kallsyms]   [k] get_futex_key
     0.03%  frontend  frontend            [.] runtime.funcline1
     0.03%  frontend  frontend            [.] reflect.Value.Bytes
     0.03%  frontend  [kernel.kallsyms]   [k] __netif_receive_skb
     0.03%  frontend  [kernel.kallsyms]   [k] copyin
     0.02%  frontend  frontend            [.] context.(*valueCtx).Deadline
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_v4_fill_cb
     0.02%  frontend  [kernel.kallsyms]   [k] aa_sk_perm
     0.02%  frontend  frontend            [.] github.com/rs/zerolog.(*Event).caller
     0.02%  frontend  frontend            [.] sync/atomic.StoreUintptr
     0.02%  frontend  frontend            [.] runtime.epollwait.abi0
     0.02%  frontend  frontend            [.] internal/bytealg.IndexByteString.abi0
     0.02%  frontend  [kernel.kallsyms]   [k] __x64_sys_newfstatat
     0.02%  frontend  [kernel.kallsyms]   [k] hrtimer_interrupt
     0.02%  frontend  frontend            [.] runtime.mPark
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.02%  frontend  frontend            [.] encoding/json.(*Encoder).Encode
     0.02%  frontend  [kernel.kallsyms]   [k] __do_sys_newfstatat
     0.02%  frontend  [kernel.kallsyms]   [k] do_softirq_own_stack
     0.02%  frontend  [kernel.kallsyms]   [k] fput
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_established_options
     0.02%  frontend  frontend            [.] runtime.makeslicecopy
     0.02%  frontend  frontend            [.] net/http.htmlSig.match
     0.02%  frontend  frontend            [.] net/http.(*response).finishRequest
     0.02%  frontend  [kernel.kallsyms]   [k] passthru_features_check
     0.02%  frontend  [kernel.kallsyms]   [k] finish_task_switch
     0.02%  frontend  frontend            [.] runtime.typehash
     0.02%  frontend  frontend            [.] runtime.send
     0.02%  frontend  frontend            [.] google.golang.org/grpc/encoding/proto.codec.Marshal
     0.02%  frontend  frontend            [.] sync/atomic.(*Value).Store
     0.02%  frontend  frontend            [.] sync.runtime_procUnpin
     0.02%  frontend  [kernel.kallsyms]   [k] __skb_ext_del
     0.02%  frontend  frontend            [.] os.Getwd
     0.02%  frontend  [kernel.kallsyms]   [k] nbp_switchdev_frame_mark
     0.02%  frontend  frontend            [.] internal/poll.(*FD).readUnlock
     0.02%  frontend  frontend            [.] runtime.rawstring
     0.02%  frontend  frontend            [.] net/textproto.(*Reader).readLineSlice
     0.02%  frontend  frontend            [.] reflect.unsafe_New
     0.02%  frontend  [kernel.kallsyms]   [k] lock_timer_base
     0.02%  frontend  frontend            [.] runtime.newproc1
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.02%  frontend  frontend            [.] reflect.name.name
     0.02%  frontend  frontend            [.] bufio.(*Reader).fill
     0.02%  frontend  [kernel.kallsyms]   [k] sk_filter_trim_cap
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_mstamp_refresh
     0.02%  frontend  frontend            [.] fmt.(*pp).fmtString
     0.02%  frontend  [kernel.kallsyms]   [k] _raw_spin_unlock_bh
     0.02%  frontend  [kernel.kallsyms]   [k] ip_local_deliver_finish
     0.02%  frontend  frontend            [.] runtime.(*mcache).releaseAll
     0.02%  frontend  frontend            [.] google.golang.org/grpc.(*addrConn).getReadyTransport
     0.02%  frontend  [kernel.kallsyms]   [k] __copy_skb_header
     0.02%  frontend  [kernel.kallsyms]   [k] map_id_up
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_v4_do_rcv
     0.02%  frontend  frontend            [.] runtime.nilinterhash
     0.02%  frontend  frontend            [.] reflect.(*rtype).Implements
     0.02%  frontend  frontend            [.] net/http.(*response).write
     0.02%  frontend  [kernel.kallsyms]   [k] do_nanosleep
     0.02%  frontend  frontend            [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.02%  frontend  frontend            [.] strconv.ryuDigits
     0.02%  frontend  frontend            [.] runtime.memhash
     0.02%  frontend  frontend            [.] runtime.(*consistentHeapStats).release
     0.02%  frontend  frontend            [.] google.golang.org/grpc/transport.newFramer.func1
     0.02%  frontend  frontend            [.] golang.org/x/net/http2.(*Framer).WritePing
     0.02%  frontend  [kernel.kallsyms]   [k] dput
     0.02%  frontend  frontend            [.] reflect.(*rtype).Name
     0.02%  frontend  [kernel.kallsyms]   [k] br_dev_queue_push_xmit
     0.02%  frontend  [kernel.kallsyms]   [k] set_user_sigmask
     0.02%  frontend  [kernel.kallsyms]   [k] get_futex_value_locked
     0.02%  frontend  frontend            [.] sync.(*Pool).getSlow
     0.02%  frontend  [kernel.kallsyms]   [k] tcp_mtu_probe
     0.02%  frontend  frontend            [.] golang.org/x/net/http2/hpack.(*dynamicTable).evict
     0.02%  frontend  frontend            [.] runtime.goready
