# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 24K of event 'cycles'
# Event count (approx.): 57795484652
#
# Overhead  Command         Shared Object      Symbol                                                                                                                
# ........  ..............  .................  ......................................................................................................................
#
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).WriteHeader
     0.05%  recommendation  recommendation     [.] runtime.funcMaxSPDelta
     0.05%  recommendation  [kernel.kallsyms]  [k] ktime_get
     0.05%  recommendation  [kernel.kallsyms]  [k] ipv4_conntrack_in
     0.05%  recommendation  [kernel.kallsyms]  [k] getname_flags
     0.05%  recommendation  [kernel.kallsyms]  [k] lock_hrtimer_base
     0.05%  recommendation  [kernel.kallsyms]  [k] validate_xmit_skb
     0.05%  recommendation  [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.05%  recommendation  [kernel.kallsyms]  [k] fpregs_assert_state_consistent
     0.05%  recommendation  recommendation     [.] encoding/json.stateBeginValue
     0.05%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_local_fn
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_rate_skb_sent
     0.05%  recommendation  [kernel.kallsyms]  [k] prepare_exit_to_usermode
     0.05%  recommendation  [kernel.kallsyms]  [k] br_handle_frame_finish
     0.05%  recommendation  recommendation     [.] runtime.mapdelete_fast32
     0.05%  recommendation  [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.05%  recommendation  [kernel.kallsyms]  [k] select_idle_sibling
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).checkFrameOrder
     0.05%  recommendation  [kernel.kallsyms]  [k] path_init
     0.05%  recommendation  [kernel.kallsyms]  [k] pipe_write
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handleData
     0.05%  recommendation  [kernel.kallsyms]  [k] prepend_path.isra.0
     0.05%  recommendation  [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.05%  recommendation  [kernel.kallsyms]  [k] inet_ehashfn
     0.05%  recommendation  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.05%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.Clone
     0.05%  recommendation  recommendation     [.] syscall.read
     0.05%  recommendation  recommendation     [.] fmt.Sprintf
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.validWireHeaderFieldName
     0.05%  recommendation  recommendation     [.] golang.org/x/net/http2.parseHeadersFrame
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).Read
     0.05%  recommendation  [kernel.kallsyms]  [k] is_skb_forwardable
     0.05%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_struct
     0.05%  recommendation  [kernel.kallsyms]  [k] bictcp_acked
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1.1
     0.05%  recommendation  [kernel.kallsyms]  [k] br_nf_pre_routing_finish
     0.05%  recommendation  recommendation     [.] runtime.checkdead
     0.05%  recommendation  [kernel.kallsyms]  [k] tcp_recv_timestamp
     0.05%  recommendation  [kernel.kallsyms]  [k] check_preempt_wakeup
     0.05%  recommendation  [kernel.kallsyms]  [k] ksys_write
     0.05%  recommendation  [kernel.kallsyms]  [k] validate_xmit_xfrm
     0.05%  recommendation  [kernel.kallsyms]  [k] sock_rfree
     0.05%  recommendation  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).sendResponse
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.codec.Unmarshal
     0.05%  recommendation  [kernel.kallsyms]  [k] __wake_up_common_lock
     0.05%  recommendation  [kernel.kallsyms]  [k] do_epoll_wait
     0.05%  recommendation  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.05%  recommendation  [kernel.kallsyms]  [k] sock_def_readable
     0.05%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).Extract
     0.05%  recommendation  recommendation     [.] google.golang.org/grpc/transport.newFramer.func1
     0.05%  recommendation  recommendation     [.] time.absDate
     0.05%  recommendation  recommendation     [.] internal/poll.(*fdMutex).rwunlock
     0.05%  recommendation  [kernel.kallsyms]  [k] mod_timer
     0.05%  recommendation  [kernel.kallsyms]  [k] br_nf_dev_queue_xmit
     0.05%  recommendation  [kernel.kallsyms]  [k] lapic_next_deadline
     0.05%  recommendation  [kernel.kallsyms]  [k] __copy_skb_header
     0.05%  recommendation  [kernel.kallsyms]  [k] __ksize
     0.05%  recommendation  recommendation     [.] encoding/json.(*decodeState).value
     0.05%  recommendation  [kernel.kallsyms]  [k] __slab_free
     0.05%  recommendation  recommendation     [.] time.Date
     0.05%  recommendation  [kernel.kallsyms]  [k] select_estimate_accuracy
     0.05%  recommendation  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.04%  recommendation  recommendation     [.] runtime.assertE2I2
     0.04%  recommendation  recommendation     [.] reflect.name.name
     0.04%  recommendation  [kernel.kallsyms]  [k] cpus_share_cache
     0.04%  recommendation  recommendation     [.] runtime.exitsyscall.abi0
     0.04%  recommendation  [kernel.kallsyms]  [k] pick_next_entity
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).processUnaryRPC.func3
     0.04%  recommendation  recommendation     [.] net.(*netFD).Write
     0.04%  recommendation  recommendation     [.] reflect.(*rtype).uncommon
     0.04%  recommendation  recommendation     [.] runtime.runqsteal
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.GetProperties
     0.04%  recommendation  recommendation     [.] context.(*valueCtx).Done
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_push
     0.04%  recommendation  recommendation     [.] runtime.goready.func1
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/encoding/proto.(*codec).Unmarshal
     0.04%  recommendation  recommendation     [.] reflect.Value.SetMapIndex
     0.04%  recommendation  recommendation     [.] runtime.releaseSudog
     0.04%  recommendation  recommendation     [.] sync.(*Pool).pin
     0.04%  recommendation  recommendation     [.] internal/reflectlite.(*rtype).Comparable
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).readMetaFrame
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_ack_update_rtt.isra.0
     0.04%  recommendation  recommendation     [.] runtime.interhash
     0.04%  recommendation  [kernel.kallsyms]  [k] __skb_clone
     0.04%  recommendation  [kernel.kallsyms]  [k] nf_nat_ipv4_out
     0.04%  recommendation  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.04%  recommendation  recommendation     [.] math/rand.(*rngSource).Int63
     0.04%  recommendation  recommendation     [.] strconv.formatBits
     0.04%  recommendation  recommendation     [.] encoding/json.(*Decoder).Decode
     0.04%  recommendation  recommendation     [.] net.(*conn).Write
     0.04%  recommendation  recommendation     [.] sync.(*WaitGroup).Add
     0.04%  recommendation  recommendation     [.] runtime.ifaceeq
     0.04%  recommendation  recommendation     [.] runtime.publicationBarrier.abi0
     0.04%  recommendation  [kernel.kallsyms]  [k] netif_rx
     0.04%  recommendation  recommendation     [.] context.WithValue
     0.04%  recommendation  recommendation     [.] reflect.Value.Type
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_rack_update_reo_wnd
     0.04%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.ContextFromString
     0.04%  recommendation  recommendation     [.] github.com/rs/zerolog.newEvent
     0.04%  recommendation  [kernel.kallsyms]  [k] filename_lookup
     0.04%  recommendation  recommendation     [.] reflect.(*rtype).Key
     0.04%  recommendation  [kernel.kallsyms]  [k] rw_verify_area
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onData
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.FrameHeader.Header
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_event_data_recv
     0.04%  recommendation  recommendation     [.] sync.(*RWMutex).Unlock
     0.04%  recommendation  recommendation     [.] os.(*File).Write
     0.04%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Logger).newEvent
     0.04%  recommendation  recommendation     [.] internal/poll.runtime_pollWait
     0.04%  recommendation  recommendation     [.] encoding/json.(*scanner).popParseState
     0.04%  recommendation  recommendation     [.] runtime.save
     0.04%  recommendation  [kernel.kallsyms]  [k] vfs_read
     0.04%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).Marshal
     0.04%  recommendation  recommendation     [.] reflect.(*rtype).Kind
     0.04%  recommendation  recommendation     [.] fmt.(*fmt).pad
     0.04%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*textMapPropagator).Extract
     0.04%  recommendation  [kernel.kallsyms]  [k] __nf_ct_refresh_acct
     0.04%  recommendation  [kernel.kallsyms]  [k] common_perm_cond
     0.04%  recommendation  [kernel.kallsyms]  [k] security_sock_rcv_skb
     0.04%  recommendation  [kernel.kallsyms]  [k] skb_push
     0.04%  recommendation  recommendation     [.] runtime.assertI2I2
     0.04%  recommendation  [kernel.kallsyms]  [k] strncpy_from_user
     0.04%  recommendation  [kernel.kallsyms]  [k] ttwu_do_wakeup
     0.04%  recommendation  [kernel.kallsyms]  [k] iptable_filter_hook
     0.04%  recommendation  [kernel.kallsyms]  [k] security_socket_recvmsg
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_cleanup_rbuf
     0.04%  recommendation  recommendation     [.] type..eq.golang.org/x/net/http2/hpack.pairNameValue
     0.04%  recommendation  [kernel.kallsyms]  [k] vfs_statx
     0.04%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler
     0.04%  recommendation  recommendation     [.] os.fillFileStatFromSys
     0.04%  recommendation  recommendation     [.] encoding/json.(*decodeState).scanWhile
     0.04%  recommendation  recommendation     [.] runtime.acquirep
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldIndexed
     0.04%  recommendation  [kernel.kallsyms]  [k] new_sync_read
     0.04%  recommendation  recommendation     [.] net.(*netFD).Read
     0.04%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).Write
     0.04%  recommendation  [kernel.kallsyms]  [k] inode_permission
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2.(*WindowUpdateFrame).Header
     0.04%  recommendation  recommendation     [.] reflect.(*rtype).FieldByName
     0.04%  recommendation  recommendation     [.] reflect.Value.Convert
     0.04%  recommendation  recommendation     [.] runtime.netpollblockcommit
     0.04%  recommendation  [kernel.kallsyms]  [k] __x86_indirect_thunk_r14
     0.04%  recommendation  [kernel.kallsyms]  [k] netif_rx_internal
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_release_cb
     0.04%  recommendation  [kernel.kallsyms]  [k] tcp_send_delayed_ack
     0.04%  recommendation  [kernel.kallsyms]  [k] get_l4proto
     0.04%  recommendation  recommendation     [.] runtime.netpollready
     0.04%  recommendation  recommendation     [.] reflect.makemap
     0.04%  recommendation  [kernel.kallsyms]  [k] get_futex_key_refs.isra.0
     0.04%  recommendation  recommendation     [.] time.Now
     0.04%  recommendation  [kernel.kallsyms]  [k] skb_ext_add
     0.04%  recommendation  recommendation     [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lon
     0.04%  recommendation  [kernel.kallsyms]  [k] __alloc_skb
     0.04%  recommendation  [kernel.kallsyms]  [k] ovl_permission
     0.04%  recommendation  [kernel.kallsyms]  [k] set_normalized_timespec64
     0.04%  recommendation  [kernel.kallsyms]  [k] dev_hard_start_xmit
     0.04%  recommendation  [kernel.kallsyms]  [k] sock_recvmsg
     0.04%  recommendation  recommendation     [.] encoding/json.(*scanner).pushParseState
     0.04%  recommendation  recommendation     [.] runtime.releasep
     0.04%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).parseFieldLiteral
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_v4_fill_cb
     0.03%  recommendation  [kernel.kallsyms]  [k] __unqueue_futex
     0.03%  recommendation  [kernel.kallsyms]  [k] drop_futex_key_refs.isra.0
     0.03%  recommendation  [kernel.kallsyms]  [k] inet6_recvmsg
     0.03%  recommendation  [kernel.kallsyms]  [k] conntrack_mt_v3
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*DataFrame).Header
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WriteDataPadded
     0.03%  recommendation  recommendation     [.] runtime.wakep
     0.03%  recommendation  [kernel.kallsyms]  [k] perf_pmu_disable.part.0
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.03%  recommendation  recommendation     [.] reflect.Value.Set
     0.03%  recommendation  recommendation     [.] runtime.acquireSudog
     0.03%  recommendation  recommendation     [.] runtime.(*sweepLocked).sweep
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_v4_do_rcv
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBufferReader).read
     0.03%  recommendation  [kernel.kallsyms]  [k] clear_buddies
     0.03%  recommendation  [kernel.kallsyms]  [k] nf_ct_deliver_cached_events
     0.03%  recommendation  [kernel.kallsyms]  [k] apparmor_file_permission
     0.03%  recommendation  [kernel.kallsyms]  [k] security_file_permission
     0.03%  recommendation  [kernel.kallsyms]  [k] br_fdb_update
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).add
     0.03%  recommendation  recommendation     [.] bufio.(*Writer).Flush
     0.03%  recommendation  recommendation     [.] runtime.(*mcentral).cacheSpan
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.readFrameHeader
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).search
     0.03%  recommendation  [kernel.kallsyms]  [k] clockevents_program_event
     0.03%  recommendation  [kernel.kallsyms]  [k] ip_finish_output
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.NewTracer.func2
     0.03%  recommendation  recommendation     [.] runtime.updateTimerPMask
     0.03%  recommendation  [kernel.kallsyms]  [k] hrtimer_nanosleep
     0.03%  recommendation  recommendation     [.] reflect.implements
     0.03%  recommendation  [kernel.kallsyms]  [k] release_sock
     0.03%  recommendation  recommendation     [.] bytes.(*Buffer).WriteTo
     0.03%  recommendation  recommendation     [.] github.com/hailocab/go-geoindex.(*GeoPoint).Lat
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).write
     0.03%  recommendation  recommendation     [.] internal/testlog.Getenv
     0.03%  recommendation  recommendation     [.] github.com/harlow/go-micro-services/services/recommendation/proto._Recommendation_GetRecommendations_Handler.func1
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*quotaPool).get
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*LevelWriterAdapter).WriteLevel
     0.03%  recommendation  recommendation     [.] runtime.memhash8
     0.03%  recommendation  recommendation     [.] runtime.entersyscall.abi0
     0.03%  recommendation  [kernel.kallsyms]  [k] set_user_sigmask
     0.03%  recommendation  recommendation     [.] runtime.selectnbsend
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_queue_rcv
     0.03%  recommendation  recommendation     [.] fmt.(*pp).free
     0.03%  recommendation  recommendation     [.] context.propagateCancel
     0.03%  recommendation  recommendation     [.] sync.(*WaitGroup).Done
     0.03%  recommendation  recommendation     [.] reflect.convertOp
     0.03%  recommendation  [kernel.kallsyms]  [k] detach_if_pending
     0.03%  recommendation  [kernel.kallsyms]  [k] sock_write_iter
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.parsePingFrame
     0.03%  recommendation  [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.03%  recommendation  [kernel.kallsyms]  [k] _copy_from_user
     0.03%  recommendation  recommendation     [.] runtime.(*pageCache).alloc
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).WritePing
     0.03%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb_one_core
     0.03%  recommendation  recommendation     [.] runtime.mapassign_fast32
     0.03%  recommendation  recommendation     [.] strings.genSplit
     0.03%  recommendation  recommendation     [.] reflect.packEface
     0.03%  recommendation  [kernel.kallsyms]  [k] skb_entail
     0.03%  recommendation  [kernel.kallsyms]  [k] ktime_get_ts64
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_parse_md5sig_option
     0.03%  recommendation  [kernel.kallsyms]  [k] br_validate_ipv4.isra.0
     0.03%  recommendation  recommendation     [.] time.now.abi0
     0.03%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).reportSpan
     0.03%  recommendation  [kernel.kallsyms]  [k] rb_first
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_wfree
     0.03%  recommendation  [kernel.kallsyms]  [k] __vfs_read
     0.03%  recommendation  recommendation     [.] time.tzsetNum
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatLevel.func1
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.03%  recommendation  recommendation     [.] fmt.(*fmt).fmtInteger
     0.03%  recommendation  [kernel.kallsyms]  [k] copyin
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).caller
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*MetaHeadersFrame).checkPseudos
     0.03%  recommendation  [kernel.kallsyms]  [k] restore_nameidata
     0.03%  recommendation  [kernel.kallsyms]  [k] brnf_get_logical_dev
     0.03%  recommendation  [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.readVarInt
     0.03%  recommendation  [kernel.kallsyms]  [k] ovl_same_sb
     0.03%  recommendation  [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.Level.String
     0.03%  recommendation  recommendation     [.] runtime.send
     0.03%  recommendation  recommendation     [.] encoding/json.(*decodeState).unmarshal
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2.(*Framer).endWrite
     0.03%  recommendation  recommendation     [.] runtime.selparkcommit
     0.03%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).readString.dwrap.1
     0.03%  recommendation  [kernel.kallsyms]  [k] set_next_entity
     0.03%  recommendation  recommendation     [.] fmt.(*fmt).fmtS
     0.03%  recommendation  recommendation     [.] context.parentCancelCtx
     0.03%  recommendation  [kernel.kallsyms]  [k] aa_sk_perm
     0.03%  recommendation  recommendation     [.] context.(*valueCtx).Value
     0.03%  recommendation  [kernel.kallsyms]  [k] update_blocked_averages
     0.03%  recommendation  [kernel.kallsyms]  [k] should_failslab
     0.03%  recommendation  [kernel.kallsyms]  [k] fput
     0.03%  recommendation  recommendation     [.] runtime.memhash
     0.03%  recommendation  [kernel.kallsyms]  [k] bictcp_cong_avoid
     0.03%  recommendation  [kernel.kallsyms]  [k] perf_event_update_time
     0.03%  recommendation  recommendation     [.] context.WithCancel
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Msgf
     0.03%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).enc_slice_string
     0.03%  recommendation  [kernel.kallsyms]  [k] __vfs_write
     0.03%  recommendation  recommendation     [.] time.tzset
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*recvBuffer).put
     0.03%  recommendation  [kernel.kallsyms]  [k] tcp_newly_delivered
     0.03%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp
     0.03%  recommendation  recommendation     [.] runtime.chanrecv
     0.03%  recommendation  [kernel.kallsyms]  [k] hrtimer_try_to_cancel
     0.03%  recommendation  recommendation     [.] runtime.gogo.abi0
     0.03%  recommendation  recommendation     [.] runtime.injectglist
     0.03%  recommendation  [kernel.kallsyms]  [k] activate_task
     0.03%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).traceInfo
     0.03%  recommendation  recommendation     [.] reflect.Value.Bytes
     0.03%  recommendation  recommendation     [.] runtime.notewakeup
     0.03%  recommendation  recommendation     [.] syscall.Getenv
     0.03%  recommendation  [kernel.kallsyms]  [k] check_cfs_rq_runtime
     0.03%  recommendation  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.03%  recommendation  recommendation     [.] runtime.memhash32
     0.03%  recommendation  recommendation     [.] reflect.New
     0.03%  recommendation  [kernel.kallsyms]  [k] __skb_ext_put
     0.03%  recommendation  [kernel.kallsyms]  [k] sk_page_frag_refill
     0.03%  recommendation  recommendation     [.] fmt.(*fmt).padString
     0.03%  recommendation  recommendation     [.] runtime.memequal8
     0.03%  recommendation  recommendation     [.] runtime.(*mheap).freeSpanLocked
     0.03%  recommendation  [kernel.kallsyms]  [k] raw_local_deliver
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.isProto3Zero
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.02%  recommendation  [kernel.kallsyms]  [k] group_sched_in
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.02%  recommendation  recommendation     [.] gogo
     0.02%  recommendation  [kernel.kallsyms]  [k] common_perm
     0.02%  recommendation  recommendation     [.] time.tzsetName
     0.02%  recommendation  [kernel.kallsyms]  [k] __x64_sys_write
     0.02%  recommendation  [kernel.kallsyms]  [k] ip_send_check
     0.02%  recommendation  [kernel.kallsyms]  [k] idle_cpu
     0.02%  recommendation  [kernel.kallsyms]  [k] current_time
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).PkgPath
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.(*Event).Timestamp
     0.02%  recommendation  [kernel.kallsyms]  [k] __x64_sys_getcwd
     0.02%  recommendation  recommendation     [.] runtime.nilinterhash
     0.02%  recommendation  recommendation     [.] sort.quickSort
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).invalidate
     0.02%  recommendation  recommendation     [.] runtime.stackcacherelease
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_try_coalesce
     0.02%  recommendation  [kernel.kallsyms]  [k] _cond_resched
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_rate_gen
     0.02%  recommendation  recommendation     [.] reflect.(*rtype).NumMethod
     0.02%  recommendation  [kernel.kallsyms]  [k] __legitimize_mnt
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*http2Server).handlePing
     0.02%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range_clock
     0.02%  recommendation  recommendation     [.] runtime.goexit0
     0.02%  recommendation  recommendation     [.] runtime.(*mcache).refill
     0.02%  recommendation  [kernel.kallsyms]  [k] ip_rcv
     0.02%  recommendation  recommendation     [.] time.getnum
     0.02%  recommendation  [kernel.kallsyms]  [k] skb_scrub_packet
     0.02%  recommendation  recommendation     [.] runtime.(*fixalloc).alloc
     0.02%  recommendation  recommendation     [.] fmt.(*fmt).truncateString
     0.02%  recommendation  [kernel.kallsyms]  [k] prepend_name
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*Tracer).StartSpan
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*headerFieldTable).evictOldest
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_v4_early_demux
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc/transport.(*Stream).Read
     0.02%  recommendation  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.02%  recommendation  recommendation     [.] runtime.park_m
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_v4_send_check
     0.02%  recommendation  [kernel.kallsyms]  [k] ovl_path_real
     0.02%  recommendation  [kernel.kallsyms]  [k] irq_exit
     0.02%  recommendation  recommendation     [.] bytes.(*Reader).Read
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.02%  recommendation  [kernel.kallsyms]  [k] sched_clock
     0.02%  recommendation  recommendation     [.] runtime.makeslicecopy
     0.02%  recommendation  recommendation     [.] runtime.mapaccess2_fast32
     0.02%  recommendation  recommendation     [.] time.Time.locabs
     0.02%  recommendation  [kernel.kallsyms]  [k] __netif_receive_skb
     0.02%  recommendation  recommendation     [.] runtime.memhash64
     0.02%  recommendation  recommendation     [.] fmt.(*pp).fmtString
     0.02%  recommendation  [kernel.kallsyms]  [k] setup_pre_routing
     0.02%  recommendation  recommendation     [.] context.removeChild
     0.02%  recommendation  recommendation     [.] strconv.FormatInt
     0.02%  recommendation  [kernel.kallsyms]  [k] jiffies_to_usecs
     0.02%  recommendation  recommendation     [.] runtime.mput
     0.02%  recommendation  [kernel.kallsyms]  [k] wake_q_add_safe
     0.02%  recommendation  recommendation     [.] runtime.gfput
     0.02%  recommendation  [kernel.kallsyms]  [k] ip_rcv_finish_core.isra.0
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.02%  recommendation  [kernel.kallsyms]  [k] wake_up_q
     0.02%  recommendation  recommendation     [.] os.statNolog
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog.consoleDefaultFormatTimestamp.func1
     0.02%  recommendation  [kernel.kallsyms]  [k] cpumask_next_wrap
     0.02%  recommendation  [kernel.kallsyms]  [k] ovl_path_type
     0.02%  recommendation  [kernel.kallsyms]  [k] _raw_spin_unlock_bh
     0.02%  recommendation  recommendation     [.] github.com/golang/protobuf/proto.(*Buffer).dec_proto3_int64
     0.02%  recommendation  [kernel.kallsyms]  [k] cpumask_next
     0.02%  recommendation  recommendation     [.] github.com/uber/jaeger-client-go.(*compositeObserver).OnStartSpan
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_check_space
     0.02%  recommendation  recommendation     [.] sort.Sort
     0.02%  recommendation  recommendation     [.] runtime.heapBits.forward
     0.02%  recommendation  recommendation     [.] runtime.newproc
     0.02%  recommendation  recommendation     [.] time.(*Location).get
     0.02%  recommendation  recommendation     [.] reflect.directlyAssignable
     0.02%  recommendation  recommendation     [.] reflect.Value.SetString
     0.02%  recommendation  [kernel.kallsyms]  [k] __x64_sys_newfstatat
     0.02%  recommendation  recommendation     [.] runtime.funcname
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_tx_timestamp
     0.02%  recommendation  [kernel.kallsyms]  [k] __bitmap_and
     0.02%  recommendation  [kernel.kallsyms]  [k] set_next_buddy
     0.02%  recommendation  recommendation     [.] github.com/rs/zerolog/internal/json.Encoder.AppendTime
     0.02%  recommendation  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.02%  recommendation  [kernel.kallsyms]  [k] ep_autoremove_wake_function
     0.02%  recommendation  [kernel.kallsyms]  [k] sk_reset_timer
     0.02%  recommendation  recommendation     [.] golang.org/x/net/http2.(*HeadersFrame).HeaderBlockFragment
     0.02%  recommendation  [kernel.kallsyms]  [k] __tcp_select_window
     0.02%  recommendation  recommendation     [.] internal/poll.(*FD).Read.dwrap.10
     0.02%  recommendation  [kernel.kallsyms]  [k] _copy_from_iter_full
     0.02%  recommendation  recommendation     [.] syscall.Getcwd
     0.02%  recommendation  [kernel.kallsyms]  [k] __dev_forward_skb
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.02%  recommendation  recommendation     [.] runtime.notetsleep
     0.02%  recommendation  [kernel.kallsyms]  [k] schedule_hrtimeout_range
     0.02%  recommendation  [kernel.kallsyms]  [k] tcp_data_ready
     0.02%  recommendation  [kernel.kallsyms]  [k] __wake_up_sync_key
     0.02%  recommendation  [kernel.kallsyms]  [k] aa_file_perm
     0.02%  recommendation  [kernel.kallsyms]  [k] hrtimer_reprogram
     0.02%  recommendation  recommendation     [.] runtime.deferreturn
     0.02%  recommendation  recommendation     [.] google.golang.org/grpc.(*parser).recvMsg
